id	sym	C1	C2	C3	5_uM_thapsigargin_rep1	5_uM_thapsigargin_rep2	5_uM_thapsigargin_rep3
ENSMUSG00000030671	Pde3b	891	477	317	657	340	186
ENSMUSG00000030672	Mylpf	236	259	234	75	112	124
ENSMUSG00000030674	Qprt	0	1	6	1	0	2
ENSMUSG00000030677	Kif22	2321	1497	1000	981	691	343
ENSMUSG00000030678	Maz	7654	5463	6477	5916	4623	5136
ENSMUSG00000030680	Pagr1a	0	1	0	0	0	0
ENSMUSG00000030681	Mvp	7290	8156	15576	4157	7321	10939
ENSMUSG00000030682	Cdipt	4307	4822	6949	4419	5486	6480
ENSMUSG00000030683	Sez6l2	104	135	174	135	201	185
ENSMUSG00000030685	Kctd13	300	322	456	369	564	609
ENSMUSG00000030688	Stard10	10685	8153	8738	6585	5526	5732
ENSMUSG00000030689	Ino80e	897	863	996	895	848	881
ENSMUSG00000030691	Fchsd2	3376	4160	2918	4747	12605	3553
ENSMUSG00000030693	Klk10	0	0	1	0	1	0
ENSMUSG00000030695	Aldoa	123286	91870	70903	85244	85476	45736
ENSMUSG00000030697	Ppp4c	4473	3528	4508	4092	3717	4356
ENSMUSG00000030699	Tbx6	12	6	2	11	17	5
ENSMUSG00000030701	Plekhb1	86	94	212	50	73	117
ENSMUSG00000030703	Gdpd3	64	84	105	26	64	55
ENSMUSG00000030704	Rab6a	6875	9103	7889	9467	12923	8862
ENSMUSG00000030706	Mrpl48	2171	1932	1490	1822	1650	1296
ENSMUSG00000030707	Coro1a	1	2	1	2	0	0
ENSMUSG00000030708	Dnajb13	41	67	40	11	22	12
ENSMUSG00000030711	Sult1a1	8	10	17	13	28	24
ENSMUSG00000030714	Sgf29	824	661	678	1230	1067	816
ENSMUSG00000030717	Nupr1	3819	990	2460	17556	12942	13805
ENSMUSG00000030718	Ppme1	5674	6822	4919	5480	7500	4113
ENSMUSG00000030720	Cln3	1576	1241	1334	1705	1438	1251
ENSMUSG00000030722	Nfatc2ip	488	507	447	576	535	376
ENSMUSG00000030724	Cd19	0	1	0	0	0	0
ENSMUSG00000030725	Lipt2	282	199	192	201	97	133
ENSMUSG00000030726	Pold3	1833	1513	1172	1179	914	675
ENSMUSG00000030727	Rabep2	501	524	508	600	838	483
ENSMUSG00000030729	Pgm2l1	779	710	800	565	408	346
ENSMUSG00000030730	Atp2a1	3	1	5	5	8	6
ENSMUSG00000030731	Syt3	6	16	22	8	9	9
ENSMUSG00000030732	Chrdl2	0	0	0	1	0	0
ENSMUSG00000030733	Sh2b1	2641	2813	3461	3906	4205	4488
ENSMUSG00000030735	Gm9755	124	124	112	78	79	67
ENSMUSG00000030737	Slco2b1	3889	5789	3845	3004	5090	2611
ENSMUSG00000030738	Eif3c	17018	14478	19343	24643	24581	29435
ENSMUSG00000030739	Myh14	14798	20782	25919	13551	23069	27749
ENSMUSG00000030741	Spns1	1580	1985	1521	1348	2277	1200
ENSMUSG00000030742	Lat	8	7	1	3	9	5
ENSMUSG00000030744	Rps3	79986	40980	55687	65885	35513	49044
ENSMUSG00000030747	Dgat2	4632	11228	11595	6936	56081	11914
ENSMUSG00000030748	Il4ra	1467	1729	1509	2284	3819	2140
ENSMUSG00000030750	Nsmce1	1346	1137	801	1059	1033	818
ENSMUSG00000030751	Psma1	6189	5094	5707	4522	3973	4379
ENSMUSG00000030752	Kdm8	255	230	272	314	269	202
ENSMUSG00000030753	Prkrir	3851	3234	4456	3853	3230	3811
ENSMUSG00000030754	Copb1	8898	9175	11007	13232	14422	15453
ENSMUSG00000030757	Zkscan2	1	0	0	0	1	0
ENSMUSG00000030759	Far1	826	580	695	1311	1115	1304
ENSMUSG00000030760	Acer3	1864	1353	2813	1527	1076	1648
ENSMUSG00000030761	Myo7a	4395	6395	7096	4294	6949	6558
ENSMUSG00000030762	Aqp8	7	76	1	10	49	4
ENSMUSG00000030763	Lcmt1	1253	1406	944	840	890	615
ENSMUSG00000030766	Arhgap17	1681	2072	1800	1409	2148	1933
ENSMUSG00000030768	Disp1	440	529	630	530	711	681
ENSMUSG00000030769	Slc5a11	284	2759	505	178	2012	326
ENSMUSG00000030770	Parva	3170	2008	2105	2168	1412	1451
ENSMUSG00000030771	Micalcl	621	1371	1203	1231	3376	2014
ENSMUSG00000030772	Dkk3	0	0	1	2	2	0
ENSMUSG00000030774	Pak1	4690	5007	4673	5176	6727	5400
ENSMUSG00000030779	Rbbp6	3588	3709	4073	5177	6165	5635
ENSMUSG00000030780	BC017158	1693	1731	1526	1637	1752	1213
ENSMUSG00000030781	Slc5a2	2	0	1	2	0	1
ENSMUSG00000030782	Tgfb1i1	1	1	0	0	2	0
ENSMUSG00000030785	Cox6a2	28	3	9	67	50	70
ENSMUSG00000030786	Itgam	129	120	70	86	92	62
ENSMUSG00000030787	Lyve1	377	371	403	518	536	585
ENSMUSG00000030788	Rnf141	3941	4014	4334	3400	3970	3632
ENSMUSG00000030789	Itgax	0	1	0	3	3	3
ENSMUSG00000030790	Adm	430	356	434	438	596	249
ENSMUSG00000030792	Dkkl1	1	0	0	2	1	0
ENSMUSG00000030793	Pycard	7964	6709	7213	4141	2849	3177
ENSMUSG00000030795	Fus	9485	10215	14452	10879	11346	14598
ENSMUSG00000030796	Tead2	296	141	93	124	52	33
ENSMUSG00000030798	Cd37	12	4	38	7	1	18
ENSMUSG00000030800	Prss8	3262	3130	3545	1629	2332	2043
ENSMUSG00000030801	Kat8	980	825	1004	1638	1317	1480
ENSMUSG00000030802	Bckdk	4305	3741	3205	2484	2405	1878
ENSMUSG00000030804	Gm21974	1	0	0	0	0	0
ENSMUSG00000030805	Stx4a	2472	2428	2020	1769	1906	1366
ENSMUSG00000030806	Stx1b	0	0	1	0	0	0
ENSMUSG00000030811	Fbxl19	2670	2216	1578	1657	1492	988
ENSMUSG00000030814	Bcl7c	841	590	465	450	332	340
ENSMUSG00000030815	Phkg2	372	414	367	593	593	447
ENSMUSG00000030816	Rnf40	2998	2672	3409	3800	4032	3810
ENSMUSG00000030822	Prr14	1755	2071	2123	3410	4612	3477
ENSMUSG00000030823	9130019O22Rik	383	478	544	514	851	460
ENSMUSG00000030824	Nucb1	13918	13389	13314	9490	11830	12759
ENSMUSG00000030825	Hsd17b14	7	4	10	9	8	14
ENSMUSG00000030826	Bcat2	1167	952	862	1258	1559	1135
ENSMUSG00000030827	Fgf21	1	1	1	62	38	20
ENSMUSG00000030830	Itgal	5	10	15	10	15	16
ENSMUSG00000030834	Abcc6	589	1554	927	881	2673	1003
ENSMUSG00000030835	Nomo1	21585	19622	25974	19225	19337	24126
ENSMUSG00000030838	Ush1c	6761	9362	10254	6699	9801	9573
ENSMUSG00000030839	Sergef	338	209	373	335	237	361
ENSMUSG00000030842	Lamtor1	3443	3217	3184	2439	2833	2313
ENSMUSG00000030844	Rgs10	6	3	1	2	2	2
ENSMUSG00000030846	Tial1	3465	3319	3541	4883	4263	3517
ENSMUSG00000030847	Bag3	2165	2308	3246	2826	3251	3027
ENSMUSG00000030849	Fgfr2	1256	923	575	484	277	193
ENSMUSG00000030850	Ate1	1570	1660	2132	2528	2564	2424
ENSMUSG00000030851	Ldhc	0	0	1	1	0	0
ENSMUSG00000030852	Tacc2	2786	2402	3253	4343	5234	5371
ENSMUSG00000030854	Ptpn5	0	0	2	1	3	1
ENSMUSG00000030858	1700007K09Rik	3	0	1	4	2	0
ENSMUSG00000030859	Fam24a	2	0	3	1	3	0
ENSMUSG00000030861	Acadsb	2107	1727	1534	1498	1453	1402
ENSMUSG00000030862	Cpxm2	1	1	1	0	2	1
ENSMUSG00000030865	Chp2	3579	8715	4573	2960	8140	5165
ENSMUSG00000030866	Ern2	364	536	982	264	346	377
ENSMUSG00000030867	Plk1	3253	2514	1714	949	963	574
ENSMUSG00000030868	Dctn5	1933	2076	2103	1375	1680	1678
ENSMUSG00000030869	Ndufab1	4100	4179	4571	3505	3683	3802
ENSMUSG00000030870	Ubfd1	3668	3805	3460	3057	3717	3762
ENSMUSG00000030871	Ears2	1366	1116	1106	1353	1190	1022
ENSMUSG00000030872	Gga2	2101	2370	2431	1575	2503	1641
ENSMUSG00000030873	Scnn1b	0	0	0	1	1	0
ENSMUSG00000030876	Mettl9	4658	4053	2996	4401	3777	3340
ENSMUSG00000030877	4933427G17Rik	38	29	6	49	47	23
ENSMUSG00000030878	Cdr2	3851	8114	5345	9828	18201	9570
ENSMUSG00000030879	Mrpl17	2532	2053	2161	2080	1777	1879
ENSMUSG00000030880	Polr3e	2493	2018	2964	3884	2916	3792
ENSMUSG00000030881	Arfip2	2924	2687	3298	4194	4008	4350
ENSMUSG00000030882	Dnhd1	8	19	25	51	64	110
ENSMUSG00000030884	Uqcrc2	23935	23196	20877	17470	18520	16590
ENSMUSG00000030887	Pdzd9	6	7	9	6	9	16
ENSMUSG00000030888	Rrp8	843	738	1170	1738	943	1200
ENSMUSG00000030889	Vwa3a	0	0	0	2	0	0
ENSMUSG00000030890	Ilk	19	10	28	13	14	14
ENSMUSG00000030894	Tpp1	2766	3603	3656	1526	3439	1916
ENSMUSG00000030895	Hpx	2	2	1	4	12	7
ENSMUSG00000030897	Cnga4	16	18	7	13	19	6
ENSMUSG00000030905	Crym	58	96	152	64	102	183
ENSMUSG00000030909	Anks4b	6366	9421	7786	11093	21056	10829
ENSMUSG00000030911	Zp2	0	2	0	1	6	0
ENSMUSG00000030917	Tmem159	720	710	465	660	795	509
ENSMUSG00000030921	Trim30a	8	39	43	9	33	83
ENSMUSG00000030922	Lyrm1	182	191	215	216	306	267
ENSMUSG00000030924	2610020H08Rik	213	196	153	273	229	185
ENSMUSG00000030929	Eri2	383	323	244	461	285	220
ENSMUSG00000030930	Chst15	749	313	433	297	148	142
ENSMUSG00000030934	Oat	110952	150362	77217	96317	144518	70825
ENSMUSG00000030935	Acsm3	108	31	117	47	17	53
ENSMUSG00000030942	Thumpd1	2092	1741	2123	2584	1815	2131
ENSMUSG00000030946	Lhpp	3099	3871	2217	2339	3180	1688
ENSMUSG00000030954	Gp2	0	0	0	1	0	0
ENSMUSG00000030956	Fam53b	2829	4100	4205	3085	4877	3368
ENSMUSG00000030960	Mettl10	565	510	580	682	466	653
ENSMUSG00000030965	Fam175b	1752	1934	1988	3023	3539	2800
ENSMUSG00000030966	Trim21	283	304	355	167	159	314
ENSMUSG00000030967	Zranb1	2441	2001	2276	3258	3565	2739
ENSMUSG00000030968	Pdilt	7	20	23	21	49	31
ENSMUSG00000030970	Ctbp2	3510	2789	3337	2514	2265	2402
ENSMUSG00000030972	Acsm5	158	688	612	125	715	474
ENSMUSG00000030976	Tex36	0	0	0	0	1	0
ENSMUSG00000030978	Rrm1	6424	4962	4492	2683	1916	1402
ENSMUSG00000030979	Uros	502	559	392	819	688	397
ENSMUSG00000030980	Knop1	2414	2125	2373	1617	1296	1550
ENSMUSG00000030981	Mmp21	0	1	0	0	0	1
ENSMUSG00000030982	9030624J02Rik	2218	2844	2268	2028	3180	2021
ENSMUSG00000030983	Bccip	2106	1813	2346	2268	1777	2129
ENSMUSG00000030986	Dhx32	3946	3140	2850	3369	3155	2675
ENSMUSG00000030987	Stim1	1928	2082	1878	1937	1706	1736
ENSMUSG00000030990	Pgap2	2642	1690	2137	1475	865	1260
ENSMUSG00000030994	D7Ertd443e	0	0	0	1	0	0
ENSMUSG00000030996	Art1	3	0	1	1	0	1
ENSMUSG00000031004	Mki67	13867	12751	9471	8715	7181	4558
ENSMUSG00000031007	Atp6ap2	7037	5950	6669	5676	5774	5324
ENSMUSG00000031010	Usp9x	6512	8027	7617	8420	10124	9219
ENSMUSG00000031012	Cask	6270	5142	5900	5622	5807	5737
ENSMUSG00000031015	Swap70	1445	1057	1240	1698	1349	1306
ENSMUSG00000031016	Wee1	2326	2459	1469	1406	2038	725
ENSMUSG00000031021	Tmem9b	1916	2428	2289	1539	2288	2103
ENSMUSG00000031022	BC051019	4	0	1	13	19	1
ENSMUSG00000031023	Akip1	704	570	430	576	484	355
ENSMUSG00000031024	St5	3226	3206	2607	3017	4500	1797
ENSMUSG00000031026	Trim66	1	1	2	62	123	80
ENSMUSG00000031027	Stk33	0	0	0	0	1	0
ENSMUSG00000031028	Tub	0	2	0	1	0	2
ENSMUSG00000031029	Eif3f	20214	10666	14022	14668	9743	13046
ENSMUSG00000031059	Ndufb11	6304	5354	4685	4103	4054	3970
ENSMUSG00000031060	Rbm10	3700	3065	3239	5825	4664	4801
ENSMUSG00000031065	Cdk16	7696	6948	6624	6285	6233	6471
ENSMUSG00000031066	Usp11	113	82	45	171	147	89
ENSMUSG00000031068	Glrx3	5938	4704	5419	4583	3554	3780
ENSMUSG00000031072	Oraov1	601	730	599	675	865	567
ENSMUSG00000031073	Fgf15	24	19	62	14	14	168
ENSMUSG00000031074	Fgf3	0	0	0	0	0	0
ENSMUSG00000031075	Ano1	433	123	349	240	90	265
ENSMUSG00000031077	Fadd	1174	1074	879	1137	1097	815
ENSMUSG00000031078	Cttn	8718	9528	10618	7043	8731	9599
ENSMUSG00000031079	Zfp300	0	0	0	0	1	0
ENSMUSG00000031085	Gm498	0	0	0	8	26	0
ENSMUSG00000031089	Slc6a14	2	2	16	0	0	43
ENSMUSG00000031090	Nadsyn1	2789	3483	2537	3248	4656	2362
ENSMUSG00000031093	Dock11	964	639	465	1235	1051	641
ENSMUSG00000031095	Cul4b	1998	1920	1727	2190	1947	1605
ENSMUSG00000031097	Tnni2	0	0	0	0	0	2
ENSMUSG00000031098	Syt8	13	3	9	10	0	7
ENSMUSG00000031099	Smarca1	13	18	19	10	22	13
ENSMUSG00000031101	Sash3	1	0	0	6	6	1
ENSMUSG00000031103	Elf4	2785	3691	4645	2886	4913	4823
ENSMUSG00000031104	Rab33a	4	1	7	5	8	5
ENSMUSG00000031105	Slc25a14	154	167	148	207	260	170
ENSMUSG00000031107	Rbmx2	392	304	335	348	307	316
ENSMUSG00000031109	Enox2	940	1033	754	906	1081	722
ENSMUSG00000031112	Stk26	1	5	1	2	3	1
ENSMUSG00000031119	Gpc4	1912	2182	1952	1261	1805	1464
ENSMUSG00000031129	Slc9a9	6	24	30	4	22	21
ENSMUSG00000031130	Brs3	0	0	0	0	0	0
ENSMUSG00000031131	Vgll1	10	14	17	5	11	19
ENSMUSG00000031133	Arhgef6	14	8	10	7	8	11
ENSMUSG00000031134	Rbmx	1952	1854	2141	2600	2218	2424
ENSMUSG00000031137	Fgf13	0	0	0	1	0	0
ENSMUSG00000031139	Mcf2	0	0	0	0	0	0
ENSMUSG00000031142	Cacna1f	1	0	0	0	0	0
ENSMUSG00000031144	Syp	60	92	112	41	104	115
ENSMUSG00000031145	Prickle3	327	337	286	334	448	198
ENSMUSG00000031146	Plp2	5987	3668	4007	3543	2416	2714
ENSMUSG00000031147	Magix	4	7	2	2	1	1
ENSMUSG00000031148	Gpkow	1624	1565	1626	1989	1844	1624
ENSMUSG00000031149	Praf2	318	375	252	165	254	154
ENSMUSG00000031150	Ccdc120	383	471	406	723	1221	609
ENSMUSG00000031153	Gripap1	1088	1590	1921	1995	3085	2718
ENSMUSG00000031154	Otud5	2639	2676	1851	2635	3267	1899
ENSMUSG00000031155	Pim2	469	402	565	525	585	569
ENSMUSG00000031156	Slc35a2	1866	1803	1717	1721	2194	1689
ENSMUSG00000031157	Pqbp1	1462	1402	1270	1454	1625	1557
ENSMUSG00000031158	Timm17b	1326	1083	886	838	833	790
ENSMUSG00000031161	Hdac6	865	773	861	586	530	618
ENSMUSG00000031162	Gata1	0	0	0	0	0	0
ENSMUSG00000031163	Glod5	1575	1905	1808	308	475	675
ENSMUSG00000031165	Was	1	11	0	0	3	0
ENSMUSG00000031166	Wdr13	2839	2957	2951	2838	3333	2711
ENSMUSG00000031167	Rbm3	14078	9907	14012	9014	8183	10228
ENSMUSG00000031168	Ebp	3116	3021	2241	1775	1899	1741
ENSMUSG00000031169	Porcn	180	113	58	143	132	25
ENSMUSG00000031170	Slc38a5	1	0	0	0	1	1
ENSMUSG00000031171	Ftsj1	880	741	637	759	666	543
ENSMUSG00000031173	Otc	8889	9752	9238	4512	5897	6010
ENSMUSG00000031174	Rpgr	470	335	256	528	375	234
ENSMUSG00000031176	Dynlt3	2993	2153	2189	2225	1835	1841
ENSMUSG00000031189	Aff2	0	0	0	0	0	1
ENSMUSG00000031196	F8	8	13	12	24	14	14
ENSMUSG00000031197	Vbp1	1704	1476	1504	1519	1643	1422
ENSMUSG00000031198	Fundc2	1594	938	1000	731	462	479
ENSMUSG00000031200	Mtcp1	165	223	284	174	293	242
ENSMUSG00000031201	Brcc3	1527	1314	1422	1689	1517	1381
ENSMUSG00000031202	Rab39b	0	2	0	18	15	8
ENSMUSG00000031207	Msn	0	1	0	0	2	0
ENSMUSG00000031209	Heph	4979	8904	7548	5802	10843	9438
ENSMUSG00000031210	Gpr165	0	3	0	0	3	2
ENSMUSG00000031212	Pgr15l	0	0	1	0	0	0
ENSMUSG00000031214	Ophn1	217	262	248	309	472	309
ENSMUSG00000031216	Stard8	2	2	0	4	1	1
ENSMUSG00000031217	Efnb1	3455	3110	3107	1652	2111	2024
ENSMUSG00000031220	Awat2	49	22	17	95	31	30
ENSMUSG00000031221	Igbp1	4702	3583	3222	4024	3182	3212
ENSMUSG00000031224	Magee2	0	0	0	2	0	0
ENSMUSG00000031226	Pbdc1	1313	1280	1435	1047	1010	1157
ENSMUSG00000031227	Magee1	34	39	44	25	36	27
ENSMUSG00000031229	Atrx	5101	5343	5840	6916	6523	5511
ENSMUSG00000031230	Fgf16	0	0	0	2	0	0
ENSMUSG00000031231	Cox7b	10765	11840	9104	3909	5505	4815
ENSMUSG00000031232	Magt1	6117	5777	6339	6575	6424	8466
ENSMUSG00000031239	Itm2a	20	9	1	12	7	0
ENSMUSG00000031241	Tbx22	0	0	0	0	0	0
ENSMUSG00000031242	2610002M06Rik	1772	1508	1858	1814	1730	2260
ENSMUSG00000031245	Hmgn5	4138	3322	2113	2416	1886	1242
ENSMUSG00000031246	Sh3bgrl	4437	4829	3618	2481	3330	2524
ENSMUSG00000031253	Srpx2	5	33	11	4	7	5
ENSMUSG00000031255	Sytl4	119	133	123	124	116	54
ENSMUSG00000031256	Cstf2	3428	3009	3198	4468	3330	2862
ENSMUSG00000031257	Nox1	18	11	84	85	60	106
ENSMUSG00000031258	Xkrx	10	9	11	29	38	12
ENSMUSG00000031262	Cenpi	748	534	311	268	204	112
ENSMUSG00000031264	Btk	12	27	8	9	21	6
ENSMUSG00000031266	Gla	580	641	445	608	2356	613
ENSMUSG00000031271	Serpina7	1	0	1	0	1	0
ENSMUSG00000031273	Col4a6	0	0	1	0	0	0
ENSMUSG00000031274	Col4a5	1	0	1	3	4	2
ENSMUSG00000031278	Acsl4	1333	1158	629	1194	1231	776
ENSMUSG00000031284	Pak3	47	27	23	83	126	33
ENSMUSG00000031285	Dcx	0	1	0	1	2	0
ENSMUSG00000031286	Glt28d2	144	154	134	323	411	259
ENSMUSG00000031289	Il13ra2	0	0	0	0	4	0
ENSMUSG00000031290	Lrch2	0	1	0	1	0	1
ENSMUSG00000031292	Cdkl5	176	169	113	302	227	168
ENSMUSG00000031293	Rs1	0	2	0	0	1	0
ENSMUSG00000031294	D630029K05Rik	1	0	1	0	0	0
ENSMUSG00000031295	Phka2	828	602	512	694	545	387
ENSMUSG00000031297	Slc7a3	22	7	19	165	144	154
ENSMUSG00000031298	Adgrg2	2	41	20	2	49	30
ENSMUSG00000031299	Pdha1	15402	12474	13135	11389	11345	13276
ENSMUSG00000031302	Nlgn3	0	0	1	1	1	1
ENSMUSG00000031303	Map3k15	616	365	374	575	351	242
ENSMUSG00000031304	Il2rg	1	0	0	0	0	0
ENSMUSG00000031309	Rps6ka3	5326	4591	4291	4885	4430	4301
ENSMUSG00000031310	Zmym3	1701	1589	1415	1323	1122	1117
ENSMUSG00000031311	Nono	16098	13068	12859	13648	11313	10862
ENSMUSG00000031312	Itgb1bp2	11	18	17	2	7	6
ENSMUSG00000031314	Taf1	3186	3575	3702	3804	4531	3983
ENSMUSG00000031320	Rps4x	89593	47943	64359	63184	35765	46053
ENSMUSG00000031325	4930519F16Rik	0	0	0	0	0	0
ENSMUSG00000031327	Chic1	353	258	690	286	178	318
ENSMUSG00000031328	Flna	901	752	1006	877	1237	1831
ENSMUSG00000031329	Tsx	3	0	2	6	5	4
ENSMUSG00000031330	Zcchc13	0	0	0	0	0	0
ENSMUSG00000031333	Abcb7	4149	4290	4439	3792	4317	3774
ENSMUSG00000031337	Mtm1	2118	1767	2173	6942	6094	7480
ENSMUSG00000031340	Gabre	203	275	269	264	423	210
ENSMUSG00000031342	Gpm6b	4	3	2	5	2	6
ENSMUSG00000031343	Gabra3	1	0	0	0	2	0
ENSMUSG00000031344	Gabrq	0	0	0	0	0	0
ENSMUSG00000031347	Cetn2	979	877	739	377	393	390
ENSMUSG00000031349	Nsdhl	5151	4732	5089	2917	2738	3564
ENSMUSG00000031351	Zfp185	12	3	24	16	9	24
ENSMUSG00000031352	Hccs	1706	2038	2203	2180	2356	2201
ENSMUSG00000031353	Rbbp7	12549	8960	11046	8999	6436	7789
ENSMUSG00000031355	Arhgap6	135	83	55	272	116	107
ENSMUSG00000031357	Syap1	2837	3010	2776	2199	2741	2400
ENSMUSG00000031358	Msl3	2061	1698	1632	1625	1550	1200
ENSMUSG00000031360	Ctps2	948	667	722	598	421	464
ENSMUSG00000031362	Xlr4c	0	0	1	0	0	1
ENSMUSG00000031364	Grpr	0	1	2	1	1	6
ENSMUSG00000031365	Zfp275	826	611	699	990	661	833
ENSMUSG00000031367	Ap1s2	82	125	101	77	120	83
ENSMUSG00000031370	Zrsr2	1122	1046	1333	1767	1606	1550
ENSMUSG00000031371	Haus7	1264	1134	1074	1003	886	831
ENSMUSG00000031372	Trex2	14	3	22	1	3	3
ENSMUSG00000031373	Car5b	16	10	2	11	4	3
ENSMUSG00000031374	Zfp92	116	207	176	84	230	75
ENSMUSG00000031375	Bgn	2	0	0	0	0	0
ENSMUSG00000031376	Atp2b3	1	1	0	2	0	1
ENSMUSG00000031377	Bmx	125	686	289	84	432	205
ENSMUSG00000031378	Abcd1	1709	4529	2581	1351	4444	1978
ENSMUSG00000031379	Pir	765	338	393	598	364	243
ENSMUSG00000031380	Figf	13	9	8	30	55	18
ENSMUSG00000031381	Piga	1485	1285	2019	2073	2469	3045
ENSMUSG00000031382	Asb11	4	5	0	3	6	3
ENSMUSG00000031383	Dusp9	135	86	130	57	23	49
ENSMUSG00000031385	Plxnb3	1	6	6	0	7	3
ENSMUSG00000031386	Hcfc1	6956	7087	11338	9111	10075	11947
ENSMUSG00000031387	Renbp	80	67	282	76	93	189
ENSMUSG00000031388	Naa10	1501	1039	1130	959	764	714
ENSMUSG00000031389	Arhgap4	8	26	75	60	41	101
ENSMUSG00000031390	Avpr2	0	0	1	1	0	1
ENSMUSG00000031391	L1cam	2334	1303	1899	1221	684	906
ENSMUSG00000031392	Irak1	3821	2861	2772	3518	2644	2549
ENSMUSG00000031393	Mecp2	1387	1457	1355	1843	2073	1701
ENSMUSG00000031398	Plxna3	273	230	421	258	255	576
ENSMUSG00000031399	Fam3a	1123	1037	1012	1211	1471	1103
ENSMUSG00000031400	G6pdx	5029	5420	6346	3409	4230	4800
ENSMUSG00000031402	Mpp1	6230	11400	10848	7624	15263	10436
ENSMUSG00000031403	Dkc1	3531	2747	3278	2896	1725	2030
ENSMUSG00000031410	Nxf7	133	45	219	423	372	1084
ENSMUSG00000031422	Morf4l2	7946	7575	8402	8185	8947	9868
ENSMUSG00000031425	Plp1	30	35	22	65	46	30
ENSMUSG00000031428	Zcchc18	4	3	4	3	1	0
ENSMUSG00000031429	Psmd10	1051	1021	783	732	704	600
ENSMUSG00000031430	Vsig1	0	1	0	2	2	0
ENSMUSG00000031431	Tsc22d3	2039	2828	3392	7217	16368	8865
ENSMUSG00000031432	Prps1	1472	1619	1264	1774	2265	1654
ENSMUSG00000031433	Rbm41	262	299	241	317	360	209
ENSMUSG00000031434	Morc4	1061	754	715	1391	1057	1026
ENSMUSG00000031438	Rnf128	10716	11079	9600	7897	10922	7548
ENSMUSG00000031441	Atp11a	621	1036	655	479	1001	594
ENSMUSG00000031442	Mcf2l	1094	859	1158	743	413	531
ENSMUSG00000031443	F7	0	0	1	1	0	0
ENSMUSG00000031444	F10	10	355	11	12	268	8
ENSMUSG00000031445	Proz	384	1973	468	272	1730	318
ENSMUSG00000031446	Cul4a	5530	4947	5376	5467	5532	4537
ENSMUSG00000031447	Lamp1	18432	24277	21600	12237	21038	14306
ENSMUSG00000031448	Adprhl1	26	25	17	16	9	12
ENSMUSG00000031449	Atp4b	0	0	0	0	0	1
ENSMUSG00000031450	Grk1	10	14	15	22	20	18
ENSMUSG00000031451	Gas6	4608	3686	6601	1742	2232	3229
ENSMUSG00000031452	1700029H14Rik	0	0	1	1	0	0
ENSMUSG00000031453	Rasa3	1748	1144	1101	957	509	378
ENSMUSG00000031458	Coprs	853	892	1214	1332	1527	1339
ENSMUSG00000031461	Myom2	0	0	1	0	0	0
ENSMUSG00000031465	Angpt2	511	154	168	315	89	50
ENSMUSG00000031467	Agpat5	3417	2547	2909	2363	2036	1754
ENSMUSG00000031471	Defb8	0	0	0	0	2	0
ENSMUSG00000031478	Nek3	431	807	344	354	917	274
ENSMUSG00000031479	Vps36	3612	3806	3734	2982	3260	2841
ENSMUSG00000031480	Thsd1	10	8	3	15	14	4
ENSMUSG00000031481	Tpte	25	39	30	22	50	33
ENSMUSG00000031482	Slc25a15	15417	20623	16040	15808	30353	17805
ENSMUSG00000031483	Erlin2	7179	7929	6399	4005	5402	4186
ENSMUSG00000031485	Prosc	2632	3082	2521	3513	4004	2481
ENSMUSG00000031486	Adgra2	15	11	18	16	17	17
ENSMUSG00000031487	Brf2	352	288	302	456	383	298
ENSMUSG00000031488	Rab11fip1	4640	5132	4158	4097	6812	4454
ENSMUSG00000031489	Adrb3	0	0	0	0	0	0
ENSMUSG00000031490	Eif4ebp1	3877	2448	3345	7866	6249	7063
ENSMUSG00000031491	Chrna6	0	0	0	2	1	0
ENSMUSG00000031493	Ggn	18	14	11	6	13	7
ENSMUSG00000031497	Tnfsf13b	209	282	87	138	163	71
ENSMUSG00000031502	Col4a1	1	3	0	4	3	1
ENSMUSG00000031503	Col4a2	2	4	1	0	6	2
ENSMUSG00000031504	Rab20	465	471	353	441	735	313
ENSMUSG00000031505	Carkd	1876	1876	1909	1924	1919	1600
ENSMUSG00000031506	Ptpn7	0	0	0	0	1	0
ENSMUSG00000031508	Ankrd10	2972	3195	3618	7332	7302	7170
ENSMUSG00000031509	1700016D06Rik	1	2	1	1	1	1
ENSMUSG00000031510	1700128E19Rik	0	0	0	0	1	0
ENSMUSG00000031511	Arhgef7	2173	2191	2434	2121	2654	2423
ENSMUSG00000031512	Tex29	0	0	0	0	0	1
ENSMUSG00000031513	Leprotl1	1188	1191	1856	2449	2466	4272
ENSMUSG00000031516	Dctn6	1283	1279	1242	857	1033	994
ENSMUSG00000031517	Gpm6a	2	1	3	3	2	2
ENSMUSG00000031519	Asb5	1	2	2	2	8	6
ENSMUSG00000031520	Vegfc	284	271	302	883	1052	798
ENSMUSG00000031521	Aga	894	759	985	1067	895	837
ENSMUSG00000031523	Dlc1	206	180	191	206	368	127
ENSMUSG00000031527	Eri1	2402	1719	1446	2177	1610	1023
ENSMUSG00000031529	Tnks	3167	3518	3250	4609	5715	4560
ENSMUSG00000031530	Dusp4	2694	1309	2200	2033	2842	1908
ENSMUSG00000031532	Saraf	3484	3786	3563	5117	5680	6637
ENSMUSG00000031533	Mrps31	3812	3532	3627	3954	4926	3732
ENSMUSG00000031534	Smim19	436	409	344	610	431	417
ENSMUSG00000031535	Dkk4	4	7	3	1	7	0
