id	sym	WT_6_hr_DMSO_1	WT_6_hr_DMSO_2	WT_6_hr_DMSO_3	WT_6_hr_Tunicamycin_1	WT_6_hr_Tunicamycin_2	WT_6_hr_Tunicamycin_3
ENSMUSG00000026436	Elk4	670	965	1177	1433	1400	1458
ENSMUSG00000026437	Cdk18	674	853	1262	1868	1901	2468
ENSMUSG00000026439	Rbbp5	422	571	726	863	767	829
ENSMUSG00000026442	Nfasc	8	6	5	9	9	7
ENSMUSG00000026443	Lrrn2	2	1	0	0	0	4
ENSMUSG00000026447	Pik3c2b	147	239	233	116	101	150
ENSMUSG00000026450	Chit1	0	0	0	0	0	0
ENSMUSG00000026452	Syt2	1	3	1	1	1	2
ENSMUSG00000026455	Klhl12	333	371	443	749	701	716
ENSMUSG00000026456	Cyb5r1	132	160	214	2003	1768	2084
ENSMUSG00000026457	Adipor1	2635	2177	3101	2192	2176	2706
ENSMUSG00000026458	Ppfia4	32	22	38	32	33	30
ENSMUSG00000026463	Atp2b4	86	148	152	220	270	313
ENSMUSG00000026466	Tor1aip1	1178	1028	1602	1279	1293	1350
ENSMUSG00000026469	Xpr1	937	905	1494	2072	1675	1854
ENSMUSG00000026470	Stx6	155	236	260	381	268	402
ENSMUSG00000026471	Mr1	75	112	84	74	82	121
ENSMUSG00000026473	Glul	18259	23127	32795	14763	14789	16314
ENSMUSG00000026475	Rgs16	570	1659	795	208	1153	1078
ENSMUSG00000026478	Lamc1	325	512	604	705	600	897
ENSMUSG00000026479	Lamc2	13	31	22	15	16	37
ENSMUSG00000026480	Ncf2	81	62	108	80	88	99
ENSMUSG00000026482	Rgl1	227	292	336	455	397	460
ENSMUSG00000026483	Fam129a	128	107	131	708	735	1279
ENSMUSG00000026484	Rnf2	395	357	440	1541	1092	1136
ENSMUSG00000026489	Adck3	3459	2828	3358	3240	2658	2617
ENSMUSG00000026490	Cdc42bpa	689	731	1038	1171	1022	1224
ENSMUSG00000026491	Ahctf1	1257	1706	2531	2833	2316	2549
ENSMUSG00000026492	Tfb2m	366	474	571	708	648	732
ENSMUSG00000026494	Kif26b	16	48	93	35	11	10
ENSMUSG00000026495	Efcab2	59	77	99	85	77	108
ENSMUSG00000026496	Parp1	632	894	981	2043	1866	2404
ENSMUSG00000026499	Acbd3	438	471	643	2288	2006	2215
ENSMUSG00000026500	Cox20	1	1	2	3	4	4
ENSMUSG00000026502	Desi2	517	465	686	710	892	985
ENSMUSG00000026504	Sdccag8	150	176	247	163	130	209
ENSMUSG00000026509	Capn2	617	725	630	1233	1117	1345
ENSMUSG00000026510	Trp53bp2	387	571	795	636	521	660
ENSMUSG00000026511	Srp9	1407	1133	1294	3048	3057	3422
ENSMUSG00000026516	Nvl	453	614	639	1013	828	915
ENSMUSG00000026519	Tmem63a	196	304	336	214	231	281
ENSMUSG00000026520	Pycr2	104	132	119	712	831	852
ENSMUSG00000026525	Opn3	14	15	26	7	4	17
ENSMUSG00000026526	Fh1	5318	4813	10170	3506	3252	4570
ENSMUSG00000026527	Rgs7	0	2	1	0	3	2
ENSMUSG00000026532	Spta1	0	1	0	1	1	1
ENSMUSG00000026536	Mnda	20	21	19	31	36	25
ENSMUSG00000026542	Apcs	2984	1681	1466	8766	8157	7874
ENSMUSG00000026544	Dusp23	185	226	236	346	354	507
ENSMUSG00000026546	Cfap45	2	2	2	2	3	9
ENSMUSG00000026547	Tagln2	351	400	424	524	719	1038
ENSMUSG00000026548	Slamf9	18	12	16	13	4	15
ENSMUSG00000026553	Copa	3597	5065	5925	12271	11731	13645
ENSMUSG00000026554	Dcaf8	2719	3194	3711	3626	3232	3665
ENSMUSG00000026556	Vangl2	8	20	18	18	17	25
ENSMUSG00000026558	Uck2	305	359	512	704	448	605
ENSMUSG00000026563	Tada1	111	113	141	150	122	109
ENSMUSG00000026564	Dusp27	0	0	0	0	0	1
ENSMUSG00000026565	Pou2f1	138	297	315	431	350	426
ENSMUSG00000026566	Mpzl1	58	43	52	118	158	273
ENSMUSG00000026567	Adcy10	1	1	4	1	2	2
ENSMUSG00000026568	Mpc2	3899	3033	4105	1720	1878	2279
ENSMUSG00000026571	Dcaf6	923	1171	1657	1181	1089	1518
ENSMUSG00000026572	Tbx19	0	0	0	0	0	1
ENSMUSG00000026573	Xcl1	1	0	7	5	1	8
ENSMUSG00000026574	Dpt	101	92	100	47	149	209
ENSMUSG00000026575	Nme7	82	102	111	96	83	108
ENSMUSG00000026576	Atp1b1	1285	1267	2014	312	347	605
ENSMUSG00000026577	Blzf1	212	227	278	1330	1150	1231
ENSMUSG00000026578	Ccdc181	91	102	97	78	67	127
ENSMUSG00000026579	F5	12302	17250	24376	23690	19499	20832
ENSMUSG00000026580	Selp	22	36	54	36	32	30
ENSMUSG00000026581	Sell	20	18	25	41	30	40
ENSMUSG00000026582	Sele	2	3	2	6	4	4
ENSMUSG00000026584	Scyl3	548	529	676	1295	1207	1248
ENSMUSG00000026585	Kifap3	155	194	200	120	116	198
ENSMUSG00000026586	Prrx1	10	13	11	7	14	15
ENSMUSG00000026587	Astn1	0	1	0	2	2	0
ENSMUSG00000026589	Sec16b	2164	2982	3748	2235	1975	2453
ENSMUSG00000026592	Tex35	0	1	1	0	0	1
ENSMUSG00000026594	Ralgps2	507	427	866	348	317	336
ENSMUSG00000026596	Abl2	228	277	385	549	487	489
ENSMUSG00000026600	Soat1	140	149	137	174	182	218
ENSMUSG00000026601	Axdnd1	0	0	0	0	2	0
ENSMUSG00000026602	Nphs2	0	0	1	0	0	1
ENSMUSG00000026603	Smyd2	202	270	286	187	204	196
ENSMUSG00000026604	Ptpn14	47	92	71	114	140	170
ENSMUSG00000026605	Cenpf	89	28	14	12	25	33
ENSMUSG00000026608	Kctd3	298	284	336	929	771	1083
ENSMUSG00000026609	Ush2a	1	0	0	0	0	0
ENSMUSG00000026610	Esrrg	42	115	32	16	10	18
ENSMUSG00000026611	Spata17	2	14	10	11	7	8
ENSMUSG00000026614	Slc30a10	778	556	874	249	321	261
ENSMUSG00000026615	Eprs	2615	3922	4077	16983	16128	17443
ENSMUSG00000026616	Cr2	3	13	3	12	9	11
ENSMUSG00000026617	Bpnt1	1472	1570	1900	1224	1136	1424
ENSMUSG00000026618	Iars2	1174	1428	1785	1385	1382	1597
ENSMUSG00000026620	Mark1	21	30	24	27	39	37
ENSMUSG00000026621	Marc1	9354	6611	11347	4265	4211	4426
ENSMUSG00000026622	Nek2	143	37	51	43	66	86
ENSMUSG00000026623	Lpgat1	6428	8822	12407	3261	2631	3312
ENSMUSG00000026626	Ppp2r5a	4003	3055	4213	4755	4747	4863
ENSMUSG00000026627	Tmem206	40	44	60	53	35	73
ENSMUSG00000026628	Atf3	107	56	96	23278	10487	14534
ENSMUSG00000026630	Batf3	21	17	11	14	16	16
ENSMUSG00000026632	Tatdn3	93	130	91	101	92	105
ENSMUSG00000026634	Angel2	498	663	649	601	569	743
ENSMUSG00000026637	Traf5	63	91	114	33	26	32
ENSMUSG00000026638	Irf6	801	927	959	1092	866	1108
ENSMUSG00000026639	Lamb3	74	65	95	74	79	130
ENSMUSG00000026640	Plxna2	583	702	737	1174	1076	1062
ENSMUSG00000026641	Usf1	416	342	504	437	358	428
ENSMUSG00000026643	Nmt2	620	602	1003	655	534	660
ENSMUSG00000026644	Acbd7	0	1	0	0	0	0
ENSMUSG00000026645	Olah	0	0	0	0	0	0
ENSMUSG00000026646	Suv39h2	24	23	41	53	60	59
ENSMUSG00000026648	Dclre1c	143	208	252	192	163	175
ENSMUSG00000026649	Cfap126	15	35	24	18	21	43
ENSMUSG00000026650	Meig1	0	1	0	0	1	0
ENSMUSG00000026655	Fam107b	1302	1610	1876	1553	1725	3929
ENSMUSG00000026656	Fcgr2b	687	1017	1282	1427	1174	1476
ENSMUSG00000026657	Frmd4a	106	138	143	183	200	217
ENSMUSG00000026659	Dusp12	175	187	177	195	164	242
ENSMUSG00000026662	Sephs1	735	711	872	805	719	827
ENSMUSG00000026663	Atf6	2135	2134	3675	15969	14777	16826
ENSMUSG00000026664	Phyh	25748	24697	33693	25240	21820	28897
ENSMUSG00000026667	Uhmk1	1661	2154	2839	2084	2039	2148
ENSMUSG00000026669	Mcm10	671	583	676	1520	963	820
ENSMUSG00000026670	Uap1	806	934	1125	2747	2807	3175
ENSMUSG00000026672	Optn	1673	1954	2697	1876	1657	1894
ENSMUSG00000026674	Ddr2	111	135	170	183	164	285
ENSMUSG00000026675	Hsd17b7	1609	2242	1682	1405	1371	1770
ENSMUSG00000026676	Ccdc3	10	8	8	10	10	3
ENSMUSG00000026678	Rgs5	705	692	1295	1018	1094	1475
ENSMUSG00000026679	Enkur	1	7	1	2	2	1
ENSMUSG00000026683	Nuf2	44	7	6	9	17	22
ENSMUSG00000026686	Lmx1a	0	0	0	0	0	0
ENSMUSG00000026687	Aldh9a1	6233	6325	7635	5142	5048	6638
ENSMUSG00000026688	Mgst3	277	300	279	118	180	244
ENSMUSG00000026691	Fmo3	5370	12951	16951	105	951	5853
ENSMUSG00000026692	Fmo4	277	338	340	62	85	91
ENSMUSG00000026694	Mettl13	241	288	373	751	685	719
ENSMUSG00000026696	Vamp4	266	280	299	550	538	678
ENSMUSG00000026697	Myoc	2	0	0	0	0	0
ENSMUSG00000026698	Pigc	276	248	340	297	242	345
ENSMUSG00000026701	Prdx6	9747	10888	13979	4541	4629	5614
ENSMUSG00000026705	Klhl20	196	275	326	321	271	321
ENSMUSG00000026707	Nsun6	57	102	78	164	120	139
ENSMUSG00000026708	Cenpl	184	153	182	190	166	198
ENSMUSG00000026709	Dars2	386	402	458	295	266	314
ENSMUSG00000026712	Mrc1	746	853	1226	1506	1338	1745
ENSMUSG00000026715	Serpinc1	46394	41603	59464	33015	36930	43921
ENSMUSG00000026718	Stam	448	478	585	1282	997	1105
ENSMUSG00000026721	Rabgap1l	909	951	1110	859	846	825
ENSMUSG00000026723	Trdmt1	53	111	57	76	89	135
ENSMUSG00000026725	Tnn	0	0	1	1	1	0
ENSMUSG00000026726	Cubn	3	2	2	0	2	6
ENSMUSG00000026727	Rsu1	468	504	581	279	259	412
ENSMUSG00000026728	Vim	431	438	382	310	803	620
ENSMUSG00000026729	4930562F07Rik	0	1	1	0	0	2
ENSMUSG00000026730	Pter	2351	1674	2251	3840	4268	3367
ENSMUSG00000026736	4930426L09Rik	0	3	1	2	2	1
ENSMUSG00000026737	Pip4k2a	113	101	121	166	158	206
ENSMUSG00000026739	Bmi1	569	517	562	816	816	915
ENSMUSG00000026740	Dnajc1	762	930	869	1630	1606	1773
ENSMUSG00000026743	Mllt10	509	535	742	725	568	713
ENSMUSG00000026748	Plxdc2	8	17	17	18	9	44
ENSMUSG00000026749	Nek6	1353	1342	1514	2195	1898	2495
ENSMUSG00000026750	Psmb7	1430	1163	1560	1030	1033	1152
ENSMUSG00000026751	Nr5a1	1	1	0	1	0	0
ENSMUSG00000026753	Ppp6c	1007	910	1246	1482	1352	1570
ENSMUSG00000026754	Golga1	428	513	551	1650	1374	1608
ENSMUSG00000026755	Arpc5l	673	627	777	1619	1553	1999
ENSMUSG00000026761	Orc4	425	439	438	863	688	831
ENSMUSG00000026764	Kif5c	5	5	1	6	4	2
ENSMUSG00000026765	Lypd6b	0	0	1	0	0	0
ENSMUSG00000026766	Mmadhc	1225	1184	1730	4606	4204	5645
ENSMUSG00000026767	Fam188a	596	595	655	612	626	719
ENSMUSG00000026768	Itga8	130	139	125	168	182	221
ENSMUSG00000026770	Il2ra	5	16	6	7	7	4
ENSMUSG00000026771	Spopl	264	284	311	470	409	451
ENSMUSG00000026773	Pfkfb3	290	533	391	236	232	229
ENSMUSG00000026775	Yme1l1	2613	2406	2728	4550	4313	4859
ENSMUSG00000026778	Prkcq	38	27	35	40	48	72
ENSMUSG00000026779	Mastl	44	21	34	11	15	17
ENSMUSG00000026781	Acbd5	5625	4845	6213	4340	3782	3838
ENSMUSG00000026782	Abi2	125	175	164	178	181	240
ENSMUSG00000026784	Pdss1	45	75	70	52	57	52
ENSMUSG00000026785	Pkn3	15	23	48	15	22	32
ENSMUSG00000026786	Apbb1ip	52	43	66	89	70	107
ENSMUSG00000026787	Gad2	0	0	0	0	0	0
ENSMUSG00000026788	Zbtb43	519	620	761	1060	844	954
ENSMUSG00000026790	Odf2	167	329	363	421	341	480
ENSMUSG00000026791	Slc2a8	336	312	332	449	482	595
ENSMUSG00000026792	Lrsam1	255	281	376	286	212	372
ENSMUSG00000026796	Fam129b	106	125	108	67	97	139
ENSMUSG00000026797	Stxbp1	40	76	92	96	94	92
ENSMUSG00000026798	Coq4	122	143	124	143	113	150
ENSMUSG00000026799	Med27	68	52	99	170	156	182
ENSMUSG00000026803	Ttf1	265	316	435	701	563	619
ENSMUSG00000026805	Barhl1	0	0	5	4	3	3
ENSMUSG00000026806	Ddx31	137	181	213	354	301	304
ENSMUSG00000026807	Ak8	1	0	0	1	1	1
ENSMUSG00000026809	Spaca9	3	0	0	1	0	0
ENSMUSG00000026810	Dpm2	255	220	233	441	460	517
ENSMUSG00000026811	St6galnac6	1106	912	1197	385	384	523
ENSMUSG00000026812	Tsc1	652	859	1087	662	581	634
ENSMUSG00000026814	Eng	869	1434	1741	2142	2356	2825
ENSMUSG00000026816	Gtf3c5	136	211	199	474	442	498
ENSMUSG00000026817	Ak1	8	13	3	6	5	9
ENSMUSG00000026818	Cel	0	0	0	1	1	0
ENSMUSG00000026819	Slc25a25	5034	3891	7988	763	697	475
ENSMUSG00000026820	Ptges2	349	403	445	299	295	363
ENSMUSG00000026821	Ralgds	40	67	58	73	68	65
ENSMUSG00000026822	Lcn2	411	425	312	267	411	372
ENSMUSG00000026824	Kcnj3	0	0	0	0	0	0
ENSMUSG00000026825	Dnm1	8	6	7	3	4	7
ENSMUSG00000026826	Nr4a2	12	4	22	240	241	310
ENSMUSG00000026827	Gpd2	524	770	756	1433	1859	1946
ENSMUSG00000026828	Galnt5	0	0	0	0	0	0
ENSMUSG00000026829	Gbgt1	8	13	12	16	9	18
ENSMUSG00000026830	Ermn	0	0	0	1	0	0
ENSMUSG00000026831	1700007K13Rik	2	18	1	1	0	0
ENSMUSG00000026832	Cytip	32	12	21	21	29	32
ENSMUSG00000026833	Olfm1	48	52	90	112	116	112
ENSMUSG00000026834	Acvr1c	4	5	2	3	4	1
ENSMUSG00000026836	Acvr1	309	351	430	416	326	407
ENSMUSG00000026837	Col5a1	186	276	209	240	392	370
ENSMUSG00000026839	Upp2	12776	15169	11795	1110	1492	976
ENSMUSG00000026840	Lamc3	35	110	84	59	87	115
ENSMUSG00000026841	Fibcd1	0	0	0	0	1	0
ENSMUSG00000026842	Abl1	617	838	1141	605	528	666
ENSMUSG00000026843	Fubp3	393	479	598	609	651	779
ENSMUSG00000026848	Tor1b	884	1011	1468	1069	1047	1237
ENSMUSG00000026849	Tor1a	839	720	1012	886	865	1188
ENSMUSG00000026851	BC005624	479	498	617	588	586	723
ENSMUSG00000026853	Crat	877	398	1831	309	226	335
ENSMUSG00000026854	Usp20	135	203	279	244	210	245
ENSMUSG00000026856	Dolpp1	362	311	459	776	966	1080
ENSMUSG00000026857	Ntmt1	132	139	148	565	533	586
ENSMUSG00000026858	Fam73b	1412	1150	2015	736	679	741
ENSMUSG00000026860	Sh3glb2	405	486	403	204	222	286
ENSMUSG00000026864	Hspa5	18885	17206	16156	480267	449886	537590
ENSMUSG00000026866	Kynu	4622	3842	5408	2767	2675	2846
ENSMUSG00000026867	Gapvd1	1089	1368	1752	2987	2809	2898
ENSMUSG00000026869	Psmd5	884	735	1033	1136	1051	1165
ENSMUSG00000026870	Cutal	1102	972	1098	1452	1178	1551
ENSMUSG00000026872	Zeb2	289	312	341	394	403	469
ENSMUSG00000026873	Phf19	28	60	61	73	83	107
ENSMUSG00000026874	Hc	16443	21914	24673	6756	7660	5721
ENSMUSG00000026875	Traf1	25	7	18	18	18	15
ENSMUSG00000026878	Rab14	3447	3699	4480	4275	3878	4559
ENSMUSG00000026879	Gsn	363	550	629	353	630	870
ENSMUSG00000026880	Stom	1239	707	1471	792	809	808
ENSMUSG00000026883	Dab2ip	274	385	545	280	314	351
ENSMUSG00000026885	Ttll11	5	3	2	214	194	200
ENSMUSG00000026887	Mrrf	503	418	503	669	679	771
ENSMUSG00000026888	Grb14	885	912	716	569	649	718
ENSMUSG00000026889	Rbm18	302	375	338	1118	1039	1104
ENSMUSG00000026890	Lhx6	32	26	101	20	31	71
ENSMUSG00000026893	Gca	117	205	152	309	393	463
ENSMUSG00000026894	Morn5	0	0	0	1	1	0
ENSMUSG00000026895	Ndufa8	1166	1208	1276	997	1173	1433
ENSMUSG00000026896	Ifih1	1016	1298	1068	1139	1116	1341
ENSMUSG00000026904	Slc4a10	5	10	7	3	1	7
ENSMUSG00000026914	Psmd14	920	883	1027	1128	1101	1199
ENSMUSG00000026915	Strbp	824	854	1061	1416	1273	1639
ENSMUSG00000026917	Wdr5	709	687	1028	1541	1439	1573
ENSMUSG00000026918	Brd3	730	858	1215	796	682	783
ENSMUSG00000026921	Egfl7	281	338	413	274	290	461
ENSMUSG00000026922	Agpat2	2880	2335	3403	874	948	1151
ENSMUSG00000026923	Notch1	279	939	727	1559	1370	1236
ENSMUSG00000026924	Sec16a	2325	3542	4786	13118	12187	12797
ENSMUSG00000026925	Inpp5e	147	213	279	114	77	126
ENSMUSG00000026926	Pmpca	1041	1221	1226	1250	1144	1373
ENSMUSG00000026927	Sdccag3	462	464	582	633	543	700
ENSMUSG00000026928	Card9	12	12	15	19	18	18
ENSMUSG00000026930	Gpsm1	24	56	30	34	47	58
ENSMUSG00000026932	Nacc2	461	543	762	403	264	387
ENSMUSG00000026933	Camsap1	186	236	371	1161	917	824
ENSMUSG00000026934	Lhx3	0	0	0	0	0	0
ENSMUSG00000026936	Lcn3	0	0	0	0	0	0
ENSMUSG00000026937	Lcn5	1	0	0	0	0	0
ENSMUSG00000026938	Fcna	476	423	757	596	510	751
ENSMUSG00000026939	Tmem141	221	156	228	112	102	155
ENSMUSG00000026940	Ccdc183	2	6	14	6	4	5
ENSMUSG00000026941	Mamdc4	16	40	43	43	74	69
ENSMUSG00000026942	Traf2	233	179	281	552	450	437
ENSMUSG00000026943	Lcn12	2	6	1	7	3	12
ENSMUSG00000026944	Abca2	1047	1260	1906	134	141	179
ENSMUSG00000026946	Nmi	480	435	459	466	414	465
ENSMUSG00000026950	Neb	376	737	539	841	339	408
ENSMUSG00000026955	Sapcd2	5	5	3	6	12	21
ENSMUSG00000026956	Uap1l1	78	82	57	56	75	72
ENSMUSG00000026958	Dpp7	398	367	444	180	173	155
ENSMUSG00000026959	Grin1	0	0	0	0	0	1
ENSMUSG00000026960	Arl6ip6	257	262	380	359	290	376
ENSMUSG00000026961	Lrrc26	0	0	1	0	0	1
ENSMUSG00000026965	Anapc2	706	875	911	908	793	939
ENSMUSG00000026966	Ssna1	297	202	268	242	194	252
ENSMUSG00000026969	Fam166a	0	2	0	0	0	0
ENSMUSG00000026970	Rbms1	740	668	836	1458	1191	1327
ENSMUSG00000026971	Itgb6	0	2	0	1	2	2
ENSMUSG00000026972	Arrdc1	51	70	69	41	49	65
ENSMUSG00000026974	Zmynd19	244	180	274	1601	1535	1619
ENSMUSG00000026975	Dph7	68	88	85	86	92	103
ENSMUSG00000026976	Pax8	2	1	0	3	0	3
ENSMUSG00000026977	March7	666	845	806	1232	1152	1163
ENSMUSG00000026979	Psd4	91	123	113	91	87	112
ENSMUSG00000026980	Ly75	124	153	185	136	159	247
ENSMUSG00000026981	Il1rn	161	112	264	59	54	52
ENSMUSG00000026986	Hnmt	466	459	423	148	152	225
ENSMUSG00000026987	Baz2b	251	480	481	599	582	663
ENSMUSG00000026988	Wdsub1	86	98	98	111	103	111
ENSMUSG00000026989	Dapl1	0	0	0	0	0	1
ENSMUSG00000026991	Pkp4	1597	1659	2524	1790	1474	1887
ENSMUSG00000026994	Galnt3	13	12	6	11	10	13
ENSMUSG00000026999	Nup35	87	69	102	144	142	139
ENSMUSG00000027001	Dusp19	101	125	91	65	52	90
ENSMUSG00000027002	Nckap1	2570	3040	3910	4816	4480	5208
ENSMUSG00000027004	Frzb	44	47	33	49	55	74
ENSMUSG00000027006	Dnajc10	786	713	807	3453	3725	4189
ENSMUSG00000027007	Ssfa2	1582	1373	2684	3133	3064	3407
ENSMUSG00000027009	Itga4	115	121	179	123	92	131
ENSMUSG00000027010	Slc25a12	299	399	496	387	370	504
ENSMUSG00000027011	Ube2e3	752	563	841	457	424	568
ENSMUSG00000027012	Dync1i2	853	981	1023	1050	935	1139
ENSMUSG00000027014	Cwc22	224	287	346	965	710	734
ENSMUSG00000027015	Cybrd1	2	4	2	4	6	4
ENSMUSG00000027016	Zfp385b	521	583	699	454	426	445
ENSMUSG00000027018	Hat1	206	203	234	203	199	234
ENSMUSG00000027022	Xirp2	0	0	1	0	0	37
ENSMUSG00000027030	Stk39	44	45	53	62	66	104
ENSMUSG00000027035	Cers6	697	825	1574	767	619	738
ENSMUSG00000027048	Abcb11	12643	12185	19231	15495	14480	23741
ENSMUSG00000027067	Ssrp1	1088	1361	1538	1897	1719	2395
ENSMUSG00000027068	Dhrs9	38	28	41	300	280	341
ENSMUSG00000027070	Lrp2	10	18	11	25	1	10
ENSMUSG00000027071	P2rx3	10	52	25	14	5	15
ENSMUSG00000027073	Prg2	1	0	0	0	0	0
ENSMUSG00000027074	Slc43a3	509	717	933	981	1086	1317
ENSMUSG00000027075	Slc43a1	233	256	493	185	179	304
ENSMUSG00000027076	Timm10	268	245	370	599	502	604
ENSMUSG00000027077	Smtnl1	0	0	0	0	0	3
ENSMUSG00000027078	Ube2l6	1502	1062	1592	1358	1220	1653
ENSMUSG00000027079	Clp1	276	225	367	466	378	378
ENSMUSG00000027080	Med19	224	246	265	336	323	388
ENSMUSG00000027082	Tfpi	133	155	177	193	205	249
ENSMUSG00000027086	Fastkd1	545	741	1134	660	558	649
ENSMUSG00000027087	Itgav	793	710	1033	1088	1039	1092
ENSMUSG00000027088	Phospho2	488	356	636	1083	903	921
ENSMUSG00000027091	Zc3h15	1032	926	1198	2490	2230	2629
ENSMUSG00000027099	Mtx2	953	891	1062	1000	930	1138
ENSMUSG00000027102	Hoxd8	0	1	0	0	2	3
ENSMUSG00000027104	Atf2	611	727	999	2617	2459	2873
ENSMUSG00000027107	Chrna1	2	1	1	1	2	1
ENSMUSG00000027108	Ola1	712	737	787	537	619	627
ENSMUSG00000027109	Sp3	1000	936	1225	1878	1462	1633
ENSMUSG00000027111	Itga6	74	155	121	178	199	325
ENSMUSG00000027115	Kif18a	35	15	27	14	13	17
ENSMUSG00000027122	Arl14ep	260	381	362	1237	940	1139
ENSMUSG00000027130	Slc12a6	149	229	234	199	180	212
ENSMUSG00000027131	Emc4	667	530	714	659	622	794
ENSMUSG00000027132	Katnbl1	147	149	126	177	175	162
ENSMUSG00000027133	Nop10	677	485	664	622	580	695
ENSMUSG00000027134	Lpcat4	14	10	17	17	15	16
ENSMUSG00000027160	Ccdc34	48	37	25	13	18	26
ENSMUSG00000027162	Lin7c	1321	1431	1749	1830	1822	1956
ENSMUSG00000027163	Commd9	382	293	391	322	322	380
ENSMUSG00000027164	Traf6	422	499	703	936	779	908
ENSMUSG00000027165	B230118H07Rik	191	242	153	184	153	189
ENSMUSG00000027166	Dnajc24	106	142	127	154	126	162
ENSMUSG00000027167	Elp4	208	226	215	368	308	342
ENSMUSG00000027168	Pax6	3	0	1	1	0	3
ENSMUSG00000027170	Eif3m	1260	1235	1429	1864	1826	2109
ENSMUSG00000027171	Prrg4	8	68	40	176	72	150
ENSMUSG00000027173	Depdc7	703	614	829	279	259	357
ENSMUSG00000027175	Tcp11l1	82	205	144	39	47	29
ENSMUSG00000027176	Cstf3	298	313	295	476	473	383
ENSMUSG00000027177	Hipk3	2072	2615	3604	3126	2874	3196
ENSMUSG00000027180	Fbxo3	2648	2887	3487	1275	1257	1619
ENSMUSG00000027184	Caprin1	4534	4687	5787	6736	5988	6484
ENSMUSG00000027185	Nat10	428	624	573	1206	909	1015
ENSMUSG00000027186	Elf5	2	3	1	0	2	0
ENSMUSG00000027187	Cat	43708	49162	61530	35750	33468	35881
ENSMUSG00000027188	Pamr1	99	127	102	122	160	160
ENSMUSG00000027189	Trim44	1194	1701	1745	2567	2182	2626
ENSMUSG00000027193	Api5	1604	1706	2258	2882	2540	2861
ENSMUSG00000027194	Ttc17	687	756	1099	1321	1301	1590
ENSMUSG00000027195	Hsd17b12	3125	2385	3056	2555	2541	2956
ENSMUSG00000027196	Alkbh3os1	4	5	5	13	21	16
ENSMUSG00000027198	Ext2	590	513	690	1048	994	1086
ENSMUSG00000027199	Gatm	160	176	207	182	154	225
ENSMUSG00000027200	Sema6d	258	407	523	597	561	652
ENSMUSG00000027201	Myef2	162	200	173	473	354	448
ENSMUSG00000027203	Dut	186	144	131	93	88	123
ENSMUSG00000027204	Fbn1	79	133	83	118	191	234
ENSMUSG00000027206	Cops2	1421	1321	1697	2607	2348	2718
ENSMUSG00000027207	Galk2	390	286	321	224	232	323
ENSMUSG00000027208	Fgf7	1	0	1	1	0	1
ENSMUSG00000027210	Meis2	59	100	117	133	127	166
ENSMUSG00000027215	Cd82	1203	1086	1401	1378	1530	1589
ENSMUSG00000027217	Tspan18	32	58	73	70	58	124
ENSMUSG00000027219	Slc28a2	25	23	28	33	24	22
ENSMUSG00000027220	Syt13	0	0	1	0	0	0
ENSMUSG00000027221	Chst1	2	5	4	4	4	6
ENSMUSG00000027222	Pex16	1262	1159	1325	1189	1255	1389
ENSMUSG00000027223	Mapk8ip1	45	49	62	24	59	53
ENSMUSG00000027225	Duoxa2	0	0	0	0	0	2
ENSMUSG00000027227	Sord	27012	30288	39246	11366	12251	15638
ENSMUSG00000027230	Creb3l1	26	34	20	31	45	63
ENSMUSG00000027233	Patl2	0	0	0	0	0	0
ENSMUSG00000027236	Eif3j1	837	848	938	1856	1660	1978
ENSMUSG00000027238	Frmd5	0	0	1	0	2	1
ENSMUSG00000027239	Mdk	7	8	5	9	8	10
ENSMUSG00000027242	Wdr76	78	65	117	48	49	58
ENSMUSG00000027243	Harbi1	291	334	363	508	439	516
ENSMUSG00000027244	Atg13	1018	1174	1217	5344	5136	5637
ENSMUSG00000027245	Hypk	23	22	38	52	69	64
ENSMUSG00000027246	Ell3	1	5	4	7	10	5
ENSMUSG00000027247	Arhgap1	242	247	385	473	468	447
ENSMUSG00000027248	Pdia3	10215	9301	9646	68558	72313	85941
ENSMUSG00000027249	F2	40902	35275	46255	29814	31226	35598
ENSMUSG00000027253	Lrp4	792	1140	2015	142	127	188
ENSMUSG00000027254	Map1a	6	9	10	13	18	18
ENSMUSG00000027255	Arfgap2	1616	1647	2025	2309	2546	2927
ENSMUSG00000027257	Pacsin3	974	824	1151	1040	1105	1332
ENSMUSG00000027259	Adal	282	291	372	411	348	385
ENSMUSG00000027261	Hao1	4717	2950	4088	1810	1342	1854
ENSMUSG00000027263	Tubgcp4	215	261	405	369	311	354
ENSMUSG00000027272	Ubr1	488	722	761	1067	932	1094
ENSMUSG00000027273	Snap25	0	1	0	0	1	0
ENSMUSG00000027274	Mkks	719	524	799	733	552	738
ENSMUSG00000027276	Jag1	82	102	143	181	149	217
ENSMUSG00000027281	Slx4ip	89	98	132	158	103	152
ENSMUSG00000027282	Mtch2	2877	2959	3691	2235	2185	2666
ENSMUSG00000027284	Cdan1	165	115	198	161	125	166
ENSMUSG00000027285	Haus2	295	311	359	460	488	486
ENSMUSG00000027286	Lrrc57	223	258	252	260	276	317
ENSMUSG00000027287	Snap23	781	833	1135	2197	2215	2663
ENSMUSG00000027288	Zfp106	1476	1765	2865	4521	4191	4679
ENSMUSG00000027291	Vps39	471	552	604	759	644	819
