sym	T1	T2	T3	T4	R1	R2	R3	R4
ENSMUSG00000031355	Arhgap6	2	2	3	1	2	1	5	7
ENSMUSG00000078954	Arhgap8	5	8	9	4	4	12	8	7
ENSMUSG00000040345	Arhgap9	1	3	6	1	1	0	0	0
ENSMUSG00000025132	Arhgdia	528	514	572	1138	1273	1719	1995	1092
ENSMUSG00000030220	Arhgdib	14	11	7	11	5	8	9	4
ENSMUSG00000073433	Arhgdig	0	0	0	0	0	0	1	1
ENSMUSG00000040940	Arhgef1	47	37	53	40	62	94	113	57
ENSMUSG00000071176	Arhgef10	134	120	172	109	95	125	179	126
ENSMUSG00000040964	Arhgef10l	12	22	15	12	8	10	30	12
ENSMUSG00000041977	Arhgef11	355	378	399	234	252	336	567	386
ENSMUSG00000059495	Arhgef12	1806	1550	1405	1281	1111	1793	2402	1535
ENSMUSG00000052921	Arhgef15	5	2	2	3	1	0	2	1
ENSMUSG00000029032	Arhgef16	0	0	0	0	0	0	0	0
ENSMUSG00000032875	Arhgef17	1194	1236	1238	1012	494	559	987	600
ENSMUSG00000004568	Arhgef18	388	404	336	282	208	344	414	261
ENSMUSG00000028919	Arhgef19	34	28	51	25	7	22	17	19
ENSMUSG00000028059	Arhgef2	200	282	170	168	290	635	531	337
ENSMUSG00000019467	Arhgef25	141	141	144	116	85	117	190	111
ENSMUSG00000036885	Arhgef26	21	20	15	12	12	28	23	16
ENSMUSG00000021662	Arhgef28	45	23	29	24	15	11	33	14
ENSMUSG00000021895	Arhgef3	166	126	116	101	113	170	266	163
ENSMUSG00000054901	Arhgef33	2	3	2	1	1	0	7	1
ENSMUSG00000045094	Arhgef37	42	32	31	49	83	140	162	100
ENSMUSG00000040969	Arhgef38	0	0	0	0	1	1	0	0
ENSMUSG00000051517	Arhgef39	3	3	1	12	3	3	2	2
ENSMUSG00000037509	Arhgef4	5	4	6	12	9	10	22	12
ENSMUSG00000004562	Arhgef40	159	120	104	112	76	69	158	83
ENSMUSG00000033542	Arhgef5	98	60	66	31	46	77	102	84
ENSMUSG00000031133	Arhgef6	834	719	741	371	196	312	425	340
ENSMUSG00000031511	Arhgef7	110	120	96	141	120	179	182	107
ENSMUSG00000025656	Arhgef9	179	137	131	85	80	124	205	135
ENSMUSG00000007880	Arid1a	573	429	568	408	309	466	730	368
ENSMUSG00000069729	Arid1b	443	394	345	302	254	378	614	347
ENSMUSG00000033237	Arid2	1130	973	918	721	652	924	1365	897
ENSMUSG00000019564	Arid3a	105	83	67	56	48	55	59	28
ENSMUSG00000004661	Arid3b	37	25	38	49	29	30	50	24
ENSMUSG00000066224	Arid3c	0	0	1	1	2	0	1	1
ENSMUSG00000048118	Arid4a	779	605	573	262	193	234	490	327
ENSMUSG00000039219	Arid4b	1498	587	981	513	199	475	772	616
ENSMUSG00000037447	Arid5a	17	12	25	21	32	37	57	26
ENSMUSG00000019947	Arid5b	491	389	437	378	326	476	700	428
ENSMUSG00000025234	Arih1	1929	1586	1466	1283	1052	1855	2048	1591
ENSMUSG00000064145	Arih2	214	224	164	185	197	318	305	190
ENSMUSG00000060904	Arl1	94	90	68	169	134	235	247	144
ENSMUSG00000025870	Arl10	2	2	4	8	14	12	14	5
ENSMUSG00000043157	Arl11	2	5	0	0	0	1	0	0
ENSMUSG00000052549	Arl13a	0	2	0	2	1	2	5	6
ENSMUSG00000022911	Arl13b	54	78	64	72	41	73	109	63
ENSMUSG00000098207	Arl14	0	0	0	0	0	0	0	0
ENSMUSG00000027122	Arl14ep	1116	1569	838	1007	1123	2401	1760	1251
ENSMUSG00000073568	Arl14epl	5	7	3	10	7	15	14	4
ENSMUSG00000042348	Arl15	157	197	133	142	202	440	341	225
ENSMUSG00000057594	Arl16	61	70	91	56	41	71	103	62
ENSMUSG00000024944	Arl2	35	40	48	110	110	124	153	91
ENSMUSG00000031776	Arl2bp	44	41	46	80	74	89	92	53
ENSMUSG00000025035	Arl3	74	76	52	70	68	92	115	62
ENSMUSG00000047446	Arl4a	253	184	172	183	399	789	786	632
ENSMUSG00000049866	Arl4c	68	64	71	89	98	183	154	99
ENSMUSG00000034936	Arl4d	23	18	20	9	5	11	12	13
ENSMUSG00000036093	Arl5a	1802	1683	1570	1495	1070	1638	2014	1336
ENSMUSG00000017418	Arl5b	183	78	154	204	100	250	203	166
ENSMUSG00000038352	Arl5c	2	5	3	1	5	3	3	2
ENSMUSG00000022722	Arl6	63	79	63	34	26	47	81	60
ENSMUSG00000030654	Arl6ip1	966	1183	788	1627	1415	2362	1963	1351
ENSMUSG00000029404	Arl6ip4	100	94	71	56	70	105	134	92
ENSMUSG00000035199	Arl6ip5	121	128	78	176	105	152	158	142
ENSMUSG00000026960	Arl6ip6	269	170	206	179	102	222	221	138
ENSMUSG00000026426	Arl8a	59	37	58	76	76	125	146	78
ENSMUSG00000030105	Arl8b	1211	1090	940	1093	916	1509	1730	1114
ENSMUSG00000063820	Arl9	10	3	5	1	4	7	14	5
ENSMUSG00000027599	Armc1	522	484	407	337	235	509	708	499
ENSMUSG00000038525	Armc10	197	200	140	146	135	253	261	189
ENSMUSG00000024223	Armc12	0	0	2	0	1	3	2	1
ENSMUSG00000071324	Armc2	11	5	8	10	15	17	25	5
ENSMUSG00000037683	Armc3	2	0	0	0	1	0	0	0
ENSMUSG00000061802	Armc4	0	1	0	0	0	0	0	0
ENSMUSG00000042178	Armc5	12	16	17	29	21	42	44	13
ENSMUSG00000002343	Armc6	22	12	17	33	12	36	33	17
ENSMUSG00000057219	Armc7	4	23	20	19	14	26	20	10
ENSMUSG00000032468	Armc8	438	336	296	295	214	377	489	292
ENSMUSG00000062590	Armc9	29	26	45	26	40	46	71	44
ENSMUSG00000033460	Armcx1	50	20	23	35	32	33	86	38
ENSMUSG00000033436	Armcx2	43	69	74	85	60	121	123	86
ENSMUSG00000049047	Armcx3	124	121	110	125	91	217	191	140
ENSMUSG00000049804	Armcx4	20	12	9	16	11	16	32	26
ENSMUSG00000072969	Armcx5	173	170	136	154	117	180	255	167
ENSMUSG00000050394	Armcx6	6	0	1	1	0	0	1	1
ENSMUSG00000015522	Arnt	1381	1359	1404	1145	990	1538	1711	1154
ENSMUSG00000015709	Arnt2	8	1	2	7	2	18	11	11
ENSMUSG00000055116	Arntl	111	100	64	123	102	176	188	103
ENSMUSG00000040187	Arntl2	35	39	48	28	22	25	42	20
ENSMUSG00000029621	Arpc1a	242	248	230	223	166	269	359	200
ENSMUSG00000029622	Arpc1b	505	444	493	278	351	487	893	593
ENSMUSG00000006304	Arpc2	840	696	614	519	508	865	1037	720
ENSMUSG00000029465	Arpc3	58	35	48	79	46	69	85	48
ENSMUSG00000079426	Arpc4	151	146	137	404	369	606	562	311
ENSMUSG00000008475	Arpc5	303	376	262	231	236	278	430	291
ENSMUSG00000026755	Arpc5l	196	269	195	154	164	392	331	224
ENSMUSG00000007656	Arpp19	1501	1271	1090	944	785	1114	1541	1000
ENSMUSG00000032503	Arpp21	0	2	0	1	1	1	3	0
ENSMUSG00000060890	Arr3	9	1	2	3	2	2	17	0
ENSMUSG00000018909	Arrb1	294	250	260	331	208	222	393	216
ENSMUSG00000060216	Arrb2	26	50	38	39	37	40	71	36
ENSMUSG00000026972	Arrdc1	2	1	0	4	2	8	11	1
ENSMUSG00000002910	Arrdc2	77	87	77	77	39	63	104	64
ENSMUSG00000074794	Arrdc3	923	640	758	619	320	688	783	567
ENSMUSG00000042659	Arrdc4	176	170	180	224	128	263	231	156
ENSMUSG00000073380	Arrdc5	0	0	1	2	0	0	1	0
ENSMUSG00000022620	Arsa	130	187	140	121	127	152	232	124
ENSMUSG00000042082	Arsb	354	288	337	232	166	160	370	244
ENSMUSG00000020604	Arsg	25	39	29	27	20	39	34	28
ENSMUSG00000036412	Arsi	0	0	0	0	0	0	0	0
ENSMUSG00000046561	Arsj	238	163	130	109	52	61	133	70
ENSMUSG00000021592	Arsk	136	125	98	73	46	104	122	68
ENSMUSG00000030996	Art1	1	0	0	0	0	0	0	0
ENSMUSG00000092517	Art2a-ps	0	0	0	0	0	0	0	0
ENSMUSG00000030651	Art2b	1	2	0	2	0	0	0	0
ENSMUSG00000034842	Art3	3	1	1	2	0	1	5	1
ENSMUSG00000030217	Art4	0	0	0	0	0	0	0	0
ENSMUSG00000070424	Art5	0	1	0	0	0	1	0	0
ENSMUSG00000028539	Artn	0	0	0	0	0	0	0	0
ENSMUSG00000031982	Arv1	23	17	23	38	32	43	49	31
ENSMUSG00000000325	Arvcf	31	33	38	37	23	35	40	35
ENSMUSG00000035277	Arx	0	0	0	0	0	0	0	3
ENSMUSG00000048355	Arxes1	27	46	31	65	216	328	230	139
ENSMUSG00000048040	Arxes2	119	129	83	150	457	794	440	390
ENSMUSG00000003559	As3mt	24	13	13	25	10	6	21	10
ENSMUSG00000031591	Asah1	518	358	478	515	323	530	712	430
ENSMUSG00000024887	Asah2	506	255	391	173	110	183	258	189
ENSMUSG00000022377	Asap1	1470	1348	1325	929	634	933	1440	889
ENSMUSG00000052632	Asap2	261	297	227	156	187	213	401	233
ENSMUSG00000036995	Asap3	59	27	44	14	19	14	37	29
ENSMUSG00000026311	Asb1	60	52	38	51	53	78	102	55
ENSMUSG00000038204	Asb10	0	0	0	0	0	0	0	0
ENSMUSG00000031382	Asb11	3	2	1	1	0	2	1	1
ENSMUSG00000031204	Asb12	0	0	0	0	0	0	0	1
ENSMUSG00000033781	Asb13	56	55	37	57	32	49	59	47
ENSMUSG00000021898	Asb14	22	20	24	4	10	20	24	15
ENSMUSG00000029685	Asb15	16	5	3	4	7	1	4	4
ENSMUSG00000034768	Asb16	0	0	0	0	0	0	0	0
ENSMUSG00000038997	Asb17	2	0	0	0	1	1	5	2
ENSMUSG00000086438	Asb17os	3	2	1	0	0	1	5	2
ENSMUSG00000067081	Asb18	0	0	0	0	0	0	0	0
ENSMUSG00000021200	Asb2	0	2	0	0	0	2	0	0
ENSMUSG00000020305	Asb3	104	90	62	75	57	110	102	69
ENSMUSG00000042607	Asb4	2	1	0	2	0	0	0	1
ENSMUSG00000031519	Asb5	16	12	5	6	5	35	21	12
ENSMUSG00000039483	Asb6	34	20	25	47	32	50	59	29
ENSMUSG00000030509	Asb7	512	361	381	201	142	286	473	295
ENSMUSG00000048175	Asb8	301	204	250	276	217	342	331	280
ENSMUSG00000031384	Asb9	0	2	0	1	0	0	0	0
ENSMUSG00000044475	Ascc1	65	78	72	53	29	60	107	85
ENSMUSG00000020412	Ascc2	97	90	102	85	154	185	232	137
ENSMUSG00000038774	Ascc3	1271	986	874	782	655	1018	1157	842
ENSMUSG00000020052	Ascl1	0	0	0	1	0	0	0	0
ENSMUSG00000009248	Ascl2	2	0	2	0	1	1	3	0
ENSMUSG00000035951	Ascl3	1	0	2	0	0	0	3	0
ENSMUSG00000085111	Ascl4	1	0	0	0	0	0	0	0
ENSMUSG00000097918	Ascl5	0	0	0	0	0	0	0	0
ENSMUSG00000019857	Asf1a	323	272	247	284	163	343	343	263
ENSMUSG00000005470	Asf1b	19	12	10	9	9	14	30	20
ENSMUSG00000020884	Asgr1	1	1	0	4	0	0	3	3
ENSMUSG00000040963	Asgr2	0	0	0	0	0	0	0	0
ENSMUSG00000028053	Ash1l	3927	3229	2947	2115	1603	2427	3699	2389
ENSMUSG00000031575	Ash2l	255	241	186	283	202	331	408	208
ENSMUSG00000023017	Asic1	38	30	30	60	39	43	66	34
ENSMUSG00000020704	Asic2	0	1	0	1	0	0	0	0
ENSMUSG00000038276	Asic3	6	4	6	5	8	7	12	5
ENSMUSG00000033007	Asic4	3	1	2	1	0	0	2	2
ENSMUSG00000028008	Asic5	0	0	0	0	0	0	0	0
ENSMUSG00000025533	Asl	21	18	23	27	33	38	45	30
ENSMUSG00000052456	Asna1	226	189	186	361	432	654	803	498
ENSMUSG00000029752	Asns	408	754	286	409	898	2250	1575	1093
ENSMUSG00000026095	Asnsd1	295	295	198	240	199	330	482	297
ENSMUSG00000020774	Aspa	63	60	38	29	23	48	60	37
ENSMUSG00000038704	Aspdh	4	3	0	1	3	3	1	3
ENSMUSG00000037686	Aspg	0	0	2	2	9	5	10	4
ENSMUSG00000028207	Asph	3125	2289	2708	1933	1481	2159	3098	1979
ENSMUSG00000046378	Asphd1	0	0	0	0	1	1	0	1
ENSMUSG00000029348	Asphd2	0	0	0	0	4	1	2	0
ENSMUSG00000033952	Aspm	66	40	58	36	18	18	23	25
ENSMUSG00000021388	Aspn	675	382	356	493	250	383	570	382
ENSMUSG00000033508	Asprv1	10	13	5	11	3	14	3	13
ENSMUSG00000025142	Aspscr1	3	5	3	24	22	20	33	19
ENSMUSG00000024654	Asrgl1	202	200	295	194	136	195	292	166
ENSMUSG00000076441	Ass1	1	0	0	0	1	1	3	0
ENSMUSG00000032567	Aste1	175	159	121	104	86	136	148	109
ENSMUSG00000050468	Astl	0	0	0	1	2	0	0	0
ENSMUSG00000026587	Astn1	2	1	1	0	1	1	0	0
ENSMUSG00000028373	Astn2	5	6	9	11	5	7	12	4
ENSMUSG00000040250	Asun	407	376	341	304	216	350	427	300
ENSMUSG00000042548	Asxl1	388	349	239	331	244	377	529	299
ENSMUSG00000037486	Asxl2	885	641	703	478	361	568	979	656
ENSMUSG00000045215	Asxl3	1	1	1	0	1	0	1	1
ENSMUSG00000010796	Asz1	0	1	0	0	0	0	0	0
ENSMUSG00000013662	Atad1	1513	819	1352	1494	967	2549	2142	1539
ENSMUSG00000022360	Atad2	775	487	682	541	296	542	560	386
ENSMUSG00000052812	Atad2b	456	333	336	287	193	404	407	293
ENSMUSG00000029036	Atad3a	94	85	65	86	131	220	208	124
ENSMUSG00000054514	Atad3aos	1	0	1	1	3	3	1	0
ENSMUSG00000017550	Atad5	273	196	191	129	82	110	238	168
ENSMUSG00000024426	Atat1	57	61	54	62	51	86	107	61
ENSMUSG00000034958	Atcay	0	0	0	0	0	1	0	0
ENSMUSG00000085779	Atcayos	0	0	0	0	0	0	0	0
ENSMUSG00000030850	Ate1	393	365	338	372	295	444	481	307
ENSMUSG00000023027	Atf1	944	521	1083	591	310	681	692	470
ENSMUSG00000027104	Atf2	1648	1720	1393	1424	1150	1932	1955	1389
ENSMUSG00000026628	Atf3	21	12	12	10	62	162	111	72
ENSMUSG00000042406	Atf4	894	1414	999	919	1496	3029	2394	1783
ENSMUSG00000038539	Atf5	299	443	321	385	586	1300	1246	845
ENSMUSG00000026663	Atf6	653	730	462	323	584	1159	1189	884
ENSMUSG00000015461	Atf6b	72	85	66	105	103	176	145	70
ENSMUSG00000099083	Atf7	123	177	133	177	185	221	349	179
ENSMUSG00000030213	Atf7ip	1055	889	1026	704	616	874	1269	814
ENSMUSG00000039200	Atf7ip2	0	0	0	0	0	0	1	0
ENSMUSG00000021619	Atg10	33	49	23	36	26	57	51	43
ENSMUSG00000037204	Atg101	25	19	26	28	34	63	67	33
ENSMUSG00000032905	Atg12	222	242	208	381	460	788	622	420
ENSMUSG00000027244	Atg13	217	164	177	226	250	424	442	224
ENSMUSG00000037526	Atg14	71	86	77	105	106	145	133	93
ENSMUSG00000026289	Atg16l1	89	68	73	85	78	129	115	97
ENSMUSG00000047767	Atg16l2	31	16	36	25	21	33	28	18
ENSMUSG00000024773	Atg2a	96	83	70	134	96	131	171	105
ENSMUSG00000041341	Atg2b	772	912	693	590	465	835	907	593
ENSMUSG00000022663	Atg3	393	471	334	143	135	245	321	272
ENSMUSG00000079418	Atg4a	112	118	85	85	67	112	130	79
ENSMUSG00000026280	Atg4b	25	48	30	55	58	96	92	65
ENSMUSG00000028550	Atg4c	116	68	72	78	74	141	142	64
ENSMUSG00000002820	Atg4d	79	66	87	77	66	71	114	63
ENSMUSG00000038160	Atg5	97	124	82	106	84	173	168	97
ENSMUSG00000030314	Atg7	133	100	126	147	172	179	313	147
ENSMUSG00000033124	Atg9a	89	76	87	98	97	120	153	85
ENSMUSG00000038295	Atg9b	3	2	5	1	0	0	1	2
ENSMUSG00000062031	Athl1	58	54	49	104	84	124	121	75
ENSMUSG00000026192	Atic	124	103	136	315	282	410	371	199
ENSMUSG00000021066	Atl1	72	48	57	30	42	49	66	41
ENSMUSG00000059811	Atl2	1461	1090	1089	1027	595	1008	1270	850
ENSMUSG00000024759	Atl3	5051	4433	4139	4712	4390	7239	8128	5306
ENSMUSG00000034218	Atm	1601	1473	1248	982	743	1197	1386	978
ENSMUSG00000047388	Atmin	318	268	279	292	276	399	599	367
ENSMUSG00000004263	Atn1	664	362	632	345	351	402	649	404
ENSMUSG00000073043	Atoh1	0	0	0	0	1	0	0	0
ENSMUSG00000036816	Atoh7	0	0	0	0	0	0	0	0
ENSMUSG00000037621	Atoh8	61	39	25	40	50	56	48	46
ENSMUSG00000018585	Atox1	67	45	81	56	47	95	112	80
ENSMUSG00000025324	Atp10a	79	41	53	65	39	42	73	49
ENSMUSG00000055415	Atp10b	2	1	0	2	0	0	0	0
ENSMUSG00000046808	Atp10d	548	528	450	369	367	723	727	581
ENSMUSG00000031441	Atp11a	979	883	947	438	447	660	979	635
ENSMUSG00000037400	Atp11b	894	353	700	602	297	736	642	568
ENSMUSG00000062949	Atp11c	528	264	309	294	174	352	432	263
ENSMUSG00000022229	Atp12a	0	1	0	0	0	0	0	1
ENSMUSG00000031862	Atp13a1	122	97	79	166	193	294	259	161
ENSMUSG00000036622	Atp13a2	17	19	17	17	12	33	23	13
ENSMUSG00000022533	Atp13a3	1740	1387	1201	1173	815	1368	1568	1109
ENSMUSG00000038094	Atp13a4	1	0	0	0	1	0	0	1
ENSMUSG00000048939	Atp13a5	1	0	0	0	0	0	0	0
ENSMUSG00000033161	Atp1a1	563	537	470	919	1012	1522	1564	890
ENSMUSG00000007097	Atp1a2	8	8	6	10	10	15	6	10
ENSMUSG00000040907	Atp1a3	0	1	0	1	2	2	0	0
ENSMUSG00000007107	Atp1a4	0	0	0	0	0	0	3	2
ENSMUSG00000026576	Atp1b1	338	313	281	204	273	314	517	359
ENSMUSG00000041329	Atp1b2	10	5	12	9	4	0	5	6
ENSMUSG00000032412	Atp1b3	1410	1377	1298	983	888	1508	1664	1342
ENSMUSG00000016327	Atp1b4	14	3	6	4	6	19	11	4
ENSMUSG00000030730	Atp2a1	1	4	2	1	2	1	3	1
ENSMUSG00000029467	Atp2a2	2194	2288	1795	1873	2068	4369	3959	2591
ENSMUSG00000020788	Atp2a3	2	6	1	1	4	8	16	6
ENSMUSG00000019943	Atp2b1	1522	1295	1092	859	863	1347	1924	1339
ENSMUSG00000030302	Atp2b2	3	1	2	2	0	0	0	0
ENSMUSG00000031376	Atp2b3	2	1	1	2	0	0	0	0
ENSMUSG00000026463	Atp2b4	72	43	53	44	64	55	130	94
ENSMUSG00000032570	Atp2c1	658	604	553	484	349	666	785	545
ENSMUSG00000034112	Atp2c2	0	0	0	0	1	0	0	0
ENSMUSG00000005553	Atp4a	1	1	0	0	2	4	2	2
ENSMUSG00000031449	Atp4b	0	3	0	0	0	0	3	1
ENSMUSG00000025428	Atp5a1	2688	3441	2438	1985	2271	3660	4853	3074
ENSMUSG00000025393	Atp5b	11118	10204	8990	11241	16926	29368	28688	20417
ENSMUSG00000025781	Atp5c1	1598	1804	1278	1192	982	1563	1840	1372
ENSMUSG00000003072	Atp5d	140	142	160	299	472	577	645	383
ENSMUSG00000016252	Atp5e	133	137	129	215	177	263	266	175
ENSMUSG00000000563	Atp5f1	399	422	336	342	311	559	560	403
ENSMUSG00000006057	Atp5g1	23	44	33	137	213	357	293	128
ENSMUSG00000062683	Atp5g2	33	24	29	101	105	132	146	67
ENSMUSG00000018770	Atp5g3	808	1047	840	566	696	1165	1505	1139
ENSMUSG00000034566	Atp5h	287	310	223	298	335	499	467	371
ENSMUSG00000022890	Atp5j	451	317	292	398	353	521	649	426
ENSMUSG00000038690	Atp5j2	182	163	157	163	195	231	269	185
ENSMUSG00000050856	Atp5k	60	82	93	80	82	131	163	109
ENSMUSG00000038717	Atp5l	45	59	54	124	76	128	135	70
ENSMUSG00000022956	Atp5o	90	123	123	142	148	238	239	150
ENSMUSG00000054894	Atp5s	62	35	38	45	29	74	93	55
ENSMUSG00000057229	Atp5sl	16	12	7	26	27	40	38	29
ENSMUSG00000019087	Atp6ap1	1557	1803	1684	1353	1400	2095	2756	1899
ENSMUSG00000078958	Atp6ap1l	0	0	0	0	0	0	0	0
ENSMUSG00000031007	Atp6ap2	371	422	351	271	242	388	475	360
ENSMUSG00000019302	Atp6v0a1	409	403	349	452	478	670	801	522
ENSMUSG00000038023	Atp6v0a2	301	380	255	346	350	681	631	413
ENSMUSG00000038600	Atp6v0a4	2	2	2	3	0	2	3	6
ENSMUSG00000033379	Atp6v0b	90	112	97	193	232	289	351	203
ENSMUSG00000024121	Atp6v0c	181	162	176	250	276	410	398	218
ENSMUSG00000013160	Atp6v0d1	575	606	561	603	606	874	985	715
ENSMUSG00000028238	Atp6v0d2	15	5	10	12	2	4	12	13
ENSMUSG00000015575	Atp6v0e	365	408	322	470	547	610	748	528
ENSMUSG00000039347	Atp6v0e2	37	49	32	47	66	82	100	71
ENSMUSG00000052459	Atp6v1a	1175	811	943	833	835	1227	1564	1010
ENSMUSG00000006269	Atp6v1b1	5	4	3	3	2	1	7	3
ENSMUSG00000006273	Atp6v1b2	388	375	339	461	496	806	738	479
ENSMUSG00000022295	Atp6v1c1	315	358	263	317	342	591	587	351
ENSMUSG00000020566	Atp6v1c2	7	8	6	4	7	9	20	10
ENSMUSG00000021114	Atp6v1d	412	405	310	330	379	548	645	412
ENSMUSG00000019210	Atp6v1e1	114	89	123	182	171	300	343	213
ENSMUSG00000053375	Atp6v1e2	0	0	0	0	0	0	0	0
ENSMUSG00000004285	Atp6v1f	42	55	42	111	92	128	122	73
ENSMUSG00000039105	Atp6v1g1	142	166	161	265	322	453	387	251
ENSMUSG00000024403	Atp6v1g2	17	16	18	9	7	9	11	7
ENSMUSG00000026394	Atp6v1g3	3	0	0	0	0	0	0	0
ENSMUSG00000033793	Atp6v1h	415	445	249	296	301	559	530	425
ENSMUSG00000033792	Atp7a	2193	1534	1551	1192	1019	1258	2411	1575
ENSMUSG00000006567	Atp7b	13	8	6	6	7	10	17	4
ENSMUSG00000037685	Atp8a1	0	3	0	1	4	3	3	0
ENSMUSG00000021983	Atp8a2	15	19	18	14	7	20	21	7
ENSMUSG00000039529	Atp8b1	4	5	4	5	4	3	1	1
ENSMUSG00000060671	Atp8b2	113	155	98	128	127	164	204	152
ENSMUSG00000003341	Atp8b3	1	0	0	1	0	3	1	0
ENSMUSG00000060131	Atp8b4	12	10	9	9	7	9	6	7
ENSMUSG00000028457	Atp8b5	10	2	4	4	2	2	2	3
ENSMUSG00000027546	Atp9a	0	0	0	1	3	3	3	3
ENSMUSG00000024566	Atp9b	171	151	193	224	171	290	278	215
ENSMUSG00000028710	Atpaf1	63	57	71	49	35	62	72	57
ENSMUSG00000042709	Atpaf2	39	49	23	77	91	151	125	98
ENSMUSG00000054428	Atpif1	99	136	138	68	62	102	120	81
ENSMUSG00000032409	Atr	526	408	365	327	292	466	517	398
ENSMUSG00000013622	Atraid	249	341	266	405	363	430	582	306
ENSMUSG00000025646	Atrip	76	52	50	67	49	81	88	39
ENSMUSG00000027312	Atrn	670	707	607	400	598	785	1200	804
ENSMUSG00000054843	Atrnl1	404	385	328	373	304	495	562	368
ENSMUSG00000031229	Atrx	6701	4692	4538	2230	1460	2692	4357	3474
ENSMUSG00000046876	Atxn1	1393	1095	1029	888	367	549	1053	585
ENSMUSG00000016541	Atxn10	646	621	543	490	434	624	830	613
ENSMUSG00000069895	Atxn1l	876	817	801	662	516	690	1034	691
ENSMUSG00000042605	Atxn2	755	575	628	356	315	471	700	474
ENSMUSG00000032637	Atxn2l	621	550	618	444	622	1079	1232	745
ENSMUSG00000021189	Atxn3	325	304	227	280	200	384	415	318
ENSMUSG00000021738	Atxn7	446	281	402	319	217	396	476	255
ENSMUSG00000020564	Atxn7l1	134	101	157	97	66	64	158	68
ENSMUSG00000048997	Atxn7l2	11	15	9	12	17	25	20	9
ENSMUSG00000059995	Atxn7l3	81	102	49	101	86	138	163	84
ENSMUSG00000074748	Atxn7l3b	446	410	402	753	576	889	923	565
ENSMUSG00000074804	AU015228	5	2	6	5	13	7	15	5
ENSMUSG00000081044	AU015836	0	0	0	0	1	0	0	0
ENSMUSG00000073377	AU016765	0	0	0	0	0	0	1	0
ENSMUSG00000054753	AU018091	2	4	0	0	1	0	0	0
ENSMUSG00000059820	AU019823	227	154	232	157	94	158	227	136
ENSMUSG00000074783	AU019990	2	2	0	0	1	3	0	1
ENSMUSG00000051669	AU021092	0	0	0	1	0	0	0	1
ENSMUSG00000078584	AU022252	19	29	16	30	28	48	42	30
ENSMUSG00000073294	AU022751	0	0	0	0	0	0	0	0
ENSMUSG00000097209	AU022754	0	0	0	0	0	1	0	0
ENSMUSG00000028830	AU040320	114	81	75	91	82	186	175	104
ENSMUSG00000091523	AU040972	22	18	17	13	16	3	22	14
ENSMUSG00000078435	AU041133	126	54	70	38	39	38	73	55
ENSMUSG00000021460	Auh	168	148	121	97	78	140	170	110
ENSMUSG00000068328	Aup1	76	91	74	149	148	231	224	113
ENSMUSG00000027496	Aurka	9	14	22	28	3	16	14	11
ENSMUSG00000065990	Aurkaip1	109	94	96	116	92	161	198	111
ENSMUSG00000020897	Aurkb	20	9	11	15	13	13	9	6
ENSMUSG00000070837	Aurkc	0	0	0	0	0	1	0	0
ENSMUSG00000029673	Auts2	301	275	270	224	274	513	503	291
ENSMUSG00000087519	AV039307	44	43	43	30	26	36	47	28
ENSMUSG00000054994	AV320801	1	0	0	0	0	0	1	0
ENSMUSG00000003604	Aven	14	4	11	17	15	35	24	12
ENSMUSG00000025432	Avil	37	42	29	27	34	35	70	21
ENSMUSG00000029787	Avl9	547	580	542	534	401	691	819	557
ENSMUSG00000037727	Avp	0	0	0	0	0	0	0	0
ENSMUSG00000018821	Avpi1	37	43	39	55	44	95	83	62
ENSMUSG00000020123	Avpr1a	1	1	7	1	1	1	0	0
ENSMUSG00000026432	Avpr1b	0	0	0	0	0	0	0	0
ENSMUSG00000031390	Avpr2	4	0	1	0	0	2	1	0
ENSMUSG00000078349	AW011738	35	31	53	20	5	24	16	13
ENSMUSG00000075010	AW112010	2	0	0	3	0	0	0	2
ENSMUSG00000074166	AW146154	82	121	69	61	33	46	70	67
ENSMUSG00000039182	AW209491	65	88	66	58	49	86	102	71
ENSMUSG00000087334	AW495222	0	0	0	0	1	0	0	0
ENSMUSG00000041935	AW549877	1621	1186	1251	1261	1117	1895	2303	1391
ENSMUSG00000038112	AW551984	4	1	0	1	0	0	0	2
ENSMUSG00000033632	AW554918	160	112	123	93	74	121	183	112
ENSMUSG00000085998	AW822252	0	0	0	0	0	0	0	0
ENSMUSG00000015665	Awat1	1	0	0	0	0	2	1	0
ENSMUSG00000031220	Awat2	5	3	12	10	5	25	13	4
ENSMUSG00000024182	Axin1	94	96	82	153	143	249	304	139
ENSMUSG00000000142	Axin2	64	53	64	69	32	48	66	37
ENSMUSG00000002602	Axl	2588	2345	2324	2423	1309	2083	2804	1696
ENSMUSG00000044820	AY074887	3	4	2	1	0	1	2	2
ENSMUSG00000050961	AY358078	2	1	0	0	0	12	6	4
ENSMUSG00000068180	AY512915	1	0	0	0	0	0	0	0
ENSMUSG00000066158	AY512931	3	8	1	1	2	3	5	1
ENSMUSG00000058618	AY761184	0	0	0	0	0	0	0	0
ENSMUSG00000079120	AY761185	0	0	0	0	0	0	0	0
ENSMUSG00000053873	Aym1	0	0	0	0	0	0	0	0
ENSMUSG00000037053	Azgp1	0	0	0	0	0	0	0	0
ENSMUSG00000039285	Azi2	818	795	630	461	364	652	707	525
ENSMUSG00000037458	Azin1	810	667	731	981	675	1429	1081	756
