id	sym	PT1_A.TAF1714_DE1	PT2_B.TAF1716.1_DE2	PT3_C.TAF1716.2_DE3	GC1_D.TAF1715_DE1	GC2_E.TAF1717.1_DE2	GC3_F.TAF1717.2_DE3
ENSG00000136939	OR1L4	0	0	0	0	0	2
ENSG00000136940	PDCL	452	425	530	343	433	347
ENSG00000136942	RPL35	4516	5194	4890	2957	4120	3143
ENSG00000136943	CTSV	115	144	151	119	236	133
ENSG00000136944	LMX1B	154	192	160	101	99	121
ENSG00000136950	ARPC5L	245	289	263	178	211	189
ENSG00000136960	ENPP2	161	187	180	201	296	201
ENSG00000136982	DSCC1	266	158	214	87	136	127
ENSG00000136986	DERL1	1659	1475	1691	879	1043	993
ENSG00000136997	MYC	277	284	343	162	307	250
ENSG00000136999	NOV	18	13	17	12	15	11
ENSG00000137033	IL33	2	0	0	0	0	1
ENSG00000137038	TMEM261	707	873	903	581	837	583
ENSG00000137040	RANBP6	1115	1216	1305	825	1035	871
ENSG00000137054	POLR1E	321	330	340	196	223	215
ENSG00000137055	PLAA	739	732	775	476	593	484
ENSG00000137070	IL11RA	421	464	470	341	428	348
ENSG00000137073	UBAP2	679	695	724	464	637	468
ENSG00000137074	APTX	382	396	448	283	429	304
ENSG00000137075	RNF38	884	951	1038	776	957	765
ENSG00000137076	TLN1	3089	3333	3497	2520	3220	2443
ENSG00000137077	CCL21	0	0	5	0	4	3
ENSG00000137078	SIT1	3	6	4	3	6	7
ENSG00000137080	IFNA21	4	1	3	0	0	1
ENSG00000137090	DMRT1	3	1	4	0	3	1
ENSG00000137094	DNAJB5	174	213	234	161	191	181
ENSG00000137098	SPAG8	77	164	106	136	151	116
ENSG00000137100	DCTN3	331	405	435	243	368	304
ENSG00000137101	CD72	44	47	62	30	34	44
ENSG00000137103	TMEM8B	195	190	204	153	217	120
ENSG00000137106	GRHPR	1009	1345	1247	859	1312	906
ENSG00000137124	ALDH1B1	518	623	582	398	548	378
ENSG00000137133	HINT2	193	222	193	160	219	151
ENSG00000137135	ARHGEF39	110	145	157	69	105	102
ENSG00000137142	IGFBPL1	22	44	39	10	18	19
ENSG00000137145	DENND4C	1115	1090	1397	841	1358	971
ENSG00000137154	RPS6	12807	13304	14547	7770	12085	8391
ENSG00000137161	CNPY3	519	539	549	401	560	414
ENSG00000137166	FOXP4	162	209	213	137	247	180
ENSG00000137168	PPIL1	622	719	710	411	598	477
ENSG00000137171	KLC4	530	659	710	516	859	533
ENSG00000137177	KIF13A	1117	1064	1183	829	1129	857
ENSG00000137185	ZSCAN9	335	330	393	252	351	254
ENSG00000137193	PIM1	297	278	328	198	279	238
ENSG00000137198	GMPR	57	45	65	34	50	31
ENSG00000137200	CMTR1	689	754	773	539	728	579
ENSG00000137203	TFAP2A	62	78	109	78	114	68
ENSG00000137204	SLC22A7	11	49	41	65	95	74
ENSG00000137207	YIPF3	673	739	778	578	779	641
ENSG00000137210	TMEM14B	524	566	536	408	482	419
ENSG00000137216	TMEM63B	527	562	713	456	686	504
ENSG00000137218	FRS3	39	53	59	36	55	34
ENSG00000137221	TJAP1	334	325	342	261	345	299
ENSG00000137225	CAPN11	4	1	6	6	14	14
ENSG00000137251	TINAG	37	108	85	169	348	184
ENSG00000137252	HCRTR2	1	1	2	1	5	2
ENSG00000137261	KIAA0319	17	11	21	11	30	13
ENSG00000137265	IRF4	3	7	9	8	6	6
ENSG00000137266	SLC22A23	130	125	154	107	159	114
ENSG00000137267	TUBB2A	469	610	632	446	616	392
ENSG00000137269	LRRC1	246	324	346	252	408	272
ENSG00000137270	GCM1	2	2	6	1	2	3
ENSG00000137273	FOXF2	1	1	4	0	2	6
ENSG00000137274	BPHL	240	284	294	252	319	217
ENSG00000137275	RIPK1	319	350	273	279	410	238
ENSG00000137285	TUBB2B	1482	1816	1882	1250	1658	1231
ENSG00000137288	UQCC2	668	764	727	409	603	458
ENSG00000137309	HMGA1	2874	3006	3023	1548	1991	1699
ENSG00000137310	TCF19	156	149	164	100	146	94
ENSG00000137312	FLOT1	885	983	1046	676	865	730
ENSG00000137331	IER3	96	100	106	56	98	70
ENSG00000137337	MDC1	532	467	530	303	389	317
ENSG00000137338	PGBD1	206	231	244	193	222	167
ENSG00000137343	ATAT1	176	187	235	146	172	130
ENSG00000137364	TPMT	384	441	464	385	525	406
ENSG00000137392	CLPS	1	0	5	2	3	3
ENSG00000137393	RNF144B	273	260	314	198	263	222
ENSG00000137404	NRM	183	183	226	98	187	114
ENSG00000137409	MTCH1	1890	2098	2008	1328	1823	1413
ENSG00000137411	VARS2	599	668	705	429	679	502
ENSG00000137413	TAF8	556	587	579	400	562	416
ENSG00000137414	FAM8A1	885	1000	1117	710	919	858
ENSG00000137434	C6orf52	24	24	29	21	31	22
ENSG00000137440	FGFBP1	0	0	1	0	1	0
ENSG00000137441	FGFBP2	7	1	3	2	3	4
ENSG00000137449	CPEB2	104	165	203	213	302	190
ENSG00000137460	FHDC1	100	112	128	69	114	82
ENSG00000137462	TLR2	18	22	32	32	29	27
ENSG00000137463	MGARP	4	1	6	3	7	3
ENSG00000137473	TTC29	39	47	53	35	40	26
ENSG00000137474	MYO7A	19	40	42	36	54	41
ENSG00000137478	FCHSD2	305	299	366	213	299	195
ENSG00000137486	ARRB1	193	213	215	161	175	135
ENSG00000137491	SLCO2B1	15	37	17	34	60	30
ENSG00000137492	THAP12	1274	1313	1399	904	1155	888
ENSG00000137494	ANKRD42	209	242	282	189	277	220
ENSG00000137496	IL18BP	148	168	184	130	130	121
ENSG00000137497	NUMA1	2612	2809	2780	2054	2737	2136
ENSG00000137500	CCDC90B	455	521	579	319	482	391
ENSG00000137501	SYTL2	1123	1340	1485	963	1252	1067
ENSG00000137502	RAB30	96	104	119	97	122	94
ENSG00000137504	CREBZF	1698	1804	1936	1274	1462	1279
ENSG00000137507	LRRC32	19	17	12	14	11	14
ENSG00000137509	PRCP	1092	1217	1365	956	1396	1074
ENSG00000137513	NARS2	546	584	629	351	503	408
ENSG00000137522	RNF121	343	418	388	328	426	264
ENSG00000137547	MRPL15	483	557	564	369	577	415
ENSG00000137558	PI15	29	21	43	86	63	35
ENSG00000137561	TTPA	10	15	15	15	10	8
ENSG00000137563	GGH	681	849	882	685	928	718
ENSG00000137571	SLCO5A1	191	145	195	67	100	94
ENSG00000137573	SULF1	1487	1532	1473	853	1112	942
ENSG00000137574	TGS1	521	527	621	338	479	398
ENSG00000137575	SDCBP	1083	1198	1191	944	1304	966
ENSG00000137601	NEK1	350	388	449	267	405	325
ENSG00000137628	DDX60	104	92	105	88	94	72
ENSG00000137634	NXPE4	7	1	7	2	3	5
ENSG00000137642	SORL1	3259	2583	3109	1160	1399	1475
ENSG00000137648	TMPRSS4	175	190	273	261	346	195
ENSG00000137656	BUD13	340	329	377	219	311	242
ENSG00000137672	TRPC6	217	280	307	285	326	267
ENSG00000137673	MMP7	180	170	226	204	261	184
ENSG00000137674	MMP20	5	2	3	5	6	8
ENSG00000137675	MMP27	0	1	2	0	2	4
ENSG00000137691	C11orf70	83	93	73	45	54	56
ENSG00000137692	DCUN1D5	285	304	333	215	289	223
ENSG00000137693	YAP1	3296	3523	4034	2254	3186	2683
ENSG00000137699	TRIM29	19	7	22	13	23	17
ENSG00000137700	SLC37A4	1858	2375	2232	1767	2339	1785
ENSG00000137707	BTG4	8	3	6	2	5	5
ENSG00000137709	POU2F3	16	10	16	12	28	14
ENSG00000137710	RDX	2248	2301	2745	1544	2412	1726
ENSG00000137713	PPP2R1B	559	564	614	397	500	395
ENSG00000137714	FDX1	337	370	373	301	356	289
ENSG00000137720	C11orf1	274	286	273	182	257	192
ENSG00000137726	FXYD6	533	540	537	405	463	372
ENSG00000137727	ARHGAP20	20	14	30	22	29	23
ENSG00000137731	FXYD2	148	334	353	385	552	354
ENSG00000137745	MMP13	9	7	13	11	7	9
ENSG00000137747	TMPRSS13	8	1	12	10	9	6
ENSG00000137752	CASP1	8	2	11	2	11	5
ENSG00000137757	CASP5	3	0	3	3	3	3
ENSG00000137760	ALKBH8	273	233	217	153	182	158
ENSG00000137764	MAP2K5	116	102	145	73	130	110
ENSG00000137766	UNC13C	231	270	361	305	362	278
ENSG00000137767	SQRDL	133	135	126	83	85	68
ENSG00000137770	CTDSPL2	1090	1079	1131	724	864	726
ENSG00000137776	SLTM	1394	1329	1730	1109	1609	1187
ENSG00000137801	THBS1	158	193	189	240	299	194
ENSG00000137802	MAPKBP1	433	459	512	368	505	382
ENSG00000137804	NUSAP1	1120	1093	1357	610	918	682
ENSG00000137806	NDUFAF1	201	231	247	145	222	176
ENSG00000137807	KIF23	597	549	640	321	397	338
ENSG00000137809	ITGA11	37	37	65	40	68	59
ENSG00000137812	CASC5	683	611	825	432	545	460
ENSG00000137814	HAUS2	455	393	465	332	388	320
ENSG00000137815	RTF1	1270	1240	1283	813	1041	844
ENSG00000137817	PARP6	810	735	842	587	783	632
ENSG00000137818	RPLP1	3498	4394	3959	2445	3176	2446
ENSG00000137819	PAQR5	214	305	346	352	514	307
ENSG00000137821	LRRC49	290	300	409	209	294	238
ENSG00000137822	TUBGCP4	240	248	342	162	230	180
ENSG00000137824	RMDN3	336	315	371	264	340	276
ENSG00000137825	ITPKA	7	10	5	5	6	0
ENSG00000137831	UACA	1794	1827	1749	936	1008	1010
ENSG00000137834	SMAD6	525	492	556	264	278	327
ENSG00000137841	PLCB2	43	33	36	18	26	30
ENSG00000137842	TMEM62	172	127	167	138	133	128
ENSG00000137843	PAK6	72	40	62	44	57	36
ENSG00000137845	ADAM10	2915	2970	3572	2274	3088	2424
ENSG00000137857	DUOX1	112	83	134	60	73	53
ENSG00000137860	SLC28A2	19	10	17	8	21	25
ENSG00000137868	STRA6	223	215	254	148	201	164
ENSG00000137869	CYP19A1	20	10	26	11	18	13
ENSG00000137871	ZNF280D	575	548	688	468	762	516
ENSG00000137872	SEMA6D	1000	817	998	441	472	506
ENSG00000137875	BCL2L10	2	7	12	6	4	6
ENSG00000137876	RSL24D1	1758	1634	1851	1095	1423	1286
ENSG00000137877	SPTBN5	81	82	119	50	72	80
ENSG00000137878	GCOM1	6	3	11	2	4	6
ENSG00000137880	GCHFR	36	66	61	40	50	44
ENSG00000137936	BCAR3	368	281	312	155	148	188
ENSG00000137941	TTLL7	94	136	174	95	156	103
ENSG00000137942	FNBP1L	2186	2316	2767	1808	2748	2065
ENSG00000137944	KYAT3	410	445	436	341	364	290
ENSG00000137947	GTF2B	413	455	459	310	424	286
ENSG00000137948	BRDT	9	1	9	2	8	9
ENSG00000137955	RABGGTB	1456	1398	1572	1049	1077	1022
ENSG00000137959	IFI44L	152	126	145	102	154	112
ENSG00000137960	GIPC2	310	498	486	535	973	568
ENSG00000137962	ARHGAP29	1817	1943	2021	1403	1687	1444
ENSG00000137965	IFI44	66	66	59	47	76	47
ENSG00000137968	SLC44A5	372	378	384	295	368	284
ENSG00000137975	CLCA2	9	5	11	4	8	10
ENSG00000137976	DNASE2B	7	4	7	3	4	7
ENSG00000137992	DBT	883	940	1077	704	1028	842
ENSG00000137996	RTCA	500	560	514	369	501	400
ENSG00000138002	IFT172	729	722	886	592	809	588
ENSG00000138018	EPT1	1435	1421	1699	1018	1218	1032
ENSG00000138028	CGREF1	26	40	42	39	45	28
ENSG00000138029	HADHB	1223	1462	1545	1099	1623	1121
ENSG00000138030	KHK	39	97	86	94	105	90
ENSG00000138031	ADCY3	224	180	197	106	158	110
ENSG00000138032	PPM1B	964	981	1134	769	1047	826
ENSG00000138035	PNPT1	691	646	775	445	531	465
ENSG00000138036	DYNC2LI1	1071	1177	1294	867	1142	1009
ENSG00000138039	LHCGR	16	8	22	9	11	7
ENSG00000138050	THUMPD2	225	209	215	152	203	160
ENSG00000138061	CYP1B1	420	502	575	442	612	456
ENSG00000138068	SULT6B1	7	1	13	0	7	2
ENSG00000138069	RAB1A	1139	1340	1332	980	1390	1011
ENSG00000138071	ACTR2	1693	1768	1789	1145	1611	1159
ENSG00000138073	PREB	515	613	713	432	617	449
ENSG00000138074	SLC5A6	659	682	748	479	610	484
ENSG00000138075	ABCG5	7	2	11	11	14	5
ENSG00000138078	PREPL	1484	1487	1706	1094	1545	1205
ENSG00000138079	SLC3A1	234	381	398	487	979	548
ENSG00000138080	EMILIN1	117	108	117	115	136	93
ENSG00000138081	FBXO11	531	594	616	398	505	435
ENSG00000138083	SIX3	2	4	8	4	8	1
ENSG00000138085	ATRAID	930	1052	1017	810	1053	837
ENSG00000138092	CENPO	261	237	338	171	254	191
ENSG00000138095	LRPPRC	3858	3958	4241	2570	3261	2799
ENSG00000138100	TRIM54	39	24	26	14	16	13
ENSG00000138101	DTNB	219	231	207	160	178	170
ENSG00000138107	ACTR1A	1355	1532	1651	1017	1436	1105
ENSG00000138109	CYP2C9	6	8	14	7	17	7
ENSG00000138111	MFSD13A	79	88	88	52	72	67
ENSG00000138115	CYP2C8	33	50	58	21	43	30
ENSG00000138119	MYOF	1567	1438	1789	912	1189	1011
ENSG00000138131	LOXL4	127	99	112	49	44	53
ENSG00000138134	STAMBPL1	19	19	33	6	12	30
ENSG00000138135	CH25H	3	1	4	1	2	1
ENSG00000138136	LBX1	5	0	9	2	10	12
ENSG00000138138	ATAD1	1472	1565	1717	1108	1304	1081
ENSG00000138152	BTBD16	14	9	11	9	7	13
ENSG00000138160	KIF11	881	820	984	511	744	576
ENSG00000138161	CUZD1	12	15	8	11	10	18
ENSG00000138162	TACC2	495	497	473	356	407	309
ENSG00000138166	DUSP5	65	23	46	17	18	14
ENSG00000138172	CALHM2	24	36	30	10	31	29
ENSG00000138175	ARL3	673	752	703	457	549	470
ENSG00000138180	CEP55	260	301	321	152	206	188
ENSG00000138182	KIF20B	645	666	776	388	557	485
ENSG00000138185	ENTPD1	623	522	727	497	648	472
ENSG00000138190	EXOC6	380	408	439	278	433	298
ENSG00000138193	PLCE1	272	279	306	217	335	232
ENSG00000138207	RBP4	2	0	2	3	9	0
ENSG00000138231	DBR1	333	306	374	208	304	236
ENSG00000138246	DNAJC13	1072	1061	1284	796	1195	839
ENSG00000138271	GPR87	4	4	7	6	11	4
ENSG00000138279	ANXA7	887	1010	1015	704	936	756
ENSG00000138286	FAM149B1	557	567	621	412	544	446
ENSG00000138303	ASCC1	379	418	474	294	395	354
ENSG00000138308	PLA2G12B	10	61	56	77	190	99
ENSG00000138311	ZNF365	7	10	26	15	20	21
ENSG00000138315	OIT3	6	21	17	41	83	28
ENSG00000138316	ADAMTS14	2	9	8	3	8	7
ENSG00000138326	RPS24	12115	11815	13165	7436	10299	7914
ENSG00000138336	TET1	968	935	1080	604	766	663
ENSG00000138346	DNA2	651	576	694	332	413	379
ENSG00000138347	MYPN	16	5	14	9	26	14
ENSG00000138356	AOX1	45	24	27	21	57	23
ENSG00000138363	ATIC	274	303	288	195	252	208
ENSG00000138375	SMARCAL1	240	266	280	173	271	212
ENSG00000138376	BARD1	625	510	566	357	376	344
ENSG00000138378	STAT4	35	29	46	20	39	29
ENSG00000138379	MSTN	20	12	30	18	23	27
ENSG00000138380	CARF	322	346	357	301	329	247
ENSG00000138381	ASNSD1	711	707	876	568	672	602
ENSG00000138382	METTL5	379	395	423	253	346	295
ENSG00000138385	SSB	1212	1259	1435	696	1128	843
ENSG00000138386	NAB1	1052	1255	1244	941	1369	979
ENSG00000138395	CDK15	15	6	16	9	22	7
ENSG00000138398	PPIG	1681	1482	1748	1144	1526	1189
ENSG00000138399	FASTKD1	508	429	607	342	473	395
ENSG00000138400	MDH1B	94	183	159	127	209	156
ENSG00000138411	HECW2	403	348	407	218	287	227
ENSG00000138413	IDH1	1829	2188	2273	1385	1951	1462
ENSG00000138430	OLA1	1328	1299	1565	915	1152	953
ENSG00000138433	CIR1	308	324	364	227	357	250
ENSG00000138434	SSFA2	1878	1957	2270	1729	2613	1799
ENSG00000138435	CHRNA1	13	7	30	4	27	17
ENSG00000138439	FAM117B	665	787	731	506	602	499
ENSG00000138442	WDR12	1098	1119	1235	871	1153	905
ENSG00000138443	ABI2	2581	2550	2709	1729	2090	1850
ENSG00000138448	ITGAV	1608	1500	1886	1188	1665	1196
ENSG00000138449	SLC40A1	524	710	709	788	1169	768
ENSG00000138459	SLC35A5	761	768	923	518	792	578
ENSG00000138463	DIRC2	222	231	264	167	232	163
ENSG00000138468	SENP7	954	965	1067	685	883	733
ENSG00000138472	GUCA1C	1	0	3	2	5	6
ENSG00000138483	CCDC54	1	1	5	2	0	2
ENSG00000138495	COX17	243	259	282	193	233	183
ENSG00000138496	PARP9	129	133	138	96	154	117
ENSG00000138587	MNS1	154	215	178	145	216	166
ENSG00000138592	USP8	1031	1049	1241	837	1084	886
ENSG00000138593	SECISBP2L	1604	1736	1984	1378	2026	1464
ENSG00000138594	TMOD3	944	1001	1262	733	1129	849
ENSG00000138600	SPPL2A	982	1078	1247	786	1216	862
ENSG00000138604	GLCE	1838	1784	2070	1024	1356	1191
ENSG00000138606	SHF	170	194	211	97	154	124
ENSG00000138613	APH1B	407	436	399	237	268	250
ENSG00000138614	VWA9	701	732	679	456	594	459
ENSG00000138615	CILP	106	64	70	56	48	70
ENSG00000138617	PARP16	249	221	247	140	196	163
ENSG00000138621	PPCDC	91	70	97	70	91	61
ENSG00000138622	HCN4	65	66	74	42	50	55
ENSG00000138623	SEMA7A	130	110	107	48	51	61
ENSG00000138629	UBL7	373	404	418	260	343	282
ENSG00000138639	ARHGAP24	914	1009	1114	811	1161	739
ENSG00000138640	FAM13A	402	426	487	269	402	323
ENSG00000138641	HERC3	93	91	116	107	122	86
ENSG00000138642	HERC6	73	108	84	91	133	90
ENSG00000138646	HERC5	25	33	36	22	55	36
ENSG00000138650	PCDH10	87	94	125	98	137	81
ENSG00000138653	NDST4	19	14	38	19	36	26
ENSG00000138658	ZGRF1	726	541	744	327	442	329
ENSG00000138660	AP1AR	557	576	616	489	620	520
ENSG00000138663	COPS4	589	674	698	452	564	423
ENSG00000138668	HNRNPD	772	754	857	550	703	459
ENSG00000138669	PRKG2	12	19	41	27	59	42
ENSG00000138670	RASGEF1B	111	146	170	142	182	117
ENSG00000138674	SEC31A	2568	2624	2881	1966	2765	2112
ENSG00000138675	FGF5	7	2	9	1	7	6
ENSG00000138678	GPAT3	359	281	304	201	218	214
ENSG00000138684	IL21	0	0	1	1	1	0
ENSG00000138685	FGF2	282	292	257	141	187	163
ENSG00000138686	BBS7	354	367	445	203	356	263
ENSG00000138688	KIAA1109	2084	1861	2433	1753	2415	1618
ENSG00000138696	BMPR1B	386	493	522	513	696	464
ENSG00000138698	RAP1GDS1	570	630	781	523	640	477
ENSG00000138709	LARP1B	744	759	759	618	724	553
ENSG00000138722	MMRN1	71	46	91	51	60	44
ENSG00000138735	PDE5A	446	431	561	333	485	372
ENSG00000138738	PRDM5	215	204	251	130	159	142
ENSG00000138741	TRPC3	7	2	8	9	11	8
ENSG00000138744	NAAA	26	33	51	48	37	18
ENSG00000138750	NUP54	792	792	830	525	675	586
ENSG00000138755	CXCL9	7	1	7	0	6	12
ENSG00000138756	BMP2K	263	280	317	254	297	246
ENSG00000138757	G3BP2	3286	3426	3461	2111	2741	2294
ENSG00000138758	SEPT11	2953	3054	3190	2003	2837	2107
ENSG00000138759	FRAS1	6041	6594	7744	6318	7331	5260
ENSG00000138760	SCARB2	3171	3361	3599	2417	3034	2508
ENSG00000138764	CCNG2	676	790	838	551	876	544
ENSG00000138767	CNOT6L	1002	1018	1105	817	890	771
ENSG00000138768	USO1	1723	1745	2053	1199	1768	1361
ENSG00000138769	CDKL2	132	161	172	123	164	133
ENSG00000138771	SHROOM3	784	788	854	514	649	477
ENSG00000138772	ANXA3	87	113	115	92	134	93
ENSG00000138777	PPA2	926	1030	1091	683	898	669
ENSG00000138778	CENPE	678	643	798	317	548	435
ENSG00000138780	GSTCD	502	520	653	357	483	381
ENSG00000138785	INTS12	167	174	204	110	194	129
ENSG00000138792	ENPEP	1932	2676	2483	1925	2621	2052
ENSG00000138794	CASP6	235	276	263	183	288	188
ENSG00000138795	LEF1	498	458	506	232	312	300
ENSG00000138796	HADH	364	434	454	259	393	273
ENSG00000138798	EGF	53	50	48	53	103	72
ENSG00000138801	PAPSS1	863	965	1092	620	968	742
ENSG00000138802	SEC24B	870	903	955	641	777	753
ENSG00000138813	C4orf17	3	1	4	7	10	6
ENSG00000138814	PPP3CA	402	514	510	340	591	422
ENSG00000138821	SLC39A8	538	522	607	290	402	305
ENSG00000138823	MTTP	21	37	28	56	158	68
ENSG00000138829	FBN2	4229	3317	4072	2266	2737	2123
ENSG00000138834	MAPK8IP3	1014	1105	1087	687	847	775
ENSG00000138835	RGS3	527	492	598	362	480	372
ENSG00000138867	GUCD1	996	1223	1195	1065	1477	996
ENSG00000138892	TTLL8	4	0	9	2	2	1
ENSG00000138942	RNF185	514	593	591	476	613	453
ENSG00000138944	KIAA1644	78	94	76	45	71	51
ENSG00000138964	PARVG	6	10	21	5	25	7
ENSG00000139044	B4GALNT3	444	408	373	188	240	191
ENSG00000139053	PDE6H	1	0	2	2	4	0
ENSG00000139055	ERP27	44	65	80	59	75	75
ENSG00000139083	ETV6	254	238	286	179	237	167
ENSG00000139112	GABARAPL1	929	1118	1102	942	1088	768
ENSG00000139116	KIF21A	969	1063	1327	896	1335	922
ENSG00000139117	CPNE8	129	130	135	118	171	107
ENSG00000139131	YARS2	289	332	342	198	288	238
ENSG00000139132	FGD4	464	568	760	606	933	626
ENSG00000139133	ALG10	257	247	302	165	233	169
ENSG00000139144	PIK3C2G	26	38	61	35	44	37
ENSG00000139146	FAM60A	3441	2810	3299	1640	2172	1970
ENSG00000139151	PLCZ1	9	4	14	2	15	8
ENSG00000139154	AEBP2	554	550	651	349	471	397
ENSG00000139155	SLCO1C1	15	7	17	2	7	5
ENSG00000139160	ETFBKMT	84	94	108	103	118	84
ENSG00000139163	ETNK1	2544	2885	3266	1966	2799	2345
ENSG00000139168	ZCRB1	630	613	631	391	540	449
ENSG00000139173	TMEM117	101	120	118	105	153	99
ENSG00000139174	PRICKLE1	61	60	64	49	84	43
ENSG00000139178	C1RL	522	526	553	429	682	451
ENSG00000139180	NDUFA9	432	407	437	291	381	299
ENSG00000139182	CLSTN3	1062	1262	1350	1099	1471	1117
ENSG00000139187	KLRG1	32	32	45	24	47	35
ENSG00000139190	VAMP1	68	58	77	35	62	47
ENSG00000139192	TAPBPL	46	30	38	31	38	29
ENSG00000139193	CD27	8	10	8	6	9	8
ENSG00000139194	RBP5	37	62	65	64	88	49
ENSG00000139197	PEX5	678	746	740	541	769	556
ENSG00000139200	PIANP	44	43	53	38	52	36
ENSG00000139209	SLC38A4	28	17	40	38	70	45
ENSG00000139211	AMIGO2	538	535	631	518	648	550
ENSG00000139218	SCAF11	2881	2764	3345	2124	2816	2195
ENSG00000139219	COL2A1	6879	6670	6416	3833	4612	3574
ENSG00000139220	PPFIA2	10	10	36	12	26	12
ENSG00000139223	ANP32D	8	4	7	4	4	7
ENSG00000139233	LLPH	374	369	419	252	335	233
ENSG00000139263	LRIG3	1107	1144	1355	780	1068	877
ENSG00000139266	MARCH9	105	154	169	137	209	166
ENSG00000139269	INHBE	32	21	53	13	25	22
ENSG00000139278	GLIPR1	58	68	61	43	40	38
ENSG00000139287	TPH2	9	2	16	5	16	10
ENSG00000139289	PHLDA1	913	795	857	281	587	423
ENSG00000139291	TMEM19	491	526	557	419	605	447
ENSG00000139292	LGR5	212	165	251	222	265	155
ENSG00000139304	PTPRQ	38	49	56	36	55	40
ENSG00000139318	DUSP6	675	645	995	499	783	667
ENSG00000139323	POC1B	348	417	454	291	422	326
ENSG00000139324	TMTC3	1181	1347	1626	1072	1601	1180
ENSG00000139329	LUM	107	110	111	56	110	86
ENSG00000139330	KERA	0	0	4	4	4	0
ENSG00000139343	SNRPF	616	668	712	348	584	403
ENSG00000139344	AMDHD1	2	2	8	1	2	5
ENSG00000139350	NEDD1	729	794	925	552	657	543
ENSG00000139351	SYCP3	15	18	17	9	24	19
ENSG00000139352	ASCL1	1	2	3	1	2	2
ENSG00000139354	GAS2L3	737	563	822	413	505	542
ENSG00000139364	TMEM132B	72	39	58	26	62	46
ENSG00000139370	SLC15A4	292	312	361	239	360	234
ENSG00000139372	TDG	924	857	921	587	726	636
ENSG00000139405	RITA1	175	209	215	140	159	124
ENSG00000139410	SDSL	60	81	69	91	105	53
ENSG00000139428	MMAB	471	527	495	344	459	313
ENSG00000139433	GLTP	336	349	351	248	420	265
ENSG00000139436	GIT2	243	251	313	206	296	229
ENSG00000139437	TCHP	254	301	289	187	241	205
ENSG00000139438	FAM222A	125	135	127	79	98	89
ENSG00000139445	FOXN4	9	4	15	8	13	15
ENSG00000139496	NUP58	1508	1402	1680	989	1260	1068
ENSG00000139505	MTMR6	561	644	725	399	566	499
ENSG00000139508	SLC46A3	20	26	24	17	37	27
ENSG00000139514	SLC7A1	428	327	362	198	175	179
ENSG00000139515	PDX1	11	0	10	8	8	6
ENSG00000139517	LNX2	352	399	440	331	388	332
ENSG00000139531	SUOX	373	461	502	454	708	431
ENSG00000139537	CCDC65	65	90	72	74	103	55
ENSG00000139540	SLC39A5	168	397	357	518	910	476
ENSG00000139546	TARBP2	348	454	411	271	424	306
ENSG00000139547	RDH16	13	7	19	6	14	6
ENSG00000139549	DHH	4	1	2	2	4	1
ENSG00000139567	ACVRL1	30	26	32	24	42	14
ENSG00000139572	GPR84	3	5	6	7	6	3
ENSG00000139574	NPFF	0	0	0	0	0	0
ENSG00000139579	NABP2	299	317	301	240	365	234
ENSG00000139597	N4BP2L1	147	157	151	78	150	114
ENSG00000139610	CELA1	1	1	4	2	3	1
ENSG00000139613	SMARCC2	1208	1355	1462	928	1285	979
ENSG00000139618	BRCA2	409	383	454	230	289	208
ENSG00000139620	KANSL2	628	625	702	468	605	484
ENSG00000139624	CERS5	357	394	397	272	395	279
ENSG00000139625	MAP3K12	632	626	764	529	635	558
ENSG00000139626	ITGB7	13	7	13	12	14	13
ENSG00000139629	GALNT6	97	101	98	60	67	61
ENSG00000139631	CSAD	311	290	308	267	323	261
ENSG00000139636	LMBR1L	680	633	800	475	608	555
ENSG00000139637	C12orf10	282	375	317	275	327	249
ENSG00000139641	ESYT1	1247	1374	1381	1064	1404	1042
ENSG00000139644	TMBIM6	8029	10257	10402	8585	11945	8620
ENSG00000139645	ANKRD52	674	735	927	659	768	697
ENSG00000139648	KRT71	0	1	1	1	5	2
ENSG00000139651	ZNF740	1087	1195	1109	875	1067	818
ENSG00000139656	SMIM2	2	8	5	3	2	8
ENSG00000139668	WDFY2	282	308	354	239	323	228
ENSG00000139675	HNRNPA1L2	186	143	144	62	127	84
ENSG00000139679	LPAR6	259	277	289	188	263	194
ENSG00000139684	ESD	1506	1603	1779	1224	1692	1253
ENSG00000139687	RB1	1196	1124	1443	804	1057	955
ENSG00000139697	SBNO1	1739	1783	2062	1319	1800	1287
ENSG00000139714	MORN3	27	21	20	23	17	12
ENSG00000139718	SETD1B	153	168	190	148	163	126
ENSG00000139719	VPS33A	283	342	355	225	299	240
ENSG00000139722	VPS37B	166	148	178	132	151	107
ENSG00000139725	RHOF	22	17	18	23	19	13
ENSG00000139726	DENR	1067	1201	1261	776	1204	869
ENSG00000139734	DIAPH3	208	218	305	140	170	148
ENSG00000139737	SLAIN1	311	311	373	215	262	249
ENSG00000139746	RBM26	1750	1635	1882	1190	1546	1194
ENSG00000139767	SRRM4	22	26	29	13	24	13
ENSG00000139780	METTL21C	7	10	10	11	8	5
ENSG00000139793	MBNL2	830	871	913	535	875	690
ENSG00000139797	RNF113B	1	0	6	1	6	1
ENSG00000139800	ZIC5	152	153	168	139	120	96
ENSG00000139826	ABHD13	568	587	573	415	531	432
ENSG00000139832	RAB20	38	41	49	22	23	28
