Geneid	Txid	sym	Tx.len	GC
ENSG00000188042	ENST00000390645	ARL4C	4013	0.502
ENSG00000188050	ENST00000340112	RNF133	1445	0.4
ENSG00000188051	ENST00000341130	TMEM221	2031	0.613
ENSG00000188056	ENST00000341495	TREML4	2070	0.491
ENSG00000188060	ENST00000373826	RAB42	1950	0.534
ENSG00000188064	ENST00000339464	WNT7B	3948	0.631
ENSG00000188070	ENST00000433688	C11orf95	5716	0.626
ENSG00000188076	ENST00000342878	SCGB1C1	431	0.561
ENSG00000188078	ENST00000339367	na	444	0.579
ENSG00000188086	ENST00000620911	PRSS45	1041	0.563
ENSG00000188089	ENST00000399518	PLA2G4E	5266	0.534
ENSG00000188092	ENST00000314163	GPR89B	1934	0.438
ENSG00000188095	ENST00000341735	MESP2	1640	0.657
ENSG00000188100	ENST00000343959	FAM25A	357	0.55
ENSG00000188101	ENST00000340858	ALOX15P2	1897	0.546
ENSG00000188107	ENST00000503581	EYS	10589	0.392
ENSG00000188112	ENST00000341865	C6orf132	6385	0.589
ENSG00000188120	ENST00000405239	DAZ1	4421	0.407
ENSG00000188124	ENST00000338569	OR2AG2	1069	0.502
ENSG00000188130	ENST00000215659	MAPK12	1778	0.637
ENSG00000188133	ENST00000342743	TMEM215	5342	0.39
ENSG00000188152	ENST00000354649	NUTM2G	2851	0.593
ENSG00000188153	ENST00000361603	COL4A5	6427	0.508
ENSG00000188155	ENST00000400368	KRTAP10-6	1238	0.654
ENSG00000188157	ENST00000379370	AGRN	7326	0.676
ENSG00000188158	ENST00000380060	NHS	8761	0.454
ENSG00000188162	ENST00000399397	OTOG	9948	0.609
ENSG00000188163	ENST00000344774	FAM166A	1091	0.589
ENSG00000188167	ENST00000342462	TMPPE	4310	0.529
ENSG00000188171	ENST00000612591	ZNF626	4404	0.356
ENSG00000188175	ENST00000341723	HEPACAM2	2122	0.41
ENSG00000188176	ENST00000338859	SMTNL2	1919	0.558
ENSG00000188177	ENST00000409871	ZC3H6	11539	0.389
ENSG00000188185	ENST00000340510	LINC00265	3049	0.566
ENSG00000188186	ENST00000341942	LAMTOR4	605	0.603
ENSG00000188191	ENST00000406797	PRKAR1B	2553	0.624
ENSG00000188199	ENST00000429828	NUTM2B	3292	0.6
ENSG00000188211	ENST00000338965	NCR3LG1	6438	0.469
ENSG00000188215	ENST00000324344	DCUN1D3	6136	0.443
ENSG00000188219	ENST00000356920	POTEE	4159	0.488
ENSG00000188223	ENST00000591613	na	1037	0.59
ENSG00000188227	ENST00000445217	ZNF793	6712	0.385
ENSG00000188229	ENST00000340384	TUBB4B	1563	0.593
ENSG00000188234	ENST00000448048	AGAP4	2439	0.512
ENSG00000188242	ENST00000342584	na	1876	0.551
ENSG00000188243	ENST00000377615	COMMD6	1793	0.414
ENSG00000188257	ENST00000400520	PLA2G2A	974	0.531
ENSG00000188263	ENST00000389983	IL17REL	3668	0.644
ENSG00000188266	ENST00000388988	HYKK	4197	0.419
ENSG00000188269	ENST00000322301	OR7A5	4216	0.415
ENSG00000188277	ENST00000344320	C15orf62	2370	0.584
ENSG00000188280	ENST00000610338	FAM230A	1870	0.458
ENSG00000188282	ENST00000344321	RUFY4	2352	0.574
ENSG00000188283	ENST00000352998	ZNF383	6760	0.395
ENSG00000188290	ENST00000304952	HES4	899	0.74
ENSG00000188293	ENST00000437936	IGFL1	779	0.556
ENSG00000188295	ENST00000343381	ZNF669	1951	0.494
ENSG00000188305	ENST00000342063	C19orf35	2564	0.665
ENSG00000188306	ENST00000340806	LRRIQ4	1827	0.463
ENSG00000188312	ENST00000375587	CENPP	8293	0.498
ENSG00000188313	ENST00000342435	PLSCR1	1976	0.37
ENSG00000188314	ENST00000592739	OR7D1P	933	0.514
ENSG00000188315	ENST00000343010	C3orf62	3748	0.488
ENSG00000188316	ENST00000341276	ENO4	1878	0.485
ENSG00000188321	ENST00000393883	ZNF559	5095	0.409
ENSG00000188322	ENST00000341901	SBK1	4986	0.645
ENSG00000188324	ENST00000358433	OR6C6	1521	0.401
ENSG00000188334	ENST00000344839	BSPH1	654	0.43
ENSG00000188338	ENST00000614032	SLC38A3	2953	0.585
ENSG00000188340	ENST00000641131	OR6N2	3455	0.373
ENSG00000188342	ENST00000340473	GTF2F2	2228	0.387
ENSG00000188343	ENST00000518322	FAM92A1	4241	0.369
ENSG00000188352	ENST00000380249	FOCAD	6096	0.455
ENSG00000188365	ENST00000455866	na	753	0.577
ENSG00000188368	ENST00000499536	PRR19	1956	0.567
ENSG00000188372	ENST00000416245	ZP3	1846	0.55
ENSG00000188373	ENST00000372126	C10orf99	825	0.544
ENSG00000188375	ENST00000340398	H3F3C	1114	0.456
ENSG00000188379	ENST00000380206	IFNA2	1135	0.397
ENSG00000188383	ENST00000445404	na	863	0.605
ENSG00000188385	ENST00000298622	JAKMIP3	6626	0.538
ENSG00000188386	ENST00000374806	PPP3R2	3366	0.435
ENSG00000188388	ENST00000507199	GOLGA6L3	1679	0.571
ENSG00000188389	ENST00000334409	PDCD1	2097	0.65
ENSG00000188393	ENST00000455827	CLEC2A	916	0.409
ENSG00000188394	ENST00000373642	GPR21	1170	0.458
ENSG00000188396	ENST00000339355	TCTEX1D4	763	0.699
ENSG00000188399	ENST00000344424	ANKRD36P1	659	0.408
ENSG00000188403	ENST00000338912	IGHV1OR15-9	353	0.555
ENSG00000188404	ENST00000236147	SELL	2436	0.438
ENSG00000188408	ENST00000602297	MAGEB5	1216	0.447
ENSG00000188419	ENST00000357749	CHM	5438	0.368
ENSG00000188425	ENST00000341294	NANOS2	1657	0.591
ENSG00000188428	ENST00000397457	BLOC1S5	2659	0.404
ENSG00000188438	ENST00000344638	na	222	0.482
ENSG00000188439	ENST00000530808	OR4P1P	1136	0.38
ENSG00000188451	ENST00000344851	SRP72P2	1979	0.433
ENSG00000188452	ENST00000410087	CERKL	3210	0.413
ENSG00000188459	ENST00000444248	WASF4P	1494	0.524
ENSG00000188460	ENST00000436287	ACTBP11	1126	0.579
ENSG00000188467	ENST00000341459	SLC24A5	1897	0.394
ENSG00000188483	ENST00000372491	IER5L	2711	0.65
ENSG00000188486	ENST00000530167	H2AFX	1614	0.664
ENSG00000188487	ENST00000379554	INSC	2954	0.499
ENSG00000188488	ENST00000329597	SERPINA5	2278	0.515
ENSG00000188493	ENST00000378313	C19orf54	3302	0.564
ENSG00000188501	ENST00000341509	LCTL	3147	0.46
ENSG00000188505	ENST00000339852	NCCRP1	1975	0.585
ENSG00000188508	ENST00000338897	KRTDAP	426	0.531
ENSG00000188511	ENST00000343999	C22orf34	2816	0.601
ENSG00000188512	ENST00000523393	na	313	0.425
ENSG00000188517	ENST00000399132	COL25A1	7713	0.407
ENSG00000188522	ENST00000388995	FAM83G	5226	0.616
ENSG00000188523	ENST00000343036	C9orf171	1818	0.562
ENSG00000188525	ENST00000340444	na	2412	0.487
ENSG00000188529	ENST00000492112	SRSF10	1631	0.439
ENSG00000188536	ENST00000251595	HBA2	576	0.645
ENSG00000188542	ENST00000405954	DUSP28	3461	0.526
ENSG00000188549	ENST00000382688	C15orf52	5021	0.573
ENSG00000188554	ENST00000341165	NBR1	4656	0.449
ENSG00000188558	ENST00000641804	OR2G6	6084	0.383
ENSG00000188559	ENST00000202677	RALGAPA2	9545	0.482
ENSG00000188566	ENST00000458322	NDOR1	1829	0.642
ENSG00000188573	ENST00000338333	FBLL1	1519	0.694
ENSG00000188580	ENST00000368417	NKAIN2	3115	0.395
ENSG00000188581	ENST00000306271	KRTAP1-1	910	0.519
ENSG00000188582	ENST00000340634	PAQR9	2452	0.555
ENSG00000188585	ENST00000623247	LINC00083	1491	0.515
ENSG00000188596	ENST00000524981	CFAP54	9776	0.392
ENSG00000188599	ENST00000534799	NPIPP1	1214	0.473
ENSG00000188603	ENST00000569430	CLN3	3867	0.578
ENSG00000188610	ENST00000369390	FAM72B	2396	0.419
ENSG00000188611	ENST00000395526	ASAH2	6880	0.393
ENSG00000188612	ENST00000420826	SUMO2	3166	0.44
ENSG00000188613	ENST00000425699	NANOS1	4017	0.509
ENSG00000188620	ENST00000357878	HMX3	2855	0.548
ENSG00000188624	ENST00000341415	IGFL3	680	0.531
ENSG00000188626	ENST00000563027	GOLGA8M	1899	0.524
ENSG00000188629	ENST00000589262	ZNF177	1920	0.426
ENSG00000188636	ENST00000341255	LDOC1L	5419	0.552
ENSG00000188641	ENST00000370192	DPYD	4412	0.407
ENSG00000188643	ENST00000368704	S100A16	1146	0.565
ENSG00000188646	ENST00000441072	na	368	0.478
ENSG00000188647	ENST00000340434	PTAR1	10099	0.356
ENSG00000188649	ENST00000646931	CC2D2B	4430	0.365
ENSG00000188655	ENST00000557068	RNASE9	2703	0.42
ENSG00000188656	ENST00000431358	TSPY7P	1114	0.55
ENSG00000188659	ENST00000339465	SAXO2	3134	0.379
ENSG00000188660	ENST00000448049	LINC00319	3507	0.624
ENSG00000188662	ENST00000504307	HILS1	1219	0.572
ENSG00000188668	ENST00000454836	OR7E90P	1029	0.483
ENSG00000188672	ENST00000294413	RHCE	1660	0.503
ENSG00000188674	ENST00000341287	C2orf80	1195	0.407
ENSG00000188676	ENST00000343295	IDO2	4264	0.454
ENSG00000188677	ENST00000338758	PARVB	5429	0.532
ENSG00000188681	ENST00000416067	TEKT4P2	1599	0.6
ENSG00000188687	ENST00000346834	SLC4A5	6233	0.483
ENSG00000188690	ENST00000368797	UROS	1336	0.563
ENSG00000188691	ENST00000532411	OR56A5	942	0.5
ENSG00000188693	ENST00000453068	CYP51A1-AS1	2957	0.5
ENSG00000188694	ENST00000340345	KRTAP24-1	1650	0.426
ENSG00000188706	ENST00000357166	ZDHHC9	4571	0.484
ENSG00000188707	ENST00000343855	ZBED6CL	4831	0.545
ENSG00000188710	ENST00000623824	QRFP	1658	0.59
ENSG00000188712	ENST00000412501	OR13D3P	937	0.423
ENSG00000188716	ENST00000338487	DUPD1	663	0.623
ENSG00000188725	ENST00000339020	SMIM15	2888	0.36
ENSG00000188729	ENST00000445281	OSTN	3134	0.326
ENSG00000188730	ENST00000340652	VWC2	11322	0.385
ENSG00000188732	ENST00000344962	FAM221A	1403	0.386
ENSG00000188735	ENST00000449592	TMEM120B	7510	0.573
ENSG00000188738	ENST00000424728	FSIP2	20879	0.35
ENSG00000188739	ENST00000408888	RBM34	1847	0.433
ENSG00000188747	ENST00000341349	NOXA1	1678	0.7
ENSG00000188755	ENST00000581291	TBC1D3P2	2088	0.561
ENSG00000188760	ENST00000344458	TMEM198	2393	0.65
ENSG00000188761	ENST00000393316	BCL2L15	5005	0.394
ENSG00000188763	ENST00000344575	FZD9	2338	0.684
ENSG00000188765	ENST00000335179	TMSB4XP2	210	0.495
ENSG00000188766	ENST00000338502	SPRED3	4778	0.588
ENSG00000188770	ENST00000367222	OPTC	1359	0.576
ENSG00000188771	ENST00000338832	PLET1	1215	0.456
ENSG00000188778	ENST00000345060	ADRB3	2585	0.601
ENSG00000188779	ENST00000380035	SKOR1	3675	0.641
ENSG00000188782	ENST00000456354	CATSPER4	1912	0.549
ENSG00000188783	ENST00000343110	PRELP	5769	0.539
ENSG00000188784	ENST00000375116	PLA2G2E	785	0.58
ENSG00000188785	ENST00000366197	ZNF548	4955	0.424
ENSG00000188786	ENST00000373036	MTF1	7937	0.466
ENSG00000188800	ENST00000372766	TMCO2	696	0.405
ENSG00000188801	ENST00000568013	ZNF322P1	1209	0.409
ENSG00000188803	ENST00000441885	SHISA6	7575	0.548
ENSG00000188807	ENST00000340305	TMEM201	3851	0.625
ENSG00000188811	ENST00000379600	NHLRC3	3411	0.39
ENSG00000188816	ENST00000339992	HMX2	1628	0.607
ENSG00000188817	ENST00000343837	SNTN	1090	0.377
ENSG00000188818	ENST00000283441	ZDHHC11	2604	0.548
ENSG00000188820	ENST00000368605	FAM26F	1127	0.549
ENSG00000188822	ENST00000374472	CNR2	5265	0.479
ENSG00000188825	ENST00000586231	LINC00910	2890	0.522
ENSG00000188827	ENST00000294008	SLX4	7315	0.576
ENSG00000188828	ENST00000372617	GLRA4	1795	0.528
ENSG00000188831	ENST00000557188	DPPA3P2	1219	0.404
ENSG00000188833	ENST00000371506	ENTPD8	2222	0.647
ENSG00000188846	ENST00000338970	RPL14	7072	0.442
ENSG00000188848	ENST00000502486	BEND4	8627	0.44
ENSG00000188850	ENST00000511991	na	432	0.47
ENSG00000188856	ENST00000479228	RPSAP47	888	0.518
ENSG00000188859	ENST00000338353	FAM78B	1597	0.655
ENSG00000188868	ENST00000293725	ZNF563	2754	0.435
ENSG00000188869	ENST00000359440	TMC3	4770	0.506
ENSG00000188873	ENST00000479243	RPL10AP2	654	0.497
ENSG00000188877	ENST00000519951	POTEA	2268	0.4
ENSG00000188878	ENST00000586717	FBF1	4825	0.616
ENSG00000188883	ENST00000340940	KLRG2	2197	0.641
ENSG00000188886	ENST00000342380	ASTL	1296	0.614
ENSG00000188895	ENST00000579565	MSL1	1401	0.504
ENSG00000188897	ENST00000598234	na	10590	0.623
ENSG00000188906	ENST00000298910	LRRK2	9239	0.389
ENSG00000188909	ENST00000343035	BSX	830	0.643
ENSG00000188910	ENST00000373366	GJB3	2192	0.619
ENSG00000188916	ENST00000522781	FAM196A	4836	0.484
ENSG00000188917	ENST00000372936	TRMT2B	3547	0.499
ENSG00000188921	ENST00000495827	HACD4	8277	0.36
ENSG00000188931	ENST00000367974	CFAP126	774	0.477
ENSG00000188933	ENST00000393005	USP32P1	3846	0.419
ENSG00000188937	ENST00000342595	NYX	2713	0.628
ENSG00000188938	ENST00000375412	FAM120AOS	5922	0.471
ENSG00000188958	ENST00000340524	UTS2B	2395	0.414
ENSG00000188959	ENST00000400613	C9orf152	2717	0.49
ENSG00000188976	ENST00000327044	NOC2L	2757	0.598
ENSG00000188981	ENST00000438480	MSANTD1	1549	0.62
ENSG00000188984	ENST00000359318	AADACL3	4055	0.488
ENSG00000188985	ENST00000579682	DHFRP1	559	0.42
ENSG00000188986	ENST00000634710	NELFB	1887	0.633
ENSG00000188991	ENST00000344941	SLC15A5	2923	0.373
ENSG00000188992	ENST00000344577	LIPI	1652	0.357
ENSG00000188993	ENST00000343457	LRRC66	3327	0.455
ENSG00000188994	ENST00000369577	ZNF292	12341	0.367
ENSG00000188996	ENST00000380907	HUS1B	1025	0.566
ENSG00000188997	ENST00000340067	KCTD21	3389	0.522
ENSG00000189001	ENST00000518157	SBSN	957	0.574
ENSG00000189002	ENST00000474651	PROS2P	1951	0.39
ENSG00000189007	ENST00000606514	ADAT2	6651	0.388
ENSG00000189013	ENST00000396284	KIR2DL4	1656	0.526
ENSG00000189014	ENST00000323387	FAM35DP	2712	0.384
ENSG00000189023	ENST00000399989	MAGEB16	1818	0.459
ENSG00000189030	ENST00000339922	VHLL	676	0.543
ENSG00000189037	ENST00000339042	DUSP21	885	0.509
ENSG00000189042	ENST00000536254	ZNF567	2825	0.374
ENSG00000189043	ENST00000339600	NDUFA4	2035	0.394
ENSG00000189045	ENST00000601380	ANKDD1B	2569	0.465
ENSG00000189046	ENST00000429722	ALKBH2	1180	0.531
ENSG00000189050	ENST00000305783	RNFT1	2122	0.369
ENSG00000189051	ENST00000399398	RNF222	3062	0.583
ENSG00000189052	ENST00000301408	CGB5	877	0.652
ENSG00000189056	ENST00000343529	RELN	11565	0.47
ENSG00000189057	ENST00000343597	FAM111B	3506	0.372
ENSG00000189058	ENST00000343267	APOD	862	0.487
ENSG00000189060	ENST00000340857	H1F0	2344	0.532
ENSG00000189064	ENST00000362097	GAGE2A	528	0.514
ENSG00000189067	ENST00000571688	LITAF	2632	0.471
ENSG00000189068	ENST00000338372	VSTM1	967	0.532
ENSG00000189077	ENST00000493111	TMEM120A	1398	0.578
ENSG00000189079	ENST00000334344	ARID2	8598	0.405
ENSG00000189089	ENST00000408914	RIMKLBP1	1164	0.478
ENSG00000189090	ENST00000481177	FAM25G	374	0.511
ENSG00000189091	ENST00000302516	SF3B3	9692	0.484
ENSG00000189099	ENST00000455694	PRSS48	989	0.491
ENSG00000189108	ENST00000372582	IL1RAPL2	2985	0.463
ENSG00000189114	ENST00000433642	BLOC1S3	2601	0.595
ENSG00000189120	ENST00000536300	SP6	3824	0.604
ENSG00000189127	ENST00000338682	ANKRD34B	3730	0.379
ENSG00000189129	ENST00000372263	PLAC9	785	0.591
ENSG00000189132	ENST00000329357	FAM47B	2120	0.535
ENSG00000189134	ENST00000343684	NKAPL	1639	0.447
ENSG00000189136	ENST00000339094	UBE2Q2P1	2150	0.54
ENSG00000189139	ENST00000340446	FSCB	2938	0.466
ENSG00000189143	ENST00000435050	CLDN4	4163	0.575
ENSG00000189144	ENST00000536220	ZNF573	2257	0.394
ENSG00000189145	ENST00000342691	na	405	0.462
ENSG00000189149	ENST00000444326	CRYM-AS1	2028	0.369
ENSG00000189152	ENST00000344415	GRAPL	1308	0.565
ENSG00000189157	ENST00000502320	FAM47E	6249	0.398
ENSG00000189159	ENST00000409753	HN1	1434	0.502
ENSG00000189164	ENST00000436120	ZNF527	5186	0.395
ENSG00000189166	ENST00000441896	TNRC18P3	2691	0.655
ENSG00000189167	ENST00000533490	ZAR1L	1564	0.53
ENSG00000189169	ENST00000400365	KRTAP10-12	873	0.671
ENSG00000189171	ENST00000440685	S100A13	686	0.557
ENSG00000189180	ENST00000458705	ZNF33A	6084	0.385
ENSG00000189181	ENST00000342623	OR14I1	1007	0.476
ENSG00000189182	ENST00000341809	KRT77	3305	0.54
ENSG00000189184	ENST00000344876	PCDH18	5906	0.401
ENSG00000189186	ENST00000451261	DCAF8L2	2295	0.502
ENSG00000189190	ENST00000338230	ZNF600	3829	0.42
ENSG00000189195	ENST00000342818	BTBD8	1412	0.434
ENSG00000189196	ENST00000485805	LINC00994	2129	0.463
ENSG00000189212	ENST00000436258	DPY19L2P1	3914	0.346
ENSG00000189221	ENST00000338702	MAOA	4015	0.432
ENSG00000189223	ENST00000422956	PAX8-AS1	11799	0.465
ENSG00000189227	ENST00000342683	C15orf61	4193	0.391
ENSG00000189229	ENST00000433639	na	1083	0.421
ENSG00000189233	ENST00000413272	NUGGC	3952	0.486
ENSG00000189238	ENST00000535544	LINC00943	2815	0.416
ENSG00000189241	ENST00000368608	TSPYL1	3326	0.48
ENSG00000189252	ENST00000370503	SPANXN3	590	0.429
ENSG00000189253	ENST00000329862	TRIM64B	2689	0.388
ENSG00000189266	ENST00000334351	PNRC2	2400	0.381
ENSG00000189269	ENST00000317749	DRICH1	1300	0.508
ENSG00000189275	ENST00000341866	LINC01164	3384	0.554
ENSG00000189280	ENST00000338513	GJB5	1355	0.567
ENSG00000189283	ENST00000468189	FHIT	1634	0.504
ENSG00000189292	ENST00000403610	FAM150B	1184	0.495
ENSG00000189295	ENST00000456726	ANKRD62P1-PARP4P3	1181	0.398
ENSG00000189298	ENST00000377255	ZKSCAN3	4799	0.461
ENSG00000189299	ENST00000339140	FOXR2	1926	0.45
ENSG00000189306	ENST00000323013	RRP7A	5419	0.569
ENSG00000189308	ENST00000340417	LIN54	6121	0.391
ENSG00000189316	ENST00000340779	na	1062	0.637
ENSG00000189319	ENST00000337318	FAM53B	5759	0.604
ENSG00000189320	ENST00000338588	FAM180A	1774	0.494
ENSG00000189325	ENST00000437635	C6orf222	3735	0.526
ENSG00000189326	ENST00000446864	SPANXN4	431	0.422
ENSG00000189332	ENST00000527059	na	2945	0.419
ENSG00000189334	ENST00000368702	S100A14	1218	0.537
ENSG00000189337	ENST00000376030	KAZN	6049	0.582
ENSG00000189339	ENST00000617444	SLC35E2B	6283	0.548
ENSG00000189343	ENST00000458332	RPS2P46	883	0.608
ENSG00000189348	ENST00000593323	FAM90A27P	1370	0.595
ENSG00000189350	ENST00000379558	FAM179A	12691	0.503
ENSG00000189357	ENST00000419782	SPATA31D4	4787	0.474
ENSG00000189362	ENST00000409150	NEMP2	6172	0.393
ENSG00000189366	ENST00000340333	ALG1L	805	0.56
ENSG00000189367	ENST00000483725	KIAA0408	8123	0.37
ENSG00000189369	ENST00000340438	GSPT2	2802	0.449
ENSG00000189372	ENST00000453808	na	477	0.432
ENSG00000189375	ENST00000345096	TBC1D28	2789	0.578
ENSG00000189376	ENST00000276704	C8orf76	1310	0.444
ENSG00000189377	ENST00000601181	CXCL17	1172	0.465
ENSG00000189398	ENST00000344740	OR7E12P	973	0.488
ENSG00000189401	ENST00000338352	OTUD6A	1689	0.576
ENSG00000189403	ENST00000341423	HMGB1	5456	0.378
ENSG00000189409	ENST00000356026	MMP23B	1326	0.705
ENSG00000189410	ENST00000444387	SH2D5	3898	0.618
ENSG00000189419	ENST00000647665	SPATA41	4880	0.451
ENSG00000189420	ENST00000338647	ZFP92	6105	0.549
ENSG00000189423	ENST00000645543	USP32P3	1192	0.523
ENSG00000189430	ENST00000291890	NCR1	1155	0.547
ENSG00000189431	ENST00000529419	RASSF10	2530	0.575
ENSG00000189433	ENST00000339480	GJB4	12838	0.495
ENSG00000194297	ENST00000347264	RNU1-75P	129	0.434
ENSG00000194717	ENST00000349529	MIR494	81	0.383
ENSG00000195024	ENST00000353977	RNU1-15P	144	0.458
ENSG00000195401	ENST00000352915	na	104	0.414
ENSG00000196071	ENST00000358120	OR2L13	1942	0.392
ENSG00000196072	ENST00000370372	BLOC1S2	2619	0.415
ENSG00000196074	ENST00000357552	SYCP2	5541	0.343
ENSG00000196081	ENST00000418100	ZNF724P	2764	0.397
ENSG00000196083	ENST00000412504	IL1RAP	4875	0.369
ENSG00000196085	ENST00000397347	na	228	0.483
ENSG00000196090	ENST00000373198	PTPRT	12746	0.513
ENSG00000196091	ENST00000452455	MYBPC1	3861	0.457
ENSG00000196092	ENST00000358127	PAX5	8704	0.535
ENSG00000196096	ENST00000360083	na	1727	0.408
ENSG00000196098	ENST00000354924	OR5K4	966	0.383
ENSG00000196099	ENST00000309154	OR6M1	1053	0.455
ENSG00000196101	ENST00000307137	HLA-DRB3	1178	0.554
ENSG00000196104	ENST00000357545	SPOCK3	2884	0.367
ENSG00000196109	ENST00000397121	ZNF676	2944	0.377
ENSG00000196110	ENST00000591998	ZNF699	3358	0.407
ENSG00000196114	ENST00000339867	na	399	0.572
ENSG00000196115	ENST00000505455	ADAM5	1998	0.398
ENSG00000196116	ENST00000355295	TDRD7	3688	0.439
ENSG00000196118	ENST00000544487	C16orf93	2114	0.606
ENSG00000196119	ENST00000284287	OR8A1	1146	0.482
ENSG00000196123	ENST00000290881	KIAA0895L	3550	0.592
ENSG00000196126	ENST00000360004	HLA-DRB1	1229	0.549
ENSG00000196131	ENST00000341702	VN1R2	1311	0.466
ENSG00000196132	ENST00000328439	MYT1	5557	0.544
ENSG00000196136	ENST00000393078	SERPINA3	1589	0.53
ENSG00000196139	ENST00000380554	AKR1C3	1186	0.462
ENSG00000196141	ENST00000358677	SPATS2L	6156	0.451
ENSG00000196143	ENST00000359695	OR11H13P	979	0.438
ENSG00000196150	ENST00000292579	ZNF250	6364	0.45
ENSG00000196151	ENST00000409990	WDSUB1	1920	0.434
ENSG00000196152	ENST00000342483	ZNF79	2078	0.55
ENSG00000196154	ENST00000368716	S100A4	513	0.514
ENSG00000196155	ENST00000360461	PLEKHG4	6782	0.624
ENSG00000196156	ENST00000391356	KRTAP4-3	964	0.517
ENSG00000196159	ENST00000394329	FAT4	16123	0.446
ENSG00000196166	ENST00000358138	C8orf86	2250	0.478
ENSG00000196167	ENST00000620864	COLCA1	8098	0.425
ENSG00000196169	ENST00000389916	KIF19	3629	0.635
ENSG00000196171	ENST00000359610	OR6K2	975	0.453
ENSG00000196172	ENST00000402377	ZNF681	6497	0.339
ENSG00000196177	ENST00000358776	ACADSB	5859	0.388
ENSG00000196182	ENST00000373129	STK40	3846	0.587
ENSG00000196183	ENST00000476944	RPS2P4	856	0.61
ENSG00000196184	ENST00000423932	OR10J1	1090	0.466
ENSG00000196187	ENST00000366835	TMEM63A	4109	0.576
ENSG00000196188	ENST00000358184	CTSE	2214	0.491
ENSG00000196189	ENST00000368285	SEMA4A	3242	0.571
ENSG00000196196	ENST00000354323	HRCT1	935	0.613
ENSG00000196199	ENST00000361479	MPHOSPH8	4239	0.443
ENSG00000196204	ENST00000471244	RNF216P1	3632	0.521
ENSG00000196205	ENST00000436459	EEF1A1P5	1389	0.483
ENSG00000196208	ENST00000381486	GREB1	8555	0.534
ENSG00000196209	ENST00000359801	SIRPB2	2642	0.535
ENSG00000196214	ENST00000439461	ZNF766	6282	0.414
ENSG00000196218	ENST00000355481	RYR1	15377	0.605
ENSG00000196220	ENST00000383836	SRGAP3	8923	0.51
ENSG00000196224	ENST00000399685	KRTAP5-3	899	0.633
ENSG00000196227	ENST00000358293	FAM217B	5152	0.396
ENSG00000196228	ENST00000329106	SULT1C3	915	0.42
ENSG00000196230	ENST00000327892	na	2515	0.51
ENSG00000196231	ENST00000358688	OR2J2	1272	0.42
ENSG00000196233	ENST00000371103	LCOR	10342	0.365
ENSG00000196235	ENST00000599117	SUPT5H	3902	0.582
ENSG00000196236	ENST00000357137	XPNPEP3	7938	0.44
ENSG00000196240	ENST00000641925	OR2T2	3530	0.445
ENSG00000196242	ENST00000366487	OR2C3	8467	0.429
ENSG00000196243	ENST00000546725	LINC00615	1406	0.416
ENSG00000196247	ENST00000620827	ZNF107	5685	0.348
ENSG00000196248	ENST00000531945	OR10S1	1121	0.541
ENSG00000196260	ENST00000359086	SFTA2	446	0.556
ENSG00000196262	ENST00000468812	PPIA	2237	0.459
ENSG00000196263	ENST00000308031	ZNF471	6266	0.415
ENSG00000196266	ENST00000332217	OR10J3	990	0.487
ENSG00000196267	ENST00000597252	ZNF836	3209	0.409
ENSG00000196268	ENST00000392288	ZNF493	5023	0.343
ENSG00000196273	ENST00000556697	LINC00523	2071	0.541
ENSG00000196274	ENST00000360440	na	343	0.539
ENSG00000196275	ENST00000651129	GTF2IRD2	4663	0.489
ENSG00000196277	ENST00000357716	GRM7	4149	0.491
ENSG00000196284	ENST00000371460	SUPT3H	2389	0.423
ENSG00000196289	ENST00000419583	BECN2	1296	0.591
ENSG00000196290	ENST00000409020	NIF3L1	1680	0.466
ENSG00000196295	ENST00000355837	na	14667	0.452
ENSG00000196296	ENST00000395503	ATP2A1	3536	0.586
ENSG00000196299	ENST00000424376	na	9788	0.426
ENSG00000196301	ENST00000449413	HLA-DRB9	343	0.571
ENSG00000196302	ENST00000508439	na	418	0.543
