Ensid	Enstxid	sym	Tx.len	GC
ENSMUSG00000024869	ENSMUST00000155405	Gm49405	3904	0.562
ENSMUSG00000024870	ENSMUST00000025804	Rab1b	1835	0.585
ENSMUSG00000024871	ENSMUST00000138917	Doc2g	2350	0.564
ENSMUSG00000024873	ENSMUST00000025805	Cnih2	1237	0.607
ENSMUSG00000024875	ENSMUST00000025811	Yif1a	1493	0.544
ENSMUSG00000024878	ENSMUST00000025815	Cbwd1	1944	0.403
ENSMUSG00000024883	ENSMUST00000225427	Rin1	4503	0.574
ENSMUSG00000024885	ENSMUST00000051803	Aldh3b1	1875	0.569
ENSMUSG00000024887	ENSMUST00000096119	Asah2	4682	0.419
ENSMUSG00000024889	ENSMUST00000225476	Rce1	1455	0.572
ENSMUSG00000024891	ENSMUST00000025826	Slc29a2	2472	0.579
ENSMUSG00000024892	ENSMUST00000068004	Pcx	4148	0.577
ENSMUSG00000024896	ENSMUST00000025827	Minpp1	2619	0.531
ENSMUSG00000024897	ENSMUST00000025830	Apba1	6632	0.553
ENSMUSG00000024899	ENSMUST00000025833	Papss2	3635	0.457
ENSMUSG00000024900	ENSMUST00000025835	Cpt1a	4300	0.512
ENSMUSG00000024901	ENSMUST00000120475	Peli3	2988	0.584
ENSMUSG00000024902	ENSMUST00000025836	Mrpl11	2882	0.492
ENSMUSG00000024903	ENSMUST00000058651	Lao1	2349	0.53
ENSMUSG00000024905	ENSMUST00000142193	Tesmin	2279	0.515
ENSMUSG00000024906	ENSMUST00000133436	Mus81	2070	0.552
ENSMUSG00000024907	ENSMUST00000025842	Gal	712	0.539
ENSMUSG00000024908	ENSMUST00000225446	Ppp6r3	5112	0.425
ENSMUSG00000024909	ENSMUST00000070118	Efemp2	1781	0.588
ENSMUSG00000024910	ENSMUST00000025844	Ctsw	1232	0.547
ENSMUSG00000024911	ENSMUST00000225796	Fibp	2277	0.517
ENSMUSG00000024912	ENSMUST00000025850	Fosl1	1707	0.579
ENSMUSG00000024913	ENSMUST00000177330	Lrp5	8893	0.547
ENSMUSG00000024914	ENSMUST00000025853	Drap1	992	0.606
ENSMUSG00000024921	ENSMUST00000025862	Smarca2	5921	0.511
ENSMUSG00000024922	ENSMUST00000025861	Ovol1	2900	0.534
ENSMUSG00000024924	ENSMUST00000167487	Vldlr	7971	0.438
ENSMUSG00000024925	ENSMUST00000025864	Rnaseh2c	1126	0.58
ENSMUSG00000024926	ENSMUST00000113641	Kat5	2008	0.545
ENSMUSG00000024927	ENSMUST00000025867	Rela	2716	0.594
ENSMUSG00000024935	ENSMUST00000025875	Slc1a1	3800	0.48
ENSMUSG00000024936	ENSMUST00000052448	Kcnk7	1226	0.596
ENSMUSG00000024937	ENSMUST00000049295	Ehbp1l1	6404	0.564
ENSMUSG00000024939	ENSMUST00000099955	Fam89b	1197	0.607
ENSMUSG00000024940	ENSMUST00000081496	Ltbp3	5190	0.615
ENSMUSG00000024941	ENSMUST00000025890	Scyl1	2637	0.583
ENSMUSG00000024942	ENSMUST00000025891	Capn1	3100	0.574
ENSMUSG00000024943	ENSMUST00000087556	Smc5	5683	0.387
ENSMUSG00000024944	ENSMUST00000134821	Arl2	2305	0.544
ENSMUSG00000024947	ENSMUST00000156154	Men1	3002	0.569
ENSMUSG00000024948	ENSMUST00000133696	Map4k2	5086	0.552
ENSMUSG00000024949	ENSMUST00000131252	Sf1	4353	0.55
ENSMUSG00000024952	ENSMUST00000170516	Rps6ka4	3105	0.604
ENSMUSG00000024953	ENSMUST00000145300	Prdx5	1826	0.564
ENSMUSG00000024955	ENSMUST00000025906	Esrra	2242	0.618
ENSMUSG00000024957	ENSMUST00000025908	Kcnk4	1715	0.602
ENSMUSG00000024958	ENSMUST00000166115	Gpr137	1845	0.592
ENSMUSG00000024959	ENSMUST00000025910	Bad	1451	0.612
ENSMUSG00000024960	ENSMUST00000025912	Plcb3	4201	0.567
ENSMUSG00000024962	ENSMUST00000025914	Vegfb	1281	0.626
ENSMUSG00000024963	ENSMUST00000025915	Dnajc4	1074	0.575
ENSMUSG00000024965	ENSMUST00000040772	Fermt3	2587	0.579
ENSMUSG00000024966	ENSMUST00000025918	Stip1	2173	0.52
ENSMUSG00000024968	ENSMUST00000066646	Rcor2	2801	0.615
ENSMUSG00000024969	ENSMUST00000032557	Mark2	4488	0.573
ENSMUSG00000024970	ENSMUST00000025924	Spindoc	3183	0.548
ENSMUSG00000024972	ENSMUST00000099729	Lgals12	2757	0.484
ENSMUSG00000024973	ENSMUST00000025929	Hrasls5	1063	0.551
ENSMUSG00000024974	ENSMUST00000025930	Smc3	4851	0.423
ENSMUSG00000024975	ENSMUST00000074371	Pdcd4	2418	0.431
ENSMUSG00000024976	ENSMUST00000025932	Shoc2	4106	0.403
ENSMUSG00000024978	ENSMUST00000061856	Gpam	3832	0.513
ENSMUSG00000024979	ENSMUST00000025936	Tectb	2725	0.478
ENSMUSG00000024981	ENSMUST00000043150	Acsl5	4243	0.475
ENSMUSG00000024982	ENSMUST00000223807	Zdhhc6	3457	0.473
ENSMUSG00000024983	ENSMUST00000223690	Vti1a	4175	0.491
ENSMUSG00000024985	ENSMUST00000111657	Tcf7l2	4126	0.459
ENSMUSG00000024986	ENSMUST00000025944	Hhex	1802	0.496
ENSMUSG00000024987	ENSMUST00000025946	Cyp26a1	1773	0.539
ENSMUSG00000024989	ENSMUST00000169673	Cep55	2761	0.443
ENSMUSG00000024990	ENSMUST00000025951	Rbp4	1243	0.548
ENSMUSG00000024991	ENSMUST00000025955	Eif3a	5176	0.447
ENSMUSG00000024992	ENSMUST00000112329	Pde6c	2895	0.473
ENSMUSG00000024993	ENSMUST00000147049	Fam45a	3906	0.385
ENSMUSG00000024997	ENSMUST00000025961	Prdx3	1478	0.455
ENSMUSG00000024998	ENSMUST00000169713	Plce1	9439	0.477
ENSMUSG00000024999	ENSMUST00000025963	Noc3l	3977	0.437
ENSMUSG00000025001	ENSMUST00000025965	Hells	5868	0.378
ENSMUSG00000025002	ENSMUST00000025966	Cyp2c55	1995	0.422
ENSMUSG00000025003	ENSMUST00000025968	Cyp2c39	1817	0.419
ENSMUSG00000025004	ENSMUST00000160476	Cyp2c40	1803	0.425
ENSMUSG00000025006	ENSMUST00000224667	Sorbs1	4313	0.527
ENSMUSG00000025007	ENSMUST00000025979	Aldh18a1	3527	0.537
ENSMUSG00000025008	ENSMUST00000025981	Tctn3	2743	0.519
ENSMUSG00000025010	ENSMUST00000025983	Ccnj	3819	0.476
ENSMUSG00000025013	ENSMUST00000025986	Tll2	3369	0.549
ENSMUSG00000025014	ENSMUST00000051806	Dntt	2128	0.487
ENSMUSG00000025016	ENSMUST00000025989	Tm9sf3	6144	0.405
ENSMUSG00000025017	ENSMUST00000059672	Pik3ap1	2615	0.565
ENSMUSG00000025019	ENSMUST00000067795	Lcor	4810	0.421
ENSMUSG00000025020	ENSMUST00000169141	Slit1	5673	0.589
ENSMUSG00000025024	ENSMUST00000025997	Smndc1	2125	0.412
ENSMUSG00000025025	ENSMUST00000003870	Mxi1	5156	0.464
ENSMUSG00000025026	ENSMUST00000111741	Add3	4520	0.456
ENSMUSG00000025027	ENSMUST00000183108	Xpnpep1	4078	0.523
ENSMUSG00000025034	ENSMUST00000026008	Trim8	3230	0.605
ENSMUSG00000025035	ENSMUST00000026009	Arl3	822	0.514
ENSMUSG00000025036	ENSMUST00000026011	Sfxn2	3210	0.498
ENSMUSG00000025037	ENSMUST00000026013	Maoa	4167	0.403
ENSMUSG00000025038	ENSMUST00000026014	Efhc2	2554	0.402
ENSMUSG00000025040	ENSMUST00000026016	Fundc1	1983	0.388
ENSMUSG00000025041	ENSMUST00000168536	Nt5c2	3769	0.476
ENSMUSG00000025043	ENSMUST00000026018	Dusp21	845	0.451
ENSMUSG00000025044	ENSMUST00000170091	Msr1	3636	0.383
ENSMUSG00000025047	ENSMUST00000072141	Pdcd11	6041	0.535
ENSMUSG00000025049	ENSMUST00000026027	Taf5	3258	0.485
ENSMUSG00000025050	ENSMUST00000026032	Pcgf6	2098	0.46
ENSMUSG00000025051	ENSMUST00000026029	Samt4	963	0.38
ENSMUSG00000025056	ENSMUST00000026036	Nr0b1	1808	0.552
ENSMUSG00000025058	ENSMUST00000113976	5430427O19Rik	3754	0.393
ENSMUSG00000025059	ENSMUST00000026039	Gk	4340	0.405
ENSMUSG00000025060	ENSMUST00000026043	Slk	7278	0.453
ENSMUSG00000025064	ENSMUST00000026045	Col17a1	5588	0.57
ENSMUSG00000025066	ENSMUST00000099353	Sfr1	1583	0.437
ENSMUSG00000025068	ENSMUST00000026050	Gsto1	1182	0.517
ENSMUSG00000025069	ENSMUST00000056159	Gsto2	1351	0.517
ENSMUSG00000025075	ENSMUST00000095948	Habp2	2815	0.529
ENSMUSG00000025076	ENSMUST00000026062	Casp7	2350	0.494
ENSMUSG00000025077	ENSMUST00000182058	Dclre1a	4664	0.464
ENSMUSG00000025078	ENSMUST00000071423	Nhlrc2	3934	0.475
ENSMUSG00000025081	ENSMUST00000111604	Tdrd1	5187	0.475
ENSMUSG00000025082	ENSMUST00000026068	Vwa2	4049	0.573
ENSMUSG00000025083	ENSMUST00000122359	Afap1l2	3667	0.528
ENSMUSG00000025085	ENSMUST00000079360	Ablim1	7152	0.498
ENSMUSG00000025086	ENSMUST00000026072	Trub1	4300	0.461
ENSMUSG00000025089	ENSMUST00000026076	Gfra1	4641	0.497
ENSMUSG00000025090	ENSMUST00000069419	Ccdc172	1086	0.454
ENSMUSG00000025091	ENSMUST00000026081	Pnliprp2	1567	0.506
ENSMUSG00000025092	ENSMUST00000066285	Hspa12a	5733	0.494
ENSMUSG00000025094	ENSMUST00000026084	Slc18a2	3803	0.43
ENSMUSG00000025102	ENSMUST00000026092	3110040N11Rik	887	0.483
ENSMUSG00000025103	ENSMUST00000026093	Btbd1	3001	0.45
ENSMUSG00000025104	ENSMUST00000107305	Hdgfl3	5887	0.411
ENSMUSG00000025105	ENSMUST00000026096	Bnc1	4646	0.485
ENSMUSG00000025127	ENSMUST00000128827	Gcgr	2502	0.576
ENSMUSG00000025128	ENSMUST00000026120	Bhlhe22	3344	0.517
ENSMUSG00000025129	ENSMUST00000026121	Ppp1r27	771	0.54
ENSMUSG00000025130	ENSMUST00000026122	P4hb	2861	0.538
ENSMUSG00000025132	ENSMUST00000067936	Arhgdia	2150	0.608
ENSMUSG00000025133	ENSMUST00000026126	Ints4	3240	0.482
ENSMUSG00000025134	ENSMUST00000026125	Alyref	3527	0.47
ENSMUSG00000025135	ENSMUST00000026128	Anapc11	3229	0.529
ENSMUSG00000025137	ENSMUST00000026129	Pcyt2	1881	0.589
ENSMUSG00000025138	ENSMUST00000127882	Sirt7	3274	0.556
ENSMUSG00000025139	ENSMUST00000001950	Tollip	3788	0.501
ENSMUSG00000025140	ENSMUST00000170556	Pycr1	2914	0.538
ENSMUSG00000025141	ENSMUST00000026134	Myadml2	931	0.564
ENSMUSG00000025142	ENSMUST00000171700	Aspscr1	2061	0.499
ENSMUSG00000025144	ENSMUST00000106154	Cenpx	873	0.553
ENSMUSG00000025145	ENSMUST00000026139	Lrrc45	2492	0.587
ENSMUSG00000025147	ENSMUST00000211633	Mob2	3797	0.468
ENSMUSG00000025150	ENSMUST00000026148	Cbr2	1110	0.569
ENSMUSG00000025151	ENSMUST00000153386	Maged1	2884	0.529
ENSMUSG00000025153	ENSMUST00000055655	Fasn	10050	0.579
ENSMUSG00000025154	ENSMUST00000026150	Arhgap19	5103	0.468
ENSMUSG00000025155	ENSMUST00000146008	Dus1l	3062	0.564
ENSMUSG00000025156	ENSMUST00000172809	Gps1	2000	0.558
ENSMUSG00000025157	ENSMUST00000026154	Zdhhc16	1821	0.533
ENSMUSG00000025158	ENSMUST00000123273	Rfng	2467	0.592
ENSMUSG00000025159	ENSMUST00000167927	Mms19	7875	0.491
ENSMUSG00000025161	ENSMUST00000168579	Slc16a3	4335	0.567
ENSMUSG00000025162	ENSMUST00000018274	Csnk1d	3675	0.542
ENSMUSG00000025163	ENSMUST00000026159	Cd7	982	0.538
ENSMUSG00000025165	ENSMUST00000026162	Sectm1a	1692	0.516
ENSMUSG00000025169	ENSMUST00000026169	Ogfod3	1308	0.557
ENSMUSG00000025170	ENSMUST00000106107	Rab40b	1861	0.494
ENSMUSG00000025171	ENSMUST00000026170	Ubtd1	1527	0.617
ENSMUSG00000025172	ENSMUST00000026172	Ankrd2	1100	0.577
ENSMUSG00000025173	ENSMUST00000127373	Wdr45b	2455	0.446
ENSMUSG00000025175	ENSMUST00000103014	Fn3k	3841	0.478
ENSMUSG00000025176	ENSMUST00000081714	Hoga1	1668	0.533
ENSMUSG00000025178	ENSMUST00000066778	Pi4k2a	3771	0.556
ENSMUSG00000025184	ENSMUST00000026188	R3hcc1l	4112	0.471
ENSMUSG00000025185	ENSMUST00000026190	Loxl4	3738	0.566
ENSMUSG00000025188	ENSMUST00000159974	Hps1	4189	0.57
ENSMUSG00000025189	ENSMUST00000165311	Cnnm1	5037	0.571
ENSMUSG00000025190	ENSMUST00000026196	Got1	2058	0.523
ENSMUSG00000025192	ENSMUST00000081079	Entpd7	5911	0.477
ENSMUSG00000025193	ENSMUST00000026199	Cutc	1298	0.498
ENSMUSG00000025194	ENSMUST00000026208	Abcc2	8027	0.451
ENSMUSG00000025195	ENSMUST00000212396	Dnmbp	6100	0.548
ENSMUSG00000025196	ENSMUST00000131882	Cpn1	2212	0.514
ENSMUSG00000025197	ENSMUST00000026211	Cyp2c23	1916	0.48
ENSMUSG00000025198	ENSMUST00000071698	Erlin1	3228	0.46
ENSMUSG00000025199	ENSMUST00000026217	Chuk	3502	0.414
ENSMUSG00000025200	ENSMUST00000026218	Cwf19l1	3574	0.478
ENSMUSG00000025201	ENSMUST00000183232	Bloc1s2-ps	432	0.5
ENSMUSG00000025202	ENSMUST00000026220	Scd3	3470	0.493
ENSMUSG00000025203	ENSMUST00000026221	Scd2	5453	0.495
ENSMUSG00000025204	ENSMUST00000171415	Ndufb8	2142	0.469
ENSMUSG00000025207	ENSMUST00000130549	Sema4g	4552	0.575
ENSMUSG00000025208	ENSMUST00000097715	Mrpl43	1213	0.54
ENSMUSG00000025209	ENSMUST00000026227	Twnk	3488	0.532
ENSMUSG00000025212	ENSMUST00000062213	Sfxn3	2966	0.529
ENSMUSG00000025213	ENSMUST00000111948	Kazald1	1625	0.598
ENSMUSG00000025215	ENSMUST00000026236	Tlx1	2065	0.613
ENSMUSG00000025216	ENSMUST00000099401	Lbx1	2484	0.616
ENSMUSG00000025217	ENSMUST00000224053	Btrc	4720	0.406
ENSMUSG00000025218	ENSMUST00000026239	Poll	2324	0.582
ENSMUSG00000025219	ENSMUST00000026241	Fgf8	1168	0.629
ENSMUSG00000025220	ENSMUST00000026243	Mgea5	5024	0.466
ENSMUSG00000025221	ENSMUST00000111906	Kcnip2	3114	0.551
ENSMUSG00000025223	ENSMUST00000056931	Ldb1	2295	0.597
ENSMUSG00000025224	ENSMUST00000026254	Gbf1	6450	0.53
ENSMUSG00000025225	ENSMUST00000111881	Nfkb2	3205	0.593
ENSMUSG00000025226	ENSMUST00000026256	Fbxl15	1348	0.637
ENSMUSG00000025227	ENSMUST00000086969	Mfsd13a	2278	0.598
ENSMUSG00000025228	ENSMUST00000040270	Actr1a	2742	0.539
ENSMUSG00000025229	ENSMUST00000026259	Pitx3	1380	0.682
ENSMUSG00000025231	ENSMUST00000039922	Sufu	4522	0.558
ENSMUSG00000025232	ENSMUST00000026262	Hexa	1996	0.551
ENSMUSG00000025234	ENSMUST00000171975	Arih1	6971	0.431
ENSMUSG00000025235	ENSMUST00000214225	Bbs4	3757	0.41
ENSMUSG00000025236	ENSMUST00000214361	Adpgk	5148	0.487
ENSMUSG00000025237	ENSMUST00000213419	Parp6	3934	0.407
ENSMUSG00000025239	ENSMUST00000026269	Limd1	4848	0.524
ENSMUSG00000025240	ENSMUST00000026270	Sacm1l	3558	0.404
ENSMUSG00000025241	ENSMUST00000084715	Fyco1	7949	0.503
ENSMUSG00000025243	ENSMUST00000026273	Slc6a20b	6307	0.43
ENSMUSG00000025245	ENSMUST00000165754	Lztfl1	6541	0.374
ENSMUSG00000025246	ENSMUST00000088217	Tbl1x	5234	0.461
ENSMUSG00000025255	ENSMUST00000026284	Zfhx4	13874	0.454
ENSMUSG00000025257	ENSMUST00000026288	Ribc1	1508	0.508
ENSMUSG00000025260	ENSMUST00000151200	Hsd17b10	1001	0.51
ENSMUSG00000025261	ENSMUST00000026292	Huwe1	14579	0.481
ENSMUSG00000025262	ENSMUST00000125924	Fam120c	5823	0.474
ENSMUSG00000025264	ENSMUST00000026295	Tsr2	3804	0.479
ENSMUSG00000025265	ENSMUST00000026296	Fgd1	4001	0.587
ENSMUSG00000025266	ENSMUST00000112691	Gnl3l	4869	0.454
ENSMUSG00000025268	ENSMUST00000145342	Maged2	2572	0.529
ENSMUSG00000025269	ENSMUST00000112720	Apex2	4742	0.48
ENSMUSG00000025270	ENSMUST00000066337	Alas2	2037	0.533
ENSMUSG00000025271	ENSMUST00000150783	Pfkfb1	2681	0.456
ENSMUSG00000025272	ENSMUST00000112709	Tro	6610	0.513
ENSMUSG00000025277	ENSMUST00000166497	Abhd6	2226	0.484
ENSMUSG00000025278	ENSMUST00000052678	Flnb	9100	0.539
ENSMUSG00000025279	ENSMUST00000026315	Dnase1l3	4747	0.485
ENSMUSG00000025280	ENSMUST00000223718	Polr3a	4835	0.509
ENSMUSG00000025283	ENSMUST00000150046	Sat1	1352	0.438
ENSMUSG00000025287	ENSMUST00000026324	Acot9	1752	0.453
ENSMUSG00000025288	ENSMUST00000026325	4933436I01Rik	1426	0.406
ENSMUSG00000025289	ENSMUST00000123915	Prdx4	1025	0.471
ENSMUSG00000025290	ENSMUST00000225994	Rps24	4059	0.432
ENSMUSG00000025314	ENSMUST00000168621	Ptprj	7634	0.49
ENSMUSG00000025316	ENSMUST00000170857	Banp	5444	0.515
ENSMUSG00000025317	ENSMUST00000057653	Car5a	1249	0.573
ENSMUSG00000025318	ENSMUST00000026357	Jph3	3637	0.605
ENSMUSG00000025321	ENSMUST00000026360	Itgb8	8403	0.405
ENSMUSG00000025323	ENSMUST00000026367	Sp4	5694	0.4
ENSMUSG00000025324	ENSMUST00000168747	Atp10a	5419	0.517
ENSMUSG00000025326	ENSMUST00000200758	Ube3a	9856	0.369
ENSMUSG00000025328	ENSMUST00000172098	Padi3	3310	0.565
ENSMUSG00000025329	ENSMUST00000026378	Padi1	3754	0.582
ENSMUSG00000025330	ENSMUST00000143019	Padi4	3021	0.547
ENSMUSG00000025332	ENSMUST00000112588	Kdm5c	6449	0.528
ENSMUSG00000025333	ENSMUST00000026383	Gpr143	1586	0.502
ENSMUSG00000025337	ENSMUST00000026387	Sbds	1548	0.484
ENSMUSG00000025340	ENSMUST00000026390	Rabgef1	2828	0.464
ENSMUSG00000025347	ENSMUST00000026398	Mettl7b	1230	0.543
ENSMUSG00000025348	ENSMUST00000218290	Itga7	4020	0.577
ENSMUSG00000025350	ENSMUST00000153935	Rdh5	1329	0.541
ENSMUSG00000025351	ENSMUST00000220245	Cd63	2894	0.581
ENSMUSG00000025352	ENSMUST00000026408	Gdf11	4062	0.525
ENSMUSG00000025353	ENSMUST00000026409	Ormdl2	1573	0.445
ENSMUSG00000025354	ENSMUST00000026410	Dnajc14	4229	0.474
ENSMUSG00000025355	ENSMUST00000026411	Mmp19	3402	0.49
ENSMUSG00000025357	ENSMUST00000026414	Dgka	2834	0.515
ENSMUSG00000025358	ENSMUST00000219047	Cdk2	3264	0.487
ENSMUSG00000025359	ENSMUST00000054125	Pmel	2130	0.539
ENSMUSG00000025362	ENSMUST00000219773	Rps26	903	0.483
ENSMUSG00000025364	ENSMUST00000131728	Pa2g4	2483	0.486
ENSMUSG00000025366	ENSMUST00000218092	Esyt1	4038	0.49
ENSMUSG00000025369	ENSMUST00000099131	Smarcc2	4562	0.543
ENSMUSG00000025370	ENSMUST00000228307	Cdh9	3539	0.408
ENSMUSG00000025371	ENSMUST00000026434	Chmp6	1557	0.583
ENSMUSG00000025372	ENSMUST00000106231	Baiap2	4005	0.576
ENSMUSG00000025373	ENSMUST00000171342	Rnf41	3283	0.521
ENSMUSG00000025374	ENSMUST00000164199	Nabp2	1371	0.554
ENSMUSG00000025375	ENSMUST00000150730	Aatk	6455	0.609
ENSMUSG00000025377	ENSMUST00000093901	Tepsin	2770	0.588
ENSMUSG00000025380	ENSMUST00000026445	Fscn2	1713	0.59
ENSMUSG00000025381	ENSMUST00000219037	Cnpy2	1383	0.527
ENSMUSG00000025383	ENSMUST00000218109	Il23a	1724	0.511
ENSMUSG00000025384	ENSMUST00000135635	Faap100	3766	0.609
ENSMUSG00000025386	ENSMUST00000155421	Pde6g	2250	0.536
ENSMUSG00000025389	ENSMUST00000026455	Mip	2144	0.514
ENSMUSG00000025393	ENSMUST00000026459	Atp5b	1916	0.517
ENSMUSG00000025395	ENSMUST00000133285	Prim1	3128	0.44
ENSMUSG00000025396	ENSMUST00000219183	Hsd17b6	1522	0.492
ENSMUSG00000025400	ENSMUST00000179960	Tac2	852	0.531
ENSMUSG00000025401	ENSMUST00000079590	Myo1a	3439	0.533
ENSMUSG00000025402	ENSMUST00000026469	Nab2	2582	0.6
ENSMUSG00000025403	ENSMUST00000026470	Shmt2	2289	0.574
ENSMUSG00000025404	ENSMUST00000166820	R3hdm2	4281	0.539
ENSMUSG00000025405	ENSMUST00000026472	Inhbc	1859	0.534
ENSMUSG00000025407	ENSMUST00000026474	Gli1	4057	0.59
ENSMUSG00000025408	ENSMUST00000134686	Ddit3	969	0.456
ENSMUSG00000025409	ENSMUST00000119078	Mbd6	4287	0.63
ENSMUSG00000025410	ENSMUST00000217692	Dctn2	2557	0.481
ENSMUSG00000025413	ENSMUST00000026480	Ttc4	2121	0.507
ENSMUSG00000025417	ENSMUST00000013970	Pip4k2c	3307	0.534
ENSMUSG00000025418	ENSMUST00000054472	Bsnd	2756	0.558
ENSMUSG00000025420	ENSMUST00000122984	Katnal2	2039	0.5
ENSMUSG00000025421	ENSMUST00000150990	Hdhd2	3126	0.482
ENSMUSG00000025422	ENSMUST00000039259	Agap2	5633	0.63
ENSMUSG00000025423	ENSMUST00000168882	Pias2	4984	0.409
ENSMUSG00000025425	ENSMUST00000079618	St8sia5	1989	0.548
ENSMUSG00000025427	ENSMUST00000026494	Rnf165	7300	0.529
ENSMUSG00000025428	ENSMUST00000114748	Atp5a1	2674	0.545
ENSMUSG00000025429	ENSMUST00000114741	Pstpip2	1395	0.499
ENSMUSG00000025431	ENSMUST00000026498	Crisp1	1416	0.367
ENSMUSG00000025432	ENSMUST00000026500	Avil	3033	0.548
ENSMUSG00000025433	ENSMUST00000026499	Crisp3	1417	0.371
ENSMUSG00000025436	ENSMUST00000220051	Atp23	3461	0.49
ENSMUSG00000025437	ENSMUST00000197748	Usp33	4183	0.43
ENSMUSG00000025439	ENSMUST00000205667	Clns1a	3002	0.466
ENSMUSG00000025450	ENSMUST00000048965	Gm9752	2659	0.434
ENSMUSG00000025451	ENSMUST00000026520	Paip1	2551	0.397
ENSMUSG00000025453	ENSMUST00000099149	Nnt	3464	0.494
ENSMUSG00000025461	ENSMUST00000211540	Cd163l1	3621	0.574
ENSMUSG00000025464	ENSMUST00000026537	Paox	4655	0.502
ENSMUSG00000025465	ENSMUST00000147643	Echs1	4088	0.481
ENSMUSG00000025466	ENSMUST00000148716	Fuom	1685	0.529
ENSMUSG00000025467	ENSMUST00000026540	Prap1	620	0.54
ENSMUSG00000025468	ENSMUST00000026541	Caly	1220	0.593
ENSMUSG00000025469	ENSMUST00000055353	Msx3	2356	0.532
ENSMUSG00000025470	ENSMUST00000210882	Zfp511	1757	0.512
ENSMUSG00000025473	ENSMUST00000128332	Adam8	3669	0.549
ENSMUSG00000025474	ENSMUST00000209930	Tubgcp2	3341	0.529
ENSMUSG00000025475	ENSMUST00000026548	Adgra1	4758	0.549
ENSMUSG00000025477	ENSMUST00000106098	Inpp5a	2826	0.538
ENSMUSG00000025478	ENSMUST00000154273	Dpysl4	4196	0.553
ENSMUSG00000025479	ENSMUST00000026552	Cyp2e1	1833	0.469
ENSMUSG00000025480	ENSMUST00000026553	Syce1	1460	0.495
ENSMUSG00000025481	ENSMUST00000026554	Urah	890	0.546
ENSMUSG00000025482	ENSMUST00000135845	Odf3	1629	0.567
ENSMUSG00000025484	ENSMUST00000026557	Bet1l	2268	0.543
ENSMUSG00000025485	ENSMUST00000026558	Ric8a	3406	0.548
ENSMUSG00000025486	ENSMUST00000210706	Sirt3	3206	0.464
ENSMUSG00000025487	ENSMUST00000026560	Psmd13	1989	0.535
ENSMUSG00000025488	ENSMUST00000026561	Cox8b	360	0.558
ENSMUSG00000025489	ENSMUST00000026562	Ifitm5	765	0.56
ENSMUSG00000025491	ENSMUST00000106042	Ifitm1	882	0.507
ENSMUSG00000025492	ENSMUST00000026565	Ifitm3	678	0.518
ENSMUSG00000025494	ENSMUST00000097958	Sigirr	1990	0.572
ENSMUSG00000025495	ENSMUST00000026568	Ptdss2	3624	0.521
ENSMUSG00000025496	ENSMUST00000026569	Drd4	2799	0.578
ENSMUSG00000025497	ENSMUST00000167263	Cdhr5	2628	0.562
ENSMUSG00000025498	ENSMUST00000210506	Irf7	3240	0.554
ENSMUSG00000025499	ENSMUST00000026572	Hras	2828	0.552
ENSMUSG00000025500	ENSMUST00000026573	Lmntd2	2095	0.553
ENSMUSG00000025503	ENSMUST00000211654	Taldo1	1362	0.536
ENSMUSG00000025504	ENSMUST00000140025	Eps8l2	3341	0.573
ENSMUSG00000025505	ENSMUST00000145184	Tmem80	1805	0.525
ENSMUSG00000025507	ENSMUST00000138065	Pidd1	3699	0.572
ENSMUSG00000025508	ENSMUST00000084434	Rplp2	964	0.55
ENSMUSG00000025509	ENSMUST00000164016	Pnpla2	2625	0.57
ENSMUSG00000025510	ENSMUST00000106000	Cd151	1865	0.544
ENSMUSG00000025511	ENSMUST00000026585	Tspan4	1466	0.581
ENSMUSG00000025512	ENSMUST00000147610	Chid1	6759	0.513
ENSMUSG00000025515	ENSMUST00000187945	Muc2	2926	0.523
ENSMUSG00000025519	ENSMUST00000183187	Tktl2	5485	0.424
ENSMUSG00000025521	ENSMUST00000209852	Tmem192	1193	0.522
ENSMUSG00000025525	ENSMUST00000154378	Apool	2441	0.404
ENSMUSG00000025527	ENSMUST00000026601	Satl1	2412	0.447
ENSMUSG00000025528	ENSMUST00000113412	2010106E10Rik	1276	0.376
ENSMUSG00000025529	ENSMUST00000113409	Zfp711	4330	0.399
ENSMUSG00000025531	ENSMUST00000026607	Chm	4868	0.37
ENSMUSG00000025532	ENSMUST00000026608	Crcp	1492	0.508
ENSMUSG00000025533	ENSMUST00000160129	Asl	2413	0.555
ENSMUSG00000025534	ENSMUST00000026613	Gusb	2687	0.522
ENSMUSG00000025537	ENSMUST00000026617	Phkg1	2374	0.499
ENSMUSG00000025538	ENSMUST00000171300	Sumf2	2264	0.511
ENSMUSG00000025544	ENSMUST00000026624	Tm9sf2	3107	0.433
ENSMUSG00000025545	ENSMUST00000226136	Clybl	1359	0.469
ENSMUSG00000025551	ENSMUST00000095529	Fgf14	3608	0.393
ENSMUSG00000025555	ENSMUST00000026635	Farp1	4885	0.556
ENSMUSG00000025557	ENSMUST00000227372	Slc15a1	3229	0.484
ENSMUSG00000025558	ENSMUST00000212376	Dock9	8107	0.486
ENSMUSG00000025571	ENSMUST00000141115	Tnrc6c	11590	0.509
ENSMUSG00000025572	ENSMUST00000026659	Tmc6	2865	0.586
ENSMUSG00000025573	ENSMUST00000106331	6030468B19Rik	1071	0.578
ENSMUSG00000025574	ENSMUST00000129852	Tk1	2490	0.519
