id	sym	matr3_yfp_1	matr3_yfp_2	matr3_yfp_3	matr3_f115c_1	matr3_f115c_2	matr3_f115c_3
ENSG00000151491	EPS8	1308	1182	1008	1298	1317	1133
ENSG00000151498	ACAD8	471	674	536	495	638	570
ENSG00000151500	THYN1	437	398	376	396	414	328
ENSG00000151502	VPS26B	700	781	637	795	807	703
ENSG00000151503	NCAPD3	1386	1451	1126	1543	1545	1350
ENSG00000151532	VTI1A	620	596	546	621	583	557
ENSG00000151552	QDPR	697	614	670	737	639	590
ENSG00000151553	FAM160B1	921	1153	965	1040	1173	1209
ENSG00000151572	ANO4	25	20	15	11	13	19
ENSG00000151575	TEX9	77	71	56	83	82	69
ENSG00000151576	QTRTD1	757	997	1146	1004	889	998
ENSG00000151577	DRD3	0	0	2	0	0	0
ENSG00000151611	MMAA	64	54	55	45	60	37
ENSG00000151612	ZNF827	437	518	403	475	672	469
ENSG00000151615	POU4F2	0	0	0	1	0	1
ENSG00000151617	EDNRA	2	0	0	0	0	3
ENSG00000151623	NR3C2	75	65	51	57	88	63
ENSG00000151632	AKR1C2	464	275	235	200	339	270
ENSG00000151640	DPYSL4	1568	1650	1621	1751	1917	1367
ENSG00000151650	VENTX	1	3	1	0	4	0
ENSG00000151651	ADAM8	47	152	109	89	93	95
ENSG00000151655	ITIH2	0	2	1	3	4	2
ENSG00000151657	KIN	396	383	405	382	356	369
ENSG00000151665	PIGF	115	143	116	135	147	161
ENSG00000151687	ANKAR	49	56	46	46	46	63
ENSG00000151689	INPP1	425	424	393	420	448	405
ENSG00000151690	MFSD6	425	394	435	380	408	406
ENSG00000151692	RNF144A	226	248	193	262	285	262
ENSG00000151693	ASAP2	467	499	462	535	547	488
ENSG00000151694	ADAM17	1443	1459	1121	1427	1506	1483
ENSG00000151702	FLI1	207	163	180	191	257	171
ENSG00000151704	KCNJ1	2	4	2	1	2	2
ENSG00000151715	TMEM45B	1	2	10	2	1	3
ENSG00000151718	WWC2	1490	1496	1189	1468	1618	1572
ENSG00000151725	CENPU	697	676	508	694	710	593
ENSG00000151726	ACSL1	4166	3370	1938	2158	3935	3124
ENSG00000151729	SLC25A4	572	580	582	592	588	505
ENSG00000151743	AMN1	122	103	67	124	132	110
ENSG00000151746	BICD1	677	831	743	784	838	808
ENSG00000151748	SAV1	1482	1298	1275	1257	1524	1443
ENSG00000151773	CCDC122	51	56	37	56	46	72
ENSG00000151778	SERP2	0	0	1	0	0	0
ENSG00000151779	NBAS	539	565	402	569	586	580
ENSG00000151789	ZNF385D	14	7	20	12	7	9
ENSG00000151790	TDO2	306	270	121	224	417	228
ENSG00000151806	GUF1	862	867	980	904	913	1008
ENSG00000151812	SLC35F4	0	1	1	2	0	1
ENSG00000151834	GABRA2	95	98	72	90	93	79
ENSG00000151835	SACS	872	1084	1016	1024	820	1062
ENSG00000151838	CCDC175	1	1	4	2	0	1
ENSG00000151846	PABPC3	0	0	1	5	1	0
ENSG00000151849	CENPJ	455	645	465	562	605	567
ENSG00000151876	FBXO4	113	105	95	94	100	122
ENSG00000151881	C5orf28	321	279	268	280	249	292
ENSG00000151882	CCL28	5	3	2	1	2	2
ENSG00000151883	PARP8	1237	1184	879	1023	1315	1066
ENSG00000151892	GFRA1	55	66	114	54	46	60
ENSG00000151893	CACUL1	1102	1128	917	1148	1188	1157
ENSG00000151914	DST	6248	7437	7249	8262	6680	8738
ENSG00000151917	BEND6	446	401	385	433	440	458
ENSG00000151923	TIAL1	2050	2296	2123	2203	2296	2263
ENSG00000151929	BAG3	1809	1770	2024	2123	2072	1805
ENSG00000151948	GLT1D1	0	3	1	2	1	1
ENSG00000151952	TMEM132D	1	0	0	0	1	0
ENSG00000151962	RBM46	0	0	1	0	0	0
ENSG00000151963	ZNF37CP	0	0	0	1	0	0
ENSG00000151967	SCHIP1	407	407	464	393	403	313
ENSG00000152042	na	23	48	30	33	45	41
ENSG00000152049	KCNE4	70	67	65	66	97	71
ENSG00000152056	AP1S3	68	94	96	77	93	82
ENSG00000152061	RABGAP1L	433	379	296	451	440	399
ENSG00000152076	CCDC74B	151	169	141	183	161	160
ENSG00000152078	TMEM56	558	484	218	663	505	764
ENSG00000152082	MZT2B	1392	1076	1195	1407	1278	1047
ENSG00000152086	TUBA3E	0	0	0	0	2	0
ENSG00000152092	ASTN1	33	28	7	37	47	23
ENSG00000152102	FAM168B	2287	2784	2980	2919	2584	2820
ENSG00000152104	PTPN14	850	1098	1123	1151	973	1277
ENSG00000152117	na	346	738	522	551	643	576
ENSG00000152127	MGAT5	1896	1939	1655	2009	2155	1767
ENSG00000152128	TMEM163	3	0	4	5	0	0
ENSG00000152133	GPATCH11	80	79	63	104	104	111
ENSG00000152137	HSPB8	1792	2010	2295	2277	1835	1968
ENSG00000152147	GEMIN6	397	343	414	397	353	376
ENSG00000152154	TMEM178A	25	32	24	17	42	21
ENSG00000152193	RNF219	280	281	338	314	267	255
ENSG00000152207	CYSLTR2	3	3	2	5	0	3
ENSG00000152208	GRID2	6	8	4	9	1	13
ENSG00000152214	RIT2	68	43	16	48	51	48
ENSG00000152217	SETBP1	175	190	184	191	215	203
ENSG00000152219	ARL14EP	798	723	762	693	732	766
ENSG00000152223	EPG5	510	638	501	553	697	536
ENSG00000152229	PSTPIP2	4	4	2	4	4	11
ENSG00000152234	ATP5A1	6263	5360	4782	5832	5959	5216
ENSG00000152240	HAUS1	240	203	178	250	261	200
ENSG00000152242	C18orf25	664	810	721	590	820	756
ENSG00000152253	SPC25	290	254	166	216	234	206
ENSG00000152256	PDK1	787	952	853	894	951	872
ENSG00000152270	PDE3B	193	153	91	156	243	175
ENSG00000152284	TCF7L1	93	128	93	91	142	104
ENSG00000152291	TGOLN2	4969	5537	4299	5444	5872	5646
ENSG00000152292	SH2D6	1	2	6	5	4	4
ENSG00000152315	KCNK13	1	1	1	0	5	0
ENSG00000152332	UHMK1	2611	2962	2510	2968	2847	3020
ENSG00000152348	ATG10	235	187	132	179	167	182
ENSG00000152359	POC5	382	371	312	381	405	387
ENSG00000152377	SPOCK1	321	269	255	266	317	268
ENSG00000152380	FAM151B	14	22	31	14	22	14
ENSG00000152382	TADA1	269	275	249	272	275	263
ENSG00000152402	GUCY1A2	135	138	83	101	135	113
ENSG00000152404	CWF19L2	241	256	183	287	251	210
ENSG00000152409	JMY	680	552	452	580	575	851
ENSG00000152413	HOMER1	731	660	617	715	705	724
ENSG00000152422	XRCC4	303	248	237	292	293	245
ENSG00000152430	BOLL	1	0	0	1	1	3
ENSG00000152433	ZNF547	28	38	39	27	43	40
ENSG00000152439	ZNF773	424	484	462	428	479	480
ENSG00000152443	ZNF776	403	502	469	505	485	476
ENSG00000152454	ZNF256	210	216	237	236	237	247
ENSG00000152455	SUV39H2	425	355	397	480	465	421
ENSG00000152457	DCLRE1C	238	267	241	282	304	280
ENSG00000152463	OLAH	36	27	60	34	21	29
ENSG00000152464	RPP38	336	275	262	303	311	296
ENSG00000152465	NMT2	335	358	362	440	331	372
ENSG00000152467	ZSCAN1	12	9	7	10	17	23
ENSG00000152475	ZNF837	47	45	28	52	54	33
ENSG00000152484	USP12	723	832	813	926	743	850
ENSG00000152492	CCDC50	3824	3543	3319	3527	3616	3483
ENSG00000152495	CAMK4	332	324	284	328	317	310
ENSG00000152503	TRIM36	494	453	375	415	482	414
ENSG00000152518	ZFP36L2	1578	1597	1785	1955	1899	1749
ENSG00000152520	PAN3	499	503	441	496	565	551
ENSG00000152527	PLEKHH2	277	362	245	261	345	337
ENSG00000152556	PFKM	1930	1924	1678	1908	1968	1710
ENSG00000152558	TMEM123	9329	7661	6018	8032	9225	7690
ENSG00000152578	GRIA4	16	12	12	13	12	12
ENSG00000152580	IGSF10	15	20	24	24	12	10
ENSG00000152582	SPEF2	59	80	74	69	100	86
ENSG00000152583	SPARCL1	4	6	2	3	5	5
ENSG00000152591	DSPP	0	1	2	0	0	0
ENSG00000152592	DMP1	0	1	1	0	0	2
ENSG00000152595	MEPE	4	3	3	4	4	1
ENSG00000152601	MBNL1	3483	3224	2858	3459	3543	3503
ENSG00000152611	CAPSL	0	0	0	1	0	2
ENSG00000152620	NADK2	641	599	482	660	670	683
ENSG00000152642	GPD1L	189	186	189	242	192	212
ENSG00000152661	GJA1	3697	2901	1886	2699	3935	2550
ENSG00000152669	CCNO	270	289	233	240	322	261
ENSG00000152670	DDX4	1	0	0	0	1	0
ENSG00000152672	CLEC4F	0	0	0	0	2	0
ENSG00000152683	SLC30A6	438	426	329	448	402	411
ENSG00000152684	PELO	1908	1658	1647	1854	1894	1661
ENSG00000152689	RASGRP3	79	84	90	78	87	58
ENSG00000152700	SAR1B	1557	1446	1404	1573	1463	1344
ENSG00000152705	CATSPER3	3	6	3	2	3	4
ENSG00000152726	na	0	2	0	0	0	3
ENSG00000152749	GPR180	488	483	388	480	535	517
ENSG00000152763	WDR78	17	16	19	17	28	24
ENSG00000152766	ANKRD22	1	1	0	2	0	0
ENSG00000152767	FARP1	456	497	448	484	492	482
ENSG00000152778	IFIT5	3815	3396	3186	3814	3809	3580
ENSG00000152779	SLC16A12	7	9	4	6	4	7
ENSG00000152782	PANK1	147	173	161	180	187	171
ENSG00000152784	PRDM8	96	95	83	112	115	79
ENSG00000152785	BMP3	2	2	0	0	3	0
ENSG00000152795	HNRNPDL	5561	6672	6063	6081	6711	6213
ENSG00000152804	HHEX	4	5	3	6	3	2
ENSG00000152818	UTRN	517	508	386	526	490	501
ENSG00000152822	GRM1	3	5	0	3	2	4
ENSG00000152894	PTPRK	2167	2216	1726	2268	2389	2242
ENSG00000152904	GGPS1	794	604	537	744	715	681
ENSG00000152910	CNTNAP4	49	71	63	63	70	73
ENSG00000152926	ZNF117	83	196	140	120	154	119
ENSG00000152931	PART1	3	6	6	7	13	12
ENSG00000152932	RAB3C	1	0	0	0	0	1
ENSG00000152936	LMNTD1	0	7	0	1	1	0
ENSG00000152939	MARVELD2	9	9	5	1	5	8
ENSG00000152942	RAD17	471	476	489	480	514	540
ENSG00000152944	MED21	591	489	440	606	523	504
ENSG00000152952	PLOD2	12726	11809	7402	12190	13706	10549
ENSG00000152953	STK32B	196	260	333	260	234	223
ENSG00000152969	JAKMIP1	2	6	6	8	2	0
ENSG00000152977	ZIC1	503	539	415	552	601	511
ENSG00000152990	ADGRA3	1291	1557	1208	1347	1414	1258
ENSG00000153002	CPB1	0	0	2	0	1	0
ENSG00000153006	SREK1IP1	319	262	287	338	281	297
ENSG00000153012	LGI2	6	3	7	8	6	4
ENSG00000153015	CWC27	678	542	532	569	620	516
ENSG00000153029	MR1	412	332	267	341	372	339
ENSG00000153037	SRP19	765	665	672	707	640	606
ENSG00000153044	CENPH	750	575	420	697	676	586
ENSG00000153046	CDYL	778	634	618	727	725	706
ENSG00000153048	CARHSP1	530	522	450	540	537	466
ENSG00000153060	TEKT5	0	1	4	1	0	1
ENSG00000153064	BANK1	0	1	0	1	2	2
ENSG00000153066	TXNDC11	961	844	727	1030	942	865
ENSG00000153071	DAB2	1262	1153	796	1060	1279	1108
ENSG00000153086	ACMSD	1	3	3	1	3	2
ENSG00000153093	ACOXL	1	3	1	0	2	0
ENSG00000153094	BCL2L11	285	328	302	302	337	366
ENSG00000153107	ANAPC1	907	960	920	953	918	985
ENSG00000153113	CAST	5022	4626	4311	5042	5154	4525
ENSG00000153130	SCOC	1167	927	837	1074	1115	967
ENSG00000153132	CLGN	568	460	439	517	504	695
ENSG00000153140	CETN3	385	261	236	322	303	300
ENSG00000153147	SMARCA5	3099	2671	2577	3094	2973	2787
ENSG00000153157	SYCP2L	34	75	64	54	68	67
ENSG00000153162	BMP6	195	150	152	170	186	168
ENSG00000153165	RGPD3	3	3	4	6	6	0
ENSG00000153179	RASSF3	669	609	641	705	666	669
ENSG00000153187	HNRNPU	16473	16024	15839	17410	16824	15794
ENSG00000153201	RANBP2	2372	2720	2608	2783	2399	2575
ENSG00000153207	AHCTF1	1907	2018	1949	2332	1961	2216
ENSG00000153208	MERTK	19	20	16	28	17	11
ENSG00000153214	TMEM87B	598	665	429	559	605	586
ENSG00000153230	OR14K1	0	0	0	1	0	0
ENSG00000153233	PTPRR	121	88	123	124	114	104
ENSG00000153234	NR4A2	353	544	434	595	768	508
ENSG00000153237	CCDC148	1	2	2	8	3	5
ENSG00000153246	PLA2R1	13	14	4	8	20	8
ENSG00000153250	RBMS1	2271	2218	1613	2165	2675	2228
ENSG00000153253	SCN3A	39	36	35	35	41	46
ENSG00000153266	FEZF2	0	0	0	1	0	0
ENSG00000153283	CD96	45	37	35	35	38	48
ENSG00000153291	SLC25A27	78	204	154	149	208	263
ENSG00000153294	ADGRF4	93	121	89	82	112	83
ENSG00000153303	FRMD1	0	1	0	0	0	1
ENSG00000153310	FAM49B	1101	863	731	933	1005	835
ENSG00000153317	ASAP1	2318	2564	2287	2455	2818	2469
ENSG00000153339	TRAPPC8	696	765	717	796	840	779
ENSG00000153347	FAM81B	2	0	3	3	1	5
ENSG00000153363	LINC00467	125	78	85	107	88	91
ENSG00000153391	INO80C	173	129	170	186	157	136
ENSG00000153395	LPCAT1	2081	2348	1982	2560	2670	2075
ENSG00000153404	PLEKHG4B	646	967	828	867	951	780
ENSG00000153406	NMRAL1	980	926	980	991	996	825
ENSG00000153443	UBALD1	352	404	459	415	459	402
ENSG00000153446	C16orf89	3	2	2	2	3	3
ENSG00000153485	TMEM251	321	277	235	307	330	288
ENSG00000153487	ING1	994	1058	1242	1493	1117	1234
ENSG00000153495	TEX29	10	6	9	8	9	12
ENSG00000153498	SPACA7	1	0	0	0	0	0
ENSG00000153531	ADPRHL1	230	338	428	367	255	281
ENSG00000153551	CMTM7	246	197	228	204	237	223
ENSG00000153558	FBXL2	86	101	102	107	98	88
ENSG00000153560	UBP1	1447	1531	1385	1440	1641	1481
ENSG00000153561	RMND5A	1159	1268	1502	1675	1326	1507
ENSG00000153563	CD8A	0	0	4	2	1	0
ENSG00000153574	RPIA	432	402	425	428	370	364
ENSG00000153666	na	36	74	48	43	69	82
ENSG00000153684	GOLGA8F	1	1	0	0	1	1
ENSG00000153707	PTPRD	189	149	124	153	233	173
ENSG00000153714	LURAP1L	1322	1244	1231	1382	1355	1579
ENSG00000153721	CNKSR3	340	309	286	350	355	349
ENSG00000153767	GTF2E1	619	573	531	609	628	541
ENSG00000153774	CFDP1	523	389	320	421	442	366
ENSG00000153779	TGIF2LX	36	26	34	36	27	31
ENSG00000153786	ZDHHC7	1855	1884	1850	1895	1951	1949
ENSG00000153789	FAM92B	0	0	0	1	0	0
ENSG00000153790	C7orf31	297	288	262	268	328	294
ENSG00000153802	TMPRSS11D	2	1	0	0	0	0
ENSG00000153814	JAZF1	845	718	520	767	857	672
ENSG00000153815	CMIP	1201	963	836	939	1204	973
ENSG00000153820	SPHKAP	2	1	0	0	0	1
ENSG00000153822	KCNJ16	0	0	0	0	0	1
ENSG00000153823	PID1	835	609	468	431	758	463
ENSG00000153827	TRIP12	6979	6890	5897	7611	7323	7023
ENSG00000153832	FBXO36	129	91	61	103	134	103
ENSG00000153879	CEBPG	2806	2512	2397	2519	2637	2801
ENSG00000153885	KCTD15	2208	2143	2158	2280	2284	2095
ENSG00000153896	ZNF599	107	124	97	97	118	115
ENSG00000153898	MCOLN2	30	35	33	31	36	42
ENSG00000153902	LGI4	4	6	5	8	3	1
ENSG00000153904	DDAH1	156	177	203	162	211	208
ENSG00000153914	SREK1	1541	2326	2042	1970	2046	2377
ENSG00000153922	CHD1	1961	2157	2012	2176	2219	2300
ENSG00000153923	CLCA3P	4	4	9	1	9	5
ENSG00000153930	ANKFN1	38	36	42	30	27	40
ENSG00000153933	DGKE	79	196	218	155	165	182
ENSG00000153936	HS2ST1	1193	1062	590	1048	1274	1022
ENSG00000153944	MSI2	1289	1230	1011	1155	1295	1268
ENSG00000153956	CACNA2D1	1766	1754	1183	1702	1879	1877
ENSG00000153975	ZUFSP	236	248	234	281	271	256
ENSG00000153976	HS3ST3A1	379	340	247	404	390	352
ENSG00000153982	GDPD1	44	32	28	25	45	32
ENSG00000153989	NUS1	1435	1446	1331	1543	1432	1395
ENSG00000153993	SEMA3D	7130	6684	4799	7673	7769	8692
ENSG00000154001	PPP2R5E	1084	1061	1020	1145	1175	1049
ENSG00000154025	SLC5A10	0	1	0	8	1	3
ENSG00000154027	AK5	174	152	197	198	148	130
ENSG00000154040	CABYR	2	9	8	4	8	8
ENSG00000154059	IMPACT	408	334	334	428	377	434
ENSG00000154065	ANKRD29	262	355	345	405	313	340
ENSG00000154079	SDHAF4	112	109	68	91	89	121
ENSG00000154080	CHST9	3	3	6	0	10	3
ENSG00000154096	THY1	245	205	179	202	253	186
ENSG00000154099	DNAAF1	14	25	35	20	27	18
ENSG00000154102	C16orf74	53	37	48	45	32	44
ENSG00000154114	TBCEL	578	566	524	521	577	505
ENSG00000154118	JPH3	379	324	225	303	352	315
ENSG00000154122	ANKH	821	862	815	778	868	928
ENSG00000154124	OTULIN	997	1089	848	1109	1093	1081
ENSG00000154127	UBASH3B	398	422	522	376	318	289
ENSG00000154133	ROBO4	20	11	38	14	28	15
ENSG00000154134	ROBO3	708	777	624	642	831	697
ENSG00000154143	PANX3	0	2	1	0	1	0
ENSG00000154144	TBRG1	1303	1440	1266	1400	1433	1415
ENSG00000154146	NRGN	336	315	323	415	384	325
ENSG00000154153	FAM134B	99	93	73	96	93	77
ENSG00000154162	CDH12	1234	1106	639	1022	1346	907
ENSG00000154165	GPR15	37	45	32	28	47	45
ENSG00000154174	TOMM70A	2092	1888	1767	2041	2042	1853
ENSG00000154175	ABI3BP	10	23	17	9	16	22
ENSG00000154188	ANGPT1	1231	999	656	1209	1399	1280
ENSG00000154198	CYP4Z2P	1	0	0	0	0	0
ENSG00000154217	PITPNC1	169	127	141	158	209	159
ENSG00000154222	CC2D1B	1748	2251	1878	2038	2165	1915
ENSG00000154227	CERS3	1	0	0	0	0	0
ENSG00000154229	PRKCA	732	655	713	803	677	861
ENSG00000154237	LRRK1	30	43	46	45	37	39
ENSG00000154240	CEP112	208	174	156	180	196	184
ENSG00000154252	GAL3ST2	1	3	6	0	3	10
ENSG00000154258	ABCA9	1	0	0	0	0	0
ENSG00000154262	ABCA6	8	13	9	13	21	8
ENSG00000154263	ABCA10	69	87	89	85	88	121
ENSG00000154265	ABCA5	333	564	448	375	490	480
ENSG00000154269	ENPP3	0	0	2	0	0	0
ENSG00000154274	C4orf19	37	33	21	40	31	30
ENSG00000154277	UCHL1	26416	24395	23107	25645	25780	24080
ENSG00000154305	MIA3	1496	1632	1309	1670	1786	1745
ENSG00000154309	DISP1	86	78	75	82	122	104
ENSG00000154310	TNIK	99	90	91	80	125	86
ENSG00000154316	TDH	2	4	1	1	0	1
ENSG00000154319	FAM167A	201	222	203	189	207	231
ENSG00000154328	NEIL2	331	324	380	326	354	329
ENSG00000154330	PGM5	8	4	5	8	6	5
ENSG00000154342	WNT3A	2	0	0	0	1	0
ENSG00000154358	OBSCN	309	701	518	482	580	622
ENSG00000154359	LONRF1	647	669	625	697	756	716
ENSG00000154370	TRIM11	989	1081	1160	1042	1095	997
ENSG00000154380	ENAH	3802	3572	3104	3888	4000	3873
ENSG00000154429	CCSAP	468	449	373	450	525	494
ENSG00000154438	ASZ1	1	0	0	0	0	0
ENSG00000154447	SH3RF1	529	447	516	468	473	469
ENSG00000154451	GBP5	1469	1260	836	968	1530	974
ENSG00000154473	BUB3	2863	2586	2419	2901	2842	2483
ENSG00000154479	CCDC173	3	1	4	2	3	3
ENSG00000154485	MMP21	0	1	0	1	0	0
ENSG00000154493	C10orf90	5	4	1	8	7	4
ENSG00000154511	FAM69A	534	436	349	570	516	501
ENSG00000154518	ATP5G3	2383	1854	1862	2181	2085	1769
ENSG00000154529	CNTNAP3B	339	358	311	369	349	374
ENSG00000154537	FAM27C	1	0	0	1	0	0
ENSG00000154545	MAGED4	0	4	2	2	9	2
ENSG00000154548	SRSF12	0	2	3	0	3	2
ENSG00000154553	PDLIM3	159	118	116	145	161	146
ENSG00000154556	SORBS2	49	45	26	52	32	66
ENSG00000154582	TCEB1	1720	1269	1279	1522	1453	1311
ENSG00000154589	LY96	62	33	41	28	37	43
ENSG00000154608	CEP170P1	4	6	3	4	6	4
ENSG00000154611	PSMA8	1	0	0	1	0	0
ENSG00000154620	TMSB4Y	36	47	42	43	45	44
ENSG00000154639	CXADR	327	334	248	386	343	391
ENSG00000154640	BTG3	2248	1814	1866	2067	2023	1882
ENSG00000154642	C21orf91	676	574	543	564	637	682
ENSG00000154645	CHODL	3	2	1	7	2	1
ENSG00000154646	TMPRSS15	12	3	8	2	15	2
ENSG00000154654	NCAM2	170	152	137	237	176	161
ENSG00000154655	L3MBTL4	276	204	123	155	226	170
ENSG00000154678	PDE1C	84	78	30	69	96	69
ENSG00000154710	RABGEF1	435	307	239	350	326	333
ENSG00000154719	MRPL39	635	484	412	460	528	434
ENSG00000154721	JAM2	128	118	77	94	162	93
ENSG00000154723	ATP5J	1923	1628	1743	1853	1705	1566
ENSG00000154727	GABPA	692	664	646	723	665	767
ENSG00000154734	ADAMTS1	3136	4581	5978	4223	3507	4074
ENSG00000154736	ADAMTS5	94	93	93	93	132	115
ENSG00000154743	TSEN2	156	198	194	180	179	195
ENSG00000154760	SLFN13	66	71	54	69	93	71
ENSG00000154767	XPC	606	630	643	676	704	634
ENSG00000154781	CCDC174	529	504	559	531	514	481
ENSG00000154783	FGD5	0	2	12	2	4	0
ENSG00000154803	FLCN	894	1162	1063	1026	1177	1056
ENSG00000154813	DPH3	538	509	592	581	478	477
ENSG00000154814	OXNAD1	303	226	280	313	292	281
ENSG00000154822	PLCL2	251	243	208	242	267	265
ENSG00000154832	CXXC1	786	899	928	795	901	791
ENSG00000154839	SKA1	435	366	301	414	426	393
ENSG00000154845	PPP4R1	1417	1338	1328	1603	1562	1380
ENSG00000154856	APCDD1	172	116	80	134	160	106
ENSG00000154864	PIEZO2	548	496	433	640	683	637
ENSG00000154874	CCDC144B	17	53	36	32	35	44
ENSG00000154889	MPPE1	358	409	328	378	447	357
ENSG00000154898	CCDC144CP	13	3	9	7	9	14
ENSG00000154914	USP43	144	193	107	160	226	145
ENSG00000154917	RAB6B	558	493	456	513	556	439
ENSG00000154920	EME1	315	473	356	372	482	351
ENSG00000154928	EPHB1	21	36	24	36	41	33
ENSG00000154930	ACSS1	12	19	30	22	29	22
ENSG00000154945	ANKRD40	1442	1514	1439	1645	1544	1434
ENSG00000154957	ZNF18	96	117	86	99	118	131
ENSG00000154975	CA10	1	0	0	0	0	0
ENSG00000154978	VOPP1	5173	4597	4329	4971	4978	4305
ENSG00000154997	SEPT14	1	5	6	2	1	0
ENSG00000155008	APOOL	433	436	453	400	407	441
ENSG00000155011	DKK2	26	27	30	29	20	14
ENSG00000155016	CYP2U1	164	166	141	176	137	168
ENSG00000155026	RSPH10B	4	5	2	1	0	1
ENSG00000155034	FBXL18	557	652	645	659	629	627
ENSG00000155052	CNTNAP5	3	0	3	0	0	1
ENSG00000155066	PROM2	13	10	6	8	4	3
ENSG00000155085	AK9	27	19	37	31	38	23
ENSG00000155090	KLF10	2760	2581	2406	3097	3470	2924
ENSG00000155093	PTPRN2	487	397	346	330	463	303
ENSG00000155096	AZIN1	4148	4039	3939	4433	4186	4240
ENSG00000155097	ATP6V1C1	1067	1007	1013	973	1079	838
ENSG00000155099	TMEM55A	498	357	270	346	453	427
ENSG00000155100	OTUD6B	507	504	501	500	471	577
ENSG00000155111	CDK19	291	308	223	289	331	325
ENSG00000155115	GTF3C6	834	772	784	827	737	710
ENSG00000155158	TTC39B	576	547	380	448	648	637
ENSG00000155189	AGPAT5	972	968	1186	1165	985	1099
ENSG00000155229	MMS19	1219	1430	1231	1346	1499	1314
ENSG00000155252	PI4K2A	731	744	617	756	805	656
ENSG00000155254	MARVELD1	1593	1586	1248	1681	1742	1368
ENSG00000155256	ZFYVE27	745	964	814	796	905	841
ENSG00000155265	GOLGA7B	127	138	102	102	124	102
ENSG00000155269	GPR78	1	4	3	5	5	5
ENSG00000155275	TRMT44	312	386	388	416	399	405
ENSG00000155282	na	1	0	6	3	0	1
ENSG00000155287	SLC25A28	1523	1587	1241	1219	1792	1419
ENSG00000155304	HSPA13	3363	2976	2390	3127	3343	3321
ENSG00000155307	SAMSN1	14	12	3	7	18	19
ENSG00000155313	USP25	1742	1433	1239	1678	1802	1751
ENSG00000155324	GRAMD3	7	6	2	7	3	10
ENSG00000155329	ZCCHC10	425	367	350	371	419	365
ENSG00000155330	C16orf87	558	470	479	571	526	521
ENSG00000155363	MOV10	3394	4551	3632	3804	4866	4053
ENSG00000155366	RHOC	1929	1680	1658	1779	1885	1642
ENSG00000155367	PPM1J	9	10	16	14	12	9
ENSG00000155368	DBI	2690	2006	1920	2386	2252	1968
ENSG00000155380	SLC16A1	2634	2359	1749	2436	2545	2536
ENSG00000155393	HEATR3	389	514	458	458	503	525
ENSG00000155428	TRIM74	2	2	6	5	2	0
ENSG00000155438	NIFK	1280	1350	1529	1247	1054	1173
ENSG00000155463	OXA1L	1805	1967	1779	1757	1937	1734
ENSG00000155465	SLC7A7	404	310	148	258	328	243
ENSG00000155495	MAGEC1	879	913	643	935	911	847
ENSG00000155506	LARP1	5790	5853	5134	6180	6201	5800
ENSG00000155508	CNOT8	1039	932	759	994	1091	905
ENSG00000155511	GRIA1	2	1	3	1	3	0
ENSG00000155530	LRGUK	1	5	5	4	6	4
ENSG00000155542	SETD9	81	82	114	90	94	93
ENSG00000155545	MIER3	656	809	843	726	721	774
ENSG00000155561	NUP205	4029	4205	3794	4621	4376	3995
ENSG00000155592	ZKSCAN2	269	279	266	318	292	336
ENSG00000155621	C9orf85	268	230	227	238	201	221
ENSG00000155629	PIK3AP1	32	35	21	30	34	27
ENSG00000155636	RBM45	276	318	306	341	327	310
ENSG00000155657	TTN	26	30	30	17	43	37
ENSG00000155660	PDIA4	19896	17651	14487	18882	19946	17186
ENSG00000155666	KDM8	41	70	57	54	58	68
ENSG00000155714	PDZD9	0	0	2	1	1	0
ENSG00000155719	OTOA	0	0	2	1	1	0
ENSG00000155729	KCTD18	418	370	321	364	413	428
ENSG00000155744	FAM126B	212	328	262	283	245	333
ENSG00000155749	ALS2CR12	8	6	16	17	19	20
ENSG00000155754	ALS2CR11	0	1	5	0	0	1
ENSG00000155755	TMEM237	675	616	495	607	671	607
ENSG00000155760	FZD7	923	855	632	1061	1116	938
ENSG00000155761	SPAG17	9	12	12	6	11	21
ENSG00000155792	DEPTOR	18	22	15	37	30	62
ENSG00000155816	FMN2	221	223	192	246	254	229
ENSG00000155827	RNF20	1093	1153	934	1062	1037	1031
ENSG00000155846	PPARGC1B	181	246	304	200	230	213
ENSG00000155849	ELMO1	1301	1308	1078	1308	1380	1165
ENSG00000155850	SLC26A2	275	267	182	329	329	292
ENSG00000155858	LSM11	133	206	180	182	200	198
ENSG00000155868	MED7	283	229	244	281	288	257
ENSG00000155875	SAXO1	1	1	0	2	1	0
ENSG00000155876	RRAGA	2011	1658	1553	1987	2084	1580
ENSG00000155886	SLC24A2	2	2	3	2	2	7
ENSG00000155890	TRIM42	1	0	0	0	0	0
ENSG00000155893	PXYLP1	180	178	193	204	193	196
ENSG00000155897	ADCY8	1	6	1	7	1	7
ENSG00000155903	RASA2	416	546	508	490	523	477
ENSG00000155906	RMND1	237	186	282	250	180	175
ENSG00000155918	RAET1L	22	21	30	31	25	37
ENSG00000155926	SLA	14	14	11	11	17	14
ENSG00000155957	TMBIM4	129	147	132	129	146	170
ENSG00000155959	VBP1	1638	1371	1314	1559	1376	1419
ENSG00000155961	RAB39B	104	100	86	86	76	125
ENSG00000155962	CLIC2	622	492	356	496	479	494
ENSG00000155966	AFF2	2	0	0	2	2	2
