id	sym	WT_1	WT_2	WT_3	Cbfb_MYH11_1	Cbfb_MYH11_2	Cbfb_MYH11_3
ENSMUSG00000018008	Cyth4	4218	5394	4035	8012	7882	7507
ENSMUSG00000018012	Rac3	10	10	6	13	18	22
ENSMUSG00000018040	Rrp7a	2651	2750	2075	3046	2913	2939
ENSMUSG00000018042	Cyb5r3	2895	2797	2141	4090	3811	3748
ENSMUSG00000018068	Ints2	1455	1457	1238	1808	1843	1715
ENSMUSG00000018076	Med13l	3420	3658	3072	5239	6128	5905
ENSMUSG00000018102	Hist1h2bc	207	226	186	292	280	322
ENSMUSG00000018126	Baiap2l2	2	0	1	2	1	4
ENSMUSG00000018143	Mafk	1014	1060	823	2210	2046	2307
ENSMUSG00000018160	Med1	2045	2317	1760	3060	3911	3451
ENSMUSG00000018166	Erbb3	161	172	133	643	504	620
ENSMUSG00000018167	Stard3	1119	1386	965	1245	1384	1186
ENSMUSG00000018168	Ikzf3	443	542	439	218	424	236
ENSMUSG00000018169	Mfng	623	570	466	960	1046	999
ENSMUSG00000018171	Vmp1	1936	1886	1645	3191	3110	3408
ENSMUSG00000018189	Uchl5	3662	3939	3179	3150	3406	3167
ENSMUSG00000018196	Glrx2	919	879	718	1011	1056	1065
ENSMUSG00000018199	Trove2	167	173	140	775	704	727
ENSMUSG00000018209	Stk4	12539	13462	11264	12412	12998	12221
ENSMUSG00000018217	Pmp22	8	10	16	354	155	334
ENSMUSG00000018238	Gdf9	8	15	5	25	30	22
ENSMUSG00000018239	Zcchc10	450	406	369	640	512	680
ENSMUSG00000018286	Psmb6	4014	4103	3271	4305	4366	4158
ENSMUSG00000018287	Spag7	2073	2161	1600	1683	1810	1732
ENSMUSG00000018293	Pfn1	38079	45878	34547	25275	26953	24038
ENSMUSG00000018322	Tomm34	1733	2107	1664	1934	1947	2039
ENSMUSG00000018326	Ywhab	13678	15528	12347	14591	14250	14266
ENSMUSG00000018334	Ksr1	1106	1354	1046	1052	1341	1011
ENSMUSG00000018339	Gpx3	945	898	816	2092	2465	2251
ENSMUSG00000018340	Anxa6	2801	2701	2339	7137	7433	6893
ENSMUSG00000018341	Il12rb2	99	126	106	1485	1048	1750
ENSMUSG00000018347	Zkscan6	745	925	757	663	813	765
ENSMUSG00000018362	Kpna2	17006	16492	12375	13851	15191	13175
ENSMUSG00000018363	Smurf2	1600	1703	1355	1638	1767	1610
ENSMUSG00000018372	Cep95	554	583	482	590	740	705
ENSMUSG00000018377	Vezf1	2704	2764	2350	2916	2903	2818
ENSMUSG00000018378	Cuedc1	85	65	64	87	59	86
ENSMUSG00000018379	Srsf1	20482	19648	16144	19400	20869	19671
ENSMUSG00000018381	Abi3	317	391	263	1511	1478	1690
ENSMUSG00000018387	Shroom1	4	0	2	2	2	5
ENSMUSG00000018395	Kif3a	349	367	248	1042	918	1170
ENSMUSG00000018398	Sept8	5244	5160	3747	14819	13005	16126
ENSMUSG00000018401	Mtmr4	2297	2292	1897	2813	2859	2738
ENSMUSG00000018405	Mrm1	561	416	381	621	608	642
ENSMUSG00000018411	Mapt	13	11	6	18	12	15
ENSMUSG00000018412	Kansl1	2952	2940	2314	4064	4273	4249
ENSMUSG00000018415	Gid4	1780	1776	1509	1792	1806	1791
ENSMUSG00000018417	Myo1b	382	393	374	84	113	67
ENSMUSG00000018425	Dhx40	1857	1968	1700	2507	2551	2496
ENSMUSG00000018427	Ypel2	164	96	95	414	422	501
ENSMUSG00000018428	Akap1	910	951	759	1234	1335	1403
ENSMUSG00000018433	Nol11	2124	2093	1691	2309	2295	2329
ENSMUSG00000018442	Derl2	1407	1467	1270	1524	1781	1581
ENSMUSG00000018446	C1qbp	5972	5817	4672	5048	5166	4830
ENSMUSG00000018449	Rpain	763	683	570	774	921	815
ENSMUSG00000018451	6330403K07Rik	1	1	2	0	0	4
ENSMUSG00000018459	Slc13a3	21	23	32	114	74	80
ENSMUSG00000018470	Kcnab3	10	2	3	69	49	40
ENSMUSG00000018474	Chd3	1145	1129	794	4786	5169	5224
ENSMUSG00000018476	Kdm6b	2272	2964	2375	2844	3148	3007
ENSMUSG00000018479	1700125H20Rik	0	0	1	1	0	1
ENSMUSG00000018481	Appbp2	2986	3005	2487	3664	3988	3796
ENSMUSG00000018500	Adora2b	13	13	16	299	266	289
ENSMUSG00000018501	Ncor1	12291	13889	11796	15906	17797	17022
ENSMUSG00000018507	Trpv2	1535	1682	1341	1974	1943	1899
ENSMUSG00000018509	Cenpv	674	625	493	458	397	413
ENSMUSG00000018537	Pcgf2	46	40	34	47	47	53
ENSMUSG00000018541	Cwc25	1080	1076	1007	1092	1219	1150
ENSMUSG00000018543	1700001P01Rik	0	1	1	2	1	2
ENSMUSG00000018547	Pip4k2b	3402	3603	2844	2982	2894	2875
ENSMUSG00000018548	Trim37	3314	3073	2661	3374	3684	3448
ENSMUSG00000018554	Ybx2	2	3	0	16	12	12
ENSMUSG00000018559	Ctdnep1	3620	3932	3146	4203	4114	4081
ENSMUSG00000018565	Elp5	1827	1662	1512	2367	2234	2282
ENSMUSG00000018566	Slc2a4	67	42	48	21	11	10
ENSMUSG00000018567	Gabarap	11528	13503	10923	12124	11182	11126
ENSMUSG00000018569	Cldn7	3	3	3	0	0	4
ENSMUSG00000018570	2810408A11Rik	84	66	57	65	93	59
ENSMUSG00000018572	Phf23	2147	2486	1852	2632	2836	2464
ENSMUSG00000018574	Acadvl	2504	2612	2175	3078	2878	3082
ENSMUSG00000018581	Dnah11	0	1	2	2	4	2
ENSMUSG00000018583	G3bp1	12564	12670	9847	14304	14337	14980
ENSMUSG00000018585	Atox1	2082	1988	1684	2517	2352	2412
ENSMUSG00000018593	Sparc	89	75	81	51	61	78
ENSMUSG00000018599	Mief2	378	503	369	270	338	263
ENSMUSG00000018604	Tbx3	0	1	1	0	2	0
ENSMUSG00000018623	Mmp7	1	0	0	0	0	0
ENSMUSG00000018648	Dusp14	0	2	13	1	2	1
ENSMUSG00000018651	Tada2a	618	573	435	563	535	573
ENSMUSG00000018654	Ikzf1	20258	20880	16955	12737	15482	12143
ENSMUSG00000018659	Pnpo	1541	1398	1207	2867	2662	3169
ENSMUSG00000018661	Cog1	1769	1898	1528	1888	1966	1868
ENSMUSG00000018666	Cbx1	2800	2827	2280	2676	3050	2833
ENSMUSG00000018669	Cdk5rap3	1927	1731	1480	2325	2317	2493
ENSMUSG00000018672	Copz2	26	28	24	31	50	72
ENSMUSG00000018677	Slc25a39	3158	3067	2515	4879	4405	5025
ENSMUSG00000018678	Sp2	1480	1628	1252	1914	2108	2009
ENSMUSG00000018697	Aatf	1591	1531	1220	1812	1768	1783
ENSMUSG00000018698	Lhx1	34	56	61	9	2	1
ENSMUSG00000018707	Dync1h1	5750	6912	6087	10939	14399	13258
ENSMUSG00000018727	Cpsf4l	1	0	0	1	1	0
ENSMUSG00000018733	Pex12	413	388	308	425	444	457
ENSMUSG00000018736	Ndel1	2477	3072	2504	2408	2534	2175
ENSMUSG00000018740	Slc25a35	106	61	49	222	271	251
ENSMUSG00000018750	Zbtb4	180	238	194	617	524	594
ENSMUSG00000018752	Tnfsfm13	13	20	13	36	41	23
ENSMUSG00000018761	Mpdu1	1646	1624	1389	1918	1882	1862
ENSMUSG00000018765	Fxr2	2320	2615	2077	2534	2840	2574
ENSMUSG00000018770	Atp5g3	6730	6324	5213	7167	6740	6795
ENSMUSG00000018774	Cd68	1159	1490	1175	7561	6050	6358
ENSMUSG00000018776	Slc35g3	1	0	0	1	0	2
ENSMUSG00000018796	Acsl1	9755	11680	9564	2779	3527	2175
ENSMUSG00000018800	Abca5	21	18	12	191	143	232
ENSMUSG00000018809	Smyd4	303	283	215	469	489	490
ENSMUSG00000018819	Lsp1	14583	21400	17201	14708	17156	12878
ENSMUSG00000018820	Zfyve27	2830	3316	2687	2190	2804	2262
ENSMUSG00000018821	Avpi1	64	54	55	118	87	89
ENSMUSG00000018830	Myh11	4	4	2	4	8	1
ENSMUSG00000018841	Rad51d	937	1100	863	1107	1111	1034
ENSMUSG00000018844	Fndc8	0	0	0	18	17	29
ENSMUSG00000018845	Unc45b	3	4	2	8	9	11
ENSMUSG00000018846	Pank3	2340	2381	1897	3166	3495	3138
ENSMUSG00000018848	Rars	4134	4215	3362	4044	4344	4040
ENSMUSG00000018849	Wwc1	1	1	2	1	0	2
ENSMUSG00000018858	Ict1	1074	1119	867	1154	1221	1130
ENSMUSG00000018861	Fdxr	535	569	410	885	801	861
ENSMUSG00000018865	Sult4a1	1	1	0	4	2	6
ENSMUSG00000018868	Pnpla5	1	0	0	0	0	0
ENSMUSG00000018882	Mrpl45	1858	1851	1557	1479	1621	1491
ENSMUSG00000018899	Irf1	1887	2729	1899	3278	5887	3911
ENSMUSG00000018900	Slc22a5	386	362	335	619	674	617
ENSMUSG00000018906	P4ha2	12	16	8	7	8	18
ENSMUSG00000018907	Alox12e	25	16	39	5	8	2
ENSMUSG00000018909	Arrb1	7790	7966	6427	11977	11791	12507
ENSMUSG00000018916	Csf2	1	2	0	0	1	1
ENSMUSG00000018919	Tm4sf5	0	2	0	1	0	2
ENSMUSG00000018920	Cxcl16	29	64	64	491	192	394
ENSMUSG00000018921	Pelp1	2332	2295	1964	2103	2243	2126
ENSMUSG00000018923	Med11	1049	1135	871	1007	1035	1014
ENSMUSG00000018924	Alox15	235	262	930	46	72	25
ENSMUSG00000018925	Heatr9	3	6	4	3	2	4
ENSMUSG00000018927	Ccl6	2023	4417	4692	14018	8115	10913
ENSMUSG00000018930	Ccl4	11	71	41	68	207	70
ENSMUSG00000018931	Natd1	1020	929	694	1094	1001	1045
ENSMUSG00000018932	Map2k3	3937	4329	3424	4350	4460	4888
ENSMUSG00000018965	Ywhah	12324	12847	10209	10889	11163	10805
ENSMUSG00000018973	Hoxb1	8	31	8	2	1	0
ENSMUSG00000018974	Sart3	2817	2907	2325	2843	3081	2820
ENSMUSG00000018983	E2f2	7220	7704	6100	6173	7185	5746
ENSMUSG00000018986	Slfn3	597	549	450	486	693	500
ENSMUSG00000018995	Nars2	486	434	374	447	423	460
ENSMUSG00000018999	Slc35b4	1843	1793	1418	1474	1723	1683
ENSMUSG00000019027	Dnah1	27	18	14	25	61	42
ENSMUSG00000019039	Dalrd3	869	886	729	716	934	784
ENSMUSG00000019054	Fis1	4852	5381	4251	3812	4000	3796
ENSMUSG00000019055	Plod1	1012	1224	939	1213	950	1214
ENSMUSG00000019066	Rab3d	10060	11477	9664	3811	5045	3189
ENSMUSG00000019080	Mfsd3	144	133	117	187	168	182
ENSMUSG00000019082	Slc25a22	516	541	428	775	912	865
ENSMUSG00000019087	Atp6ap1	8499	9466	7921	8784	9053	8568
ENSMUSG00000019088	Dnase1l1	599	622	524	1443	1488	1622
ENSMUSG00000019102	Aldh3a1	7	0	2	0	0	0
ENSMUSG00000019122	Ccl9	2140	1384	1493	9693	6080	8948
ENSMUSG00000019124	Scrn1	6	3	6	12	11	17
ENSMUSG00000019132	BC005537	12066	12202	10202	20591	21082	20994
ENSMUSG00000019139	Isyna1	1898	2200	1644	2234	2205	2338
ENSMUSG00000019143	Hars2	894	929	740	1102	1172	1113
ENSMUSG00000019158	Tmem160	468	438	371	594	459	548
ENSMUSG00000019173	Rab5c	9361	10752	8434	10474	11100	10275
ENSMUSG00000019178	Styxl1	8	7	6	1	2	6
ENSMUSG00000019179	Mdh2	13902	14602	11542	12897	13168	11806
ENSMUSG00000019188	H13	6046	6247	5385	8213	8442	7953
ENSMUSG00000019189	Rnf145	3466	3741	2900	3590	3904	3793
ENSMUSG00000019194	Scn1b	21	29	18	110	71	112
ENSMUSG00000019210	Atp6v1e1	6450	7087	5853	4670	5100	4567
ENSMUSG00000019214	Chtf18	1329	1309	1116	965	1196	967
ENSMUSG00000019230	Lhx9	0	0	0	0	1	1
ENSMUSG00000019235	Rps6kl1	6	8	5	23	20	31
ENSMUSG00000019254	Ppp1r12c	2696	3502	2800	3696	4303	4133
ENSMUSG00000019256	Ahr	89	106	109	1343	1033	1351
ENSMUSG00000019261	Map1s	1018	999	716	1074	1062	1222
ENSMUSG00000019278	Dpep1	0	1	0	0	0	1
ENSMUSG00000019295	Tmem129	1165	1214	926	1118	1290	1126
ENSMUSG00000019297	Nop9	2578	2595	2085	2327	2475	2397
ENSMUSG00000019301	Hsd17b1	111	106	103	54	70	66
ENSMUSG00000019302	Atp6v0a1	2567	3005	2521	3031	3129	2870
ENSMUSG00000019303	Psmc3ip	764	652	556	356	434	361
ENSMUSG00000019312	Grb7	48	32	42	17	18	12
ENSMUSG00000019320	Noxo1	24	21	12	18	37	31
ENSMUSG00000019326	Aoc3	2	3	2	3	5	6
ENSMUSG00000019338	Zfp687	2297	2396	1963	1750	2209	1744
ENSMUSG00000019359	Gdpd2	3	8	3	10	15	19
ENSMUSG00000019362	D8Ertd738e	2661	2775	2269	3151	2900	3051
ENSMUSG00000019368	Sec14l4	0	0	0	0	1	0
ENSMUSG00000019370	Calm3	14883	15899	12516	13684	13380	13344
ENSMUSG00000019373	Cops3	4681	4595	3951	3894	4287	3909
ENSMUSG00000019428	Fkbp8	6671	7010	5385	7035	7227	7068
ENSMUSG00000019432	Ddx39b	10837	11225	8625	10541	12228	11026
ENSMUSG00000019433	Gipc1	1605	1606	1263	1561	1471	1614
ENSMUSG00000019437	Tlcd1	256	241	198	269	310	268
ENSMUSG00000019461	Plscr3	3132	2909	2498	2482	3207	2730
ENSMUSG00000019464	Ptger1	11	2	10	5	8	8
ENSMUSG00000019467	Arhgef25	294	279	172	704	642	612
ENSMUSG00000019470	Xab2	2882	3199	2564	3013	3251	3033
ENSMUSG00000019471	Cdc37	8596	9085	6887	8653	8529	8623
ENSMUSG00000019478	Rab4a	370	336	242	391	261	327
ENSMUSG00000019487	Trip10	188	182	128	395	408	435
ENSMUSG00000019489	Cd70	0	0	1	0	0	0
ENSMUSG00000019494	Cops6	3262	3366	2699	3256	3307	3318
ENSMUSG00000019505	Ubb	40731	42610	35550	35370	38197	36519
ENSMUSG00000019518	Ap4m1	1092	1165	919	1427	1724	1619
ENSMUSG00000019528	Gyg	6266	6989	5996	5116	6337	4971
ENSMUSG00000019539	Rcn3	189	168	131	336	257	250
ENSMUSG00000019558	Slc6a8	30	14	22	44	37	40
ENSMUSG00000019564	Arid3a	5966	7741	5776	3063	4342	2944
ENSMUSG00000019577	Pdk4	1	2	0	0	1	0
ENSMUSG00000019578	Ubxn6	1341	1410	1194	1339	1353	1377
ENSMUSG00000019579	Mydgf	2020	1948	1669	2634	2569	2492
ENSMUSG00000019590	Cyb561	95	100	83	354	331	432
ENSMUSG00000019647	Sema6a	10	8	3	13	15	10
ENSMUSG00000019659	Ccdc12	2338	2645	2171	2612	2802	2542
ENSMUSG00000019689	1110001J03Rik	420	435	361	364	339	370
ENSMUSG00000019699	Akt3	1242	1112	1014	2415	2863	2805
ENSMUSG00000019710	Mrpl24	2660	2778	2254	2495	2769	2626
ENSMUSG00000019715	Gle1	2633	2662	2083	2546	2771	2630
ENSMUSG00000019718	L3hypdh	3	3	10	6	4	12
ENSMUSG00000019726	Lyst	6959	9181	8090	7969	11624	6970
ENSMUSG00000019731	Slc35e1	7567	8896	7030	4634	5749	4048
ENSMUSG00000019732	Calr3	34	29	32	31	28	24
ENSMUSG00000019734	Tmc4	145	213	153	321	386	384
ENSMUSG00000019737	Syne4	3	3	2	2	17	5
ENSMUSG00000019738	Polr2i	657	683	538	699	665	650
ENSMUSG00000019756	Prl8a1	0	1	3	0	4	2
ENSMUSG00000019761	Krt10	19	9	12	20	17	24
ENSMUSG00000019763	Rmnd1	913	982	774	1001	1206	1110
ENSMUSG00000019767	Ccdc170	4	3	3	27	24	20
ENSMUSG00000019768	Esr1	383	260	283	277	451	352
ENSMUSG00000019772	Vip	0	0	0	1	0	1
ENSMUSG00000019773	Fbxo5	3071	2684	2099	2249	2581	2365
ENSMUSG00000019774	Mtrf1l	372	418	317	413	436	400
ENSMUSG00000019777	Hdac2	4952	4816	3956	4056	4263	4000
ENSMUSG00000019779	Frk	2	1	1	0	1	0
ENSMUSG00000019782	Rwdd1	1874	1922	1547	1774	1782	1629
ENSMUSG00000019789	Hey2	0	0	0	1	5	2
ENSMUSG00000019790	Stxbp5	7074	7911	6795	3827	4848	3563
ENSMUSG00000019791	Hint3	228	225	209	236	215	223
ENSMUSG00000019792	Trmt11	679	595	528	739	786	682
ENSMUSG00000019794	Katna1	1872	1997	1543	1551	1699	1479
ENSMUSG00000019795	Pcmt1	3678	3970	3265	3765	3665	3529
ENSMUSG00000019796	Lrp11	43	32	26	39	25	23
ENSMUSG00000019797	1700021F05Rik	461	411	391	421	419	410
ENSMUSG00000019802	Sec63	3507	3381	3135	4276	4649	4367
ENSMUSG00000019804	Snx3	6399	6725	5233	6353	5924	6164
ENSMUSG00000019806	Aig1	235	216	186	643	679	680
ENSMUSG00000019808	Adat2	352	359	289	305	362	321
ENSMUSG00000019809	Pex3	1102	995	941	1031	1139	1026
ENSMUSG00000019810	Fuca2	4041	4128	3715	3113	3608	3028
ENSMUSG00000019813	Cep57l1	794	754	604	735	796	706
ENSMUSG00000019814	Ltv1	2451	2356	2124	2272	2513	2231
ENSMUSG00000019815	Zc2hc1b	1	1	0	0	0	0
ENSMUSG00000019817	Plagl1	13	11	14	91	152	80
ENSMUSG00000019818	Cd164	12906	14126	12013	15184	15061	15061
ENSMUSG00000019820	Utrn	1466	1773	1503	2330	2893	2486
ENSMUSG00000019822	Smpd2	338	368	283	343	343	313
ENSMUSG00000019823	Mical1	3829	4653	3812	2539	2831	2590
ENSMUSG00000019826	Zbtb24	699	779	587	651	692	721
ENSMUSG00000019828	Grm1	10	9	13	2	4	1
ENSMUSG00000019831	Wasf1	4	1	0	8	4	2
ENSMUSG00000019832	Rab32	3923	4227	3673	3126	3787	2902
ENSMUSG00000019836	Amd-ps4	0	0	0	0	1	0
ENSMUSG00000019837	Gtf3c6	1096	1065	933	1109	1231	1188
ENSMUSG00000019838	Slc16a10	2997	2680	2222	4684	4629	4631
ENSMUSG00000019841	Rev3l	2096	2031	1920	2785	3192	2702
ENSMUSG00000019842	Traf3ip2	101	117	104	290	357	359
ENSMUSG00000019843	Fyn	583	616	463	3493	3111	3612
ENSMUSG00000019845	Tube1	460	481	365	372	439	362
ENSMUSG00000019846	Lama4	5	1	1	65	28	46
ENSMUSG00000019849	Prep	3055	3192	2485	8530	8274	10257
ENSMUSG00000019850	Tnfaip3	798	1024	730	1877	1795	2187
ENSMUSG00000019851	Perp	131	134	143	169	213	189
ENSMUSG00000019852	Arfgef3	5	8	8	34	39	41
ENSMUSG00000019853	Hebp2	4	8	1	5	6	11
ENSMUSG00000019854	Reps1	2838	3142	2465	2569	2968	2584
ENSMUSG00000019856	Fam184a	13	13	8	44	48	52
ENSMUSG00000019857	Asf1a	1800	1638	1390	1019	1227	1073
ENSMUSG00000019861	Gopc	1155	1169	946	1406	1417	1432
ENSMUSG00000019863	Qrsl1	389	409	319	547	718	642
ENSMUSG00000019864	Rtn4ip1	669	692	504	680	724	637
ENSMUSG00000019865	Nmbr	3	6	2	1	3	1
ENSMUSG00000019866	Aim1	372	530	478	4741	3768	4431
ENSMUSG00000019867	Gje1	0	0	0	1	0	0
ENSMUSG00000019868	Vta1	1934	2109	1682	1790	1821	1742
ENSMUSG00000019872	Smpdl3a	4918	5672	5146	12391	12590	12003
ENSMUSG00000019873	Reep3	3720	4315	3579	4102	4322	3746
ENSMUSG00000019874	Fabp7	5	2	1	40	26	44
ENSMUSG00000019876	Pkib	179	138	114	461	513	475
ENSMUSG00000019877	Serinc1	3112	3216	2804	6008	5495	5882
ENSMUSG00000019878	Hsf2	258	219	148	413	444	401
ENSMUSG00000019880	Rspo3	0	0	0	15	8	16
ENSMUSG00000019883	Echdc1	859	756	658	872	848	718
ENSMUSG00000019888	Mgat4c	1	5	5	0	0	0
ENSMUSG00000019889	Ptprk	16	13	8	5	3	5
ENSMUSG00000019890	Nts	0	0	0	0	2	0
ENSMUSG00000019891	Dcbld1	53	39	51	13	16	33
ENSMUSG00000019892	Lrriq1	0	0	0	0	0	2
ENSMUSG00000019894	Slc6a15	24	24	9	16	12	15
ENSMUSG00000019897	Ccdc59	873	894	704	916	1046	958
ENSMUSG00000019899	Lama2	1	0	0	1	0	1
ENSMUSG00000019905	Gprc6a	0	0	0	1	0	0
ENSMUSG00000019907	Ppp1r12a	5379	6009	5043	4337	5519	4302
ENSMUSG00000019913	Sim1	0	0	0	1	1	0
ENSMUSG00000019916	P4ha1	821	899	716	1898	1648	1664
ENSMUSG00000019917	Sept10	303	328	247	449	528	460
ENSMUSG00000019920	Lims1	12942	14628	11908	10057	11178	9932
ENSMUSG00000019923	Zwint	3930	3449	2850	4864	4716	4701
ENSMUSG00000019927	Ube2d1	644	690	541	682	741	735
ENSMUSG00000019929	Dcn	9	1	6	3	0	5
ENSMUSG00000019933	Mrln	1	0	1	0	1	1
ENSMUSG00000019935	Slc17a8	4	3	2	1	3	4
ENSMUSG00000019942	Cdk1	9501	8676	7302	6011	6789	5757
ENSMUSG00000019943	Atp2b1	2285	2396	2147	5675	5721	5374
ENSMUSG00000019944	Rhobtb1	78	97	94	313	270	324
ENSMUSG00000019945	1700040L02Rik	36	24	27	36	48	39
ENSMUSG00000019947	Arid5b	353	450	286	614	807	719
ENSMUSG00000019948	Actr6	762	801	612	498	611	507
ENSMUSG00000019951	Uhrf1bp1l	3638	3974	3573	3445	4130	3470
ENSMUSG00000019952	Poc1b	1481	1475	1196	1153	1323	1290
ENSMUSG00000019960	Dusp6	1248	1785	1477	685	761	669
ENSMUSG00000019961	Tmpo	18547	17049	14351	19828	22550	21163
ENSMUSG00000019966	Kitl	45	53	16	171	132	156
ENSMUSG00000019969	Psen1	5497	6260	5113	6224	6633	5683
ENSMUSG00000019970	Sgk1	676	806	755	652	880	693
ENSMUSG00000019971	Cep290	518	490	438	898	1049	987
ENSMUSG00000019975	Ikbip	418	463	363	572	585	590
ENSMUSG00000019977	Hbs1l	2861	2840	2275	3267	3407	3477
ENSMUSG00000019978	Epb41l2	1353	1412	1300	2663	2833	2666
ENSMUSG00000019979	Apaf1	6775	7213	5799	7124	8181	7093
ENSMUSG00000019982	Myb	13038	11373	9890	7948	10109	8992
ENSMUSG00000019984	Med23	1658	1740	1379	2166	2286	2257
ENSMUSG00000019986	Ahi1	459	478	418	868	833	1049
ENSMUSG00000019987	Arg1	11	6	11	3624	884	4080
ENSMUSG00000019988	Nedd1	2175	2109	1747	2263	2255	2231
ENSMUSG00000019989	Enpp3	80	67	56	10	13	9
ENSMUSG00000019990	Pde7b	73	80	45	133	159	163
ENSMUSG00000019992	Mtfr2	1695	1600	1376	1517	1854	1494
ENSMUSG00000019996	Map7	795	644	615	1304	1384	1303
ENSMUSG00000019997	Ctgf	2	1	2	0	0	0
ENSMUSG00000019998	Stx7	3343	3523	3166	5281	5673	5472
ENSMUSG00000020000	Moxd1	0	0	0	0	0	3
ENSMUSG00000020003	Pex7	1155	1101	971	1045	1133	1021
ENSMUSG00000020007	Il20ra	11	6	5	1	3	4
ENSMUSG00000020009	Ifngr1	9516	8960	7701	11226	10765	10789
ENSMUSG00000020010	Vnn3	97	176	133	84	141	68
ENSMUSG00000020014	Cfap54	7	12	9	37	32	26
ENSMUSG00000020015	Cdk17	1902	1992	1666	2686	2613	2527
ENSMUSG00000020017	Hal	116	134	104	287	281	241
ENSMUSG00000020018	Snrpf	2479	2294	1892	2185	2143	2103
ENSMUSG00000020019	Ntn4	479	416	315	3162	2479	3182
ENSMUSG00000020020	Usp44	18	20	17	47	87	74
ENSMUSG00000020021	Fgd6	466	434	348	1187	1267	1201
ENSMUSG00000020022	Ndufa12	1981	1901	1445	2128	2027	2115
ENSMUSG00000020023	Tmcc3	93	71	100	1312	1299	1316
ENSMUSG00000020024	Cep83	2016	2220	1948	1624	2161	1695
ENSMUSG00000020027	Socs2	83	73	67	1449	1450	1808
ENSMUSG00000020029	Nudt4	12374	13238	11244	6958	7625	6399
ENSMUSG00000020032	Nuak1	75	87	50	273	265	267
ENSMUSG00000020034	Tcp11l2	4541	5547	4357	2536	2611	2335
ENSMUSG00000020037	Rfx4	4	1	1	1	5	1
ENSMUSG00000020038	Cry1	1505	1635	1331	1096	1301	1178
ENSMUSG00000020042	Btbd11	101	97	97	164	158	146
ENSMUSG00000020044	Timp3	202	122	168	71	48	67
ENSMUSG00000020048	Hsp90b1	27916	32417	27289	36618	41641	35568
ENSMUSG00000020053	Igf1	290	309	153	3256	1640	2368
ENSMUSG00000020056	Ccdc53	957	968	821	1036	963	1054
ENSMUSG00000020057	Dram1	3388	3499	2866	1557	1968	1429
ENSMUSG00000020059	Sycp3	2	0	1	2	0	0
ENSMUSG00000020061	Mybpc1	0	1	0	1	5	1
ENSMUSG00000020062	Slc5a8	1	2	0	0	1	1
ENSMUSG00000020063	Sirt1	1803	1801	1437	1695	1746	1816
ENSMUSG00000020064	Herc4	3313	3664	3057	4713	5098	4470
ENSMUSG00000020067	Mypn	8	4	4	0	0	0
ENSMUSG00000020069	Hnrnph3	1022	1250	866	759	1070	896
ENSMUSG00000020070	Rufy2	152	187	126	364	476	376
ENSMUSG00000020072	Pbld2	22	9	21	9	7	8
ENSMUSG00000020074	Ccar1	5191	5040	4293	6295	7150	6614
ENSMUSG00000020075	Ddx21	9879	9575	7714	11336	11645	11412
ENSMUSG00000020076	Ddx50	3120	3054	2680	3284	3499	3289
ENSMUSG00000020077	Srgn	29683	26315	26488	28663	26495	27966
ENSMUSG00000020078	Vps26a	4193	4185	3552	4977	4895	4798
ENSMUSG00000020079	Supv3l1	1185	1260	964	1260	1269	1311
ENSMUSG00000020080	Hkdc1	0	0	0	2	2	4
ENSMUSG00000020081	Tacr2	0	0	0	0	1	0
ENSMUSG00000020083	2010107G23Rik	4	9	6	7	9	8
ENSMUSG00000020085	Aifm2	504	467	436	729	874	547
ENSMUSG00000020086	H2afy2	41	44	33	47	93	60
ENSMUSG00000020087	Tysnd1	959	910	763	790	928	870
ENSMUSG00000020088	Sar1a	4003	4063	3439	4804	4873	4716
ENSMUSG00000020089	Ppa1	1975	2041	1673	1786	2010	1671
ENSMUSG00000020090	Npffr1	0	0	1	1	0	0
ENSMUSG00000020091	Eif4ebp2	3945	3938	3205	5752	5706	5608
ENSMUSG00000020092	Pald1	21	13	10	102	64	91
ENSMUSG00000020097	Sgpl1	3795	3909	3424	5468	5314	5001
ENSMUSG00000020098	Pcbd1	60	51	61	30	45	40
ENSMUSG00000020099	Unc5b	1	0	1	7	5	3
ENSMUSG00000020100	Slc29a3	1249	1188	1003	4060	3964	4123
ENSMUSG00000020101	Vsir	21773	28302	22338	13928	14816	11429
ENSMUSG00000020102	Slc16a7	471	442	431	1005	951	947
ENSMUSG00000020105	Lrig3	33	38	44	23	15	34
ENSMUSG00000020107	Anapc16	1187	1134	974	1665	1521	1615
ENSMUSG00000020108	Ddit4	130	117	124	411	261	392
ENSMUSG00000020109	Dnajb12	1793	1782	1423	2646	2361	2582
ENSMUSG00000020111	Micu1	5267	5680	4769	1593	1817	1415
ENSMUSG00000020114	Cand1	4425	4284	3513	5742	5999	6066
ENSMUSG00000020115	Tbk1	2129	2353	1905	2842	3201	2892
ENSMUSG00000020116	Pno1	1622	1487	1261	1521	1545	1508
ENSMUSG00000020120	Plek	5886	7452	6321	14917	12409	16593
ENSMUSG00000020121	Srgap1	14	15	10	63	106	69
ENSMUSG00000020122	Egfr	1	3	0	4	8	9
ENSMUSG00000020124	Usp15	7050	7344	5846	6390	6613	6475
ENSMUSG00000020125	Elane	75436	73407	67640	16478	24212	13388
ENSMUSG00000020128	Vps54	3459	3881	3118	3348	4176	3345
ENSMUSG00000020130	Tbc1d15	4072	3634	3396	4673	4838	4808
