id	sym	WT_aTreg_1	WT_aTreg_2	WT_aTreg_3	WT_rTreg_1	WT_rTreg_2
ENSMUSG00000021125	Arg2	3	4	2	6	1
ENSMUSG00000021127	Zfp36l1	2489	2685	6235	465	322
ENSMUSG00000021130	Galnt16	5	2	0	0	3
ENSMUSG00000021131	Erh	1602	1339	1255	2049	1170
ENSMUSG00000021133	Susd6	4948	5012	4738	824	2307
ENSMUSG00000021134	Srsf5	4454	4527	5178	9847	7524
ENSMUSG00000021135	Slc10a1	4	4	5	19	22
ENSMUSG00000021136	Smoc1	30	7	22	12	39
ENSMUSG00000021139	Gm20498	3	6	2	6	11
ENSMUSG00000021140	Pcnx	2253	2150	2290	122	504
ENSMUSG00000021143	Pacs2	2058	2493	1427	185	638
ENSMUSG00000021144	Mta1	2837	2712	2491	186	635
ENSMUSG00000021147	Wdr37	1939	1819	1695	602	1080
ENSMUSG00000021149	Gtpbp4	2802	3005	2125	2285	1739
ENSMUSG00000021156	Zmynd11	3314	3201	3176	1440	1720
ENSMUSG00000021171	Esyt2	11814	12463	10330	2619	5917
ENSMUSG00000021175	Cdca7l	1034	890	1064	551	602
ENSMUSG00000021176	Efcab11	21	16	15	15	15
ENSMUSG00000021177	Tdp1	523	606	536	473	558
ENSMUSG00000021178	Psmc1	2289	2221	2347	2146	2009
ENSMUSG00000021179	Nrde2	858	848	851	293	520
ENSMUSG00000021180	Rps6ka5	385	460	473	124	177
ENSMUSG00000021182	Ccdc88c	4925	5326	5828	755	2010
ENSMUSG00000021185	9030617O03Rik	402	515	268	442	482
ENSMUSG00000021186	Fbln5	1	0	0	1	0
ENSMUSG00000021187	Tc2n	0	0	1	0	0
ENSMUSG00000021188	Trip11	2622	2504	2863	1134	1064
ENSMUSG00000021189	Atxn3	1449	1611	1370	361	456
ENSMUSG00000021190	Lgmn	567	682	394	180	280
ENSMUSG00000021192	Golga5	1486	1548	1543	908	1047
ENSMUSG00000021193	Pitrm1	1566	1679	1335	842	1305
ENSMUSG00000021194	Chga	2	3	1	0	1
ENSMUSG00000021196	Pfkp	3534	3299	3680	2497	3397
ENSMUSG00000021198	Unc79	3	2	16	10	2
ENSMUSG00000021200	Asb2	2	4	1313	7	3
ENSMUSG00000021203	Otub2	51	64	129	26	60
ENSMUSG00000021209	Ppp4r4	0	0	13	0	0
ENSMUSG00000021211	Akr1c12	157	110	84	59	38
ENSMUSG00000021213	Akr1c13	512	457	443	448	301
ENSMUSG00000021214	Akr1c18	28	17	2	5	8
ENSMUSG00000021215	Net1	1206	1363	930	557	724
ENSMUSG00000021216	Tubal3	1	2	5	13	7
ENSMUSG00000021217	Tshz3	31	12	31	4	0
ENSMUSG00000021218	Gdi2	9940	10750	11345	5728	4739
ENSMUSG00000021219	Rgs6	1	1	0	0	0
ENSMUSG00000021221	Dpf3	2	3	2	1	2
ENSMUSG00000021222	Dcaf4	430	401	404	462	356
ENSMUSG00000021223	Papln	0	0	2	0	0
ENSMUSG00000021224	Numb	1310	1594	1098	627	978
ENSMUSG00000021226	Acot2	276	318	305	217	71
ENSMUSG00000021234	Fam161b	28	12	17	15	24
ENSMUSG00000021235	Coq6	362	274	345	433	397
ENSMUSG00000021236	Entpd5	2814	3393	1621	847	1888
ENSMUSG00000021238	Aldh6a1	462	467	335	396	514
ENSMUSG00000021239	Vsx2	0	0	0	1	0
ENSMUSG00000021240	Abcd4	329	281	301	405	428
ENSMUSG00000021241	Isca2	341	332	295	1493	785
ENSMUSG00000021242	Npc2	12350	15875	4954	4849	3271
ENSMUSG00000021243	Fcf1	925	800	771	1799	975
ENSMUSG00000021244	Ylpm1	3448	3441	3452	410	592
ENSMUSG00000021245	Mlh3	767	930	662	399	561
ENSMUSG00000021248	Tmed10	5073	4896	4787	2749	2005
ENSMUSG00000021250	Fos	724	1414	1287	6083	1963
ENSMUSG00000021252	0610007P14Rik	1053	1053	947	1099	741
ENSMUSG00000021253	Tgfb3	21	40	29	4	6
ENSMUSG00000021254	Gpatch2l	985	1060	914	163	570
ENSMUSG00000021255	Esrrb	7	3	1	0	0
ENSMUSG00000021256	Vash1	3	0	8	0	0
ENSMUSG00000021257	Angel1	467	506	432	151	359
ENSMUSG00000021258	Ccnk	1895	1938	1854	67	74
ENSMUSG00000021259	Cyp46a1	1	0	0	1	0
ENSMUSG00000021260	Hhipl1	1	0	0	0	0
ENSMUSG00000021262	Evl	6747	6963	3324	2950	3079
ENSMUSG00000021263	Degs2	287	205	207	90	286
ENSMUSG00000021264	Yy1	3980	4227	3823	456	396
ENSMUSG00000021265	Slc25a29	170	205	98	227	241
ENSMUSG00000021266	Wars	2840	1882	1702	1674	2696
ENSMUSG00000021268	Meg3	42	22	3	1	0
ENSMUSG00000021270	Hsp90aa1	9543	8721	10642	5221	4295
ENSMUSG00000021271	Zfp839	75	97	202	74	98
ENSMUSG00000021273	Fdft1	824	968	814	1033	665
ENSMUSG00000021275	Tecpr2	248	312	189	24	106
ENSMUSG00000021276	Cinp	332	321	309	396	307
ENSMUSG00000021277	Traf3	3344	3403	4008	501	1039
ENSMUSG00000021278	Amn	0	3	3	1	0
ENSMUSG00000021279	Cdc42bpb	86	41	178	1	3
ENSMUSG00000021281	Tnfaip2	5	3	3	3	8
ENSMUSG00000021282	Eif5	12020	13416	9735	7351	7129
ENSMUSG00000021285	Ppp1r13b	3157	3251	1688	1324	2417
ENSMUSG00000021286	Zfyve21	56	49	63	105	70
ENSMUSG00000021287	Xrcc3	188	126	205	66	124
ENSMUSG00000021288	Klc1	1228	1070	1451	409	757
ENSMUSG00000021290	2010107E04Rik	2013	1901	1125	1503	799
ENSMUSG00000021294	Kif26a	1	2	1	0	0
ENSMUSG00000021298	Gpr132	3555	4232	2243	643	1094
ENSMUSG00000021301	Hecw1	2	2	0	3	0
ENSMUSG00000021302	Ggps1	1036	1098	946	1154	893
ENSMUSG00000021303	Gng4	1	2	1	0	0
ENSMUSG00000021306	Gpr137b	66	43	149	44	55
ENSMUSG00000021311	Mtr	1658	1825	1120	257	651
ENSMUSG00000021313	Ryr2	86	30	837	6	14
ENSMUSG00000021314	Amph	3	5	27	2	11
ENSMUSG00000021318	Gli3	0	1	1	0	0
ENSMUSG00000021319	Sfrp4	0	0	0	2	0
ENSMUSG00000021322	Aoah	0	0	3	0	0
ENSMUSG00000021326	Trim27	2483	2243	2067	2823	2585
ENSMUSG00000021327	Zkscan3	1155	1046	1446	1773	1600
ENSMUSG00000021337	Scgn	1	1	0	0	0
ENSMUSG00000021338	Lrrc16a	9	2	41	2	4
ENSMUSG00000021339	Mrs2	541	578	522	165	242
ENSMUSG00000021340	Gpld1	340	248	499	30	88
ENSMUSG00000021356	Irf4	1289	352	3597	118	291
ENSMUSG00000021357	Exoc2	3238	3135	3715	1391	2462
ENSMUSG00000021359	Tfap2a	1	1	11	0	0
ENSMUSG00000021360	Gcnt2	0	3	5	11	4
ENSMUSG00000021361	Tmem14c	1811	1631	1464	1597	926
ENSMUSG00000021362	Gcm2	9	11	3	2	0
ENSMUSG00000021363	Mak	1	0	0	2	0
ENSMUSG00000021364	Elovl2	1	2	0	0	0
ENSMUSG00000021365	Nedd9	5312	6027	4945	2476	4199
ENSMUSG00000021366	Hivep1	2251	2767	2448	213	405
ENSMUSG00000021368	Tbc1d7	53	70	133	105	68
ENSMUSG00000021371	Mcur1	1632	1688	1373	733	921
ENSMUSG00000021373	Cap2	21	76	13	13	3
ENSMUSG00000021374	Nup153	12566	11354	9331	1565	4435
ENSMUSG00000021375	Kif13a	164	191	1915	83	137
ENSMUSG00000021376	Tpmt	41	32	51	39	34
ENSMUSG00000021377	Dek	5992	5284	7202	1755	1188
ENSMUSG00000021379	Id4	3	0	1	0	0
ENSMUSG00000021384	Susd3	450	387	501	459	413
ENSMUSG00000021385	Ippk	424	476	375	393	533
ENSMUSG00000021388	Aspn	1	0	2	0	5
ENSMUSG00000021390	Ogn	1	0	0	0	1
ENSMUSG00000021391	Cenpp	46	21	58	28	21
ENSMUSG00000021392	Nol8	2174	2246	1532	744	757
ENSMUSG00000021395	Spin1	3526	3605	4279	1224	2103
ENSMUSG00000021396	Nxnl2	0	0	8	1	1
ENSMUSG00000021400	Wrnip1	1665	1637	1942	1601	1882
ENSMUSG00000021403	Serpinb9b	1	1	1	0	0
ENSMUSG00000021408	Ripk1	1734	1648	1451	1570	2174
ENSMUSG00000021411	Pxdc1	0	1	8	1	0
ENSMUSG00000021413	Prpf4b	3651	3428	3478	1343	1231
ENSMUSG00000021414	Fam217a	2	2	3	1	0
ENSMUSG00000021417	Eci2	770	660	752	696	612
ENSMUSG00000021418	Rpp40	157	236	111	210	127
ENSMUSG00000021420	Fars2	434	355	481	392	372
ENSMUSG00000021423	Ly86	2	5	5	1	5
ENSMUSG00000021427	Ssr1	3973	3686	4888	1608	1728
ENSMUSG00000021428	Riok1	1441	1276	1227	1236	1259
ENSMUSG00000021431	Snrnp48	513	473	636	511	248
ENSMUSG00000021432	Slc35b3	975	841	1015	2021	1623
ENSMUSG00000021451	Sema4d	12278	10718	11003	1612	6214
ENSMUSG00000021453	Gadd45g	249	58	126	281	381
ENSMUSG00000021457	Syk	288	82	19	27	213
ENSMUSG00000021458	2010111I01Rik	559	384	1044	1468	1109
ENSMUSG00000021460	Auh	813	728	724	1064	836
ENSMUSG00000021461	Fancc	288	243	394	315	365
ENSMUSG00000021466	Ptch1	1693	1937	2874	130	365
ENSMUSG00000021468	Sptlc1	1504	1536	1510	1007	814
ENSMUSG00000021470	Ercc6l2	1012	1193	2044	349	437
ENSMUSG00000021474	Sfxn1	1575	1479	1409	1104	1120
ENSMUSG00000021476	Habp4	377	256	492	608	634
ENSMUSG00000021477	Ctsl	197	232	71	249	159
ENSMUSG00000021481	Zfp346	773	790	799	343	499
ENSMUSG00000021482	Aaed1	485	546	336	375	321
ENSMUSG00000021483	Cdk20	102	92	65	104	119
ENSMUSG00000021484	Lman2	4964	4573	4826	2744	3571
ENSMUSG00000021485	Mxd3	117	29	99	17	41
ENSMUSG00000021486	Prelid1	4463	4458	3874	4589	3063
ENSMUSG00000021488	Nsd1	12475	12206	9922	1932	2688
ENSMUSG00000021490	Slc34a1	1	0	0	0	0
ENSMUSG00000021492	F12	3	1	2	0	2
ENSMUSG00000021493	Pdlim7	71	65	267	53	56
ENSMUSG00000021494	Ddx41	1511	1413	1269	1500	1604
ENSMUSG00000021495	Fam193b	913	717	1044	407	957
ENSMUSG00000021496	Pcbd2	216	192	144	286	137
ENSMUSG00000021497	Txndc15	1203	1252	727	1543	1224
ENSMUSG00000021499	Catsper3	0	0	0	1	0
ENSMUSG00000021500	Ddx46	4584	4361	4785	1575	1575
ENSMUSG00000021501	Caml	373	396	505	629	356
ENSMUSG00000021504	B4galt7	837	805	550	734	975
ENSMUSG00000021506	Pitx1	0	0	1	0	0
ENSMUSG00000021510	Zfp729a	714	666	741	263	238
ENSMUSG00000021514	Zfp369	629	558	647	130	123
ENSMUSG00000021518	Ptdss1	2090	2130	2024	1631	1787
ENSMUSG00000021519	Mterf3	696	684	778	931	656
ENSMUSG00000021520	Uqcrb	1099	1068	1182	2317	1135
ENSMUSG00000021532	Fastkd3	427	361	435	543	607
ENSMUSG00000021534	1700001L19Rik	0	0	1	0	0
ENSMUSG00000021536	Adcy2	3	0	0	0	0
ENSMUSG00000021537	Cetn3	1284	1301	941	1348	715
ENSMUSG00000021539	Lect2	0	0	0	1	0
ENSMUSG00000021540	Smad5	1868	1755	1233	326	525
ENSMUSG00000021546	Hnrnpk	23448	23868	21456	27188	23086
ENSMUSG00000021548	Ccnh	981	849	940	1186	840
ENSMUSG00000021549	Rasa1	4603	3280	5906	2284	2667
ENSMUSG00000021550	2210016F16Rik	1481	1331	1262	1654	1170
ENSMUSG00000021552	Gkap1	24	21	16	0	2
ENSMUSG00000021553	Slc28a3	1	0	0	2	0
ENSMUSG00000021555	Naa35	1001	988	1148	740	663
ENSMUSG00000021556	Golm1	1095	996	1438	885	1374
ENSMUSG00000021557	Agtpbp1	888	868	766	391	525
ENSMUSG00000021559	Dapk1	576	547	81	76	331
ENSMUSG00000021565	Slc6a19	2	5	0	8	3
ENSMUSG00000021566	Slc6a19os	0	4	1	0	0
ENSMUSG00000021567	Nkd2	2	3	4	3	1
ENSMUSG00000021569	Trip13	75	39	180	18	31
ENSMUSG00000021572	Cep72	152	121	128	107	103
ENSMUSG00000021573	Tppp	17	47	62	10	0
ENSMUSG00000021575	Ahrr	1	0	10	2	0
ENSMUSG00000021576	Pdcd6	1925	1919	1816	3227	2038
ENSMUSG00000021577	Sdha	8078	8543	6636	9646	10723
ENSMUSG00000021578	Ccdc127	1038	1006	947	665	687
ENSMUSG00000021583	Erap1	7263	6804	5361	1966	3216
ENSMUSG00000021585	Cast	9618	7723	6057	6302	6777
ENSMUSG00000021587	Pcsk1	7	41	27	2	6
ENSMUSG00000021589	Rhobtb3	3	3	0	0	0
ENSMUSG00000021590	Spata9	7	4	13	2	0
ENSMUSG00000021591	Glrx	573	653	3383	593	389
ENSMUSG00000021592	Arsk	350	397	279	196	195
ENSMUSG00000021594	Srd5a1	17	12	19	12	15
ENSMUSG00000021595	Nsun2	4060	4151	3051	2793	3845
ENSMUSG00000021596	Mctp1	62	48	501	129	75
ENSMUSG00000021597	Slf1	437	414	488	321	296
ENSMUSG00000021606	Ndufs6	803	700	561	1304	683
ENSMUSG00000021607	Mrpl36	853	837	537	863	510
ENSMUSG00000021608	Lpcat1	1762	1488	2926	644	985
ENSMUSG00000021609	Slc6a3	0	0	0	1	1
ENSMUSG00000021610	Clptm1l	4014	3918	4035	4112	3865
ENSMUSG00000021611	Tert	79	46	212	38	73
ENSMUSG00000021613	Hapln1	0	0	16	0	0
ENSMUSG00000021614	Vcan	5	1	7	0	0
ENSMUSG00000021615	Xrcc4	557	589	366	370	237
ENSMUSG00000021619	Atg10	148	146	153	292	193
ENSMUSG00000021620	Acot12	1	0	15	0	1
ENSMUSG00000021621	Zcchc9	689	598	771	689	605
ENSMUSG00000021622	Ckmt2	0	0	1	0	0
ENSMUSG00000021624	Cd180	2	2	5	1	0
ENSMUSG00000021629	Slc30a5	2182	2377	1640	1385	1676
ENSMUSG00000021635	Rad17	970	942	897	663	595
ENSMUSG00000021636	Marveld2	104	72	335	75	96
ENSMUSG00000021638	Ocln	1	0	19	1	0
ENSMUSG00000021639	Gtf2h2	505	483	559	809	458
ENSMUSG00000021640	Naip1	0	0	5	0	0
ENSMUSG00000021643	Serf1	13	31	32	17	4
ENSMUSG00000021645	Smn1	565	539	536	321	189
ENSMUSG00000021646	Mccc2	221	240	245	196	221
ENSMUSG00000021647	Cartpt	1	2	0	1	0
ENSMUSG00000021650	Ptcd2	1109	1265	912	1174	842
ENSMUSG00000021660	Btf3	10982	10331	8245	3724	2079
ENSMUSG00000021661	Ankra2	602	580	619	624	446
ENSMUSG00000021662	Arhgef28	0	0	3	1	0
ENSMUSG00000021665	Hexb	1268	1176	926	1031	823
ENSMUSG00000021666	Gfm2	901	1050	1116	445	631
ENSMUSG00000021668	Polk	339	366	734	253	309
ENSMUSG00000021669	Col4a3bp	2190	2021	2991	605	765
ENSMUSG00000021670	Hmgcr	2886	3045	3109	1066	1967
ENSMUSG00000021671	Poc5	578	524	475	276	344
ENSMUSG00000021675	F2rl2	27	22	110	57	47
ENSMUSG00000021676	Iqgap2	4478	4023	2590	1215	1892
ENSMUSG00000021678	F2rl1	2557	2525	1480	333	446
ENSMUSG00000021679	S100z	1	0	3	4	1
ENSMUSG00000021681	Aggf1	2001	1878	2267	1082	1457
ENSMUSG00000021684	Pde8b	30	28	42	12	4
ENSMUSG00000021686	Ap3b1	3271	3539	4338	1708	1798
ENSMUSG00000021687	Scamp1	150	113	345	95	75
ENSMUSG00000021690	Jmy	1137	1239	1170	273	330
ENSMUSG00000021692	Dimt1	328	286	270	818	545
ENSMUSG00000021693	Kif2a	2068	2212	1888	287	246
ENSMUSG00000021694	Ercc8	344	321	296	393	269
ENSMUSG00000021696	Elovl7	125	199	9	34	36
ENSMUSG00000021697	Depdc1b	153	81	87	15	35
ENSMUSG00000021699	Pde4d	2113	2499	1170	200	389
ENSMUSG00000021700	Rab3c	10	11	0	0	0
ENSMUSG00000021701	Plk2	28	32	41	96	36
ENSMUSG00000021703	Serinc5	1165	866	2302	147	538
ENSMUSG00000021704	Mtx3	218	180	369	44	28
ENSMUSG00000021706	Zfyve16	733	670	964	329	362
ENSMUSG00000021707	Dhfr	352	170	408	152	106
ENSMUSG00000021708	Rasgrf2	285	307	212	31	64
ENSMUSG00000021709	Erbb2ip	11311	11297	12909	1812	2870
ENSMUSG00000021710	Nln	313	362	458	177	175
ENSMUSG00000021711	Trappc13	1171	997	1114	1087	919
ENSMUSG00000021712	Trim23	866	989	861	383	434
ENSMUSG00000021713	Ppwd1	427	453	466	188	100
ENSMUSG00000021714	Cenpk	54	21	75	35	32
ENSMUSG00000021715	Cwc27	461	390	400	422	319
ENSMUSG00000021716	Srek1ip1	463	500	528	175	109
ENSMUSG00000021718	4933425L06Rik	0	1	0	0	0
ENSMUSG00000021719	Rgs7bp	1	0	0	0	0
ENSMUSG00000021720	Rnf180	0	0	1	0	0
ENSMUSG00000021725	Parp8	1025	1185	1167	329	419
ENSMUSG00000021728	Emb	4937	7962	5005	4008	2826
ENSMUSG00000021730	Hcn1	2	3	0	3	0
ENSMUSG00000021731	Mrps30	715	762	629	994	591
ENSMUSG00000021733	Slc4a7	1574	1359	5000	651	668
ENSMUSG00000021737	Psmd6	1957	1693	1474	2250	1704
ENSMUSG00000021738	Atxn7	1536	1641	2303	366	730
ENSMUSG00000021741	Gm5457	0	1	0	0	0
ENSMUSG00000021743	Fezf2	1	0	0	0	0
ENSMUSG00000021745	Ptprg	2	3	0	0	0
ENSMUSG00000021747	4930452B06Rik	9	6	67	4	1
ENSMUSG00000021748	Pdhb	2178	2298	1582	3424	2622
ENSMUSG00000021752	Kctd6	244	266	126	301	263
ENSMUSG00000021754	Map3k1	4492	5452	3834	1377	1377
ENSMUSG00000021756	Il6st	12700	12908	7859	1914	5994
ENSMUSG00000021758	Ddx4	1	3	4	0	0
ENSMUSG00000021759	Plpp1	11	6	177	38	10
ENSMUSG00000021764	Ndufs4	1405	1392	1010	1522	935
ENSMUSG00000021765	Fst	2	1	1	2	0
ENSMUSG00000021767	Kat6b	1380	1593	1284	325	357
ENSMUSG00000021768	Dusp13	0	1	0	3	0
ENSMUSG00000021770	Samd8	671	652	555	319	305
ENSMUSG00000021771	Vdac2	4080	3933	3095	3397	2478
ENSMUSG00000021772	Nkiras1	189	216	235	313	206
ENSMUSG00000021773	Comtd1	21	18	31	50	51
ENSMUSG00000021774	Ube2e1	623	661	602	556	428
ENSMUSG00000021775	Nr1d2	854	1102	2175	550	850
ENSMUSG00000021779	Thrb	84	91	90	33	60
ENSMUSG00000021782	Dlg5	8	5	63	0	0
ENSMUSG00000021785	Ngly1	2347	2733	1989	2581	2298
ENSMUSG00000021786	Oxsm	483	544	668	88	118
ENSMUSG00000021792	Fam213a	207	274	154	113	113
ENSMUSG00000021794	Glud1	7176	6995	6377	3439	3845
ENSMUSG00000021796	Bmpr1a	111	66	275	5	29
ENSMUSG00000021803	Cdhr1	2	0	1	1	0
ENSMUSG00000021806	Nid2	2	1	274	0	6
ENSMUSG00000021807	2700060E02Rik	3157	2863	2798	1493	888
ENSMUSG00000021809	Nudt13	176	173	165	124	116
ENSMUSG00000021810	Ecd	1547	1695	1364	1507	1569
ENSMUSG00000021811	Dnajc9	2659	2505	2661	3421	2174
ENSMUSG00000021814	Anxa7	1116	1407	1900	869	823
ENSMUSG00000021815	Mss51	63	38	51	34	18
ENSMUSG00000021816	Ppp3cb	4700	4648	4255	580	696
ENSMUSG00000021819	Zswim8	2076	1811	3016	244	655
ENSMUSG00000021820	Camk2g	1333	1350	1525	131	128
ENSMUSG00000021822	Plau	0	0	14	0	0
ENSMUSG00000021823	Vcl	54	47	124	13	20
ENSMUSG00000021824	Ap3m1	1241	1307	1169	1024	1011
ENSMUSG00000021830	Txndc16	928	848	747	282	448
ENSMUSG00000021831	Ero1l	1780	1785	2141	692	901
ENSMUSG00000021832	Psmc6	2333	2200	2068	2139	1343
ENSMUSG00000021838	Samd4	3	0	2	0	0
ENSMUSG00000021840	Mapk1ip1l	4921	4888	3644	860	1254
ENSMUSG00000021843	Ktn1	1093	820	1367	708	626
ENSMUSG00000021846	Peli2	102	20	179	32	21
ENSMUSG00000021866	Anxa11	1854	2024	2274	137	454
ENSMUSG00000021868	Ppif	891	908	692	641	617
ENSMUSG00000021870	Slmap	2929	2487	2710	669	1091
ENSMUSG00000021871	Pnp	628	544	998	432	289
ENSMUSG00000021874	4933413J09Rik	3	0	1	4	1
ENSMUSG00000021876	Rnase4	36	26	514	39	29
ENSMUSG00000021877	Arf4	3405	3234	3193	4720	3271
ENSMUSG00000021879	Dnah12	8	9	3	1	2
ENSMUSG00000021880	Rnase6	9	9	9	4	17
ENSMUSG00000021884	Hacl1	260	298	322	297	302
ENSMUSG00000021886	Gpr65	2474	1832	1996	2010	1685
ENSMUSG00000021890	Eaf1	1844	1826	2295	469	1092
ENSMUSG00000021891	Mettl6	683	668	806	607	529
ENSMUSG00000021892	Sh3bp5	4062	2527	1338	3177	3719
ENSMUSG00000021893	Capn7	1764	1660	2091	1527	1977
ENSMUSG00000021895	Arhgef3	7442	8137	10776	3886	5292
ENSMUSG00000021898	Asb14	6	5	11	2	2
ENSMUSG00000021900	Btd	478	427	613	475	355
ENSMUSG00000021901	Bap1	2288	2335	1996	1596	2888
ENSMUSG00000021902	Phf7	309	289	260	272	212
ENSMUSG00000021903	Galnt15	0	0	0	1	0
ENSMUSG00000021904	Sema3g	0	1	0	0	0
ENSMUSG00000021905	Dph3	443	494	468	389	253
ENSMUSG00000021906	Oxnad1	313	330	302	251	217
ENSMUSG00000021910	Nisch	3847	3470	4753	3346	4100
ENSMUSG00000021911	Parg	2398	2569	2314	1074	1647
ENSMUSG00000021913	Ogdhl	9	5	2	0	0
ENSMUSG00000021916	Glt8d1	121	105	181	140	142
ENSMUSG00000021917	Spcs1	2040	1859	1763	2353	1339
ENSMUSG00000021918	Nek4	150	156	260	57	94
ENSMUSG00000021919	Chat	1	1	0	0	0
ENSMUSG00000021922	Itih4	2	0	0	0	0
ENSMUSG00000021927	Gm5803	1	4	2	0	0
ENSMUSG00000021928	Ebpl	286	266	398	380	227
ENSMUSG00000021929	Kpna3	2154	2216	2457	919	1085
ENSMUSG00000021930	Spryd7	296	304	310	513	313
ENSMUSG00000021932	Rnaseh2b	538	463	604	306	251
ENSMUSG00000021933	Gucy1b2	2	3	0	1	0
ENSMUSG00000021936	Mapk8	1077	1118	975	235	122
ENSMUSG00000021938	Pspc1	976	914	895	418	343
ENSMUSG00000021939	Ctsb	6368	6347	11479	6838	5539
ENSMUSG00000021944	Gata4	1	0	0	0	0
ENSMUSG00000021945	Zmym2	3840	4240	3848	1158	1850
ENSMUSG00000021947	Cryl1	523	337	436	514	436
ENSMUSG00000021948	Prkcd	1485	1272	2052	1412	1680
ENSMUSG00000021951	Eef1akmt1	1091	636	516	2315	1283
ENSMUSG00000021952	Xpo4	1583	1513	1456	449	761
ENSMUSG00000021953	Tdh	1	0	0	1	0
ENSMUSG00000021957	Tkt	6266	5142	5060	2344	3066
ENSMUSG00000021958	Pinx1	370	312	259	197	135
ENSMUSG00000021959	Lats2	3327	3550	3781	984	2483
ENSMUSG00000021961	4930578I06Rik	0	0	0	2	0
ENSMUSG00000021962	Dcp1a	2455	2422	2156	386	1238
ENSMUSG00000021963	Sap18	1855	1754	1420	1494	1044
ENSMUSG00000021965	Ska3	77	38	114	23	31
ENSMUSG00000021966	Prss52	0	0	1	0	0
ENSMUSG00000021967	Mrpl57	556	515	362	826	399
ENSMUSG00000021969	Zdhhc20	7829	7151	6968	6875	5629
ENSMUSG00000021972	Hmbox1	1320	1308	995	295	340
ENSMUSG00000021973	Micu2	2732	2615	3016	2301	1720
ENSMUSG00000021974	Fgf9	0	0	0	0	2
ENSMUSG00000021975	Ints9	1422	1346	1235	717	821
ENSMUSG00000021978	Extl3	2763	2888	2779	297	1141
ENSMUSG00000021981	Cab39l	1608	1650	1258	1162	1280
ENSMUSG00000021982	Cdadc1	497	444	439	525	509
ENSMUSG00000021983	Atp8a2	54	50	21	8	55
ENSMUSG00000021986	Amer2	0	2	0	0	0
ENSMUSG00000021987	Mtmr6	2821	2906	2784	1394	2202
ENSMUSG00000021990	Spata13	7310	9054	10298	1478	3759
ENSMUSG00000021991	Cacna2d3	1	3	0	0	0
ENSMUSG00000021993	Mipep	476	424	421	265	332
ENSMUSG00000021994	Wnt5a	0	1	0	0	0
ENSMUSG00000021996	Esd	2119	1983	2003	1489	771
ENSMUSG00000021997	Lrrc63	0	1	0	0	0
ENSMUSG00000021998	Lcp1	43830	48736	54438	18560	25403
ENSMUSG00000022000	Zc3h13	2223	2352	2457	1176	1067
ENSMUSG00000022003	Slc25a30	876	831	637	157	172
ENSMUSG00000022008	Gpalpp1	2223	2434	1814	473	687
ENSMUSG00000022009	Nufip1	842	831	604	801	590
ENSMUSG00000022010	Tsc22d1	816	524	527	82	116
ENSMUSG00000022012	Enox1	2	4	7	0	3
ENSMUSG00000022013	Dnajc15	770	901	664	1106	620
ENSMUSG00000022014	Epsti1	5068	4028	3939	1920	1577
ENSMUSG00000022015	Tnfsf11	301	288	2261	355	239
ENSMUSG00000022016	Akap11	3150	3521	3015	578	894
ENSMUSG00000022018	Rgcc	420	583	134	457	269
ENSMUSG00000022019	Tdrd3	615	674	642	409	457
ENSMUSG00000022020	Naa16	897	734	1101	995	893
ENSMUSG00000022021	Diaph3	263	115	518	18	23
ENSMUSG00000022022	Mtrf1	62	67	87	86	56
ENSMUSG00000022023	Wbp4	1227	1167	1084	838	536
ENSMUSG00000022024	Sugt1	1942	2200	1764	1454	898
ENSMUSG00000022025	Lect1	0	0	0	2	1
ENSMUSG00000022031	Elp3	1886	2019	1603	1034	1332
ENSMUSG00000022032	Scara5	0	0	0	2	0
ENSMUSG00000022033	Pbk	118	30	144	15	53
ENSMUSG00000022034	Esco2	174	65	211	12	19
ENSMUSG00000022035	Ccdc25	1002	1049	987	775	616
ENSMUSG00000022037	Clu	4	1	1	49	0
ENSMUSG00000022039	Adam2	0	0	0	0	2
ENSMUSG00000022040	Ephx2	0	0	2	0	0
ENSMUSG00000022041	Chrna2	5	8	7	4	6
ENSMUSG00000022043	Trim35	2454	2544	3553	1507	2466
ENSMUSG00000022044	Stmn4	10	9	2	0	0
ENSMUSG00000022048	Dpysl2	842	824	836	926	766
ENSMUSG00000022051	Bnip3l	5010	5590	4668	3161	2376
ENSMUSG00000022052	Ppp2r2a	3135	3213	2748	3376	2964
ENSMUSG00000022054	Nefm	89	63	6	0	0
ENSMUSG00000022055	Nefl	14	25	0	0	0
ENSMUSG00000022057	Adamdec1	0	0	2	0	0
ENSMUSG00000022064	Pibf1	281	307	345	295	232
ENSMUSG00000022066	Gm21685	1	0	0	0	0
ENSMUSG00000022070	Bora	259	194	291	254	258
ENSMUSG00000022074	Tnfrsf10b	93	140	246	51	29
ENSMUSG00000022075	Rhobtb2	2177	2462	1568	327	1021
ENSMUSG00000022076	Klhl1	0	0	0	1	0
ENSMUSG00000022089	Bin3	1214	1175	1191	1498	1171
ENSMUSG00000022090	Pdlim2	2163	2043	2022	1831	1409
ENSMUSG00000022091	Sorbs3	26	24	86	13	18
ENSMUSG00000022092	Ppp3cc	1417	1709	1487	1697	1443
ENSMUSG00000022094	Slc39a14	863	968	707	201	491
ENSMUSG00000022095	Fam160b2	941	920	1146	591	1216
ENSMUSG00000022096	Hr	7	0	2	0	0
