id	sym	gfp_plus_1	gfp_plus_2	gfp_plus_3	gfp_minus_1	gfp_minus_2	gfp_minus_3
ENSMUSG00000029414	Kntc1	148	77	139	620	237	424
ENSMUSG00000029415	Sdad1	700	489	611	571	665	375
ENSMUSG00000029416	Slc15a4	2430	2219	2629	2370	1594	2015
ENSMUSG00000029417	Cxcl9	456	237	677	33	99	13
ENSMUSG00000029419	Gm996	3	0	5	3	0	5
ENSMUSG00000029420	Rimbp2	46	22	32	2	6	5
ENSMUSG00000029422	Rsrc2	2875	2176	2658	2250	888	1656
ENSMUSG00000029423	Piwil1	0	0	0	0	2	0
ENSMUSG00000029426	Scarb2	7309	5678	6444	5014	3415	4054
ENSMUSG00000029427	Zcchc8	1006	802	1025	706	273	593
ENSMUSG00000029428	Stx2	707	697	669	1042	725	832
ENSMUSG00000029430	Ran	289	179	338	208	226	147
ENSMUSG00000029432	Gbas	581	479	584	296	182	265
ENSMUSG00000029433	Diablo	785	675	919	720	409	442
ENSMUSG00000029434	Vps33a	2554	1991	2596	1433	792	1462
ENSMUSG00000029436	Mmp17	19	13	13	5	15	3
ENSMUSG00000029438	Bcl7a	1206	903	840	747	293	417
ENSMUSG00000029439	Sfswap	3222	2734	2846	3025	1143	1923
ENSMUSG00000029440	Psmd9	201	212	265	224	57	126
ENSMUSG00000029442	Wdr66	24	32	13	9	15	10
ENSMUSG00000029445	Hpd	0	3	2	3	0	0
ENSMUSG00000029446	Psph	246	98	179	85	122	99
ENSMUSG00000029447	Cct6a	1077	608	925	596	298	430
ENSMUSG00000029449	Rhof	78	49	127	73	29	40
ENSMUSG00000029452	Tmem116	234	173	186	190	42	91
ENSMUSG00000029454	Mapkapk5	48	36	31	60	8	24
ENSMUSG00000029455	Aldh2	1826	1240	2314	215	357	247
ENSMUSG00000029456	Acad10	278	241	318	231	205	142
ENSMUSG00000029458	Brap	1013	672	863	746	562	455
ENSMUSG00000029461	Fam168a	2334	2053	2837	2341	1439	2146
ENSMUSG00000029462	Vps29	1424	1227	1612	862	593	688
ENSMUSG00000029463	Fam216a	32	49	25	47	6	24
ENSMUSG00000029464	Gpn3	310	219	249	121	51	97
ENSMUSG00000029465	Arpc3	1498	795	1531	600	393	304
ENSMUSG00000029466	Anapc7	381	272	419	291	192	272
ENSMUSG00000029467	Atp2a2	4456	3472	4511	3339	1324	2870
ENSMUSG00000029468	P2rx7	10410	8861	11029	8915	4979	6576
ENSMUSG00000029469	Ift81	171	140	144	83	74	55
ENSMUSG00000029470	P2rx4	6147	5538	6521	2576	2348	1770
ENSMUSG00000029471	Camkk2	1836	1384	1960	2066	896	1659
ENSMUSG00000029472	Anapc5	1913	1478	1751	1495	758	1132
ENSMUSG00000029474	Rnf34	403	464	462	496	168	271
ENSMUSG00000029475	Kdm2b	1549	1263	1389	1826	767	1484
ENSMUSG00000029477	Morn3	21	13	34	23	58	18
ENSMUSG00000029478	Ncor2	8016	9722	11969	9669	4592	7943
ENSMUSG00000029480	Dhx37	288	267	324	285	114	174
ENSMUSG00000029482	Aacs	157	89	126	92	32	65
ENSMUSG00000029484	Anxa3	2883	2822	2676	3850	1135	2936
ENSMUSG00000029486	Mrpl1	227	246	280	176	87	155
ENSMUSG00000029490	Mfsd7a	113	53	118	62	39	35
ENSMUSG00000029491	Pde6b	92	57	71	66	33	51
ENSMUSG00000029499	Pxmp2	6	23	18	10	9	13
ENSMUSG00000029500	Pgam5	31	28	49	26	7	17
ENSMUSG00000029501	Ankle2	1930	1478	1757	1361	1225	1319
ENSMUSG00000029502	Golga3	2083	1477	1795	1175	578	987
ENSMUSG00000029503	P2rx2	1	0	0	0	2	0
ENSMUSG00000029504	Ddx51	550	408	572	359	163	345
ENSMUSG00000029505	Ep400	6955	6208	7365	5986	2786	4614
ENSMUSG00000029507	Pus1	60	75	62	55	26	33
ENSMUSG00000029510	Gpc2	303	414	308	327	197	257
ENSMUSG00000029512	Ulk1	2956	2284	3260	2223	1169	2016
ENSMUSG00000029513	Prkab1	919	972	1070	1620	1145	1427
ENSMUSG00000029516	Cit	494	257	433	183	201	117
ENSMUSG00000029517	Ankrd7	8	3	1	4	3	0
ENSMUSG00000029518	Rab35	320	229	361	358	251	372
ENSMUSG00000029521	Chek2	180	124	229	123	98	78
ENSMUSG00000029524	Sirt4	203	103	123	120	41	67
ENSMUSG00000029526	1700123K08Rik	0	0	0	2	0	0
ENSMUSG00000029528	Pxn	7578	5029	8461	4620	2929	3606
ENSMUSG00000029530	Ccr9	78	75	89	93	51	64
ENSMUSG00000029534	St7	469	487	521	202	138	136
ENSMUSG00000029535	Triap1	105	113	178	78	48	71
ENSMUSG00000029536	Gatc	782	576	990	615	612	792
ENSMUSG00000029538	Srsf9	317	328	523	352	245	282
ENSMUSG00000029541	Cyp2w1	0	1	11	5	2	1
ENSMUSG00000029544	Cabp1	27	7	12	1	0	2
ENSMUSG00000029545	Acads	116	135	148	165	103	113
ENSMUSG00000029546	Uncx	2	1	0	0	1	2
ENSMUSG00000029547	Ints1	1319	1285	1540	1289	566	967
ENSMUSG00000029550	Sppl3	1400	974	1109	1082	610	968
ENSMUSG00000029551	Psmg3	30	26	22	18	24	20
ENSMUSG00000029552	Tes	847	463	876	280	225	284
ENSMUSG00000029553	Tfec	268	242	284	69	44	2
ENSMUSG00000029554	Mad1l1	318	271	340	273	145	155
ENSMUSG00000029556	Hnf1a	61	27	20	58	8	25
ENSMUSG00000029557	Ftsj2	39	18	69	33	38	15
ENSMUSG00000029559	2210016L21Rik	296	208	415	194	221	186
ENSMUSG00000029560	Snx8	2403	1664	2089	974	471	375
ENSMUSG00000029561	Oasl2	6707	4500	6132	887	1187	576
ENSMUSG00000029563	Foxp2	17	4	4	9	10	3
ENSMUSG00000029564	4930519G04Rik	2	1	2	0	1	0
ENSMUSG00000029569	Tmem168	470	299	389	326	164	256
ENSMUSG00000029570	Lfng	994	723	1056	1113	338	805
ENSMUSG00000029571	Tmem106b	953	889	1279	955	486	992
ENSMUSG00000029575	Mmab	225	267	217	147	61	120
ENSMUSG00000029576	Radil	3	1	16	1	56	1
ENSMUSG00000029577	Ube3b	1421	1248	1649	1191	634	1040
ENSMUSG00000029578	Wipi2	724	709	723	950	600	664
ENSMUSG00000029580	Actb	31672	18235	32954	17308	16611	16403
ENSMUSG00000029581	Fscn1	547	338	858	4169	2030	3805
ENSMUSG00000029586	Spdye4b	0	0	1	1	2	2
ENSMUSG00000029587	Zfp12	370	327	336	542	170	316
ENSMUSG00000029591	Ung	47	35	30	16	2	17
ENSMUSG00000029592	Usp30	632	748	775	351	206	410
ENSMUSG00000029594	Rbm19	464	333	478	409	271	282
ENSMUSG00000029595	Lhx5	0	3	0	0	0	0
ENSMUSG00000029596	Sdsl	0	4	5	1	0	0
ENSMUSG00000029597	Sds	4	3	4	8	1	2
ENSMUSG00000029598	Plbd2	1533	1497	1745	1106	738	963
ENSMUSG00000029599	Ddx54	370	284	449	252	168	240
ENSMUSG00000029600	Rita1	17	53	23	48	22	16
ENSMUSG00000029601	Iqcd	19	10	19	13	6	10
ENSMUSG00000029602	Rasal1	13	2	7	4	13	0
ENSMUSG00000029603	Dtx1	13	8	26	4	5	3
ENSMUSG00000029605	Oas1b	343	275	270	131	65	62
ENSMUSG00000029607	Ankrd61	175	95	168	117	36	61
ENSMUSG00000029608	Rph3a	131	44	160	66	69	50
ENSMUSG00000029610	Aimp2	59	47	81	60	23	23
ENSMUSG00000029613	Eif2ak1	1286	1009	1490	946	1325	868
ENSMUSG00000029614	Rpl6	1064	845	1326	706	412	592
ENSMUSG00000029616	Erp29	1639	1201	1996	1163	1072	937
ENSMUSG00000029617	Ccz1	1094	845	1133	886	452	701
ENSMUSG00000029621	Arpc1a	672	412	561	365	261	330
ENSMUSG00000029622	Arpc1b	5827	4394	6704	4149	1740	3337
ENSMUSG00000029623	Pdap1	867	701	768	762	397	610
ENSMUSG00000029624	Ptcd1	359	361	467	319	537	276
ENSMUSG00000029625	Cpsf4	541	402	422	334	189	274
ENSMUSG00000029627	Zkscan14	102	98	142	76	71	89
ENSMUSG00000029629	Phf14	3138	2661	3008	3484	1451	2860
ENSMUSG00000029632	Ndufa4	133	116	145	73	26	75
ENSMUSG00000029633	Gm5578	2	3	2	3	3	2
ENSMUSG00000029634	Rnf6	528	456	547	327	195	326
ENSMUSG00000029635	Cdk8	2096	1558	1851	1698	694	1048
ENSMUSG00000029636	Wasf3	52	32	77	24	12	25
ENSMUSG00000029638	Glcci1	221	154	116	81	55	38
ENSMUSG00000029640	Usp12	2270	2033	1983	1306	1873	1132
ENSMUSG00000029641	Rasl11a	13	2	29	2	6	1
ENSMUSG00000029642	Polr1d	364	265	370	249	223	237
ENSMUSG00000029647	Pan3	10514	9361	10777	8336	3919	6076
ENSMUSG00000029648	Flt1	1000	695	1146	203	300	234
ENSMUSG00000029649	Pomp	1020	803	1092	1020	446	785
ENSMUSG00000029650	Slc46a3	694	612	854	860	406	813
ENSMUSG00000029651	Mtus2	79	67	80	89	85	68
ENSMUSG00000029655	N4bp2l2	3192	2644	3405	2503	1530	2538
ENSMUSG00000029657	Hsph1	56325	46727	52578	18549	8172	10064
ENSMUSG00000029658	Wdr95	490	366	429	237	86	106
ENSMUSG00000029659	Medag	0	0	13	0	0	0
ENSMUSG00000029661	Col1a2	24	8	15	4	4	10
ENSMUSG00000029669	Tspan12	6	0	10	0	16	1
ENSMUSG00000029670	Ing3	474	377	536	224	148	223
ENSMUSG00000029671	Wnt16	8	2	11	9	2	0
ENSMUSG00000029672	Fam3c	999	889	1175	458	198	297
ENSMUSG00000029673	Auts2	81	55	131	34	47	27
ENSMUSG00000029674	Limk1	1499	1255	1269	1685	800	1135
ENSMUSG00000029675	Eln	5	6	12	4	31	8
ENSMUSG00000029676	Pot1a	1015	887	933	747	434	661
ENSMUSG00000029678	Hyal5	36	0	8	51	9	38
ENSMUSG00000029679	Hyal6	2	1	0	22	2	21
ENSMUSG00000029680	Hyal4	14	1	6	41	0	29
ENSMUSG00000029681	Bcl7b	280	154	200	213	84	130
ENSMUSG00000029682	Spam1	3	0	2	22	4	27
ENSMUSG00000029683	Lmod2	0	2	25	0	1	0
ENSMUSG00000029684	Wasl	1577	1175	1784	1186	634	1018
ENSMUSG00000029685	Asb15	2	8	8	0	6	1
ENSMUSG00000029686	Cul1	2122	1862	1741	2235	622	1568
ENSMUSG00000029687	Ezh2	591	308	490	294	190	172
ENSMUSG00000029695	Aass	13	1	2	0	23	2
ENSMUSG00000029697	Fezf1	0	2	1	0	0	1
ENSMUSG00000029699	Ssc4d	10	9	26	10	4	5
ENSMUSG00000029700	Slc13a1	9	7	1	1	0	0
ENSMUSG00000029701	Rbm28	1547	1082	1331	992	631	606
ENSMUSG00000029703	Lrwd1	493	386	528	466	250	327
ENSMUSG00000029705	Cux1	6954	5637	7888	7971	4715	6961
ENSMUSG00000029707	Fscn3	1	0	2	0	0	1
ENSMUSG00000029708	Gcc1	157	119	225	178	77	76
ENSMUSG00000029710	Ephb4	29	18	87	4	55	5
ENSMUSG00000029712	Actl6b	4	5	7	3	4	5
ENSMUSG00000029713	Gnb2	401	282	555	454	316	313
ENSMUSG00000029714	Gigyf1	1311	890	1379	1084	574	735
ENSMUSG00000029715	Pop7	24	9	32	8	5	20
ENSMUSG00000029716	Tfr2	9	3	10	0	1	1
ENSMUSG00000029718	Pcolce	195	260	209	238	141	199
ENSMUSG00000029720	Gm20605	2	1	4	4	0	1
ENSMUSG00000029722	Agfg2	388	245	446	363	189	275
ENSMUSG00000029723	Tsc22d4	1497	1110	1489	1484	992	1415
ENSMUSG00000029725	Ppp1r35	69	56	67	50	15	17
ENSMUSG00000029726	Mepce	559	487	635	614	558	483
ENSMUSG00000029727	Cyp3a13	16	5	0	2	1	1
ENSMUSG00000029729	Zkscan1	1228	880	975	831	674	800
ENSMUSG00000029730	Mcm7	278	230	380	214	145	224
ENSMUSG00000029735	Tpk1	325	362	317	106	70	97
ENSMUSG00000029752	Asns	48	30	42	3	11	4
ENSMUSG00000029754	Dlx6	11	0	0	6	2	0
ENSMUSG00000029755	Dlx5	18	2	0	1	4	0
ENSMUSG00000029757	Dync1i1	6	7	7	1	0	4
ENSMUSG00000029759	Pon3	1666	1604	1302	1246	683	1255
ENSMUSG00000029761	Cald1	47	26	81	28	38	26
ENSMUSG00000029762	Akr1b8	24	7	4	2	3	10
ENSMUSG00000029763	Exoc4	3558	3165	3091	2990	1221	2023
ENSMUSG00000029765	Plxna4	4441	3926	4755	10366	3563	8984
ENSMUSG00000029767	Calu	598	750	730	751	329	676
ENSMUSG00000029769	Ccdc136	31	3	13	6	65	5
ENSMUSG00000029771	Irf5	3073	2618	3391	3461	1388	2578
ENSMUSG00000029772	Ahcyl2	2491	1767	2180	1221	1012	893
ENSMUSG00000029775	Klhdc10	1004	836	887	741	525	751
ENSMUSG00000029776	Hibadh	904	768	755	516	394	453
ENSMUSG00000029777	Gars	556	394	562	424	265	387
ENSMUSG00000029778	Adcyap1r1	64	29	61	33	69	34
ENSMUSG00000029780	Nt5c3	538	346	330	163	59	120
ENSMUSG00000029781	Fkbp9	261	232	208	195	92	124
ENSMUSG00000029782	Tmem209	825	527	503	585	394	525
ENSMUSG00000029787	Avl9	2290	1874	1982	1735	920	1447
ENSMUSG00000029788	Cpa5	0	0	0	0	2	0
ENSMUSG00000029790	Cep41	330	167	250	162	77	140
ENSMUSG00000029797	Sspo	31	34	42	105	45	50
ENSMUSG00000029798	Herc6	1916	1362	1501	1087	570	688
ENSMUSG00000029802	Abcg2	370	337	352	712	267	502
ENSMUSG00000029804	Herc3	704	619	649	486	129	356
ENSMUSG00000029810	Tmem176b	6862	7039	8581	1436	1528	1600
ENSMUSG00000029811	Aoc1	0	7	0	0	0	0
ENSMUSG00000029814	Igf2bp3	436	430	669	308	156	236
ENSMUSG00000029815	Malsu1	262	296	329	214	79	218
ENSMUSG00000029816	Gpnmb	668	897	849	22	97	17
ENSMUSG00000029817	Tra2a	5613	4177	5469	3382	2009	2305
ENSMUSG00000029819	Npy	10	1	3	1	68	2
ENSMUSG00000029821	Dfna5	1179	856	1000	1154	483	810
ENSMUSG00000029822	Osbpl3	1177	885	1164	309	198	255
ENSMUSG00000029823	Luc7l2	8686	6885	8066	6154	2676	4062
ENSMUSG00000029826	Zc3hav1	4419	3117	4425	2100	1120	1459
ENSMUSG00000029828	4921507P07Rik	56	48	72	47	20	37
ENSMUSG00000029830	Svopl	0	2	0	2	50	1
ENSMUSG00000029832	Nfe2l3	395	402	538	353	163	362
ENSMUSG00000029833	Trim24	1620	1336	1654	1278	708	1041
ENSMUSG00000029836	Cbx3	397	252	250	311	100	172
ENSMUSG00000029837	1700111E14Rik	20	1	4	2	5	3
ENSMUSG00000029838	Ptn	194	46	188	30	43	36
ENSMUSG00000029840	Mtpn	2137	1545	2476	949	597	922
ENSMUSG00000029843	Slc13a4	6	5	37	21	29	22
ENSMUSG00000029844	Hoxa1	0	3	0	0	0	0
ENSMUSG00000029847	2010107G12Rik	4	21	5	8	14	1
ENSMUSG00000029851	Tcaf2	3	1	0	0	1	0
ENSMUSG00000029859	Epha1	384	272	457	344	113	239
ENSMUSG00000029860	Zyx	3158	1992	4217	1619	1295	1437
ENSMUSG00000029861	Fam131b	4	1	7	3	3	18
ENSMUSG00000029862	Clcn1	17	20	20	6	2	3
ENSMUSG00000029863	Casp2	703	611	631	521	289	387
ENSMUSG00000029864	Gstk1	90	43	62	69	15	25
ENSMUSG00000029867	1700034O15Rik	0	0	0	0	4	0
ENSMUSG00000029868	Trpv6	0	3	3	0	24	0
ENSMUSG00000029869	Ephb6	8	1	27	7	3	23
ENSMUSG00000029878	Dbpht2	0	2	2	0	1	9
ENSMUSG00000029882	2210010C04Rik	0	0	8	0	1	0
ENSMUSG00000029909	Prss37	4	25	20	12	10	0
ENSMUSG00000029910	Mad2l1	160	114	204	55	176	33
ENSMUSG00000029911	Ssbp1	1726	1316	1399	879	605	746
ENSMUSG00000029913	Prdm5	42	37	52	23	6	21
ENSMUSG00000029915	Clec5a	771	782	779	742	401	543
ENSMUSG00000029916	Agk	519	595	569	399	192	384
ENSMUSG00000029917	C130060K24Rik	0	0	1	5	1	0
ENSMUSG00000029918	Mrps33	72	109	59	94	33	83
ENSMUSG00000029919	Hpgds	26472	27089	25859	28538	13390	23920
ENSMUSG00000029920	Smarcad1	1364	1047	1048	1167	372	947
ENSMUSG00000029922	Mkrn1	1221	871	1318	915	281	838
ENSMUSG00000029923	Rab19	9	1	7	10	16	5
ENSMUSG00000029924	Slc37a3	532	285	426	381	251	308
ENSMUSG00000029925	Tbxas1	11797	10521	11030	7893	4346	5903
ENSMUSG00000029992	Gfpt1	1737	1217	1949	1526	539	1151
ENSMUSG00000029993	Nfu1	491	363	481	333	255	310
ENSMUSG00000029994	Anxa4	646	529	632	207	173	122
ENSMUSG00000029998	Pcyox1	1170	732	916	521	289	301
ENSMUSG00000029999	Tgfa	1241	1337	1745	3515	2766	3990
ENSMUSG00000030000	Add2	33	18	34	28	14	13
ENSMUSG00000030002	Dusp11	6251	4676	6917	4070	2886	3753
ENSMUSG00000030004	Nat8	0	0	0	0	1	3
ENSMUSG00000030007	Cct7	1127	907	1282	658	598	430
ENSMUSG00000030008	Pradc1	78	98	182	40	47	99
ENSMUSG00000030016	Zfp638	4381	4301	4520	3819	1760	3053
ENSMUSG00000030019	Fbxl14	553	411	643	393	228	392
ENSMUSG00000030020	Prickle2	35	18	53	18	24	21
ENSMUSG00000030022	Adamts9	29	3	11	1	10	1
ENSMUSG00000030029	Lrig1	218	168	179	122	66	63
ENSMUSG00000030030	1700003E16Rik	2	3	1	0	1	0
ENSMUSG00000030031	Kbtbd8	148	96	73	146	86	114
ENSMUSG00000030032	Wdr54	17	7	20	0	4	4
ENSMUSG00000030034	Ino80b	46	49	45	47	35	36
ENSMUSG00000030035	Wbp1	254	297	302	319	343	257
ENSMUSG00000030036	Mogs	168	183	230	187	80	164
ENSMUSG00000030041	M1ap	144	114	141	130	42	110
ENSMUSG00000030042	Pole4	248	174	177	135	55	77
ENSMUSG00000030043	Tacr1	0	2	0	3	2	2
ENSMUSG00000030045	Mrpl19	183	134	156	69	60	88
ENSMUSG00000030046	Bmp10	0	0	2	9	3	5
ENSMUSG00000030047	Arhgap25	4098	3356	4027	3539	2100	2346
ENSMUSG00000030048	Gkn3	2	1	3	0	0	0
ENSMUSG00000030051	Aplf	184	162	191	126	61	112
ENSMUSG00000030054	Gp9	6	6	10	112	58	74
ENSMUSG00000030055	Rab43	457	326	558	223	96	149
ENSMUSG00000030056	Isy1	2603	1254	2366	442	399	308
ENSMUSG00000030057	Cnbp	3868	2513	4381	2025	690	1495
ENSMUSG00000030058	Copg1	1290	855	1186	1179	597	763
ENSMUSG00000030059	Tmf1	2049	1715	1954	1463	623	1396
ENSMUSG00000030060	Hmces	659	422	805	304	279	298
ENSMUSG00000030061	Uba3	746	736	879	631	265	546
ENSMUSG00000030062	Rpn1	694	543	900	669	364	451
ENSMUSG00000030064	Frmd4b	15522	13615	14109	16133	8569	11286
ENSMUSG00000030067	Foxp1	3083	2249	3509	1602	1272	1528
ENSMUSG00000030068	Gm20696	1081	820	1074	424	415	328
ENSMUSG00000030069	Prok2	1	1	3	0	1	2
ENSMUSG00000030074	Gxylt2	1	3	3	0	107	0
ENSMUSG00000030075	Cntn3	8	0	22	1	1	1
ENSMUSG00000030077	Chl1	19	15	84	13	9	6
ENSMUSG00000030079	Ruvbl1	87	81	73	97	36	74
ENSMUSG00000030082	Sec61a1	1035	820	937	995	474	796
ENSMUSG00000030083	Abtb1	934	904	1030	913	428	672
ENSMUSG00000030084	Plxna1	1559	1495	1823	238	361	185
ENSMUSG00000030086	Chchd6	69	24	44	11	16	15
ENSMUSG00000030087	Klf15	0	7	5	37	4	1
ENSMUSG00000030088	Aldh1l1	17	17	29	32	6	9
ENSMUSG00000030089	Slc41a3	194	169	225	119	74	135
ENSMUSG00000030091	Nup210	1361	941	1612	473	384	438
ENSMUSG00000030092	Cntn6	2	3	4	2	2	1
ENSMUSG00000030093	Wnt7a	0	1	2	0	0	0
ENSMUSG00000030094	Xpc	331	237	301	228	178	179
ENSMUSG00000030095	Tmem43	519	462	681	436	366	406
ENSMUSG00000030096	Slc6a6	14754	11509	14220	7594	4720	5794
ENSMUSG00000030098	Grip2	54	44	57	18	12	11
ENSMUSG00000030101	Sumf1	752	524	854	439	165	359
ENSMUSG00000030102	Itpr1	1616	848	1867	897	492	609
ENSMUSG00000030103	Bhlhe40	1658	688	1426	128	219	56
ENSMUSG00000030104	Edem1	7882	5015	6813	8699	3381	6367
ENSMUSG00000030105	Arl8b	2663	2057	2655	2358	1003	2266
ENSMUSG00000030107	Usp18	456	488	470	188	107	156
ENSMUSG00000030108	Slc6a13	9	4	0	2	1	1
ENSMUSG00000030109	Slc6a12	34	15	50	0	5	0
ENSMUSG00000030110	Ret	2	4	0	2	10	0
ENSMUSG00000030111	A2m	53	19	76	8	20	6
ENSMUSG00000030114	Klrg1	17	3	0	0	0	0
ENSMUSG00000030116	Mfap5	0	0	10	0	4	1
ENSMUSG00000030117	Gdf3	367	387	389	8	46	0
ENSMUSG00000030120	Mlf2	903	766	1131	823	819	729
ENSMUSG00000030122	Ptms	1270	919	1691	2219	1132	1452
ENSMUSG00000030123	Plxnd1	819	541	1027	83	140	32
ENSMUSG00000030124	Lag3	459	313	515	2068	1425	1718
ENSMUSG00000030125	Lrrc23	2	12	9	4	2	3
ENSMUSG00000030126	Tmcc1	7133	5147	7227	2263	1466	1879
ENSMUSG00000030127	Cops7a	953	926	830	843	402	691
ENSMUSG00000030134	Rasgef1a	26	10	26	15	48	3
ENSMUSG00000030137	Tuba8	56	3	10	3	0	4
ENSMUSG00000030138	Bms1	1020	936	1100	786	481	618
ENSMUSG00000030142	Clec4e	1474	432	1195	44	214	12
ENSMUSG00000030144	Clec4d	801	242	884	34	87	6
ENSMUSG00000030145	Zfp248	149	155	128	116	131	114
ENSMUSG00000030147	Clec4b1	77	22	75	2	9	0
ENSMUSG00000030148	Clec4a2	668	498	642	412	251	328
ENSMUSG00000030149	Klrk1	201	113	227	6	34	5
ENSMUSG00000030154	Klrb1f	35	13	27	1	4	2
ENSMUSG00000030155	Clec2e	21	2	9	0	2	1
ENSMUSG00000030156	Cd69	805	472	803	52	126	59
ENSMUSG00000030157	Clec2d	1485	1498	1356	247	280	209
ENSMUSG00000030158	Clec12b	55	37	57	8	3	0
ENSMUSG00000030159	Clec1b	23	43	64	25	3	15
ENSMUSG00000030160	Tmem52b	0	0	7	0	0	0
ENSMUSG00000030161	Gabarapl1	252	292	388	205	263	106
ENSMUSG00000030162	Olr1	582	107	599	68	348	82
ENSMUSG00000030165	Klrd1	143	50	160	73	47	18
ENSMUSG00000030166	Rad52	392	348	329	312	224	199
ENSMUSG00000030167	Klrc1	17	22	22	1	3	0
ENSMUSG00000030168	Adipor2	1044	837	1161	610	551	633
ENSMUSG00000030170	Wnt5b	3	0	0	0	0	0
ENSMUSG00000030172	Erc1	397	327	418	93	120	121
ENSMUSG00000030173	Klra5	2	1	0	0	0	0
ENSMUSG00000030177	Ccdc77	529	388	473	472	218	282
ENSMUSG00000030178	Klra13-ps	59	14	38	0	2	0
ENSMUSG00000030180	Kdm5a	3924	3092	4226	2697	1335	1836
ENSMUSG00000030187	Klra2	1989	1408	1766	27	220	5
ENSMUSG00000030188	Magohb	74	39	64	29	8	25
ENSMUSG00000030189	Ybx3	792	563	730	264	171	277
ENSMUSG00000030199	Etv6	3155	2678	3460	1855	1288	1735
ENSMUSG00000030200	Bcl2l14	60	58	30	6	3	5
ENSMUSG00000030201	Lrp6	9577	7393	8409	2337	1684	1769
ENSMUSG00000030203	Dusp16	2856	1403	2504	1346	649	791
ENSMUSG00000030204	Ddx47	960	950	1178	941	614	737
ENSMUSG00000030205	Gprc5d	0	0	0	0	0	2
ENSMUSG00000030206	Gsg1	14	12	4	32	66	32
ENSMUSG00000030207	Fam234b	594	436	597	396	211	193
ENSMUSG00000030208	Emp1	193	76	145	7	17	6
ENSMUSG00000030209	Grin2b	231	119	288	71	201	56
ENSMUSG00000030213	Atf7ip	8073	5964	7088	7176	4611	5609
ENSMUSG00000030214	Plbd1	2383	1064	2796	78	381	68
ENSMUSG00000030216	Wbp11	1314	1094	1661	678	404	600
ENSMUSG00000030217	Art4	8	15	1	1	0	0
ENSMUSG00000030218	Mgp	36	63	80	23	10	2
ENSMUSG00000030219	Erp27	52	39	68	47	10	45
ENSMUSG00000030220	Arhgdib	2791	1413	2286	1011	724	1020
ENSMUSG00000030222	Rerg	5	0	0	0	0	0
ENSMUSG00000030223	Ptpro	3204	2113	2736	2122	1209	1349
ENSMUSG00000030224	Strap	491	385	666	385	281	318
ENSMUSG00000030225	Dera	591	381	450	276	80	179
ENSMUSG00000030226	Lmo3	1	2	7	3	5	3
ENSMUSG00000030228	Pik3c2g	0	0	0	0	2	1
ENSMUSG00000030230	Plcz1	0	0	0	0	2	0
ENSMUSG00000030231	Plekha5	588	523	489	527	259	323
ENSMUSG00000030232	Aebp2	1437	1124	1526	978	461	775
ENSMUSG00000030235	Slco1c1	79	52	112	55	56	28
ENSMUSG00000030236	Slco1b2	0	0	0	1	5	0
ENSMUSG00000030237	Slco1a4	298	182	246	152	61	100
ENSMUSG00000030243	Recql	540	378	454	399	147	292
ENSMUSG00000030244	Gys2	0	0	0	2	0	5
ENSMUSG00000030245	Golt1b	410	374	350	559	240	456
ENSMUSG00000030246	Ldhb	350	253	552	1553	726	1199
ENSMUSG00000030247	Kcnj8	4	1	3	0	0	1
ENSMUSG00000030249	Abcc9	34	28	45	19	14	18
ENSMUSG00000030254	Rad18	195	159	190	119	43	68
ENSMUSG00000030255	Sspn	50	22	62	12	136	34
ENSMUSG00000030256	Bhlhe41	4464	4865	3972	4425	3505	3618
ENSMUSG00000030257	Srgap3	543	436	852	207	332	175
ENSMUSG00000030259	Rassf8	205	247	278	243	133	197
ENSMUSG00000030263	Lrmp	1879	1567	1934	1053	1120	876
ENSMUSG00000030264	Thumpd3	1377	1182	1248	917	316	704
ENSMUSG00000030265	Kras	2707	1349	2258	1658	887	1050
ENSMUSG00000030268	Bcat1	5	5	27	29	10	10
ENSMUSG00000030269	Mtmr14	1149	751	1190	1016	431	636
ENSMUSG00000030270	Cpne9	129	156	104	199	128	151
ENSMUSG00000030271	Ogg1	238	153	182	95	124	127
ENSMUSG00000030272	Camk1	3624	3187	3612	4088	2297	3278
ENSMUSG00000030275	Etnk1	5828	4697	5135	3650	2040	2503
ENSMUSG00000030276	Ttll3	1999	1479	1897	3466	1085	2216
ENSMUSG00000030279	C2cd5	3005	2339	3206	969	663	771
ENSMUSG00000030281	Il17rc	9	20	9	13	57	16
ENSMUSG00000030282	Cmas	990	667	826	958	457	799
ENSMUSG00000030283	St8sia1	86	68	116	188	44	45
ENSMUSG00000030284	Creld1	131	86	128	103	70	60
ENSMUSG00000030286	Emc3	1142	1248	1347	1127	1112	1155
ENSMUSG00000030287	Itpr2	7699	6152	7061	9547	3988	7284
ENSMUSG00000030291	Med21	660	629	697	646	366	537
ENSMUSG00000030298	Sec13	432	372	518	455	221	416
ENSMUSG00000030301	Ccdc91	110	112	202	132	89	98
ENSMUSG00000030302	Atp2b2	328	163	292	380	199	399
ENSMUSG00000030303	Far2	191	83	145	135	25	60
ENSMUSG00000030304	Ergic2	711	549	584	599	143	288
ENSMUSG00000030306	Tmtc1	192	105	177	81	135	94
ENSMUSG00000030307	Slc6a11	108	35	147	60	68	49
ENSMUSG00000030309	Caprin2	247	263	237	111	83	165
ENSMUSG00000030310	Slc6a1	131	60	186	63	55	52
ENSMUSG00000030313	Dennd5b	120	148	144	35	33	7
