Geneid	SYM	BMP5.1	BMP5.2	BMP5.3	Control1	Control2	Control3
ENSG00000225473	ATP13A4-AS1	0	0	0	0	0	0
ENSG00000187527	ATP13A5	0	0	0	0	0	0
ENSG00000236508	ATP13A5-AS1	0	0	0	0	0	0
ENSG00000163399	ATP1A1	10467	11367	12562	12069	11874	12159
ENSG00000203865	ATP1A1-AS1	22	28	41	33	30	46
ENSG00000018625	ATP1A2	0	0	0	0	0	0
ENSG00000105409	ATP1A3	2	8	12	17	16	25
ENSG00000132681	ATP1A4	0	0	0	0	0	0
ENSG00000143153	ATP1B1	5041	5185	6147	5849	5989	6054
ENSG00000249212	ATP1B1P1	45	40	46	43	55	43
ENSG00000129244	ATP1B2	0	0	0	0	0	0
ENSG00000069849	ATP1B3	865	786	961	903	967	1004
ENSG00000271707	ATP1B3P1	51	51	64	75	56	81
ENSG00000101892	ATP1B4	0	0	0	1	0	0
ENSG00000196296	ATP2A1	21	20	42	26	27	18
ENSG00000260442	ATP2A1-AS1	5	2	2	6	5	10
ENSG00000174437	ATP2A2	4341	4805	5571	5085	4913	5280
ENSG00000074370	ATP2A3	449	485	545	512	465	478
ENSG00000070961	ATP2B1	748	774	827	705	674	677
ENSG00000157087	ATP2B2	0	0	0	0	0	0
ENSG00000224771	ATP2B2-IT2	0	0	0	0	0	0
ENSG00000067842	ATP2B3	0	0	0	2	0	0
ENSG00000058668	ATP2B4	330	303	404	363	364	367
ENSG00000017260	ATP2C1	928	1026	1079	941	871	935
ENSG00000064270	ATP2C2	750	845	921	914	808	850
ENSG00000105675	ATP4A	0	0	0	0	0	0
ENSG00000186009	ATP4B	0	0	0	0	0	0
ENSG00000152234	ATP5A1	3457	3651	4213	3833	4007	4470
ENSG00000277297	ATP5A1P10	2	6	2	8	5	6
ENSG00000227682	ATP5A1P2	20	12	30	25	26	33
ENSG00000263232	ATP5A1P3	109	86	109	108	98	110
ENSG00000258877	ATP5A1P4	0	0	0	0	0	0
ENSG00000241571	ATP5A1P7	3	2	6	3	5	4
ENSG00000234720	ATP5A1P8	2	5	5	3	2	5
ENSG00000110955	ATP5B	9838	10127	11929	10974	10880	11936
ENSG00000231635	ATP5BP1	14	20	15	9	20	16
ENSG00000165629	ATP5C1	2082	2195	2501	2286	2315	2548
ENSG00000224004	ATP5C1P1	86	71	112	126	118	113
ENSG00000099624	ATP5D	405	457	420	337	338	398
ENSG00000124172	ATP5E	1630	1461	2105	2006	1770	2108
ENSG00000250922	ATP5EP1	0	0	0	0	0	0
ENSG00000180389	ATP5EP2	258	269	380	380	309	358
ENSG00000116459	ATP5F1	1376	1397	1564	1346	1276	1568
ENSG00000224451	ATP5F1P1	0	0	0	0	0	0
ENSG00000214342	ATP5F1P2	0	2	1	0	0	1
ENSG00000214003	ATP5F1P3	2	6	11	3	2	5
ENSG00000214025	ATP5F1P4	0	0	0	0	0	0
ENSG00000254944	ATP5F1P5	3	0	2	6	2	3
ENSG00000219806	ATP5F1P6	13	13	17	11	18	7
ENSG00000261424	ATP5F1P7	7	6	7	9	12	6
ENSG00000159199	ATP5G1	884	1058	1155	1121	1170	1253
ENSG00000230157	ATP5G1P1	0	0	0	0	0	0
ENSG00000242244	ATP5G1P3	0	0	0	0	0	0
ENSG00000227440	ATP5G1P4	5	5	6	5	7	4
ENSG00000227590	ATP5G1P5	20	21	21	26	23	18
ENSG00000214318	ATP5G1P6	6	3	5	7	6	3
ENSG00000232734	ATP5G1P7	9	9	10	7	6	13
ENSG00000224948	ATP5G1P8	4	4	1	4	6	9
ENSG00000135390	ATP5G2	1177	1238	1464	1500	1342	1511
ENSG00000225712	ATP5G2P1	8	11	11	17	14	11
ENSG00000230482	ATP5G2P3	7	7	7	11	12	10
ENSG00000228847	ATP5G2P4	50	59	70	60	63	58
ENSG00000154518	ATP5G3	1980	2117	2397	2217	2196	2604
ENSG00000167863	ATP5H	820	784	965	896	886	981
ENSG00000261679	ATP5HP1	10	4	3	7	10	3
ENSG00000229184	ATP5HP2	15	13	21	13	14	15
ENSG00000213954	ATP5HP3	12	8	12	12	15	8
ENSG00000234925	ATP5HP4	153	134	187	167	169	177
ENSG00000169020	ATP5I	393	486	624	476	387	486
ENSG00000154723	ATP5J	402	401	455	386	444	463
ENSG00000241468	ATP5J2	1874	2279	2360	2348	2542	2680
ENSG00000248919	ATP5J2-PTCD1	346	394	412	412	432	409
ENSG00000224421	ATP5J2LP	0	0	0	0	0	0
ENSG00000232851	ATP5J2P3	0	0	0	0	0	0
ENSG00000261102	ATP5J2P6	1	0	1	0	1	1
ENSG00000237701	ATP5JP1	4	5	4	4	1	8
ENSG00000167283	ATP5L	1109	1234	1510	1402	1364	1554
ENSG00000249222	ATP5L2	16	9	25	21	27	16
ENSG00000232362	ATP5LP2	43	51	71	80	57	65
ENSG00000249256	ATP5LP3	4	6	11	7	5	16
ENSG00000225176	ATP5LP4	0	0	1	1	0	0
ENSG00000242561	ATP5LP5	0	0	0	0	0	1
ENSG00000267376	ATP5LP6	1	0	0	0	0	0
ENSG00000267189	ATP5LP7	0	0	0	0	0	1
ENSG00000241837	ATP5O	685	721	816	795	827	844
ENSG00000125375	ATP5S	76	75	82	64	81	103
ENSG00000105341	ATP5SL	592	660	737	679	725	732
ENSG00000071553	ATP6AP1	1923	2198	2362	2613	2656	2702
ENSG00000205464	ATP6AP1L	9	6	8	3	8	7
ENSG00000182220	ATP6AP2	301	328	329	294	352	341
ENSG00000033627	ATP6V0A1	438	525	547	576	598	612
ENSG00000185344	ATP6V0A2	329	351	352	379	387	422
ENSG00000105929	ATP6V0A4	0	0	0	0	0	1
ENSG00000117410	ATP6V0B	1630	1865	2187	2233	2028	2227
ENSG00000185883	ATP6V0C	1365	1760	1844	1801	1689	2059
ENSG00000230201	ATP6V0CP1	0	0	0	0	0	0
ENSG00000213435	ATP6V0CP3	8	9	6	5	9	6
ENSG00000159720	ATP6V0D1	873	942	1102	1185	1140	1102
ENSG00000147614	ATP6V0D2	0	1	0	0	0	0
ENSG00000113732	ATP6V0E1	791	903	991	932	913	966
ENSG00000225364	ATP6V0E1P1	0	0	0	1	0	0
ENSG00000223513	ATP6V0E1P2	9	7	10	8	7	7
ENSG00000238038	ATP6V0E1P3	1	2	0	2	1	0
ENSG00000227883	ATP6V0E1P4	0	0	0	0	0	0
ENSG00000171130	ATP6V0E2	306	337	408	396	377	353
ENSG00000204934	ATP6V0E2-AS1	26	39	42	39	33	45
ENSG00000114573	ATP6V1A	617	626	680	573	546	537
ENSG00000116039	ATP6V1B1	216	254	282	314	290	252
ENSG00000239322	ATP6V1B1-AS1	0	0	0	2	0	2
ENSG00000147416	ATP6V1B2	209	205	223	210	203	212
ENSG00000155097	ATP6V1C1	472	481	491	423	454	476
ENSG00000143882	ATP6V1C2	48	24	39	54	46	62
ENSG00000100554	ATP6V1D	302	273	304	242	238	232
ENSG00000131100	ATP6V1E1	919	775	944	974	918	939
ENSG00000225099	ATP6V1E1P1	60	41	51	44	56	35
ENSG00000250565	ATP6V1E2	18	8	15	11	18	22
ENSG00000128524	ATP6V1F	685	769	880	860	889	985
ENSG00000136888	ATP6V1G1	960	905	1139	1088	1028	1135
ENSG00000253502	ATP6V1G1P2	0	0	0	0	0	0
ENSG00000224662	ATP6V1G1P3	0	1	3	2	1	2
ENSG00000233343	ATP6V1G1P4	0	0	0	0	0	0
ENSG00000249372	ATP6V1G1P6	0	0	0	0	0	0
ENSG00000230474	ATP6V1G1P7	0	0	0	0	0	0
ENSG00000206445	ATP6V1G2	0	2	0	2	2	2
ENSG00000254870	ATP6V1G2-DDX39B	1392	1645	1845	1626	1607	1814
ENSG00000151418	ATP6V1G3	0	0	0	0	0	0
ENSG00000047249	ATP6V1H	440	364	439	493	493	494
ENSG00000165240	ATP7A	169	158	175	155	132	150
ENSG00000123191	ATP7B	153	197	214	177	167	196
ENSG00000124406	ATP8A1	13	23	14	20	15	15
ENSG00000132932	ATP8A2	0	0	0	0	0	1
ENSG00000229800	ATP8A2P2	0	0	0	0	0	0
ENSG00000233963	ATP8A2P3	1	1	0	0	0	0
ENSG00000081923	ATP8B1	725	692	827	634	641	721
ENSG00000143515	ATP8B2	13	22	10	17	23	19
ENSG00000130270	ATP8B3	15	10	10	17	19	12
ENSG00000104043	ATP8B4	2	4	6	4	7	0
ENSG00000179766	ATP8B5P	18	20	15	17	12	18
ENSG00000054793	ATP9A	2136	2341	2710	2103	2058	2140
ENSG00000166377	ATP9B	102	97	131	132	106	111
ENSG00000123472	ATPAF1	378	377	403	418	433	430
ENSG00000171953	ATPAF2	81	80	106	94	79	121
ENSG00000130770	ATPIF1	749	773	922	836	771	950
ENSG00000175054	ATR	663	594	660	599	589	611
ENSG00000138085	ATRAID	682	729	854	837	865	856
ENSG00000164053	ATRIP	89	115	108	119	134	121
ENSG00000088812	ATRN	347	367	443	333	359	365
ENSG00000107518	ATRNL1	0	0	0	0	0	0
ENSG00000085224	ATRX	614	559	632	486	474	530
ENSG00000124788	ATXN1	375	426	453	402	401	370
ENSG00000130638	ATXN10	679	721	812	736	776	857
ENSG00000224470	ATXN1L	617	716	752	825	769	743
ENSG00000204842	ATXN2	410	488	534	541	533	571
ENSG00000168488	ATXN2L	1312	1569	1653	1696	1547	1655
ENSG00000066427	ATXN3	54	67	61	56	47	71
ENSG00000123594	ATXN3L	0	0	0	0	0	0
ENSG00000163635	ATXN7	184	210	288	254	207	249
ENSG00000146776	ATXN7L1	123	146	175	173	189	173
ENSG00000162650	ATXN7L2	93	135	145	162	136	143
ENSG00000087152	ATXN7L3	1272	1565	1658	1706	1648	1677
ENSG00000253719	ATXN7L3B	1409	1393	1583	1550	1593	1721
ENSG00000230223	ATXN8OS	0	0	0	0	0	0
ENSG00000148090	AUH	146	119	149	162	144	161
ENSG00000127423	AUNIP	122	137	115	118	112	139
ENSG00000115307	AUP1	2176	2466	2715	2910	2722	3020
ENSG00000087586	AURKA	1333	1454	1583	1595	1603	1695
ENSG00000175756	AURKAIP1	1071	1271	1412	1293	1078	1380
ENSG00000213033	AURKAPS1	48	43	44	52	34	59
ENSG00000178999	AURKB	480	512	594	633	573	669
ENSG00000105146	AURKC	0	4	3	6	5	3
ENSG00000158321	AUTS2	173	166	221	188	201	163
ENSG00000169857	AVEN	235	315	325	305	287	303
ENSG00000135407	AVIL	11	13	28	13	21	13
ENSG00000105778	AVL9	945	943	1114	947	861	946
ENSG00000101200	AVP	0	0	0	0	0	0
ENSG00000119986	AVPI1	83	85	89	98	107	122
ENSG00000166148	AVPR1A	0	0	0	0	0	0
ENSG00000198049	AVPR1B	0	0	0	0	0	0
ENSG00000126895	AVPR2	0	0	0	0	0	0
ENSG00000204195	AWAT1	0	0	1	0	2	0
ENSG00000147160	AWAT2	0	0	0	0	0	0
ENSG00000162779	AXDND1	0	0	0	0	0	0
ENSG00000103126	AXIN1	878	1044	1081	1166	1150	1200
ENSG00000168646	AXIN2	619	764	859	731	785	773
ENSG00000167601	AXL	48	58	57	56	59	68
ENSG00000160862	AZGP1	722	794	875	858	886	888
ENSG00000214313	AZGP1P1	1	0	1	0	4	1
ENSG00000214252	AZGP1P2	0	1	0	0	0	0
ENSG00000163512	AZI2	191	207	205	218	190	264
ENSG00000155096	AZIN1	1012	965	1147	887	996	1065
ENSG00000142920	AZIN2	1	4	2	4	1	1
ENSG00000172232	AZU1	0	0	0	0	0	0
ENSG00000166710	B2M	21797	20652	25329	35670	38150	41003
ENSG00000169255	B3GALNT1	0	0	0	0	0	0
ENSG00000229948	B3GALNT1P1	0	0	0	0	0	0
ENSG00000162885	B3GALNT2	362	414	443	345	416	401
ENSG00000218725	B3GALNT2P1	0	0	0	0	0	0
ENSG00000172318	B3GALT1	0	0	0	0	0	0
ENSG00000162630	B3GALT2	0	0	0	0	0	0
ENSG00000206285	B3GALT4	41	64	51	63	50	65
ENSG00000183778	B3GALT5	108	104	119	171	133	157
ENSG00000184809	B3GALT5-AS1	1	2	5	0	0	1
ENSG00000176022	B3GALT6	368	414	437	430	441	430
ENSG00000109956	B3GAT1	10	9	6	9	6	9
ENSG00000112309	B3GAT2	1	0	0	0	0	0
ENSG00000149541	B3GAT3	308	373	395	379	393	380
ENSG00000244009	B3GAT3P1	10	13	15	16	15	17
ENSG00000170340	B3GNT2	406	386	485	439	452	494
ENSG00000229946	B3GNT2P1	0	0	1	1	0	1
ENSG00000179913	B3GNT3	672	715	781	810	805	849
ENSG00000176383	B3GNT4	3	1	7	5	8	5
ENSG00000176597	B3GNT5	223	221	216	254	217	224
ENSG00000198488	B3GNT6	6	6	10	2	5	3
ENSG00000156966	B3GNT7	11	7	5	11	8	7
ENSG00000177191	B3GNT8	5	0	4	4	3	2
ENSG00000237172	B3GNT9	59	72	64	87	64	89
ENSG00000175711	B3GNTL1	135	205	189	204	174	217
ENSG00000135454	B4GALNT1	20	21	35	30	25	24
ENSG00000167080	B4GALNT2	2	0	0	0	0	1
ENSG00000139044	B4GALNT3	593	718	824	835	789	859
ENSG00000182272	B4GALNT4	0	0	0	0	0	0
ENSG00000086062	B4GALT1	829	934	1051	923	876	1012
ENSG00000233554	B4GALT1-AS1	7	9	6	8	8	8
ENSG00000117411	B4GALT2	928	980	1086	1179	1249	1240
ENSG00000158850	B4GALT3	619	721	821	841	885	856
ENSG00000121578	B4GALT4	315	375	402	393	371	394
ENSG00000240254	B4GALT4-AS1	0	0	0	0	0	0
ENSG00000158470	B4GALT5	1485	1540	1747	1912	1878	1925
ENSG00000118276	B4GALT6	87	66	114	64	95	99
ENSG00000027847	B4GALT7	224	266	281	313	345	320
ENSG00000174684	B4GAT1	247	289	277	265	267	282
ENSG00000108641	B9D1	115	142	129	149	146	153
ENSG00000123810	B9D2	56	65	79	88	81	80
ENSG00000164929	BAALC	0	0	0	0	0	0
ENSG00000247081	BAALC-AS1	1	1	0	0	0	0
ENSG00000236939	BAALC-AS2	0	0	0	0	0	0
ENSG00000136881	BAAT	56	51	47	40	51	45
ENSG00000227411	BAATP1	0	0	0	0	0	0
ENSG00000105393	BABAM1	460	517	573	596	529	557
ENSG00000186318	BACE1	183	200	184	228	207	206
ENSG00000278768	BACE1-AS	24	10	18	9	13	20
ENSG00000182240	BACE2	811	900	1055	962	925	1022
ENSG00000156273	BACH1	558	582	615	703	694	686
ENSG00000228817	BACH1-IT2	0	2	1	0	0	0
ENSG00000112182	BACH2	7	9	5	14	17	11
ENSG00000002330	BAD	196	267	325	307	263	296
ENSG00000107262	BAG1	601	676	696	625	628	721
ENSG00000112208	BAG2	512	467	520	455	437	473
ENSG00000151929	BAG3	559	586	699	697	614	671
ENSG00000156735	BAG4	58	54	56	50	40	55
ENSG00000166170	BAG5	397	429	468	434	448	454
ENSG00000096155	BAG6	2246	2690	2779	2790	2590	2873
ENSG00000187172	BAGE2	3	0	1	0	1	3
ENSG00000266074	BAHCC1	150	166	191	153	175	194
ENSG00000140320	BAHD1	620	761	891	864	802	825
ENSG00000175866	BAIAP2	537	605	663	678	609	664
ENSG00000226137	BAIAP2-AS1	676	820	780	717	728	772
ENSG00000006453	BAIAP2L1	1594	1784	1956	1981	1945	1951
ENSG00000128298	BAIAP2L2	121	112	138	149	147	138
ENSG00000007516	BAIAP3	139	189	187	177	141	202
ENSG00000030110	BAK1	475	495	590	651	632	714
ENSG00000175730	BAK1P1	199	216	221	227	234	259
ENSG00000236616	BAK1P2	2	5	3	6	1	2
ENSG00000095739	BAMBI	1	2	7	4	9	9
ENSG00000278910	BANCR	0	0	0	0	0	0
ENSG00000175334	BANF1	1361	1504	1892	1831	1789	2048
ENSG00000258531	BANF1P1	3	10	8	7	6	5
ENSG00000230306	BANF1P2	20	21	27	27	28	28
ENSG00000237758	BANF1P3	225	259	304	354	311	337
ENSG00000223828	BANF1P4	3	8	5	3	4	4
ENSG00000225935	BANF1P5	0	0	1	1	0	1
ENSG00000125888	BANF2	0	0	0	0	0	0
ENSG00000153064	BANK1	17	16	10	13	17	12
ENSG00000172530	BANP	137	155	148	168	155	164
ENSG00000163930	BAP1	505	620	645	713	704	756
ENSG00000138376	BARD1	148	129	166	126	121	108
ENSG00000125492	BARHL1	0	0	0	0	0	0
ENSG00000143032	BARHL2	0	0	0	0	0	0
ENSG00000131668	BARX1	0	0	0	0	1	0
ENSG00000043039	BARX2	144	134	168	211	176	233
ENSG00000176788	BASP1	1	0	0	0	0	0
ENSG00000230535	BASP1P1	0	0	0	0	0	0
ENSG00000156127	BATF	1	4	9	5	4	5
ENSG00000168062	BATF2	57	75	83	192	180	186
ENSG00000123685	BATF3	2	2	6	4	3	5
ENSG00000087088	BAX	1457	1603	1670	1780	1805	1999
ENSG00000198604	BAZ1A	538	519	548	532	537	494
ENSG00000009954	BAZ1B	2355	2434	2677	2632	2517	2616
ENSG00000076108	BAZ2A	2142	2367	2664	2868	2729	2746
ENSG00000123636	BAZ2B	302	313	330	322	313	332
ENSG00000105327	BBC3	115	145	149	168	196	184
ENSG00000214413	BBIP1	103	98	122	99	105	124
ENSG00000129151	BBOX1	0	2	1	0	2	1
ENSG00000254560	BBOX1-AS1	0	0	0	0	0	1
ENSG00000174483	BBS1	196	217	269	263	239	280
ENSG00000179941	BBS10	88	75	89	72	105	94
ENSG00000181004	BBS12	36	34	46	35	29	35
ENSG00000125124	BBS2	310	368	410	385	403	377
ENSG00000140463	BBS4	107	120	166	131	116	142
ENSG00000163093	BBS5	3	1	4	3	3	2
ENSG00000138686	BBS7	80	94	84	78	97	90
ENSG00000122507	BBS9	10	29	15	15	16	16
ENSG00000114439	BBX	782	748	805	743	676	778
ENSG00000187244	BCAM	800	1056	885	856	773	933
ENSG00000132692	BCAN	0	0	0	1	0	1
ENSG00000075790	BCAP29	341	292	313	307	265	333
ENSG00000185825	BCAP31	6579	6584	7519	8590	8491	8978
ENSG00000261217	BCAP31P1	52	65	61	49	80	72
ENSG00000260047	BCAP31P2	31	33	38	34	46	31
ENSG00000050820	BCAR1	1665	2108	2077	2092	2083	2049
ENSG00000258397	BCAR1P1	6	4	3	8	4	12
ENSG00000258771	BCAR1P2	7	3	7	7	6	18
ENSG00000137936	BCAR3	489	491	573	544	615	557
ENSG00000262117	BCAR4	0	0	0	0	0	0
ENSG00000064787	BCAS1	1243	1231	1387	1098	1118	1086
ENSG00000116752	BCAS2	262	214	255	234	243	286
ENSG00000255051	BCAS2P1	0	0	3	2	1	1
ENSG00000234332	BCAS2P2	12	14	13	20	15	24
ENSG00000226670	BCAS2P3	0	0	0	0	0	0
ENSG00000141376	BCAS3	78	86	55	72	83	97
ENSG00000124243	BCAS4	64	47	53	58	58	72
ENSG00000060982	BCAT1	0	0	0	0	0	0
ENSG00000105552	BCAT2	307	362	359	340	366	377
ENSG00000107949	BCCIP	902	893	977	890	780	937
ENSG00000186666	BCDIN3D	85	86	88	83	113	111
ENSG00000258057	BCDIN3D-AS1	3	2	3	2	4	3
ENSG00000114200	BCHE	0	0	0	1	0	0
ENSG00000248098	BCKDHA	803	952	1044	950	1063	1172
ENSG00000083123	BCKDHB	279	304	316	344	358	342
ENSG00000103507	BCKDK	448	517	586	574	589	690
ENSG00000142867	BCL10	130	93	149	129	112	130
ENSG00000119866	BCL11A	0	0	0	0	1	0
ENSG00000127152	BCL11B	31	39	35	34	28	29
ENSG00000171791	BCL2	4	9	4	0	4	3
ENSG00000140379	BCL2A1	0	0	0	0	0	0
ENSG00000171552	BCL2L1	4062	4530	4967	5070	5051	5120
ENSG00000137875	BCL2L10	16	30	15	24	18	30
ENSG00000153094	BCL2L11	245	298	348	342	327	377
ENSG00000126453	BCL2L12	271	325	393	358	367	330
ENSG00000248530	BCL2L12P1	10	7	10	9	6	13
ENSG00000099968	BCL2L13	577	654	769	816	703	795
ENSG00000121380	BCL2L14	23	20	17	33	37	50
ENSG00000188761	BCL2L15	99	119	99	118	107	97
ENSG00000129473	BCL2L2	379	411	474	506	522	480
ENSG00000258643	BCL2L2-PABPN1	382	404	471	465	475	494
ENSG00000069399	BCL3	230	294	278	319	303	333
ENSG00000113916	BCL6	270	281	295	291	277	288
ENSG00000161940	BCL6B	0	0	0	0	0	0
ENSG00000110987	BCL7A	253	325	354	354	321	325
ENSG00000106635	BCL7B	1279	1452	1653	1718	1693	1814
ENSG00000099385	BCL7C	105	163	154	105	116	168
ENSG00000116128	BCL9	409	410	464	539	471	477
ENSG00000186174	BCL9L	1601	2066	2203	1979	2024	1947
ENSG00000029363	BCLAF1	1101	1059	1137	943	921	941
ENSG00000248966	BCLAF1P1	35	46	43	26	38	33
ENSG00000135697	BCO1	20	20	25	33	34	44
ENSG00000197580	BCO2	2	8	3	5	2	1
ENSG00000183337	BCOR	431	495	563	604	537	541
ENSG00000085185	BCORL1	162	151	185	189	186	203
ENSG00000215580	BCORP1	0	0	0	0	0	0
ENSG00000186716	BCR	1330	1556	1728	1654	1528	1643
ENSG00000225098	BCRP1	9	11	12	14	17	8
ENSG00000169668	BCRP2	4	4	2	8	4	4
ENSG00000215481	BCRP3	5	8	7	5	1	3
ENSG00000215456	BCRP4	1	2	1	1	1	1
ENSG00000235062	BCRP5	8	5	10	8	10	12
ENSG00000169662	BCRP6	12	18	27	21	17	12
ENSG00000215544	BCRP7	8	10	28	8	10	6
ENSG00000236794	BCRP8	0	0	0	0	1	0
ENSG00000074582	BCS1L	360	483	459	495	493	519
ENSG00000236824	BCYRN1	3	2	0	0	1	3
ENSG00000161267	BDH1	628	618	720	748	751	731
ENSG00000164039	BDH2	23	31	47	29	28	43
ENSG00000232699	BDH2P1	12	10	11	8	17	26
ENSG00000100739	BDKRB1	0	0	0	0	0	0
ENSG00000168398	BDKRB2	0	0	2	0	1	2
ENSG00000176697	BDNF	90	71	96	110	107	99
ENSG00000245573	BDNF-AS	7	14	16	11	10	21
ENSG00000145734	BDP1	478	461	511	489	450	439
ENSG00000264736	BDP1P	3	1	0	2	6	4
ENSG00000166546	BEAN1	3	1	1	3	0	3
ENSG00000261656	BEAN1-AS1	0	0	0	0	0	1
ENSG00000126581	BECN1	808	852	923	906	866	883
ENSG00000219669	BECN1P2	0	0	0	0	0	0
ENSG00000196289	BECN2	0	0	0	0	0	0
ENSG00000183092	BEGAIN	8	14	10	13	8	13
ENSG00000177324	BEND2	0	0	0	0	0	0
ENSG00000178409	BEND3	190	232	231	217	200	263
ENSG00000231345	BEND3P1	1	0	0	0	0	0
ENSG00000224809	BEND3P2	0	0	0	0	0	0
ENSG00000278616	BEND3P3	0	0	0	0	1	0
ENSG00000188848	BEND4	0	0	0	0	0	0
ENSG00000162373	BEND5	0	0	0	0	0	0
ENSG00000151917	BEND6	0	0	0	0	0	0
ENSG00000165626	BEND7	2	8	10	16	17	23
ENSG00000230320	BEND7P1	0	0	0	0	0	0
ENSG00000167995	BEST1	2	4	1	3	4	4
ENSG00000039987	BEST2	0	0	0	0	0	0
ENSG00000127325	BEST3	8	10	9	6	16	11
ENSG00000142959	BEST4	22	17	25	21	18	11
ENSG00000105829	BET1	130	118	152	149	120	163
ENSG00000177951	BET1L	756	769	933	1006	1036	1086
ENSG00000241134	BET1P1	5	3	5	6	3	0
ENSG00000133169	BEX1	0	0	0	0	0	0
ENSG00000133134	BEX2	0	0	0	0	0	0
ENSG00000102409	BEX4	0	0	0	0	0	0
ENSG00000184515	BEX5	0	0	0	0	0	0
ENSG00000103429	BFAR	730	799	871	804	841	863
ENSG00000125864	BFSP1	27	35	50	41	29	35
ENSG00000170819	BFSP2	0	0	0	0	0	0
ENSG00000249993	BFSP2-AS1	0	0	0	0	0	0
ENSG00000242252	BGLAP	2	2	4	2	4	2
ENSG00000260629	BGLT3	0	0	0	0	0	0
ENSG00000182492	BGN	1351	1438	1675	1484	1317	1649
ENSG00000180535	BHLHA15	10	11	18	20	14	11
ENSG00000205899	BHLHA9	0	0	0	0	0	0
ENSG00000198908	BHLHB9	5	8	5	8	5	5
ENSG00000258915	BHLHB9P1	0	0	0	0	0	0
ENSG00000180828	BHLHE22	0	0	0	0	0	0
ENSG00000125533	BHLHE23	0	0	0	0	0	0
ENSG00000134107	BHLHE40	198	215	226	248	227	286
ENSG00000235831	BHLHE40-AS1	4	0	0	6	0	3
ENSG00000123095	BHLHE41	981	983	1109	1016	950	1095
ENSG00000237452	BHMG1	0	0	1	0	0	1
ENSG00000145692	BHMT	0	0	0	0	0	0
ENSG00000132840	BHMT2	0	0	0	0	0	0
ENSG00000122870	BICC1	0	0	0	0	0	0
ENSG00000151746	BICD1	261	270	279	251	249	265
ENSG00000224346	BICD1P1	0	0	0	0	0	0
ENSG00000185963	BICD2	514	482	609	534	529	543
ENSG00000015475	BID	516	623	607	591	612	658
ENSG00000100290	BIK	16	28	14	27	19	19
ENSG00000136717	BIN1	827	952	1023	1044	944	1061
ENSG00000110934	BIN2	8	1	5	4	4	7
ENSG00000234568	BIN2P1	0	0	0	1	0	0
ENSG00000248684	BIN2P2	1	0	0	0	0	0
ENSG00000147439	BIN3	92	108	96	105	96	121
ENSG00000110330	BIRC2	550	500	556	514	521	531
ENSG00000023445	BIRC3	384	331	390	592	565	589
ENSG00000089685	BIRC5	773	821	1006	1069	1024	1030
ENSG00000115760	BIRC6	1749	1771	2215	1928	1900	1912
ENSG00000279897	BIRC6-AS2	0	0	0	0	0	0
ENSG00000101197	BIRC7	13	11	18	8	9	16
ENSG00000163098	BIRC8	0	0	0	0	0	0
ENSG00000134897	BIVM	62	61	59	49	58	61
ENSG00000270181	BIVM-ERCC5	213	255	246	237	215	236
ENSG00000281406	BLACAT1	46	41	43	79	78	59
ENSG00000204960	BLACE	0	0	0	0	0	0
ENSG00000166619	BLCAP	1035	1094	1313	1332	1321	1320
ENSG00000259571	BLID	0	0	0	0	0	0
ENSG00000136573	BLK	0	0	0	0	0	0
ENSG00000197299	BLM	279	297	306	287	260	326
ENSG00000108578	BLMH	54	51	39	54	48	45
ENSG00000095585	BLNK	12	11	20	33	22	21
ENSG00000135441	BLOC1S1	360	403	413	412	411	468
ENSG00000196072	BLOC1S2	219	247	289	253	243	255
ENSG00000236982	BLOC1S2P1	0	0	0	0	0	1
ENSG00000189114	BLOC1S3	155	171	204	225	207	209
ENSG00000186222	BLOC1S4	138	173	246	200	198	204
ENSG00000188428	BLOC1S5	72	50	65	54	43	48
ENSG00000259040	BLOC1S5-TXNDC5	1629	1734	1988	1700	1689	1751
ENSG00000104164	BLOC1S6	290	308	316	253	279	300
ENSG00000106605	BLVRA	15	9	7	14	13	13
ENSG00000090013	BLVRB	308	347	413	390	251	442
ENSG00000117475	BLZF1	231	270	214	248	209	230
ENSG00000258565	BLZF2P	5	3	0	0	1	1
ENSG00000104081	BMF	278	305	333	424	359	366
ENSG00000168283	BMI1	213	222	223	209	175	208
ENSG00000234201	BMI1P1	0	0	0	0	0	0
ENSG00000168487	BMP1	219	258	288	273	255	302
ENSG00000163217	BMP10	0	0	0	0	0	0
ENSG00000130385	BMP15	0	0	0	0	0	0
ENSG00000125845	BMP2	216	206	242	243	259	267
ENSG00000138756	BMP2K	136	159	169	144	147	128
ENSG00000204113	BMP2KL	0	1	0	0	0	0
ENSG00000152785	BMP3	0	0	0	0	0	0
ENSG00000125378	BMP4	7095	8001	8336	9545	9258	11049
ENSG00000112175	BMP5	2457	2703	2845	0	0	0
ENSG00000153162	BMP6	3	2	1	1	3	1
ENSG00000236323	BMP6P1	0	0	0	0	0	0
ENSG00000101144	BMP7	0	0	0	0	0	0
ENSG00000235032	BMP7-AS1	0	0	0	0	0	0
ENSG00000183682	BMP8A	10	5	4	13	7	10
ENSG00000116985	BMP8B	60	70	67	68	70	75
ENSG00000164619	BMPER	0	0	0	0	0	0
ENSG00000107779	BMPR1A	107	127	152	150	131	155
ENSG00000219642	BMPR1APS1	20	21	35	35	22	21
ENSG00000232460	BMPR1APS2	19	27	27	19	30	21
