id	sym	Control_1	Control_2	BMI1_Knockdown_1	BMI1_Knockdown_2
ENSG00000136811	ODF2	1693	1377	1988	1448
ENSG00000136813	KIAA0368	5596	5122	5705	4097
ENSG00000136816	TOR1B	589	557	730	537
ENSG00000136819	C9orf78	1145	985	1569	1149
ENSG00000136824	SMC2	1734	1617	1598	1206
ENSG00000136826	KLF4	260	240	175	139
ENSG00000136827	TOR1A	874	776	979	709
ENSG00000136828	RALGPS1	284	265	200	179
ENSG00000136830	FAM129B	5189	4129	5015	3975
ENSG00000136840	ST6GALNAC4	252	188	260	204
ENSG00000136842	TMOD1	39	42	31	11
ENSG00000136848	DAB2IP	397	347	331	245
ENSG00000136854	STXBP1	508	432	269	215
ENSG00000136856	SLC2A8	482	395	456	332
ENSG00000136859	ANGPTL2	1	0	0	0
ENSG00000136861	CDK5RAP2	2237	1917	2284	1595
ENSG00000136866	ZFP37	105	111	125	80
ENSG00000136867	SLC31A2	150	116	159	123
ENSG00000136868	SLC31A1	1736	1494	1027	758
ENSG00000136869	TLR4	0	1	0	0
ENSG00000136870	ZNF189	705	672	856	677
ENSG00000136874	STX17	820	749	904	652
ENSG00000136875	PRPF4	1480	1297	1935	1502
ENSG00000136877	FPGS	1641	1424	1721	1308
ENSG00000136878	USP20	705	625	815	580
ENSG00000136881	BAAT	3	5	4	4
ENSG00000136883	KIF12	39	22	32	23
ENSG00000136888	ATP6V1G1	1441	1404	2197	1620
ENSG00000136891	TEX10	598	627	877	605
ENSG00000136895	GARNL3	151	175	110	100
ENSG00000136897	MRPL50	1068	1061	1430	1196
ENSG00000136908	DPM2	1251	941	1721	1195
ENSG00000136918	WDR38	11	11	12	7
ENSG00000136925	TSTD2	622	539	785	636
ENSG00000136928	GABBR2	0	5	2	1
ENSG00000136930	PSMB7	2195	1905	2774	2112
ENSG00000136931	NR5A1	0	0	1	0
ENSG00000136932	TRMO	372	303	432	302
ENSG00000136933	RABEPK	744	713	1127	808
ENSG00000136935	GOLGA1	1326	1211	1505	1140
ENSG00000136936	XPA	391	373	470	318
ENSG00000136937	NCBP1	1725	1648	2281	1778
ENSG00000136938	ANP32B	1228	1039	709	535
ENSG00000136940	PDCL	583	556	701	526
ENSG00000136942	RPL35	13153	11054	17591	13463
ENSG00000136943	CTSV	258	231	376	272
ENSG00000136944	LMX1B	149	112	102	83
ENSG00000136950	ARPC5L	944	945	1251	962
ENSG00000136982	DSCC1	559	582	719	526
ENSG00000136986	DERL1	1679	1498	1945	1458
ENSG00000136997	MYC	4015	3525	4562	3422
ENSG00000136999	NOV	14	9	8	11
ENSG00000137033	IL33	0	0	1	1
ENSG00000137038	TMEM261	1875	1535	2401	1995
ENSG00000137040	RANBP6	1100	1135	1569	1170
ENSG00000137054	POLR1E	975	846	1389	953
ENSG00000137055	PLAA	1436	1299	1649	1254
ENSG00000137070	IL11RA	191	133	199	151
ENSG00000137073	UBAP2	1307	1179	1571	1102
ENSG00000137074	APTX	968	893	1418	1012
ENSG00000137075	RNF38	733	725	698	489
ENSG00000137076	TLN1	5724	4510	5308	3990
ENSG00000137090	DMRT1	6	1	5	0
ENSG00000137094	DNAJB5	247	188	275	207
ENSG00000137098	SPAG8	29	36	27	20
ENSG00000137100	DCTN3	869	746	1176	882
ENSG00000137101	CD72	2	2	0	1
ENSG00000137103	TMEM8B	300	228	205	138
ENSG00000137106	GRHPR	2843	2393	3301	2649
ENSG00000137124	ALDH1B1	2385	2016	2889	2388
ENSG00000137133	HINT2	1267	1160	1603	1218
ENSG00000137135	ARHGEF39	642	506	653	530
ENSG00000137142	IGFBPL1	4	0	2	3
ENSG00000137145	DENND4C	1727	1661	1943	1409
ENSG00000137154	RPS6	31147	29599	42824	34604
ENSG00000137161	CNPY3	1631	1282	1799	1272
ENSG00000137166	FOXP4	461	367	222	135
ENSG00000137168	PPIL1	1197	1072	1551	1228
ENSG00000137171	KLC4	346	323	477	363
ENSG00000137177	KIF13A	1444	1331	1572	1070
ENSG00000137185	ZSCAN9	249	203	293	232
ENSG00000137193	PIM1	229	164	182	126
ENSG00000137198	GMPR	83	43	71	42
ENSG00000137200	CMTR1	1348	1180	1475	1076
ENSG00000137203	TFAP2A	72	49	48	40
ENSG00000137204	SLC22A7	0	0	2	2
ENSG00000137207	YIPF3	1552	1222	2227	1592
ENSG00000137210	TMEM14B	907	874	1473	1082
ENSG00000137216	TMEM63B	1759	1635	1975	1497
ENSG00000137218	FRS3	153	108	157	131
ENSG00000137221	TJAP1	494	394	614	489
ENSG00000137225	CAPN11	2	5	2	4
ENSG00000137261	KIAA0319	10	10	9	13
ENSG00000137265	IRF4	0	2	1	0
ENSG00000137266	SLC22A23	907	902	602	404
ENSG00000137267	TUBB2A	283	274	356	241
ENSG00000137269	LRRC1	431	338	409	339
ENSG00000137270	GCM1	14	4	2	2
ENSG00000137273	FOXF2	0	1	1	0
ENSG00000137274	BPHL	916	827	1255	948
ENSG00000137275	RIPK1	929	822	939	671
ENSG00000137288	UQCC2	2083	1871	2755	2062
ENSG00000137309	HMGA1	1587	1302	2179	1516
ENSG00000137310	TCF19	2247	1958	2748	1987
ENSG00000137312	FLOT1	3103	2495	3564	2580
ENSG00000137331	IER3	0	0	1	1
ENSG00000137337	MDC1	1420	1203	870	568
ENSG00000137338	PGBD1	14	15	20	12
ENSG00000137343	ATAT1	213	149	195	150
ENSG00000137364	TPMT	724	721	900	691
ENSG00000137393	RNF144B	338	311	439	357
ENSG00000137404	NRM	282	213	306	202
ENSG00000137409	MTCH1	4428	3682	5084	4112
ENSG00000137411	VARS2	1081	906	1398	1117
ENSG00000137413	TAF8	508	431	624	417
ENSG00000137414	FAM8A1	2290	2473	2412	1754
ENSG00000137434	C6orf52	53	49	52	33
ENSG00000137449	CPEB2	140	146	78	48
ENSG00000137460	FHDC1	319	289	243	147
ENSG00000137462	TLR2	3	2	2	5
ENSG00000137463	MGARP	1	3	0	1
ENSG00000137473	TTC29	36	29	48	33
ENSG00000137474	MYO7A	2	1	0	2
ENSG00000137478	FCHSD2	228	195	164	123
ENSG00000137486	ARRB1	1053	828	1192	881
ENSG00000137491	SLCO2B1	0	1	1	0
ENSG00000137492	THAP12	1127	1117	1439	987
ENSG00000137494	ANKRD42	258	268	316	200
ENSG00000137496	IL18BP	94	69	92	58
ENSG00000137497	NUMA1	13291	10579	14077	11150
ENSG00000137500	CCDC90B	962	909	1096	815
ENSG00000137501	SYTL2	805	741	830	605
ENSG00000137502	RAB30	389	393	575	357
ENSG00000137504	CREBZF	1430	1499	2087	1594
ENSG00000137507	LRRC32	30	23	20	13
ENSG00000137509	PRCP	915	871	1242	827
ENSG00000137513	NARS2	714	672	921	645
ENSG00000137522	RNF121	550	494	654	504
ENSG00000137547	MRPL15	1226	1177	1792	1301
ENSG00000137558	PI15	0	0	1	1
ENSG00000137561	TTPA	12	23	23	21
ENSG00000137563	GGH	405	468	618	485
ENSG00000137571	SLCO5A1	202	198	233	193
ENSG00000137573	SULF1	4	3	1	1
ENSG00000137574	TGS1	788	757	1055	691
ENSG00000137575	SDCBP	2381	2460	3088	2274
ENSG00000137601	NEK1	668	656	671	530
ENSG00000137628	DDX60	250	275	231	152
ENSG00000137642	SORL1	2346	1955	2012	1542
ENSG00000137648	TMPRSS4	46	43	21	28
ENSG00000137656	BUD13	607	540	765	569
ENSG00000137672	TRPC6	0	0	1	0
ENSG00000137673	MMP7	6	3	2	2
ENSG00000137691	C11orf70	33	52	47	37
ENSG00000137692	DCUN1D5	1216	1082	1446	1107
ENSG00000137693	YAP1	1845	1761	2224	1757
ENSG00000137699	TRIM29	7	18	10	7
ENSG00000137700	SLC37A4	1215	1034	1380	1049
ENSG00000137709	POU2F3	39	36	85	47
ENSG00000137710	RDX	2002	1869	2593	1861
ENSG00000137713	PPP2R1B	1037	958	1360	902
ENSG00000137714	FDX1	561	575	782	606
ENSG00000137720	C11orf1	402	373	518	429
ENSG00000137726	FXYD6	3	0	0	0
ENSG00000137727	ARHGAP20	40	36	60	41
ENSG00000137731	FXYD2	1	0	0	0
ENSG00000137745	MMP13	16	23	10	6
ENSG00000137747	TMPRSS13	122	119	194	164
ENSG00000137752	CASP1	4	0	0	0
ENSG00000137760	ALKBH8	245	255	317	259
ENSG00000137764	MAP2K5	225	223	190	142
ENSG00000137766	UNC13C	106	102	121	83
ENSG00000137767	SQRDL	656	557	667	539
ENSG00000137770	CTDSPL2	1165	1287	1081	780
ENSG00000137776	SLTM	1760	1529	2188	1597
ENSG00000137801	THBS1	6612	5662	4715	3376
ENSG00000137802	MAPKBP1	538	448	598	397
ENSG00000137804	NUSAP1	3136	2939	4325	3152
ENSG00000137806	NDUFAF1	422	462	530	407
ENSG00000137807	KIF23	1103	1045	1339	977
ENSG00000137809	ITGA11	20	15	15	8
ENSG00000137812	CASC5	1811	1748	2087	1441
ENSG00000137814	HAUS2	723	690	951	729
ENSG00000137815	RTF1	894	789	1011	685
ENSG00000137817	PARP6	7	7	3	3
ENSG00000137818	RPLP1	14161	11429	16991	14793
ENSG00000137819	PAQR5	72	65	91	50
ENSG00000137821	LRRC49	217	190	279	224
ENSG00000137822	TUBGCP4	620	562	505	380
ENSG00000137824	RMDN3	1388	1191	1474	1148
ENSG00000137825	ITPKA	43	32	29	21
ENSG00000137831	UACA	714	677	944	681
ENSG00000137834	SMAD6	666	683	683	486
ENSG00000137841	PLCB2	11	7	10	5
ENSG00000137842	TMEM62	371	354	355	274
ENSG00000137843	PAK6	5	4	6	4
ENSG00000137845	ADAM10	3569	3301	3705	2602
ENSG00000137857	DUOX1	5	7	1	3
ENSG00000137860	SLC28A2	5	2	2	2
ENSG00000137868	STRA6	0	6	5	3
ENSG00000137869	CYP19A1	1	0	0	1
ENSG00000137871	ZNF280D	1246	1243	1641	1236
ENSG00000137872	SEMA6D	243	222	262	209
ENSG00000137875	BCL2L10	0	3	0	1
ENSG00000137876	RSL24D1	2482	2616	3747	2834
ENSG00000137877	SPTBN5	660	553	955	682
ENSG00000137878	GCOM1	17	9	16	17
ENSG00000137880	GCHFR	1064	876	1314	989
ENSG00000137936	BCAR3	104	126	127	94
ENSG00000137941	TTLL7	747	700	764	533
ENSG00000137942	FNBP1L	1879	1799	2358	1755
ENSG00000137944	KYAT3	230	266	360	216
ENSG00000137947	GTF2B	598	599	646	438
ENSG00000137948	BRDT	32	34	33	29
ENSG00000137955	RABGGTB	1774	1724	2622	1932
ENSG00000137959	IFI44L	53	72	47	23
ENSG00000137960	GIPC2	0	0	4	1
ENSG00000137962	ARHGAP29	1117	1101	1021	688
ENSG00000137965	IFI44	221	221	209	176
ENSG00000137968	SLC44A5	3	2	3	0
ENSG00000137970	RPL7P9	584	591	1187	921
ENSG00000137975	CLCA2	1	2	4	0
ENSG00000137976	DNASE2B	244	256	227	154
ENSG00000137992	DBT	1997	1956	1687	1179
ENSG00000137996	RTCA	1162	1039	1695	1181
ENSG00000138002	IFT172	709	588	921	607
ENSG00000138018	EPT1	1967	1995	2520	1795
ENSG00000138028	CGREF1	912	736	1058	757
ENSG00000138029	HADHB	1956	1814	2756	2013
ENSG00000138030	KHK	247	264	278	225
ENSG00000138031	ADCY3	489	452	492	340
ENSG00000138032	PPM1B	374	368	456	360
ENSG00000138035	PNPT1	901	876	1064	779
ENSG00000138036	DYNC2LI1	111	101	115	75
ENSG00000138050	THUMPD2	122	145	207	115
ENSG00000138061	CYP1B1	76	67	82	47
ENSG00000138068	SULT6B1	1	0	1	0
ENSG00000138069	RAB1A	1346	1299	1685	1151
ENSG00000138071	ACTR2	1970	2018	2478	1818
ENSG00000138073	PREB	1544	1268	1794	1407
ENSG00000138074	SLC5A6	680	578	873	621
ENSG00000138078	PREPL	1223	1266	1476	1057
ENSG00000138079	SLC3A1	0	0	2	0
ENSG00000138080	EMILIN1	19	12	10	11
ENSG00000138081	FBXO11	460	429	340	257
ENSG00000138083	SIX3	2	3	2	4
ENSG00000138085	ATRAID	2258	1820	2625	2093
ENSG00000138092	CENPO	1070	867	1199	877
ENSG00000138095	LRPPRC	3370	3307	4249	3184
ENSG00000138100	TRIM54	2	0	2	3
ENSG00000138101	DTNB	564	459	618	466
ENSG00000138107	ACTR1A	3012	2573	3953	2919
ENSG00000138109	CYP2C9	158	134	154	115
ENSG00000138111	MFSD13A	107	77	145	127
ENSG00000138119	MYOF	30	19	16	19
ENSG00000138131	LOXL4	0	0	0	1
ENSG00000138134	STAMBPL1	148	122	136	110
ENSG00000138138	ATAD1	545	533	770	598
ENSG00000138152	BTBD16	13	6	8	0
ENSG00000138160	KIF11	1448	1356	1780	1205
ENSG00000138161	CUZD1	80	39	67	38
ENSG00000138162	TACC2	1385	1174	925	648
ENSG00000138166	DUSP5	30	23	57	40
ENSG00000138172	CALHM2	8	10	9	6
ENSG00000138175	ARL3	561	507	778	540
ENSG00000138180	CEP55	1142	1134	1352	958
ENSG00000138182	KIF20B	953	981	1218	815
ENSG00000138185	ENTPD1	4	1	3	4
ENSG00000138190	EXOC6	386	422	410	317
ENSG00000138193	PLCE1	1	3	1	1
ENSG00000138231	DBR1	730	632	930	688
ENSG00000138246	DNAJC13	2661	2440	2835	2026
ENSG00000138271	GPR87	0	1	2	0
ENSG00000138279	ANXA7	3479	3046	4170	3157
ENSG00000138286	FAM149B1	554	433	635	467
ENSG00000138303	ASCC1	620	596	715	494
ENSG00000138311	ZNF365	114	113	124	87
ENSG00000138315	OIT3	4	2	3	2
ENSG00000138316	ADAMTS14	0	2	0	0
ENSG00000138326	RPS24	27184	23128	35920	25378
ENSG00000138336	TET1	190	184	190	100
ENSG00000138346	DNA2	658	672	909	692
ENSG00000138347	MYPN	0	0	1	0
ENSG00000138356	AOX1	1	1	2	0
ENSG00000138363	ATIC	2262	2103	1597	1218
ENSG00000138375	SMARCAL1	588	535	683	498
ENSG00000138376	BARD1	3187	3282	4495	3249
ENSG00000138379	MSTN	3	2	0	0
ENSG00000138380	CARF	171	167	164	112
ENSG00000138381	ASNSD1	1126	1079	1670	1280
ENSG00000138382	METTL5	780	727	1148	817
ENSG00000138385	SSB	2072	1975	2858	2027
ENSG00000138386	NAB1	138	145	179	154
ENSG00000138398	PPIG	1107	1007	1660	1168
ENSG00000138399	FASTKD1	552	602	679	548
ENSG00000138400	MDH1B	91	78	133	100
ENSG00000138411	HECW2	2	5	2	2
ENSG00000138413	IDH1	7191	6978	8791	6387
ENSG00000138430	OLA1	2119	2170	2840	2089
ENSG00000138433	CIR1	280	209	339	224
ENSG00000138434	SSFA2	6222	5906	7645	5492
ENSG00000138439	FAM117B	571	564	394	294
ENSG00000138442	WDR12	799	761	807	543
ENSG00000138443	ABI2	359	319	347	229
ENSG00000138448	ITGAV	2340	2439	2687	1971
ENSG00000138449	SLC40A1	127	94	159	130
ENSG00000138459	SLC35A5	551	570	752	593
ENSG00000138463	DIRC2	626	548	674	527
ENSG00000138468	SENP7	542	480	566	463
ENSG00000138495	COX17	1268	1103	1591	1279
ENSG00000138496	PARP9	1633	1426	1543	1205
ENSG00000138587	MNS1	143	129	230	164
ENSG00000138592	USP8	973	963	1212	835
ENSG00000138593	SECISBP2L	3537	3362	3905	2792
ENSG00000138594	TMOD3	1670	1653	1704	1271
ENSG00000138600	SPPL2A	1289	1359	1499	1054
ENSG00000138604	GLCE	419	388	472	328
ENSG00000138606	SHF	30	31	30	33
ENSG00000138613	APH1B	529	500	556	344
ENSG00000138614	VWA9	1202	1218	1678	1171
ENSG00000138615	CILP	2	1	2	2
ENSG00000138617	PARP16	303	260	309	220
ENSG00000138621	PPCDC	344	294	406	316
ENSG00000138622	HCN4	0	0	1	0
ENSG00000138623	SEMA7A	56	41	68	54
ENSG00000138629	UBL7	969	875	1323	934
ENSG00000138639	ARHGAP24	3	3	3	1
ENSG00000138640	FAM13A	822	744	935	700
ENSG00000138641	HERC3	1524	1444	1146	804
ENSG00000138642	HERC6	372	315	279	213
ENSG00000138646	HERC5	191	172	120	83
ENSG00000138653	NDST4	0	0	1	0
ENSG00000138658	ZGRF1	377	373	520	340
ENSG00000138660	AP1AR	548	535	763	582
ENSG00000138663	COPS4	869	757	1128	814
ENSG00000138668	HNRNPD	1749	1586	1084	759
ENSG00000138669	PRKG2	16	22	14	14
ENSG00000138670	RASGEF1B	14	7	23	7
ENSG00000138674	SEC31A	2424	2281	2890	2092
ENSG00000138675	FGF5	4	1	5	2
ENSG00000138678	GPAT3	10	9	4	5
ENSG00000138685	FGF2	0	1	0	0
ENSG00000138686	BBS7	585	543	728	521
ENSG00000138688	KIAA1109	2620	2395	2546	1913
ENSG00000138696	BMPR1B	134	108	119	80
ENSG00000138698	RAP1GDS1	902	758	1004	772
ENSG00000138709	LARP1B	626	586	693	488
ENSG00000138735	PDE5A	1	2	1	1
ENSG00000138738	PRDM5	1	0	0	0
ENSG00000138741	TRPC3	1	0	0	0
ENSG00000138744	NAAA	1897	1707	1580	1153
ENSG00000138750	NUP54	1265	1202	1540	1056
ENSG00000138755	CXCL9	0	2	0	0
ENSG00000138756	BMP2K	329	355	359	235
ENSG00000138757	G3BP2	4837	4614	5569	4081
ENSG00000138758	SEPT11	4247	3918	4876	3343
ENSG00000138759	FRAS1	221	215	158	122
ENSG00000138760	SCARB2	7882	7510	7265	5226
ENSG00000138764	CCNG2	1331	1404	1314	1012
ENSG00000138767	CNOT6L	432	497	360	279
ENSG00000138768	USO1	2073	1929	2381	1742
ENSG00000138769	CDKL2	2	3	3	2
ENSG00000138771	SHROOM3	5614	4889	5447	4029
ENSG00000138777	PPA2	1659	1725	2126	1642
ENSG00000138778	CENPE	1408	1474	1699	1200
ENSG00000138780	GSTCD	553	535	558	431
ENSG00000138785	INTS12	519	453	701	495
ENSG00000138794	CASP6	157	164	192	157
ENSG00000138795	LEF1	215	213	214	142
ENSG00000138796	HADH	1411	1297	1519	1128
ENSG00000138798	EGF	94	60	53	30
ENSG00000138801	PAPSS1	948	895	1119	782
ENSG00000138802	SEC24B	986	1001	961	664
ENSG00000138814	PPP3CA	15508	16131	17539	12977
ENSG00000138821	SLC39A8	6648	6392	7595	5583
ENSG00000138823	MTTP	3	2	3	2
ENSG00000138829	FBN2	1	0	1	0
ENSG00000138834	MAPK8IP3	521	472	595	441
ENSG00000138835	RGS3	1637	1363	1900	1413
ENSG00000138867	GUCD1	3302	2806	4025	3074
ENSG00000138892	TTLL8	1	0	0	0
ENSG00000138942	RNF185	1112	917	1206	880
ENSG00000138944	KIAA1644	2	1	0	1
ENSG00000138964	PARVG	8	3	3	4
ENSG00000139044	B4GALNT3	42	40	31	20
ENSG00000139083	ETV6	386	363	311	208
ENSG00000139112	GABARAPL1	542	431	678	485
ENSG00000139116	KIF21A	1982	1935	2636	1917
ENSG00000139117	CPNE8	0	2	0	4
ENSG00000139131	YARS2	749	660	964	733
ENSG00000139132	FGD4	878	911	1021	739
ENSG00000139133	ALG10	387	472	398	299
ENSG00000139144	PIK3C2G	0	1	0	0
ENSG00000139146	FAM60A	1064	957	1400	1013
ENSG00000139151	PLCZ1	1	0	0	0
ENSG00000139154	AEBP2	527	581	537	389
ENSG00000139160	ETFBKMT	188	144	173	155
ENSG00000139163	ETNK1	1127	1287	1375	951
ENSG00000139168	ZCRB1	1106	1084	1704	1236
ENSG00000139173	TMEM117	103	86	89	65
ENSG00000139174	PRICKLE1	0	3	1	0
ENSG00000139178	C1RL	877	732	803	559
ENSG00000139180	NDUFA9	497	438	721	581
ENSG00000139182	CLSTN3	1102	902	1181	907
ENSG00000139187	KLRG1	3	2	6	2
ENSG00000139190	VAMP1	138	120	115	87
ENSG00000139192	TAPBPL	238	210	274	232
ENSG00000139193	CD27	3	1	1	1
ENSG00000139194	RBP5	67	36	90	69
ENSG00000139197	PEX5	1571	1330	1924	1401
ENSG00000139209	SLC38A4	13	8	11	8
ENSG00000139211	AMIGO2	114	118	123	106
ENSG00000139218	SCAF11	3282	3366	3393	2424
ENSG00000139219	COL2A1	1	0	5	0
ENSG00000139220	PPFIA2	5798	5173	6153	4492
ENSG00000139233	LLPH	397	382	520	334
ENSG00000139239	RPL14P1	351	337	609	456
ENSG00000139263	LRIG3	608	544	761	529
ENSG00000139266	MARCH9	279	233	233	176
ENSG00000139269	INHBE	0	2	1	0
ENSG00000139278	GLIPR1	1	5	8	6
ENSG00000139287	TPH2	1	1	0	2
ENSG00000139289	PHLDA1	233	214	423	294
ENSG00000139291	TMEM19	398	354	433	363
ENSG00000139292	LGR5	0	0	1	0
ENSG00000139304	PTPRQ	4	2	3	2
ENSG00000139318	DUSP6	9	11	7	10
ENSG00000139323	POC1B	257	267	287	200
ENSG00000139324	TMTC3	714	754	816	516
ENSG00000139329	LUM	5	3	15	14
ENSG00000139343	SNRPF	750	658	1053	789
ENSG00000139344	AMDHD1	3	3	4	4
ENSG00000139350	NEDD1	775	825	957	734
ENSG00000139351	SYCP3	0	1	0	3
ENSG00000139352	ASCL1	0	0	0	1
ENSG00000139354	GAS2L3	292	305	393	268
ENSG00000139364	TMEM132B	10	6	7	6
ENSG00000139370	SLC15A4	279	279	318	228
ENSG00000139372	TDG	877	890	1127	798
ENSG00000139405	RITA1	912	789	1243	944
ENSG00000139410	SDSL	385	266	440	354
ENSG00000139428	MMAB	1290	1099	1569	1069
ENSG00000139433	GLTP	892	714	963	753
ENSG00000139436	GIT2	991	852	858	583
ENSG00000139437	TCHP	371	317	481	340
ENSG00000139438	FAM222A	197	165	192	137
ENSG00000139445	FOXN4	17	13	0	5
ENSG00000139496	NUP58	4644	4653	4549	3472
ENSG00000139505	MTMR6	1959	2098	2260	1751
ENSG00000139514	SLC7A1	6743	6014	4190	2960
ENSG00000139515	PDX1	21	16	11	8
ENSG00000139517	LNX2	1748	1759	2057	1552
ENSG00000139531	SUOX	1263	1008	1651	1235
ENSG00000139537	CCDC65	2	1	2	2
ENSG00000139540	SLC39A5	2	2	2	1
ENSG00000139546	TARBP2	673	519	876	673
ENSG00000139547	RDH16	57	55	62	52
ENSG00000139549	DHH	0	0	0	3
ENSG00000139567	ACVRL1	2	0	1	1
ENSG00000139572	GPR84	0	1	1	0
ENSG00000139579	NABP2	1341	1147	1741	1228
ENSG00000139597	N4BP2L1	49	56	17	15
ENSG00000139613	SMARCC2	1939	1587	1853	1261
ENSG00000139618	BRCA2	3061	3085	3496	2480
ENSG00000139620	KANSL2	1041	911	1332	977
ENSG00000139624	CERS5	367	339	369	268
ENSG00000139625	MAP3K12	188	164	227	137
ENSG00000139626	ITGB7	42	46	43	31
ENSG00000139629	GALNT6	3	3	1	1
ENSG00000139631	CSAD	306	255	276	223
ENSG00000139636	LMBR1L	423	346	718	517
ENSG00000139637	C12orf10	867	768	1103	863
ENSG00000139641	ESYT1	3863	3264	4577	3355
ENSG00000139644	TMBIM6	15774	14035	19959	14859
ENSG00000139645	ANKRD52	1301	1049	922	611
ENSG00000139651	ZNF740	1333	1128	1494	1065
ENSG00000139668	WDFY2	278	246	210	175
ENSG00000139675	HNRNPA1L2	154	139	253	170
ENSG00000139679	LPAR6	65	54	96	75
ENSG00000139684	ESD	2068	1987	2607	1960
ENSG00000139687	RB1	1424	1480	1241	843
ENSG00000139697	SBNO1	2596	2399	3008	2191
ENSG00000139714	MORN3	21	28	34	26
ENSG00000139718	SETD1B	415	353	197	131
ENSG00000139719	VPS33A	240	228	280	242
ENSG00000139722	VPS37B	1223	1021	1458	1129
ENSG00000139725	RHOF	208	172	216	177
ENSG00000139726	DENR	1545	1531	2040	1541
ENSG00000139734	DIAPH3	739	700	898	660
ENSG00000139737	SLAIN1	360	381	461	350
ENSG00000139746	RBM26	734	731	957	633
ENSG00000139767	SRRM4	0	1	0	0
ENSG00000139793	MBNL2	168	180	289	229
ENSG00000139800	ZIC5	332	341	395	266
ENSG00000139826	ABHD13	236	263	296	203
ENSG00000139832	RAB20	297	302	309	266
ENSG00000139835	GRTP1	598	533	651	456
ENSG00000139842	CUL4A	2357	2247	2999	2355
ENSG00000139865	TTC6	1674	1626	1618	1182
ENSG00000139874	SSTR1	0	2	0	0
ENSG00000139880	CDH24	240	200	263	176
ENSG00000139890	REM2	11	22	21	9
ENSG00000139899	CBLN3	46	42	42	29
ENSG00000139908	TSSK4	0	3	5	1
ENSG00000139910	NOVA1	803	752	626	425
ENSG00000139914	FITM1	8	4	5	4
ENSG00000139915	MDGA2	5	5	6	2
ENSG00000139921	TMX1	1007	1065	991	741
ENSG00000139926	FRMD6	222	177	177	150
ENSG00000139946	PELI2	57	52	48	34
ENSG00000139970	RTN1	235	245	268	196
ENSG00000139971	C14orf37	21	17	14	9
ENSG00000139973	SYT16	0	1	1	1
ENSG00000139974	SLC38A6	190	205	247	178
ENSG00000139977	NAA30	646	695	853	642
ENSG00000139985	ADAM21	7	5	13	5
ENSG00000139988	RDH12	41	40	25	16
ENSG00000139990	DCAF5	965	892	1011	767
ENSG00000139998	RAB15	635	470	678	485
ENSG00000140006	WDR89	605	596	826	624
ENSG00000140009	ESR2	3	3	4	1
ENSG00000140022	STON2	615	565	715	526
ENSG00000140025	EFCAB11	347	341	436	333
ENSG00000140030	GPR65	1	0	1	1
ENSG00000140043	PTGR2	266	286	351	247
ENSG00000140044	JDP2	167	127	93	79
ENSG00000140057	AK7	77	66	62	41
ENSG00000140090	SLC24A4	0	1	0	0
ENSG00000140092	FBLN5	1	0	0	0
ENSG00000140093	SERPINA10	0	0	0	1
ENSG00000140104	C14orf79	366	420	525	365
ENSG00000140105	WARS	2245	1872	2574	1912
ENSG00000140107	SLC25A47	2	2	1	1
ENSG00000140153	WDR20	538	475	631	509
ENSG00000140157	NIPA2	1497	1518	2039	1495
ENSG00000140181	HERC2P2	385	348	391	266
ENSG00000140199	SLC12A6	675	617	699	539
ENSG00000140254	DUOXA1	7	11	4	5
ENSG00000140259	MFAP1	1351	1096	1961	1315
ENSG00000140262	TCF12	1963	1676	2284	1587
ENSG00000140263	SORD	11768	10812	10342	7712
ENSG00000140264	SERF2	10260	8304	12700	10032
ENSG00000140265	ZSCAN29	856	768	1010	761
ENSG00000140274	DUOXA2	0	0	1	0
ENSG00000140279	DUOX2	5	7	4	7
ENSG00000140280	LYSMD2	345	292	351	259
ENSG00000140284	SLC27A2	725	730	840	654
ENSG00000140285	FGF7	18	26	21	17
ENSG00000140287	HDC	1	1	0	0
ENSG00000140297	GCNT3	0	1	0	0
ENSG00000140299	BNIP2	1384	1396	2207	1612
ENSG00000140307	GTF2A2	772	897	1095	868
ENSG00000140319	SRP14	3928	3648	5340	4166
ENSG00000140320	BAHD1	599	524	487	390
ENSG00000140323	DISP2	148	126	53	55
ENSG00000140326	CDAN1	477	391	532	386
ENSG00000140332	TLE3	2950	2537	2186	1629
ENSG00000140350	ANP32A	2069	1923	2986	2111
ENSG00000140365	COMMD4	1303	1118	1779	1302
ENSG00000140367	UBE2Q2	910	977	1063	824
ENSG00000140368	PSTPIP1	0	0	1	0
ENSG00000140374	ETFA	3542	3476	4912	3636
ENSG00000140382	HMG20A	309	266	347	241
ENSG00000140386	SCAPER	838	792	1058	685
ENSG00000140391	TSPAN3	1664	1536	2086	1559
ENSG00000140395	WDR61	1361	1280	1694	1260
ENSG00000140396	NCOA2	2789	2527	2528	1819
ENSG00000140398	NEIL1	159	124	180	132
ENSG00000140400	MAN2C1	828	683	920	693
ENSG00000140403	DNAJA4	0	1	0	0
ENSG00000140406	MESDC1	269	293	266	238
ENSG00000140416	TPM1	3133	2833	3427	2622
ENSG00000140443	IGF1R	236	215	189	142
ENSG00000140450	ARRDC4	253	297	393	292
ENSG00000140451	PIF1	284	250	331	278
ENSG00000140455	USP3	1265	1155	1263	1028
ENSG00000140459	CYP11A1	17	13	11	4
ENSG00000140463	BBS4	1085	981	1260	975
ENSG00000140464	PML	342	318	247	198
ENSG00000140465	CYP1A1	128	118	144	144
