id	sym	Control_1	Control_2	preS_1	preS_2
ENSG00000157510	AFAP1L1	358	375	278	330
ENSG00000157514	TSC22D3	96	148	111	124
ENSG00000157538	DSCR3	1039	1147	1529	1235
ENSG00000157540	DYRK1A	967	1180	933	799
ENSG00000157542	KCNJ6	4	4	1	0
ENSG00000157551	KCNJ15	30	25	86	63
ENSG00000157554	ERG	1	0	2	2
ENSG00000157557	ETS2	1413	1617	1497	1543
ENSG00000157570	TSPAN18	4	1	0	0
ENSG00000157578	LCA5L	15	16	6	10
ENSG00000157593	SLC35B2	2176	2177	2572	2102
ENSG00000157600	TMEM164	430	540	551	503
ENSG00000157601	MX1	50	107	44	20
ENSG00000157613	CREB3L1	3578	3657	1015	1300
ENSG00000157617	C2CD2	753	885	1081	814
ENSG00000157625	TAB3	466	672	618	488
ENSG00000157637	SLC38A10	2051	2394	1423	1545
ENSG00000157653	C9orf43	7	10	18	18
ENSG00000157654	PALM2-AKAP2	5	5	19	19
ENSG00000157657	ZNF618	623	490	732	513
ENSG00000157680	DGKI	55	64	94	99
ENSG00000157693	C9orf91	224	265	181	212
ENSG00000157703	SVOPL	0	1	0	0
ENSG00000157734	SNX22	46	44	51	36
ENSG00000157741	UBN2	325	365	365	292
ENSG00000157764	BRAF	530	725	615	476
ENSG00000157766	ACAN	0	1	0	2
ENSG00000157778	PSMG3	325	313	302	307
ENSG00000157782	CABP1	3	4	11	11
ENSG00000157796	WDR19	228	369	319	290
ENSG00000157800	SLC37A3	411	426	471	437
ENSG00000157823	AP3S2	410	335	290	228
ENSG00000157827	FMNL2	1149	1773	2334	1821
ENSG00000157833	GAREML	4	7	2	1
ENSG00000157837	SPPL3	815	791	781	675
ENSG00000157851	DPYSL5	0	1	0	0
ENSG00000157856	DRC1	0	0	1	1
ENSG00000157869	RAB28	264	254	239	216
ENSG00000157870	FAM213B	674	674	566	519
ENSG00000157873	TNFRSF14	49	33	47	29
ENSG00000157881	PANK4	818	823	734	645
ENSG00000157890	MEGF11	36	19	22	18
ENSG00000157895	C12orf43	441	458	400	354
ENSG00000157911	PEX10	469	483	418	397
ENSG00000157916	RER1	3048	2998	3248	2743
ENSG00000157927	RADIL	13	18	5	2
ENSG00000157933	SKI	2856	3012	1752	1842
ENSG00000157954	WIPI2	1159	1134	1286	1077
ENSG00000157978	LDLRAP1	600	621	373	390
ENSG00000157985	AGAP1	982	1086	839	774
ENSG00000157992	KRTCAP3	17	5	7	6
ENSG00000157999	ANKRD61	25	28	12	17
ENSG00000158006	PAFAH2	293	309	358	294
ENSG00000158008	EXTL1	20	12	13	11
ENSG00000158014	SLC30A2	0	0	1	1
ENSG00000158019	BRE	532	567	482	371
ENSG00000158022	TRIM63	0	0	9	29
ENSG00000158023	WDR66	104	122	93	105
ENSG00000158042	MRPL17	1875	1903	2883	1895
ENSG00000158050	DUSP2	12	6	9	28
ENSG00000158055	GRHL3	1	2	1	1
ENSG00000158062	UBXN11	391	445	299	363
ENSG00000158077	NLRP14	3	4	7	8
ENSG00000158079	PTPDC1	150	161	147	133
ENSG00000158089	GALNT14	33	43	36	31
ENSG00000158092	NCK1	536	724	677	544
ENSG00000158104	HPD	2	2	0	1
ENSG00000158106	RHPN1	0	9	3	3
ENSG00000158109	TPRG1L	1151	1332	1770	1609
ENSG00000158113	LRRC43	0	0	1	2
ENSG00000158122	AAED1	327	260	321	267
ENSG00000158125	XDH	167	214	177	146
ENSG00000158156	XKR8	399	427	435	392
ENSG00000158158	CNNM4	256	268	213	262
ENSG00000158161	EYA3	1068	1158	1380	1099
ENSG00000158163	DZIP1L	247	248	154	129
ENSG00000158164	TMSB15A	43	27	5	9
ENSG00000158169	FANCC	265	190	134	113
ENSG00000158186	MRAS	544	659	559	542
ENSG00000158195	WASF2	5751	5714	4531	4232
ENSG00000158201	ABHD3	143	172	125	143
ENSG00000158220	ESYT3	15	24	20	31
ENSG00000158234	FAIM	151	129	114	83
ENSG00000158246	FAM46B	278	303	79	102
ENSG00000158258	CLSTN2	2	0	12	5
ENSG00000158270	COLEC12	242	153	314	107
ENSG00000158286	RNF207	94	113	32	38
ENSG00000158290	CUL4B	3691	6088	3832	3118
ENSG00000158292	GPR153	203	226	251	239
ENSG00000158296	SLC13A3	13	11	9	13
ENSG00000158301	GPRASP2	396	461	516	495
ENSG00000158315	RHBDL2	7	12	22	20
ENSG00000158321	AUTS2	0	1	0	1
ENSG00000158352	SHROOM4	0	0	0	2
ENSG00000158373	HIST1H2BD	70	54	127	118
ENSG00000158402	CDC25C	335	251	176	148
ENSG00000158406	HIST1H4H	30	33	175	131
ENSG00000158411	MITD1	299	312	278	276
ENSG00000158417	EIF5B	3801	4189	5116	3808
ENSG00000158423	RIBC1	11	19	4	8
ENSG00000158427	TMSB15B	79	65	55	50
ENSG00000158428	CATIP	0	0	0	1
ENSG00000158435	CNOT11	1144	1226	985	851
ENSG00000158445	KCNB1	14	9	10	12
ENSG00000158457	TSPAN33	0	2	2	1
ENSG00000158458	NRG2	6	5	25	8
ENSG00000158467	AHCYL2	251	353	360	313
ENSG00000158470	B4GALT5	1962	2459	2893	2544
ENSG00000158473	CD1D	0	0	1	1
ENSG00000158477	CD1A	0	0	0	1
ENSG00000158480	SPATA2	409	408	377	322
ENSG00000158482	SNX29P1	3	12	2	6
ENSG00000158483	FAM86C1	226	217	185	149
ENSG00000158486	DNAH3	3	1	1	3
ENSG00000158488	CD1E	0	0	1	0
ENSG00000158516	CPA2	0	0	0	1
ENSG00000158517	NCF1	0	0	0	1
ENSG00000158525	CPA5	0	3	1	2
ENSG00000158526	TSR2	852	818	853	681
ENSG00000158528	PPP1R9A	54	83	54	59
ENSG00000158545	ZC3H18	2087	1871	1608	1493
ENSG00000158552	ZFAND2B	460	433	324	349
ENSG00000158555	GDPD5	9	7	15	11
ENSG00000158560	DYNC1I1	4	1	0	2
ENSG00000158571	PFKFB1	0	1	1	0
ENSG00000158578	ALAS2	0	0	0	1
ENSG00000158604	TMED4	1468	1608	1330	1236
ENSG00000158615	PPP1R15B	1088	1422	1292	1207
ENSG00000158623	COPG2	300	336	273	230
ENSG00000158636	C11orf30	658	866	684	515
ENSG00000158669	AGPAT6	1639	1671	2099	1700
ENSG00000158683	PKD1L1	35	25	18	34
ENSG00000158691	ZSCAN12	101	169	136	111
ENSG00000158710	TAGLN2	8714	8216	6007	5280
ENSG00000158711	ELK4	1227	1593	1179	974
ENSG00000158714	SLAMF8	7	3	3	6
ENSG00000158715	SLC45A3	157	163	376	345
ENSG00000158716	DUSP23	141	169	169	154
ENSG00000158717	RNF166	481	510	404	388
ENSG00000158731	OR10J6P	0	0	1	0
ENSG00000158747	NBL1	380	372	414	378
ENSG00000158748	HTR6	1	0	0	0
ENSG00000158769	F11R	1	0	3	5
ENSG00000158773	USF1	564	515	512	467
ENSG00000158792	SPATA2L	143	124	156	111
ENSG00000158793	NIT1	372	381	411	353
ENSG00000158796	DEDD	535	446	497	392
ENSG00000158805	ZNF276	370	331	230	263
ENSG00000158806	NPM2	1	5	1	1
ENSG00000158813	EDA	0	1	0	0
ENSG00000158815	FGF17	1	3	1	1
ENSG00000158816	VWA5B1	3	1	1	0
ENSG00000158825	CDA	20	18	40	42
ENSG00000158828	PINK1	549	641	651	534
ENSG00000158850	B4GALT3	564	471	595	519
ENSG00000158856	DMTN	29	10	12	9
ENSG00000158859	ADAMTS4	177	120	288	176
ENSG00000158863	FAM160B2	642	589	516	483
ENSG00000158864	NDUFS2	1683	1521	1921	1410
ENSG00000158865	SLC5A11	2	2	2	3
ENSG00000158869	FCER1G	1	4	5	7
ENSG00000158882	TOMM40L	307	258	416	305
ENSG00000158887	MPZ	15	6	21	18
ENSG00000158941	CCAR2	2425	2205	1877	1650
ENSG00000158955	WNT9B	1	0	0	0
ENSG00000158966	CACHD1	284	320	405	354
ENSG00000158985	CDC42SE2	459	635	495	506
ENSG00000158987	RAPGEF6	173	175	208	162
ENSG00000159023	EPB41	189	183	161	137
ENSG00000159055	MIS18A	508	437	476	458
ENSG00000159063	ALG8	1103	1134	1073	934
ENSG00000159069	FBXW5	1883	1583	1764	1411
ENSG00000159079	C21orf59	164	182	241	190
ENSG00000159082	SYNJ1	394	537	443	405
ENSG00000159086	PAXBP1	603	812	760	555
ENSG00000159110	IFNAR2	129	142	116	93
ENSG00000159111	MRPL10	868	841	949	887
ENSG00000159128	IFNGR2	630	611	728	556
ENSG00000159131	GART	2639	2511	3014	2506
ENSG00000159140	SON	8050	9166	7839	6554
ENSG00000159147	DONSON	651	614	583	477
ENSG00000159164	SV2A	956	891	867	574
ENSG00000159166	LAD1	1	2	1	1
ENSG00000159167	STC1	2168	3068	47186	26415
ENSG00000159176	CSRP1	9400	11857	7214	6089
ENSG00000159184	HOXB13	0	0	1	0
ENSG00000159197	KCNE2	3	2	0	3
ENSG00000159199	ATP5G1	1126	1029	1251	1184
ENSG00000159200	RCAN1	1536	2955	1352	1223
ENSG00000159202	UBE2Z	3847	3773	3588	3020
ENSG00000159208	CIART	109	94	85	77
ENSG00000159210	SNF8	1267	1271	1223	1170
ENSG00000159214	CCDC24	98	108	81	73
ENSG00000159216	RUNX1	1839	2547	1665	1740
ENSG00000159217	IGF2BP1	926	1112	1136	1065
ENSG00000159224	GIP	0	0	0	2
ENSG00000159228	CBR1	1307	1187	1388	1111
ENSG00000159231	CBR3	251	227	154	122
ENSG00000159239	C2orf81	11	11	18	8
ENSG00000159247	TUBBP5	2	0	0	1
ENSG00000159251	ACTC1	13	61	1	5
ENSG00000159256	MORC3	663	813	952	686
ENSG00000159259	CHAF1B	744	681	396	371
ENSG00000159261	CLDN14	0	0	1	1
ENSG00000159263	SIM2	2	5	5	2
ENSG00000159267	HLCS	465	438	432	333
ENSG00000159289	GOLGA6A	0	1	0	0
ENSG00000159307	SCUBE1	3	4	1	0
ENSG00000159314	ARHGAP27	74	80	125	128
ENSG00000159322	ADPGK	1409	1507	1303	1255
ENSG00000159335	PTMS	7188	7517	3830	3566
ENSG00000159337	PLA2G4D	0	0	1	0
ENSG00000159339	PADI4	0	1	0	0
ENSG00000159346	ADIPOR1	2240	2145	2465	1847
ENSG00000159348	CYB5R1	598	609	646	643
ENSG00000159352	PSMD4	2826	2460	2886	2526
ENSG00000159363	ATP13A2	807	963	632	652
ENSG00000159374	M1AP	3	2	0	6
ENSG00000159377	PSMB4	3688	3234	3916	3326
ENSG00000159388	BTG2	126	30	206	52
ENSG00000159398	CES5A	0	0	0	1
ENSG00000159399	HK2	3307	3569	4710	3550
ENSG00000159403	C1R	390	359	58	53
ENSG00000159409	CELF3	0	0	1	0
ENSG00000159423	ALDH4A1	135	149	99	85
ENSG00000159433	STARD9	701	812	536	483
ENSG00000159445	THEM4	167	190	162	165
ENSG00000159450	TCHH	7	9	10	9
ENSG00000159455	LCE2B	1	10	36	31
ENSG00000159459	UBR1	1190	1770	1634	1220
ENSG00000159461	AMFR	3213	3534	2527	2347
ENSG00000159479	MED8	1055	1049	1239	1069
ENSG00000159496	RGL4	40	37	22	24
ENSG00000159556	ISL2	174	192	106	126
ENSG00000159579	RSPRY1	852	1081	1091	900
ENSG00000159588	CCDC17	29	37	27	38
ENSG00000159592	GPBP1L1	1636	1787	1637	1454
ENSG00000159593	NAE1	1202	1515	1536	1301
ENSG00000159596	TMEM69	532	503	554	453
ENSG00000159640	ACE	26	26	7	2
ENSG00000159648	TEPP	1	1	0	0
ENSG00000159658	EFCAB14	2070	2694	2382	1904
ENSG00000159674	SPON2	60	42	89	51
ENSG00000159685	CHCHD6	233	247	263	203
ENSG00000159692	CTBP1	2269	2104	1797	1566
ENSG00000159708	LRRC36	0	2	3	12
ENSG00000159712	ANKRD18CP	0	0	0	1
ENSG00000159713	TPPP3	2	3	8	1
ENSG00000159714	ZDHHC1	148	178	166	141
ENSG00000159720	ATP6V0D1	1727	1761	2509	2215
ENSG00000159723	AGRP	4	1	1	0
ENSG00000159733	ZFYVE28	87	107	86	86
ENSG00000159753	RLTPR	20	10	7	16
ENSG00000159761	C16orf86	22	16	12	15
ENSG00000159784	FAM131B	30	27	29	8
ENSG00000159788	RGS12	495	536	291	236
ENSG00000159792	PSKH1	599	611	611	510
ENSG00000159840	ZYX	15632	17116	9937	10675
ENSG00000159842	ABR	1686	1412	1627	1270
ENSG00000159860	TCAF2P1	0	0	2	1
ENSG00000159871	LYPD5	1	0	0	0
ENSG00000159873	CCDC117	426	549	422	335
ENSG00000159882	ZNF230	71	81	77	47
ENSG00000159884	CCDC107	56	48	54	36
ENSG00000159885	ZNF222	32	51	69	40
ENSG00000159899	NPR2	292	263	259	297
ENSG00000159904	ZNF890P	1	2	3	3
ENSG00000159905	ZNF221	50	61	67	33
ENSG00000159915	ZNF233	12	19	15	17
ENSG00000159917	ZNF235	39	54	67	64
ENSG00000159921	GNE	577	539	530	425
ENSG00000159958	TNFRSF13C	25	36	6	12
ENSG00000160007	ARHGAP35	4923	5166	3897	3222
ENSG00000160013	PTGIR	97	93	152	112
ENSG00000160014	CALM3	11888	10114	8646	6516
ENSG00000160049	DFFA	2301	2312	1892	1887
ENSG00000160050	CCDC28B	114	125	107	90
ENSG00000160051	IQCC	142	128	96	82
ENSG00000160055	TMEM234	217	279	218	197
ENSG00000160058	BSDC1	1262	1329	1371	1170
ENSG00000160062	ZBTB8A	82	122	69	84
ENSG00000160072	ATAD3B	1282	1318	1305	1233
ENSG00000160075	SSU72	2943	2904	3082	2562
ENSG00000160087	UBE2J2	1505	1516	1345	1256
ENSG00000160094	ZNF362	274	282	78	95
ENSG00000160097	FNDC5	8	7	6	4
ENSG00000160111	CPAMD8	3	1	0	1
ENSG00000160113	NR2F6	806	923	641	611
ENSG00000160117	ANKLE1	28	53	21	33
ENSG00000160124	CCDC58	348	355	409	314
ENSG00000160131	VMA21	1041	1513	1323	1066
ENSG00000160145	KALRN	39	32	35	34
ENSG00000160161	CILP2	3	11	6	10
ENSG00000160172	FAM86C2P	78	61	60	50
ENSG00000160179	ABCG1	0	4	3	0
ENSG00000160190	SLC37A1	1	0	0	0
ENSG00000160191	PDE9A	2	2	0	1
ENSG00000160193	WDR4	768	674	597	648
ENSG00000160194	NDUFV3	891	790	1022	887
ENSG00000160199	PKNOX1	615	632	488	398
ENSG00000160200	CBS	53	50	24	21
ENSG00000160207	HSF2BP	25	35	22	19
ENSG00000160208	RRP1B	1776	1816	1808	1611
ENSG00000160209	PDXK	2641	2596	2444	1951
ENSG00000160211	G6PD	6231	7495	4413	5199
ENSG00000160213	CSTB	1518	1638	2750	2155
ENSG00000160214	RRP1	979	906	942	918
ENSG00000160216	AGPAT3	3225	2949	2792	2179
ENSG00000160218	TRAPPC10	881	1012	902	755
ENSG00000160219	GAB3	2	4	5	8
ENSG00000160221	C21orf33	5	7	3	6
ENSG00000160223	ICOSLG	73	77	62	64
ENSG00000160224	AIRE	0	1	0	0
ENSG00000160226	C21orf2	188	173	123	116
ENSG00000160229	ZNF66	18	23	13	16
ENSG00000160233	LRRC3	0	1	0	0
ENSG00000160255	ITGB2	3	1	2	3
ENSG00000160256	FAM207A	392	398	383	322
ENSG00000160271	RALGDS	478	411	497	411
ENSG00000160282	FTCD	6	12	8	14
ENSG00000160284	SPATC1L	219	214	192	185
ENSG00000160285	LSS	2180	1853	2849	1668
ENSG00000160293	VAV2	994	780	738	640
ENSG00000160294	MCM3AP	2682	2519	2279	1928
ENSG00000160298	C21orf58	432	344	197	160
ENSG00000160299	PCNT	2578	2606	1804	1556
ENSG00000160305	DIP2A	1072	1147	824	644
ENSG00000160310	PRMT2	1457	1427	1343	1028
ENSG00000160318	CLDND2	6	1	5	2
ENSG00000160323	ADAMTS13	16	18	11	10
ENSG00000160325	CACFD1	45	54	35	36
ENSG00000160326	SLC2A6	313	245	395	296
ENSG00000160336	ZNF761	201	344	268	229
ENSG00000160345	C9orf116	25	26	30	17
ENSG00000160352	ZNF714	296	392	339	224
ENSG00000160360	GPSM1	1543	1319	1413	1054
ENSG00000160392	C19orf47	730	659	537	479
ENSG00000160396	HIPK4	3	8	1	4
ENSG00000160401	C9orf117	40	50	46	40
ENSG00000160404	TOR2A	131	96	91	94
ENSG00000160408	ST6GALNAC6	723	677	678	473
ENSG00000160410	SHKBP1	1535	1688	1428	1255
ENSG00000160439	RDH13	61	72	68	74
ENSG00000160445	ZER1	827	706	766	614
ENSG00000160446	ZDHHC12	409	346	324	277
ENSG00000160447	PKN3	308	260	87	98
ENSG00000160460	SPTBN4	2	10	3	3
ENSG00000160469	BRSK1	123	76	128	76
ENSG00000160471	COX6B2	5	3	0	0
ENSG00000160539	PPAPDC3	1	0	1	2
ENSG00000160551	TAOK1	3160	3824	3847	2336
ENSG00000160563	MED27	705	594	830	683
ENSG00000160570	DEDD2	404	414	639	543
ENSG00000160584	SIK3	919	1024	861	765
ENSG00000160588	MPZL3	2	3	15	14
ENSG00000160602	NEK8	40	54	31	30
ENSG00000160606	TLCD1	52	58	43	37
ENSG00000160613	PCSK7	979	1092	895	789
ENSG00000160633	SAFB	2596	2496	2150	1905
ENSG00000160654	CD3G	0	2	0	2
ENSG00000160678	S100A1	10	6	14	6
ENSG00000160679	CHTOP	1210	1125	1107	939
ENSG00000160683	CXCR5	0	0	1	1
ENSG00000160685	ZBTB7B	542	544	525	417
ENSG00000160688	FLAD1	589	600	631	638
ENSG00000160691	SHC1	7237	6533	7572	6233
ENSG00000160695	VPS11	941	958	895	800
ENSG00000160703	NLRX1	324	312	154	191
ENSG00000160710	ADAR	6023	6853	5871	4496
ENSG00000160712	IL6R	53	47	105	111
ENSG00000160714	UBE2Q1	1268	1264	1536	1232
ENSG00000160716	CHRNB2	3	17	8	11
ENSG00000160741	CRTC2	993	897	756	721
ENSG00000160746	ANO10	1922	2009	2251	1872
ENSG00000160752	FDPS	1374	1149	1616	1073
ENSG00000160753	RUSC1	788	811	587	586
ENSG00000160766	GBAP1	145	142	108	114
ENSG00000160767	FAM189B	1203	1220	1332	1176
ENSG00000160781	PAQR6	22	21	19	18
ENSG00000160783	PMF1	268	198	168	174
ENSG00000160785	SLC25A44	924	803	946	732
ENSG00000160789	LMNA	22708	18815	20649	14341
ENSG00000160796	NBEAL2	334	389	208	271
ENSG00000160799	CCDC12	377	344	326	336
ENSG00000160801	PTH1R	0	1	1	0
ENSG00000160803	UBQLN4	1629	1591	1442	1323
ENSG00000160813	PPP1R35	189	148	166	139
ENSG00000160818	GPATCH4	1560	1594	1783	1498
ENSG00000160828	na	113	121	96	85
ENSG00000160838	LRRC71	16	11	2	2
ENSG00000160862	AZGP1	2	0	0	4
ENSG00000160867	FGFR4	1	2	0	0
ENSG00000160868	CYP3A4	0	0	8	3
ENSG00000160870	CYP3A7	1	1	37	4
ENSG00000160877	NACC1	3912	3564	3686	2918
ENSG00000160883	HK3	0	0	0	2
ENSG00000160886	LY6K	537	506	309	322
ENSG00000160888	IER2	870	824	1223	967
ENSG00000160908	ZNF394	214	210	225	218
ENSG00000160917	CPSF4	819	765	658	637
ENSG00000160932	LY6E	4534	4672	3550	2725
ENSG00000160948	VPS28	979	926	949	804
ENSG00000160949	TONSL	1421	1386	790	853
ENSG00000160951	PTGER1	11	17	19	11
ENSG00000160953	MUM1	745	696	510	449
ENSG00000160957	RECQL4	1353	1390	806	903
ENSG00000160959	LRRC14	823	852	492	552
ENSG00000160961	ZNF333	389	364	231	278
ENSG00000160963	COL26A1	1	0	0	0
ENSG00000160972	PPP1R16A	249	296	242	210
ENSG00000160973	FOXH1	5	2	1	4
ENSG00000160991	ORAI2	1249	1190	1508	1202
ENSG00000160993	ALKBH4	162	169	182	147
ENSG00000160999	SH2B2	30	32	21	19
ENSG00000161010	C5orf45	446	488	307	393
ENSG00000161011	SQSTM1	4479	6038	7222	7682
ENSG00000161013	MGAT4B	2459	2952	2367	2542
ENSG00000161016	RPL8	20228	17997	19499	16773
ENSG00000161021	MAML1	1266	1117	960	861
ENSG00000161036	LRWD1	628	677	654	652
ENSG00000161040	FBXL13	6	11	9	12
ENSG00000161048	NAPEPLD	132	209	201	170
ENSG00000161057	PSMC2	2151	2096	2708	2119
ENSG00000161082	CELF5	2	0	2	4
ENSG00000161091	MFSD12	673	747	762	656
ENSG00000161103	na	1	1	0	1
ENSG00000161132	na	1	3	1	2
ENSG00000161133	USP41	2	1	3	0
ENSG00000161149	TUBA3FP	37	34	10	15
ENSG00000161179	YDJC	268	369	360	346
ENSG00000161180	CCDC116	16	19	11	12
ENSG00000161202	DVL3	2553	2760	1894	1754
ENSG00000161203	AP2M1	14679	14113	13472	11762
ENSG00000161204	ABCF3	1449	1426	1334	1200
ENSG00000161217	PCYT1A	2048	2057	2591	1877
ENSG00000161243	FBXO27	103	125	139	160
ENSG00000161249	DMKN	3	6	4	12
ENSG00000161265	U2AF1L4	112	111	43	44
ENSG00000161267	BDH1	72	51	57	14
ENSG00000161277	THAP8	125	164	161	161
ENSG00000161281	COX7A1	63	82	114	93
ENSG00000161298	ZNF382	33	54	50	46
ENSG00000161328	LRRC56	32	46	21	25
ENSG00000161381	PLXDC1	3	3	2	8
ENSG00000161395	PGAP3	223	192	113	118
ENSG00000161405	IKZF3	2	5	0	1
ENSG00000161509	GRIN2C	21	22	11	17
ENSG00000161513	FDXR	388	362	262	182
ENSG00000161526	SAP30BP	1473	1351	1431	1234
ENSG00000161533	ACOX1	834	965	1193	1019
ENSG00000161542	PRPSAP1	988	1003	784	786
ENSG00000161544	CYGB	6	11	39	47
ENSG00000161547	SRSF2	3677	3229	2979	2347
ENSG00000161558	TMEM143	169	176	87	84
ENSG00000161583	na	44	39	35	32
ENSG00000161594	KLHL10	2	4	2	0
ENSG00000161618	ALDH16A1	530	527	358	376
ENSG00000161638	ITGA5	9217	9597	12541	10663
ENSG00000161642	ZNF385A	77	64	114	77
ENSG00000161643	SIGLEC16	2	3	1	0
ENSG00000161647	MPP3	362	341	273	262
ENSG00000161649	CD300LG	0	1	0	0
ENSG00000161653	NAGS	52	56	49	38
ENSG00000161654	LSM12	1997	1846	1776	1449
ENSG00000161664	ASB16	38	36	21	31
ENSG00000161671	EMC10	1079	1041	1098	952
ENSG00000161677	JOSD2	364	348	379	308
ENSG00000161681	SHANK1	91	27	243	91
ENSG00000161682	FAM171A2	32	19	19	15
ENSG00000161692	DBF4B	825	888	501	625
ENSG00000161714	PLCD3	1057	1129	803	849
ENSG00000161791	FMNL3	1041	1201	1471	1326
ENSG00000161798	AQP5	0	0	1	0
ENSG00000161800	RACGAP1	3681	3610	2544	2109
ENSG00000161813	LARP4	1280	1847	1791	1425
ENSG00000161835	GRASP	9	6	10	6
ENSG00000161847	RAVER1	1495	1445	885	962
ENSG00000161860	SYCE2	25	19	6	15
ENSG00000161888	SPC24	933	711	477	433
ENSG00000161896	IP6K3	4	5	1	1
ENSG00000161904	LEMD2	1130	1225	885	856
ENSG00000161905	ALOX15	0	1	1	0
ENSG00000161911	TREML1	2	1	0	1
ENSG00000161912	ADCY10P1	63	101	60	92
ENSG00000161914	ZNF653	79	104	51	44
ENSG00000161920	MED11	126	100	128	117
ENSG00000161921	CXCL16	11	5	5	3
ENSG00000161929	SCIMP	1	1	2	2
ENSG00000161939	RNASEK-C17orf49	0	0	2	1
ENSG00000161940	BCL6B	2	0	0	0
ENSG00000161955	TNFSF13	14	10	9	11
ENSG00000161956	SENP3	528	481	478	456
ENSG00000161958	FGF11	0	1	0	0
ENSG00000161960	EIF4A1	285	278	252	242
ENSG00000161970	RPL26	3089	2646	3612	2537
ENSG00000161980	POLR3K	470	461	484	479
ENSG00000161981	SNRNP25	704	642	657	583
ENSG00000161992	PRR35	0	2	0	1
ENSG00000161996	WDR90	824	884	411	613
ENSG00000161999	JMJD8	631	618	389	308
ENSG00000162004	CCDC78	91	106	76	104
ENSG00000162006	MSLNL	1	0	1	0
ENSG00000162032	SPSB3	6	1	4	3
ENSG00000162039	MEIOB	1	3	1	4
ENSG00000162062	C16orf59	277	308	236	223
ENSG00000162063	CCNF	1670	1490	654	771
ENSG00000162065	TBC1D24	608	743	533	642
ENSG00000162066	AMDHD2	250	306	361	400
ENSG00000162068	NTN3	3	5	0	4
ENSG00000162069	CCDC64B	2	1	0	0
ENSG00000162073	PAQR4	362	310	137	148
ENSG00000162076	FLYWCH2	268	285	267	254
ENSG00000162078	ZG16B	0	0	0	1
ENSG00000162086	ZNF75A	185	225	268	185
ENSG00000162104	ADCY9	1127	1304	708	629
ENSG00000162105	SHANK2	2	2	9	16
ENSG00000162129	CLPB	794	859	743	867
ENSG00000162139	NEU3	484	494	529	450
ENSG00000162144	CYB561A3	641	599	525	555
ENSG00000162148	PPP1R32	8	14	9	8
ENSG00000162174	ASRGL1	2	3	2	2
ENSG00000162188	GNG3	9	12	5	3
ENSG00000162191	UBXN1	1666	1668	1390	1413
ENSG00000162194	LBHD1	56	72	63	73
ENSG00000162222	TTC9C	522	561	486	450
ENSG00000162227	TAF6L	241	254	180	201
ENSG00000162231	NXF1	1682	1643	1234	1320
ENSG00000162236	STX5	985	909	889	827
ENSG00000162241	SLC25A45	51	62	48	43
ENSG00000162244	RPL29	8980	8040	9724	8122
ENSG00000162267	ITIH3	1	8	1	2
ENSG00000162298	SYVN1	1182	1301	918	1105
ENSG00000162300	ZFPL1	152	185	153	135
ENSG00000162302	RPS6KA4	2118	1947	1603	1376
ENSG00000162337	LRP5	1148	1517	965	1093
ENSG00000162341	TPCN2	345	325	227	255
ENSG00000162365	CYP4A22	0	1	0	1
ENSG00000162368	CMPK1	2808	3397	3219	2400
ENSG00000162374	ELAVL4	0	0	0	1
ENSG00000162377	COA7	863	1168	1217	1117
ENSG00000162378	ZYG11B	814	1525	1289	939
ENSG00000162383	SLC1A7	5	4	2	1
ENSG00000162384	C1orf123	610	605	545	456
ENSG00000162385	MAGOH	754	709	741	623
ENSG00000162390	ACOT11	68	57	67	95
ENSG00000162391	FAM151A	4	2	3	4
ENSG00000162396	PARS2	110	106	115	110
ENSG00000162398	C1orf177	0	1	1	1
ENSG00000162402	USP24	2733	3772	3199	2480
ENSG00000162407	PPAP2B	962	892	782	657
ENSG00000162408	NOL9	1656	1621	1395	1454
ENSG00000162409	PRKAA2	256	373	353	269
ENSG00000162413	KLHL21	1877	2011	2561	2913
ENSG00000162415	ZSWIM5	161	132	126	87
ENSG00000162419	GMEB1	478	429	347	350
ENSG00000162426	SLC45A1	38	37	23	17
ENSG00000162430	SEPN1	3059	3173	1806	1900
ENSG00000162433	AK4	810	978	760	431
ENSG00000162434	JAK1	3646	4556	3915	2932
ENSG00000162437	RAVER2	285	336	270	210
ENSG00000162438	CTRC	4	4	0	3
ENSG00000162441	LZIC	852	950	933	786
ENSG00000162444	RBP7	1	0	0	0
ENSG00000162458	FBLIM1	2156	2615	2364	2265
ENSG00000162460	TMEM82	0	0	2	0
ENSG00000162461	SLC25A34	15	16	16	21
ENSG00000162482	AKR7A3	11	21	8	8
ENSG00000162490	DRAXIN	2	0	2	2
ENSG00000162496	DHRS3	5	8	6	3
ENSG00000162510	MATN1	6	5	3	4
ENSG00000162511	LAPTM5	11	19	52	52
ENSG00000162512	SDC3	1402	1395	624	477
ENSG00000162517	PEF1	1589	1507	1767	1414
ENSG00000162520	SYNC	283	412	296	224
ENSG00000162521	RBBP4	2522	2665	2014	1808
ENSG00000162522	KIAA1522	789	876	392	460
ENSG00000162526	TSSK3	5	12	10	12
ENSG00000162542	TMCO4	493	533	317	257
ENSG00000162545	CAMK2N1	2068	1955	2369	2150
ENSG00000162551	ALPL	3	7	11	14
ENSG00000162552	WNT4	32	12	11	21
ENSG00000162572	SCNN1D	87	141	50	93
ENSG00000162576	MXRA8	3525	3670	2218	1744
ENSG00000162585	FAAP20	761	782	636	628
ENSG00000162591	MEGF6	443	451	61	68
