id	sym	C1	C2	C3	C4	BPA_1	BPA_2	BPA_3	BPA_4
ENSMUSG00000021578	Ccdc127	3450	3092	2550	2257	3657	4263	3433	3620
ENSMUSG00000021579	Lrrc14b	148	136	105	93	151	163	103	160
ENSMUSG00000021583	Erap1	385	438	267	280	405	416	433	413
ENSMUSG00000021585	Cast	524	540	329	260	457	515	614	503
ENSMUSG00000021587	Pcsk1	663	487	442	360	672	805	625	671
ENSMUSG00000021589	Rhobtb3	1116	1084	833	717	1225	1344	1143	1224
ENSMUSG00000021590	Spata9	57	58	52	49	106	66	59	69
ENSMUSG00000021591	Glrx	1823	1596	1439	1180	2217	2504	2084	1820
ENSMUSG00000021592	Arsk	479	444	383	332	542	665	491	566
ENSMUSG00000021594	Srd5a1	284	235	202	167	284	344	275	270
ENSMUSG00000021595	Nsun2	3956	3961	3170	2888	4536	5871	4837	4444
ENSMUSG00000021596	Mctp1	3727	3729	3124	2849	4727	5170	4666	4052
ENSMUSG00000021597	Slf1	585	554	396	411	662	696	593	617
ENSMUSG00000021598	Med10	895	830	673	720	1010	1324	1113	1065
ENSMUSG00000021600	8030423J24Rik	5	4	2	3	2	2	7	2
ENSMUSG00000021604	Irx4	0	0	0	0	0	0	0	0
ENSMUSG00000021606	Ndufs6	621	696	473	541	651	878	973	854
ENSMUSG00000021607	Mrpl36	194	211	166	151	211	265	206	252
ENSMUSG00000021608	Lpcat1	471	429	307	315	497	649	506	520
ENSMUSG00000021609	Slc6a3	9	2	6	4	5	2	2	3
ENSMUSG00000021610	Clptm1l	2834	2812	2341	2097	3316	3869	3192	3432
ENSMUSG00000021611	Tert	21	17	15	21	22	28	18	22
ENSMUSG00000021612	Slc6a18	1	0	1	1	0	0	0	1
ENSMUSG00000021613	Hapln1	1977	1670	1409	1398	2071	2737	2141	2322
ENSMUSG00000021614	Vcan	1262	1109	902	797	1165	1604	1344	1192
ENSMUSG00000021615	Xrcc4	474	476	341	305	521	634	504	507
ENSMUSG00000021619	Atg10	275	284	242	252	317	408	376	377
ENSMUSG00000021620	Acot12	13	17	5	8	18	11	12	15
ENSMUSG00000021621	Zcchc9	462	422	430	284	531	662	478	461
ENSMUSG00000021622	Ckmt2	0	0	1	1	1	1	1	0
ENSMUSG00000021624	Cd180	152	171	85	123	149	150	126	118
ENSMUSG00000021629	Slc30a5	1714	1642	1287	1128	1921	2372	2127	1851
ENSMUSG00000021635	Rad17	649	611	588	421	671	804	769	715
ENSMUSG00000021636	Marveld2	32	25	16	16	26	24	31	29
ENSMUSG00000021638	Ocln	545	595	413	355	564	765	630	605
ENSMUSG00000021639	Gtf2h2	704	723	469	507	749	928	779	707
ENSMUSG00000021640	Naip1	3	6	6	6	6	5	6	9
ENSMUSG00000021643	Serf1	345	265	308	247	391	507	387	423
ENSMUSG00000021645	Smn1	910	847	801	599	1017	1454	1123	1076
ENSMUSG00000021646	Mccc2	518	529	379	322	587	772	652	595
ENSMUSG00000021647	Cartpt	77	73	96	55	120	84	55	99
ENSMUSG00000021650	Ptcd2	1139	994	775	749	1212	1298	1014	1132
ENSMUSG00000021660	Btf3	2142	2062	1986	1601	2567	3121	2655	2294
ENSMUSG00000021661	Ankra2	1357	1313	1105	926	1518	1853	1542	1493
ENSMUSG00000021662	Arhgef28	2483	2263	1886	1812	2739	3558	2726	2740
ENSMUSG00000021665	Hexb	1691	1740	1352	1220	2062	2103	1889	1933
ENSMUSG00000021666	Gfm2	642	612	431	434	749	826	633	712
ENSMUSG00000021668	Polk	667	619	562	376	755	833	771	673
ENSMUSG00000021669	Col4a3bp	4628	4042	3164	3069	4664	5765	4973	4513
ENSMUSG00000021670	Hmgcr	4065	3216	3007	3011	4303	5235	5014	4783
ENSMUSG00000021671	Poc5	1340	1212	986	912	1465	1808	1481	1413
ENSMUSG00000021675	F2rl2	12	16	10	5	7	10	22	12
ENSMUSG00000021676	Iqgap2	8177	7544	6424	5578	8966	12222	9067	8694
ENSMUSG00000021678	F2rl1	14	25	3	4	7	10	14	9
ENSMUSG00000021679	S100z	0	0	0	0	0	0	0	0
ENSMUSG00000021680	Crhbp	926	816	699	654	1075	1165	940	930
ENSMUSG00000021681	Aggf1	2896	2584	2094	1825	3021	4040	3060	3562
ENSMUSG00000021684	Pde8b	2805	2721	2395	1916	3426	4032	3130	3370
ENSMUSG00000021685	Otp	0	0	1	0	0	1	0	1
ENSMUSG00000021686	Ap3b1	2815	2743	2491	1882	3265	4298	3335	3299
ENSMUSG00000021687	Scamp1	9763	9126	7011	6892	10543	12256	10796	10201
ENSMUSG00000021690	Jmy	4708	4072	3696	3116	4889	6248	4835	4951
ENSMUSG00000021692	Dimt1	727	696	532	500	750	796	713	728
ENSMUSG00000021693	Kif2a	6338	5613	4611	4178	6849	8422	6714	6708
ENSMUSG00000021694	Ercc8	147	168	115	109	191	207	189	170
ENSMUSG00000021696	Elovl7	682	1416	448	443	708	776	887	664
ENSMUSG00000021697	Depdc1b	3	16	3	6	9	12	10	0
ENSMUSG00000021699	Pde4d	3346	2787	2510	2273	3464	4428	3487	3439
ENSMUSG00000021700	Rab3c	36675	30803	26198	25157	37320	45660	36397	40811
ENSMUSG00000021701	Plk2	10702	9972	8834	8647	12065	15283	12769	12226
ENSMUSG00000021702	Thbs4	1093	831	699	444	879	1402	641	1531
ENSMUSG00000021703	Serinc5	2316	2134	1625	1454	2349	2757	2433	2323
ENSMUSG00000021704	Mtx3	2742	2524	2010	1863	2798	3340	2883	3155
ENSMUSG00000021706	Zfyve16	731	707	522	424	698	850	715	733
ENSMUSG00000021707	Dhfr	195	208	169	137	208	246	230	232
ENSMUSG00000021708	Rasgrf2	3436	3634	3138	2410	4202	5135	4608	4476
ENSMUSG00000021710	Nln	1051	987	752	746	1128	1409	1165	1078
ENSMUSG00000021711	Trappc13	2267	2108	1518	1626	2418	2791	2326	2526
ENSMUSG00000021712	Trim23	3167	2835	2303	2253	3508	4363	3460	3453
ENSMUSG00000021713	Ppwd1	265	245	192	160	283	403	264	288
ENSMUSG00000021714	Cenpk	24	21	12	15	24	14	14	34
ENSMUSG00000021715	Cwc27	675	579	446	482	785	1080	904	780
ENSMUSG00000021716	Srek1ip1	930	1016	818	648	1065	1302	1045	1157
ENSMUSG00000021718	4933425L06Rik	0	1	0	0	1	0	0	2
ENSMUSG00000021719	Rgs7bp	27651	25376	21710	19603	27974	35759	30526	30801
ENSMUSG00000021720	Rnf180	327	263	223	159	348	404	302	312
ENSMUSG00000021721	Htr1a	2571	2231	1842	1693	2504	3412	2127	2783
ENSMUSG00000021725	Parp8	1135	1104	835	786	1338	1584	1153	1189
ENSMUSG00000021728	Emb	1584	2140	1040	927	1508	1651	1752	1487
ENSMUSG00000021730	Hcn1	10395	7852	7099	6355	9830	11642	9738	9788
ENSMUSG00000021731	Mrps30	812	854	655	591	1061	1239	966	916
ENSMUSG00000021732	Fgf10	1061	877	811	766	1035	1364	939	1063
ENSMUSG00000021733	Slc4a7	2473	2402	1835	1820	2756	3287	2600	2728
ENSMUSG00000021737	Psmd6	2142	2089	1778	1576	2517	3129	2724	2452
ENSMUSG00000021738	Atxn7	1376	1183	995	769	1368	1748	1340	1356
ENSMUSG00000021743	Fezf2	2417	2049	1950	1557	2694	3113	2588	2843
ENSMUSG00000021745	Ptprg	5808	5187	4092	3915	5944	7122	5938	5847
ENSMUSG00000021747	4930452B06Rik	377	337	280	259	440	559	432	475
ENSMUSG00000021748	Pdhb	3191	2983	2614	2140	3776	4580	3617	3615
ENSMUSG00000021749	Oit1	0	0	0	0	0	1	2	0
ENSMUSG00000021750	Fam107a	20756	17847	17120	12806	23284	26941	21777	29412
ENSMUSG00000021751	Acox2	6	16	1	2	5	4	8	6
ENSMUSG00000021752	Kctd6	1951	2047	1716	1229	2348	2676	2033	2298
ENSMUSG00000021754	Map3k1	487	482	331	267	497	581	493	467
ENSMUSG00000021756	Il6st	3825	3613	2744	2095	3916	4749	3793	4025
ENSMUSG00000021758	Ddx4	111	111	79	49	193	204	113	146
ENSMUSG00000021759	Plpp1	531	488	364	324	581	646	556	509
ENSMUSG00000021760	Gpx8	118	230	69	69	114	141	160	92
ENSMUSG00000021764	Ndufs4	1651	1521	1143	1199	1905	2130	1776	1866
ENSMUSG00000021765	Fst	32	45	35	54	57	83	78	64
ENSMUSG00000021767	Kat6b	3163	3276	2597	2188	3726	4897	4077	3640
ENSMUSG00000021768	Dusp13	3	5	2	2	5	9	8	10
ENSMUSG00000021770	Samd8	5462	5079	4128	4165	5748	7098	5742	6064
ENSMUSG00000021771	Vdac2	4621	4308	3750	3145	5468	6559	5219	5042
ENSMUSG00000021772	Nkiras1	2800	2368	1928	1764	2821	3325	2746	2710
ENSMUSG00000021773	Comtd1	66	50	43	30	67	71	71	62
ENSMUSG00000021774	Ube2e1	1187	1245	926	840	1393	1815	1407	1413
ENSMUSG00000021775	Nr1d2	4344	4361	3001	2907	4414	5545	5371	4121
ENSMUSG00000021779	Thrb	4081	3556	2878	2281	3722	4417	4022	4075
ENSMUSG00000021782	Dlg5	2573	2295	2072	1473	3129	3501	2569	2627
ENSMUSG00000021785	Ngly1	703	715	523	492	733	913	732	788
ENSMUSG00000021786	Oxsm	382	377	295	277	396	501	453	481
ENSMUSG00000021789	Sftpa1	0	1	0	0	0	0	0	0
ENSMUSG00000021790	Dydc1	3	5	1	0	3	3	5	0
ENSMUSG00000021791	Dydc2	16	38	8	13	16	13	13	11
ENSMUSG00000021792	Fam213a	7571	7489	6280	5451	8315	10381	9020	10257
ENSMUSG00000021794	Glud1	8911	8209	6997	5891	10157	11499	9860	8593
ENSMUSG00000021795	Sftpd	0	0	0	0	0	0	0	0
ENSMUSG00000021796	Bmpr1a	3522	3315	2648	2341	3642	4234	3658	3537
ENSMUSG00000021797	9230112D13Rik	0	0	0	0	0	0	0	0
ENSMUSG00000021798	Ldb3	303	288	259	213	345	428	293	347
ENSMUSG00000021799	Opn4	6	5	4	4	7	6	6	10
ENSMUSG00000021803	Cdhr1	213	237	196	105	274	305	209	212
ENSMUSG00000021804	Rgr	2	0	0	0	2	1	1	1
ENSMUSG00000021806	Nid2	96	184	62	57	118	121	150	102
ENSMUSG00000021807	2700060E02Rik	2045	2075	1570	1498	2310	2927	2345	2465
ENSMUSG00000021809	Nudt13	215	204	167	137	275	305	256	284
ENSMUSG00000021810	Ecd	1447	1337	1052	995	1549	2001	1706	1684
ENSMUSG00000021811	Dnajc9	916	821	725	609	1079	1348	999	1094
ENSMUSG00000021814	Anxa7	3611	3151	2545	2396	3714	4771	3696	3946
ENSMUSG00000021815	Mss51	13	19	10	6	18	25	23	14
ENSMUSG00000021816	Ppp3cb	16845	14593	11643	12066	17565	20632	16970	16480
ENSMUSG00000021819	Zswim8	4334	3996	3382	2523	4887	5875	4628	4540
ENSMUSG00000021820	Camk2g	6779	6762	5561	4320	7963	9660	8460	7533
ENSMUSG00000021822	Plau	71	56	36	41	60	58	69	61
ENSMUSG00000021823	Vcl	1716	1456	1175	1025	1619	2267	1772	2201
ENSMUSG00000021824	Ap3m1	2162	1950	1654	1509	2452	2739	2361	2532
ENSMUSG00000021830	Txndc16	3199	2874	2194	1937	3327	4307	3215	3653
ENSMUSG00000021831	Ero1l	2174	1869	1491	1368	2262	2543	2259	2160
ENSMUSG00000021832	Psmc6	2976	2766	2300	2138	3362	4347	3416	3464
ENSMUSG00000021835	Bmp4	30	46	19	20	36	35	64	29
ENSMUSG00000021838	Samd4	1019	952	673	606	978	1199	1074	903
ENSMUSG00000021840	Mapk1ip1l	2216	1871	1704	1327	2313	2780	2283	2214
ENSMUSG00000021843	Ktn1	5617	5188	3935	3711	6044	8039	5812	6323
ENSMUSG00000021846	Peli2	1116	1192	969	743	1385	1492	1348	1186
ENSMUSG00000021848	Otx2	36	308	23	25	71	16	103	39
ENSMUSG00000021850	1700011H14Rik	0	0	0	0	2	2	0	1
ENSMUSG00000021852	Slc35f4	249	190	199	133	230	311	261	253
ENSMUSG00000021866	Anxa11	1338	1728	1229	1121	1966	2041	1829	1702
ENSMUSG00000021867	Tmem254b	0	0	0	0	0	0	0	0
ENSMUSG00000021868	Ppif	409	402	306	254	465	532	470	476
ENSMUSG00000021870	Slmap	7103	6424	5585	5128	7876	9867	8161	7505
ENSMUSG00000021871	Pnp	595	631	411	368	676	671	619	565
ENSMUSG00000021872	Rnase10	1	2	1	1	2	1	1	2
ENSMUSG00000021874	4933413J09Rik	3	4	1	2	1	2	6	1
ENSMUSG00000021876	Rnase4	463	417	277	261	462	502	474	477
ENSMUSG00000021877	Arf4	3530	3167	2884	2464	3999	4978	3849	3946
ENSMUSG00000021880	Rnase6	15	10	4	8	15	12	7	14
ENSMUSG00000021884	Hacl1	210	226	166	158	243	320	317	316
ENSMUSG00000021886	Gpr65	8	11	10	3	7	5	14	6
ENSMUSG00000021890	Eaf1	817	675	602	499	863	985	863	871
ENSMUSG00000021891	Mettl6	555	519	425	400	636	702	625	572
ENSMUSG00000021892	Sh3bp5	4120	4408	3482	3169	5012	5878	4680	4825
ENSMUSG00000021893	Capn7	2554	2428	1995	1645	2949	3413	2764	2878
ENSMUSG00000021895	Arhgef3	3973	3536	3149	2822	4215	5926	4931	4836
ENSMUSG00000021898	Asb14	6	11	9	10	17	9	9	13
ENSMUSG00000021900	Btd	218	251	183	138	275	297	256	231
ENSMUSG00000021901	Bap1	3972	3327	3026	2430	4498	5345	3924	4297
ENSMUSG00000021902	Phf7	112	95	71	74	129	127	142	119
ENSMUSG00000021903	Galnt15	28	22	11	13	20	29	32	38
ENSMUSG00000021904	Sema3g	107	80	64	79	118	109	140	110
ENSMUSG00000021905	Dph3	1032	842	686	708	1016	1197	1050	999
ENSMUSG00000021906	Oxnad1	546	490	415	336	602	771	556	636
ENSMUSG00000021907	Msmb	0	0	0	0	0	0	0	1
ENSMUSG00000021910	Nisch	18768	16534	14735	11329	21621	26243	19167	20582
ENSMUSG00000021911	Parg	2029	1817	1652	1376	2203	2902	2056	2289
ENSMUSG00000021913	Ogdhl	2199	1867	1662	1220	2314	2564	2178	2255
ENSMUSG00000021916	Glt8d1	557	557	397	348	599	650	493	613
ENSMUSG00000021917	Spcs1	1220	1260	1130	853	1488	1821	1552	1648
ENSMUSG00000021918	Nek4	923	786	629	552	922	1213	883	947
ENSMUSG00000021919	Chat	3	2	0	1	0	0	3	3
ENSMUSG00000021922	Itih4	3	1	2	3	3	4	2	0
ENSMUSG00000021927	Gm5803	1193	1325	852	785	1568	1806	1352	1396
ENSMUSG00000021928	Ebpl	438	431	445	370	588	663	493	486
ENSMUSG00000021929	Kpna3	5948	5426	4874	4510	6839	7733	6592	6269
ENSMUSG00000021930	Spryd7	2647	2527	2021	1931	2856	3484	3024	2897
ENSMUSG00000021932	Rnaseh2b	185	159	105	123	211	276	212	205
ENSMUSG00000021933	Gucy1b2	9	6	10	5	14	8	12	7
ENSMUSG00000021936	Mapk8	6006	5155	4176	4016	6090	7428	6408	6073
ENSMUSG00000021938	Pspc1	1758	1681	1178	1175	2039	2573	2198	1857
ENSMUSG00000021939	Ctsb	13317	12767	9504	8402	14379	16646	14195	14458
ENSMUSG00000021940	Ptpn20	30	36	28	27	45	36	34	31
ENSMUSG00000021943	Gdf10	386	391	365	292	486	558	493	460
ENSMUSG00000021944	Gata4	0	0	0	0	2	0	0	1
ENSMUSG00000021945	Zmym2	5391	5271	4261	3738	6096	7386	5938	6053
ENSMUSG00000021947	Cryl1	264	257	181	157	255	331	246	251
ENSMUSG00000021948	Prkcd	608	573	382	396	617	739	566	461
ENSMUSG00000021950	Anxa8	30	21	20	16	29	24	17	12
ENSMUSG00000021951	Eef1akmt1	266	211	197	150	266	311	248	264
ENSMUSG00000021952	Xpo4	391	404	323	257	434	565	451	435
ENSMUSG00000021953	Tdh	1	1	0	0	1	1	0	0
ENSMUSG00000021957	Tkt	2722	2483	1993	1820	3019	3522	3005	2845
ENSMUSG00000021958	Pinx1	315	322	321	208	416	546	441	419
ENSMUSG00000021959	Lats2	4599	3752	3320	3200	4917	6053	4284	4604
ENSMUSG00000021961	4930578I06Rik	0	0	0	0	0	1	0	0
ENSMUSG00000021962	Dcp1a	1228	1185	1070	858	1396	1848	1653	1390
ENSMUSG00000021963	Sap18	1799	1725	1435	1267	1861	2416	2240	2148
ENSMUSG00000021965	Ska3	100	81	73	68	56	126	88	100
ENSMUSG00000021966	Prss52	11	9	6	4	9	9	4	4
ENSMUSG00000021967	Mrpl57	491	503	379	388	539	635	461	557
ENSMUSG00000021969	Zdhhc20	2400	2163	1721	1652	2552	2924	2546	2341
ENSMUSG00000021972	Hmbox1	1905	1709	1282	1122	1856	2479	1762	1968
ENSMUSG00000021973	Micu2	807	775	682	540	892	1163	862	926
ENSMUSG00000021974	Fgf9	882	856	793	713	977	1177	1090	1009
ENSMUSG00000021975	Ints9	427	404	314	260	449	607	439	482
ENSMUSG00000021977	1700129C05Rik	0	0	1	0	0	0	0	0
ENSMUSG00000021978	Extl3	3338	3071	2390	2223	3700	4198	3591	3552
ENSMUSG00000021981	Cab39l	896	1399	657	587	993	1071	1029	991
ENSMUSG00000021982	Cdadc1	2249	2082	1688	1472	2506	3080	2239	2423
ENSMUSG00000021983	Atp8a2	1091	836	710	646	1019	1491	1053	1177
ENSMUSG00000021986	Amer2	2061	1839	1695	1187	2121	2829	2171	2104
ENSMUSG00000021987	Mtmr6	7335	7044	5524	5244	7911	9502	7828	7709
ENSMUSG00000021990	Spata13	595	1049	840	419	992	1227	781	1012
ENSMUSG00000021991	Cacna2d3	2852	2426	1838	1920	2927	3769	2975	2970
ENSMUSG00000021993	Mipep	833	854	549	581	873	1046	932	950
ENSMUSG00000021994	Wnt5a	549	422	314	283	491	535	534	448
ENSMUSG00000021996	Esd	1286	1269	1000	877	1555	1820	1421	1548
ENSMUSG00000021997	Lrrc63	3	1	2	0	2	3	1	1
ENSMUSG00000021998	Lcp1	344	289	242	190	348	417	366	361
ENSMUSG00000021999	Cpb2	1	0	2	1	1	0	6	2
ENSMUSG00000022000	Zc3h13	6475	5959	5389	4145	7484	10096	7007	7914
ENSMUSG00000022002	Erich6b	0	0	0	0	0	1	0	1
ENSMUSG00000022003	Slc25a30	185	205	130	121	203	252	190	233
ENSMUSG00000022008	Gpalpp1	2745	2531	2167	1941	2957	3632	3087	2983
ENSMUSG00000022009	Nufip1	772	761	585	517	879	1084	883	818
ENSMUSG00000022010	Tsc22d1	15388	12800	11681	9540	16756	19749	15715	15718
ENSMUSG00000022012	Enox1	1365	1249	1155	892	1619	2096	1492	1718
ENSMUSG00000022013	Dnajc15	671	609	504	471	678	875	717	717
ENSMUSG00000022014	Epsti1	17	16	16	18	26	16	26	32
ENSMUSG00000022015	Tnfsf11	1	1	1	1	0	2	3	4
ENSMUSG00000022016	Akap11	28532	25149	20956	18994	28934	36066	28784	28044
ENSMUSG00000022018	Rgcc	564	505	457	410	531	679	589	576
ENSMUSG00000022019	Tdrd3	831	911	643	600	945	1196	997	1049
ENSMUSG00000022020	Naa16	337	274	267	191	317	441	369	314
ENSMUSG00000022021	Diaph3	69	76	46	50	61	81	66	62
ENSMUSG00000022022	Mtrf1	250	269	220	233	366	415	310	309
ENSMUSG00000022023	Wbp4	2783	2409	2129	1875	3166	3853	2947	3095
ENSMUSG00000022024	Sugt1	3220	2839	2131	2098	3282	4139	3207	3534
ENSMUSG00000022026	Olfm4	74	95	89	58	99	132	101	113
ENSMUSG00000022031	Elp3	3176	2808	2387	2006	3730	4415	3173	3479
ENSMUSG00000022032	Scara5	20	66	14	9	11	17	42	11
ENSMUSG00000022033	Pbk	13	15	17	9	13	13	11	21
ENSMUSG00000022034	Esco2	9	4	4	1	7	7	7	5
ENSMUSG00000022035	Ccdc25	2189	2062	1700	1425	2545	3174	2469	2645
ENSMUSG00000022037	Clu	26917	26200	19730	16258	30135	35889	29064	29493
ENSMUSG00000022039	Adam2	0	0	0	0	1	2	0	1
ENSMUSG00000022040	Ephx2	604	546	407	380	569	723	569	723
ENSMUSG00000022041	Chrna2	50	55	73	33	57	108	73	76
ENSMUSG00000022043	Trim35	4707	4713	3816	3328	5309	6286	5172	5192
ENSMUSG00000022044	Stmn4	4728	4490	3242	3049	5086	6513	5510	5755
ENSMUSG00000022048	Dpysl2	12888	11219	9474	8774	13352	16405	12976	14681
ENSMUSG00000022051	Bnip3l	4889	4718	3757	3460	5416	6417	5208	5450
ENSMUSG00000022052	Ppp2r2a	7037	6429	6156	4870	8418	10071	8067	7543
ENSMUSG00000022053	Ebf2	6	13	8	2	8	7	7	9
ENSMUSG00000022054	Nefm	9331	8687	7823	6008	11282	14357	11199	12031
ENSMUSG00000022055	Nefl	25645	23702	23582	23248	29246	32352	25506	26936
ENSMUSG00000022056	Adam7	2	0	1	0	2	5	4	5
ENSMUSG00000022057	Adamdec1	0	0	1	1	0	0	0	0
ENSMUSG00000022061	Nkx3-1	30	37	20	21	32	41	27	45
ENSMUSG00000022064	Pibf1	740	678	579	499	827	1102	819	886
ENSMUSG00000022070	Bora	63	72	60	31	72	86	67	60
ENSMUSG00000022074	Tnfrsf10b	28	37	13	8	42	31	25	39
ENSMUSG00000022075	Rhobtb2	2283	1877	1816	1265	2322	2966	2427	2429
ENSMUSG00000022076	Klhl1	114	71	50	59	95	141	93	111
ENSMUSG00000022085	Pebp4	5	3	3	0	6	3	1	0
ENSMUSG00000022089	Bin3	168	177	135	100	225	204	204	194
ENSMUSG00000022090	Pdlim2	115	109	57	73	120	121	142	111
ENSMUSG00000022091	Sorbs3	829	843	671	542	913	1102	1098	846
ENSMUSG00000022092	Ppp3cc	496	433	348	327	549	663	562	522
ENSMUSG00000022094	Slc39a14	1113	1145	957	807	1282	1472	1340	1328
ENSMUSG00000022095	Fam160b2	1046	896	769	572	1106	1272	952	1109
ENSMUSG00000022096	Hr	264	267	213	157	289	315	318	271
ENSMUSG00000022097	Sftpc	15	11	20	10	14	17	12	21
ENSMUSG00000022098	Bmp1	623	662	487	312	766	842	673	633
ENSMUSG00000022099	Dmtn	11315	10883	10260	7547	13522	17050	12842	13367
ENSMUSG00000022100	Xpo7	4306	3987	3383	2791	4613	5672	4430	4746
ENSMUSG00000022101	Fgf17	3	5	3	0	3	3	2	4
ENSMUSG00000022102	Dok2	1	6	2	0	8	3	3	2
ENSMUSG00000022103	Gfra2	1671	1527	1386	959	1945	2234	1715	1886
ENSMUSG00000022105	Rb1	2229	2252	1616	1589	2385	2830	2241	2419
ENSMUSG00000022106	Rcbtb2	900	899	704	630	1041	1218	1033	955
ENSMUSG00000022108	Itm2b	21202	19251	16467	14674	22824	27340	23705	22909
ENSMUSG00000022109	Med4	701	662	567	530	872	1060	854	830
ENSMUSG00000022110	Sucla2	5286	4903	4031	3986	5892	6993	5849	5961
ENSMUSG00000022111	Uchl3	636	608	503	442	744	1001	736	764
ENSMUSG00000022112	Gpc5	2196	1985	1590	1530	2458	3247	2600	2364
ENSMUSG00000022113	Trim52	0	0	0	0	0	0	0	0
ENSMUSG00000022114	Spry2	1418	1125	847	841	1455	1578	1373	1003
ENSMUSG00000022116	4930449E01Rik	0	0	0	0	0	0	0	0
ENSMUSG00000022119	Rbm26	3406	3039	2853	2177	3611	4785	3863	3930
ENSMUSG00000022120	Rnf219	672	610	522	447	730	815	731	755
ENSMUSG00000022122	Ednrb	2650	2670	1982	1892	3013	3391	3274	2851
ENSMUSG00000022123	Scel	112	90	75	55	93	129	111	84
ENSMUSG00000022124	Fbxl3	4139	4108	3171	3152	4472	5015	4329	4510
ENSMUSG00000022125	Cln5	517	510	421	307	503	659	578	558
ENSMUSG00000022126	Acod1	2	0	3	0	1	2	0	1
ENSMUSG00000022129	Dct	8	69	3	7	13	18	11	6
ENSMUSG00000022130	Tgds	155	164	116	104	197	208	193	187
ENSMUSG00000022131	Gpr180	383	351	240	241	372	414	359	366
ENSMUSG00000022132	Cldn10	609	583	487	460	669	960	608	762
ENSMUSG00000022136	Dnajc3	3744	3451	2624	2208	3810	5043	3443	4069
ENSMUSG00000022139	Mbnl2	16859	14852	11284	10977	17617	21143	17393	17022
ENSMUSG00000022141	Nipbl	5882	5359	4908	3843	6260	8884	6248	6949
ENSMUSG00000022142	Nup155	1041	974	762	690	1112	1335	1046	1036
ENSMUSG00000022144	Gdnf	0	1	2	1	3	6	8	3
ENSMUSG00000022146	Osmr	268	317	189	189	330	426	304	302
ENSMUSG00000022148	Fyb	272	302	183	177	314	341	275	283
ENSMUSG00000022149	C9	0	0	0	0	0	0	0	0
ENSMUSG00000022150	Dab2	509	628	283	222	427	433	577	357
ENSMUSG00000022151	Ttc33	2241	2071	1718	1612	2434	3011	2297	2460
ENSMUSG00000022155	Mroh2b	1	0	0	0	1	1	1	1
ENSMUSG00000022156	Gzme	0	0	0	0	0	0	0	0
ENSMUSG00000022157	Mcpt8	0	0	0	0	0	0	0	0
ENSMUSG00000022159	Rab2b	1911	1796	1589	1252	2245	2536	2081	2291
ENSMUSG00000022160	Mettl3	642	560	468	367	715	833	583	724
ENSMUSG00000022174	Dad1	1363	1194	1104	834	1622	1887	1483	1444
ENSMUSG00000022175	Lrp10	673	749	534	464	829	841	764	739
ENSMUSG00000022176	Rem2	457	480	368	381	528	539	554	431
ENSMUSG00000022177	Haus4	62	73	58	48	84	83	63	56
ENSMUSG00000022178	Ajuba	40	44	14	15	35	27	34	19
ENSMUSG00000022179	4931414P19Rik	123	118	92	68	91	129	120	142
ENSMUSG00000022180	Slc7a8	3092	2892	2384	2009	3393	3958	3460	3243
ENSMUSG00000022181	C6	0	0	0	0	0	0	1	0
ENSMUSG00000022184	Fbxo4	266	215	189	168	306	374	243	304
ENSMUSG00000022185	Acin1	5102	4653	4033	2905	5480	7742	5222	5828
ENSMUSG00000022186	Oxct1	13364	12853	10645	9548	15548	18854	14984	15114
ENSMUSG00000022191	Drosha	5914	5290	4295	3534	6400	8458	6093	6647
ENSMUSG00000022193	Psmb5	363	339	261	297	428	510	335	430
ENSMUSG00000022194	Pabpn1	5392	6036	5231	5330	5873	5607	5798	4864
ENSMUSG00000022195	6030458C11Rik	1714	1567	1211	1154	1867	2099	1731	1787
ENSMUSG00000022197	Pdzd2	1899	2112	1728	1213	2321	2333	2655	2475
ENSMUSG00000022199	Slc22a17	8725	8318	6875	5538	9762	11069	9814	9743
ENSMUSG00000022200	Golph3	3338	3004	2600	2242	3676	4184	3652	3464
ENSMUSG00000022201	Zfr	19737	17045	15013	13090	22461	26806	19366	21826
ENSMUSG00000022203	Efs	198	167	148	92	208	216	200	204
ENSMUSG00000022204	Ngdn	348	364	255	209	461	521	371	383
ENSMUSG00000022205	Sub1	11123	10107	8577	8216	12420	14430	12451	12005
ENSMUSG00000022206	Npr3	1515	1683	1061	1013	1630	2033	1622	1528
ENSMUSG00000022208	Jph4	16485	14287	14268	10445	19449	24547	17249	17404
ENSMUSG00000022209	Dhrs2	1	1	1	0	0	0	0	0
ENSMUSG00000022210	Dhrs4	451	442	327	300	496	654	474	570
ENSMUSG00000022212	Cpne6	11519	9943	9322	7341	13816	16437	12355	11226
ENSMUSG00000022214	Dcaf11	1942	1892	1587	1314	2312	2645	2169	2229
ENSMUSG00000022215	Fitm1	0	0	0	0	0	1	1	0
ENSMUSG00000022216	Psme1	1075	1105	824	705	1279	1575	1165	1105
ENSMUSG00000022217	Emc9	524	508	448	360	599	866	633	605
ENSMUSG00000022218	Tgm1	2	4	3	4	8	5	3	7
ENSMUSG00000022219	Cideb	22	11	18	17	22	19	26	26
ENSMUSG00000022220	Adcy4	96	68	43	55	91	89	87	68
ENSMUSG00000022221	Ripk3	4	3	4	7	7	11	6	5
ENSMUSG00000022223	Sdr39u1	194	167	135	111	217	293	232	188
ENSMUSG00000022225	Cma1	3	1	0	0	1	0	5	2
