id	sym	WT_1	WT_2	P95H_1	P95H_2
ENSG00000140264	SERF2	4197	2840	2844	3046
ENSG00000140265	ZSCAN29	2470	2155	2155	2528
ENSG00000140274	DUOXA2	1	0	0	2
ENSG00000140279	DUOX2	2	0	1	0
ENSG00000140280	LYSMD2	881	812	696	649
ENSG00000140284	SLC27A2	1915	1642	1446	1815
ENSG00000140285	FGF7	15	33	31	55
ENSG00000140287	HDC	22053	30725	20863	33805
ENSG00000140297	GCNT3	17	9	17	13
ENSG00000140299	BNIP2	11328	9895	9755	10232
ENSG00000140307	GTF2A2	3945	3328	3696	3843
ENSG00000140319	SRP14	5606	4729	4789	5146
ENSG00000140320	BAHD1	2915	2503	2147	2598
ENSG00000140323	DISP2	56	33	36	49
ENSG00000140326	CDAN1	1622	1828	1301	1948
ENSG00000140332	TLE3	5693	6877	4835	6420
ENSG00000140350	ANP32A	20146	16594	17003	19012
ENSG00000140365	COMMD4	2267	2045	1622	2070
ENSG00000140367	UBE2Q2	1453	1368	1237	1461
ENSG00000140368	PSTPIP1	20	24	12	21
ENSG00000140374	ETFA	9653	7736	7805	8283
ENSG00000140379	BCL2A1	1	2	1	0
ENSG00000140382	HMG20A	4494	3227	3576	3544
ENSG00000140386	SCAPER	1310	890	1090	1143
ENSG00000140391	TSPAN3	5046	5920	4087	5921
ENSG00000140395	WDR61	2540	2114	2209	2295
ENSG00000140396	NCOA2	5025	4819	4047	4709
ENSG00000140398	NEIL1	691	813	672	837
ENSG00000140400	MAN2C1	3154	3845	2733	4666
ENSG00000140403	DNAJA4	57	91	60	89
ENSG00000140406	MESDC1	3545	2837	2445	3018
ENSG00000140416	TPM1	1684	1464	1460	1545
ENSG00000140443	IGF1R	15994	15568	11986	15310
ENSG00000140450	ARRDC4	2526	2070	2186	2005
ENSG00000140451	PIF1	1017	1350	1195	1822
ENSG00000140455	USP3	1790	1301	1597	1599
ENSG00000140459	CYP11A1	31	38	17	11
ENSG00000140463	BBS4	756	851	692	1009
ENSG00000140464	PML	3711	3367	2875	3531
ENSG00000140465	CYP1A1	25	213	16	67
ENSG00000140470	ADAMTS17	22	14	14	17
ENSG00000140471	LINS1	1833	2036	1752	2240
ENSG00000140474	ULK3	4882	6543	4190	6658
ENSG00000140478	GOLGA6D	0	2	0	1
ENSG00000140479	PCSK6	462	315	309	397
ENSG00000140481	CCDC33	1	5	4	3
ENSG00000140488	CELF6	0	0	2	0
ENSG00000140497	SCAMP2	6162	7082	5022	6936
ENSG00000140505	CYP1A2	3	1	0	0
ENSG00000140506	LMAN1L	3	2	2	2
ENSG00000140511	HAPLN3	191	161	122	135
ENSG00000140519	RHCG	90	11	79	19
ENSG00000140521	POLG	5326	5026	4149	5755
ENSG00000140522	RLBP1	2	20	11	24
ENSG00000140525	FANCI	14896	14660	13086	14876
ENSG00000140526	ABHD2	23157	35650	20528	32585
ENSG00000140527	WDR93	4	6	3	2
ENSG00000140534	TICRR	6407	6981	6040	7342
ENSG00000140538	NTRK3	56	49	60	49
ENSG00000140543	DET1	457	556	472	513
ENSG00000140545	MFGE8	1776	1461	1439	1896
ENSG00000140548	ZNF710	1057	823	798	884
ENSG00000140553	UNC45A	5028	3960	3498	4139
ENSG00000140557	ST8SIA2	0	0	0	0
ENSG00000140563	MCTP2	7222	5428	6433	7209
ENSG00000140564	FURIN	6286	7486	4877	7258
ENSG00000140575	IQGAP1	20181	19144	16904	19931
ENSG00000140577	CRTC3	2746	2717	2397	2696
ENSG00000140598	EFL1	3871	3311	3252	3367
ENSG00000140600	SH3GL3	1680	1098	1657	1422
ENSG00000140612	SEC11A	6433	5630	5363	6116
ENSG00000140623	SEPT12	0	1	1	1
ENSG00000140632	GLYR1	5489	5882	4856	5727
ENSG00000140650	PMM2	877	834	976	1057
ENSG00000140675	SLC5A2	17	29	20	31
ENSG00000140678	ITGAX	7	5	6	3
ENSG00000140682	TGFB1I1	765	733	584	817
ENSG00000140688	C16orf58	868	870	654	1063
ENSG00000140691	ARMC5	792	964	525	844
ENSG00000140694	PARN	3071	2960	2647	2873
ENSG00000140718	FTO	2259	1876	1883	2043
ENSG00000140740	UQCRC2	6771	5735	6028	6577
ENSG00000140743	CDR2	1247	1223	1199	1396
ENSG00000140749	IGSF6	63	41	101	48
ENSG00000140750	ARHGAP17	1260	1119	1093	1220
ENSG00000140795	MYLK3	72	39	118	64
ENSG00000140798	ABCC12	1	0	0	1
ENSG00000140807	NKD1	88	125	70	64
ENSG00000140829	DHX38	3152	3393	2748	3674
ENSG00000140830	TXNL4B	725	720	648	712
ENSG00000140832	MARVELD3	3	9	2	3
ENSG00000140835	CHST4	0	1	0	0
ENSG00000140836	ZFHX3	1502	1241	1278	1102
ENSG00000140839	CLEC18B	13	27	5	13
ENSG00000140848	CPNE2	152	137	118	111
ENSG00000140853	NLRC5	872	1131	808	1209
ENSG00000140854	KATNB1	2139	1582	1628	1905
ENSG00000140859	KIFC3	518	523	463	437
ENSG00000140873	ADAMTS18	0	0	0	0
ENSG00000140876	NUDT7	1	2	2	5
ENSG00000140905	GCSH	169	144	125	128
ENSG00000140931	CMTM3	1329	1159	1107	1178
ENSG00000140932	CMTM2	2	3	1	4
ENSG00000140937	CDH11	0	0	0	0
ENSG00000140939	NOL3	41	37	47	47
ENSG00000140941	MAP1LC3B	3187	2790	2569	2718
ENSG00000140943	MBTPS1	5593	5210	4756	5685
ENSG00000140945	CDH13	0	3	0	1
ENSG00000140948	ZCCHC14	2205	2561	2073	2592
ENSG00000140950	TLDC1	460	522	373	452
ENSG00000140955	ADAD2	0	0	1	0
ENSG00000140961	OSGIN1	33	42	15	34
ENSG00000140968	IRF8	0	0	1	0
ENSG00000140983	RHOT2	1467	1676	1271	1968
ENSG00000140986	RPL3L	11	11	9	15
ENSG00000140987	ZSCAN32	32	20	53	23
ENSG00000140988	RPS2	56659	39844	47180	44303
ENSG00000140990	NDUFB10	2222	1723	1611	1923
ENSG00000140992	PDPK1	1213	1339	1075	1266
ENSG00000140993	TIGD7	218	181	214	225
ENSG00000140995	DEF8	1608	1653	1329	1905
ENSG00000141002	TCF25	3508	3344	3230	4017
ENSG00000141012	GALNS	281	458	221	447
ENSG00000141013	GAS8	142	146	142	135
ENSG00000141026	MED9	611	534	544	620
ENSG00000141027	NCOR1	10404	11215	9409	11026
ENSG00000141028	CDRT15P1	13	19	20	20
ENSG00000141030	COPS3	5416	4979	5168	5373
ENSG00000141034	GID4	842	672	682	698
ENSG00000141040	ZNF287	1	1	1	0
ENSG00000141052	MYOCD	0	0	0	0
ENSG00000141068	KSR1	3107	4109	2601	3847
ENSG00000141076	UTP4	4533	4786	3968	4861
ENSG00000141084	RANBP10	978	1016	868	1033
ENSG00000141086	CTRL	0	0	0	0
ENSG00000141096	DPEP3	0	0	0	1
ENSG00000141098	GFOD2	545	494	423	539
ENSG00000141101	NOB1	2287	1738	1818	2098
ENSG00000141127	PRPSAP2	1089	876	990	958
ENSG00000141161	UNC45B	8	6	4	5
ENSG00000141179	PCTP	1303	971	1033	1014
ENSG00000141194	OR4D1	0	0	0	0
ENSG00000141198	TOM1L1	1874	1472	1586	1634
ENSG00000141200	KIF2B	0	0	0	0
ENSG00000141219	C17orf80	1864	1734	1537	1843
ENSG00000141232	TOB1	425	503	446	532
ENSG00000141252	VPS53	2552	2408	2265	2346
ENSG00000141255	SPATA22	0	0	2	0
ENSG00000141258	SGSM2	1351	1542	1067	1784
ENSG00000141279	NPEPPS	5568	5995	4464	5279
ENSG00000141293	SKAP1	10	9	8	7
ENSG00000141294	LRRC46	13	39	22	39
ENSG00000141295	SCRN2	215	144	167	187
ENSG00000141298	SSH2	2707	2150	2349	2325
ENSG00000141314	RHBDL3	3	3	1	1
ENSG00000141316	SPACA3	0	0	1	0
ENSG00000141337	ARSG	386	368	401	435
ENSG00000141338	ABCA8	10	9	12	6
ENSG00000141349	G6PC3	2071	2213	1542	2260
ENSG00000141367	CLTC	47682	57133	39829	55854
ENSG00000141371	C17orf64	2	4	3	2
ENSG00000141376	BCAS3	571	439	428	429
ENSG00000141378	PTRH2	2046	2125	2091	2356
ENSG00000141380	SS18	2900	3396	2906	3475
ENSG00000141384	TAF4B	2356	1940	1989	2248
ENSG00000141385	AFG3L2	2713	2334	2139	2359
ENSG00000141391	PRELID3A	138	117	95	117
ENSG00000141401	IMPA2	0	0	0	0
ENSG00000141404	GNAL	30	21	27	29
ENSG00000141424	SLC39A6	1725	2278	1553	2318
ENSG00000141425	RPRD1A	6333	4876	5719	5828
ENSG00000141428	C18orf21	525	527	453	497
ENSG00000141429	GALNT1	4065	3244	3352	3732
ENSG00000141431	ASXL3	0	0	1	3
ENSG00000141433	ADCYAP1	261	133	345	204
ENSG00000141434	MEP1B	7	1	5	6
ENSG00000141437	SLC25A52	7	6	3	6
ENSG00000141441	GAREM1	27	24	29	31
ENSG00000141446	ESCO1	2473	1760	2016	1925
ENSG00000141447	OSBPL1A	1140	766	1046	956
ENSG00000141448	GATA6	42	35	26	39
ENSG00000141449	GREB1L	123	75	118	90
ENSG00000141452	C18orf8	481	412	393	451
ENSG00000141456	PELP1	5566	5134	4438	5257
ENSG00000141458	NPC1	1315	1280	1049	1453
ENSG00000141469	SLC14A1	2	10	2	12
ENSG00000141480	ARRB2	3995	2884	3574	3553
ENSG00000141485	SLC13A5	1	1	0	1
ENSG00000141497	ZMYND15	0	0	0	0
ENSG00000141499	WRAP53	997	855	817	927
ENSG00000141503	MINK1	2606	2521	2017	2918
ENSG00000141504	SAT2	68	48	38	62
ENSG00000141505	ASGR1	74	39	58	51
ENSG00000141506	PIK3R5	56	25	71	50
ENSG00000141510	TP53	4428	3235	3269	3318
ENSG00000141519	CCDC40	0	0	2	4
ENSG00000141522	ARHGDIA	6959	6137	5869	6969
ENSG00000141524	TMC6	1560	844	1358	1628
ENSG00000141526	SLC16A3	241	234	217	258
ENSG00000141527	CARD14	1	0	0	0
ENSG00000141540	TTYH2	289	587	262	419
ENSG00000141542	RAB40B	46	44	24	32
ENSG00000141543	EIF4A3	5204	5345	4548	5425
ENSG00000141551	CSNK1D	4216	4125	3152	4207
ENSG00000141552	ANAPC11	1437	1173	996	1130
ENSG00000141556	TBCD	4330	4321	3694	4748
ENSG00000141560	FN3KRP	1126	1060	857	1029
ENSG00000141562	NARF	2664	2530	1944	2309
ENSG00000141564	RPTOR	4179	4382	3532	4518
ENSG00000141568	FOXK2	5973	5250	5056	5639
ENSG00000141569	TRIM65	2722	1992	2045	2358
ENSG00000141570	CBX8	435	380	428	446
ENSG00000141574	SECTM1	2	2	2	0
ENSG00000141576	RNF157	18	11	28	25
ENSG00000141577	CEP131	657	768	527	821
ENSG00000141579	ZNF750	53	32	38	43
ENSG00000141580	WDR45B	3165	3140	2749	3110
ENSG00000141582	CBX4	1157	1074	967	1110
ENSG00000141622	RNF165	0	0	0	0
ENSG00000141627	DYM	2379	1769	2069	2105
ENSG00000141639	MAPK4	1	0	0	0
ENSG00000141642	ELAC1	241	269	212	253
ENSG00000141644	MBD1	3347	3536	2791	3819
ENSG00000141646	SMAD4	3420	2423	2682	2643
ENSG00000141655	TNFRSF11A	15	13	10	6
ENSG00000141664	ZCCHC2	1398	1398	1067	1445
ENSG00000141665	FBXO15	5	14	16	13
ENSG00000141668	CBLN2	0	0	0	0
ENSG00000141682	PMAIP1	2561	2290	2103	2204
ENSG00000141696	P3H4	1450	1389	1084	1600
ENSG00000141698	NT5C3B	2748	2355	2217	2447
ENSG00000141699	FAM134C	1933	1994	1550	2172
ENSG00000141736	ERBB2	107	121	105	124
ENSG00000141738	GRB7	2	1	1	4
ENSG00000141741	MIEN1	573	485	527	546
ENSG00000141744	PNMT	261	215	220	201
ENSG00000141748	ARL5C	0	0	0	1
ENSG00000141750	STAC2	2	0	1	0
ENSG00000141753	IGFBP4	1214	807	1019	955
ENSG00000141756	FKBP10	6017	7212	4700	7870
ENSG00000141759	TXNL4A	7111	5846	5904	6436
ENSG00000141837	CACNA1A	4	3	1	1
ENSG00000141854	MIR1199	50	31	35	48
ENSG00000141858	SAMD1	3969	3241	2904	3480
ENSG00000141867	BRD4	11625	10759	10058	11633
ENSG00000141873	SLC39A3	2718	2276	1847	2563
ENSG00000141905	NFIC	5079	5419	4452	5066
ENSG00000141933	TPGS1	145	127	102	166
ENSG00000141934	PLPP2	36	61	51	30
ENSG00000141946	ZIM3	0	0	0	0
ENSG00000141956	PRDM15	1213	1137	971	1271
ENSG00000141959	PFKL	6295	5259	4878	5760
ENSG00000141965	FEM1A	145	190	146	187
ENSG00000141968	VAV1	3057	2353	2938	2800
ENSG00000141971	MVB12A	511	344	325	401
ENSG00000141977	CIB3	37	7	29	24
ENSG00000141979	CTD-3222D19.2	10	0	13	3
ENSG00000141985	SH3GL1	1569	1690	1151	1712
ENSG00000141994	DUS3L	1609	2132	1167	2217
ENSG00000142002	DPP9	4142	3853	3280	4077
ENSG00000142025	DMRTC2	0	0	0	0
ENSG00000142039	CCDC97	2166	2318	1820	2206
ENSG00000142046	TMEM91	332	226	245	255
ENSG00000142065	ZFP14	853	616	798	663
ENSG00000142082	SIRT3	472	395	359	427
ENSG00000142089	IFITM3	473	298	345	326
ENSG00000142102	ATHL1	263	281	219	350
ENSG00000142149	HUNK	4	1	0	1
ENSG00000142156	COL6A1	3	0	0	1
ENSG00000142163	OR1E3	0	1	0	0
ENSG00000142166	IFNAR1	4678	5182	4128	5227
ENSG00000142168	SOD1	15959	13219	12730	14272
ENSG00000142173	COL6A2	0	22	0	10
ENSG00000142178	SIK1	2	4	2	10
ENSG00000142182	DNMT3L	0	0	0	0
ENSG00000142185	TRPM2	600	682	496	655
ENSG00000142186	SCYL1	1372	1236	981	1194
ENSG00000142188	TMEM50B	1714	1933	1584	2167
ENSG00000142192	APP	0	1	1	0
ENSG00000142197	DOPEY2	931	597	761	561
ENSG00000142207	URB1	16809	17230	15116	17567
ENSG00000142208	AKT1	2773	2611	2152	2851
ENSG00000142224	IL19	0	1	0	0
ENSG00000142227	EMP3	3413	4194	2847	4186
ENSG00000142230	SAE1	15620	13596	12155	14717
ENSG00000142233	NTN5	0	2	1	1
ENSG00000142235	LMTK3	67	19	33	31
ENSG00000142252	GEMIN7	778	589	558	765
ENSG00000142273	CBLC	0	0	1	1
ENSG00000142279	WTIP	98	105	116	115
ENSG00000142303	ADAMTS10	50	72	26	33
ENSG00000142319	SLC6A3	0	0	0	0
ENSG00000142327	RNPEPL1	1205	993	804	975
ENSG00000142330	CAPN10	774	814	591	1009
ENSG00000142347	MYO1F	1390	785	1399	935
ENSG00000142396	ERVK3-1	840	1162	781	1558
ENSG00000142405	NLRP12	0	1	0	0
ENSG00000142408	CACNG8	1623	1855	1769	1992
ENSG00000142409	ZNF787	2304	1795	1638	1942
ENSG00000142444	C19orf52	676	618	513	694
ENSG00000142449	FBN3	0	0	3	2
ENSG00000142453	CARM1	2636	1936	1962	2299
ENSG00000142459	EVI5L	71	45	42	35
ENSG00000142484	TM4SF5	2	1	1	0
ENSG00000142494	SLC47A1	1	6	3	0
ENSG00000142507	PSMB6	2618	2365	2024	2315
ENSG00000142511	GPR32	1	1	0	1
ENSG00000142512	SIGLEC10	43	23	58	18
ENSG00000142513	ACPT	60	264	89	268
ENSG00000142515	KLK3	0	0	1	0
ENSG00000142528	ZNF473	2598	2802	2339	2804
ENSG00000142530	FAM71E1	0	0	0	0
ENSG00000142534	RPS11	52883	37475	45166	42127
ENSG00000142538	PTH2	2	2	2	1
ENSG00000142539	CTD-2545M3.6	0	0	0	0
ENSG00000142541	RPL13A	75258	44499	57381	51261
ENSG00000142544	CTU1	365	320	271	298
ENSG00000142546	NOSIP	1724	1546	1445	1709
ENSG00000142549	IGLON5	24	44	34	43
ENSG00000142552	RCN3	169	149	111	148
ENSG00000142556	ZNF614	5378	4923	4814	5054
ENSG00000142583	SLC2A5	0	0	0	0
ENSG00000142599	RERE	6381	5856	5318	6360
ENSG00000142606	MMEL1	3	2	5	6
ENSG00000142609	CFAP74	0	2	1	0
ENSG00000142611	PRDM16	0	0	0	1
ENSG00000142615	CELA2A	0	0	1	2
ENSG00000142619	PADI3	0	0	0	0
ENSG00000142621	FHAD1	1571	1314	1643	1376
ENSG00000142623	PADI1	1	0	1	0
ENSG00000142627	EPHA2	2	0	0	1
ENSG00000142632	ARHGEF19	195	249	152	254
ENSG00000142634	EFHD2	1320	1259	1055	1181
ENSG00000142655	PEX14	953	984	775	1065
ENSG00000142657	PGD	12128	9266	10102	10452
ENSG00000142661	MYOM3	1	10	3	8
ENSG00000142669	SH3BGRL3	7068	5043	5293	5276
ENSG00000142675	CNKSR1	33	34	37	47
ENSG00000142676	RPL11	39120	33238	35693	36927
ENSG00000142677	IL22RA1	0	0	0	1
ENSG00000142684	ZNF593	13	22	15	21
ENSG00000142686	C1orf216	2468	2747	2245	2945
ENSG00000142687	KIAA0319L	2667	2352	2269	2720
ENSG00000142694	EVA1B	81	62	45	64
ENSG00000142698	C1orf94	0	0	0	1
ENSG00000142700	DMRTA2	4	6	6	10
ENSG00000142731	PLK4	2847	3009	2528	3069
ENSG00000142733	MAP3K6	186	226	151	213
ENSG00000142748	FCN3	2	1	1	2
ENSG00000142751	GPN2	1738	1824	1427	1885
ENSG00000142765	SYTL1	363	149	310	222
ENSG00000142784	WDTC1	3436	2785	2273	2746
ENSG00000142789	CELA3A	0	0	0	0
ENSG00000142794	NBPF3	463	422	392	448
ENSG00000142798	HSPG2	4956	5223	3892	5065
ENSG00000142856	ITGB3BP	3214	2716	2782	3004
ENSG00000142864	SERBP1	78024	67030	68290	72207
ENSG00000142867	BCL10	2224	1573	1726	1564
ENSG00000142871	CYR61	589	828	365	811
ENSG00000142875	PRKACB	6714	5800	6054	5874
ENSG00000142892	PIGK	3882	4622	3303	5029
ENSG00000142910	TINAGL1	1	0	1	0
ENSG00000142920	AZIN2	83	32	94	56
ENSG00000142937	RPS8	62257	40807	52635	46336
ENSG00000142945	KIF2C	8906	8337	7777	9260
ENSG00000142949	PTPRF	1297	558	1196	771
ENSG00000142959	BEST4	2	10	3	4
ENSG00000142961	MOB3C	738	883	685	920
ENSG00000142973	CYP4B1	0	0	0	0
ENSG00000143001	TMEM61	0	0	0	0
ENSG00000143006	DMRTB1	0	0	0	0
ENSG00000143013	LMO4	3170	3247	2724	3397
ENSG00000143028	SYPL2	2	3	2	4
ENSG00000143032	BARHL2	62	51	34	52
ENSG00000143033	MTF2	8853	7248	7577	7836
ENSG00000143036	SLC44A3	8	23	11	16
ENSG00000143061	IGSF3	5933	7344	4502	6899
ENSG00000143067	ZNF697	695	558	583	633
ENSG00000143079	CTTNBP2NL	923	848	822	852
ENSG00000143093	STRIP1	2845	2787	2381	3053
ENSG00000143105	KCNA10	1	1	1	0
ENSG00000143106	PSMA5	7177	6466	6012	6579
ENSG00000143107	FNDC7	70	63	68	47
ENSG00000143110	C1orf162	31	23	33	28
ENSG00000143119	CD53	1296	1619	1262	1526
ENSG00000143125	PROK1	1	2	0	1
ENSG00000143126	CELSR2	944	767	824	852
ENSG00000143127	ITGA10	77	63	53	78
ENSG00000143147	GPR161	438	522	301	408
ENSG00000143149	ALDH9A1	2642	2340	2020	2530
ENSG00000143153	ATP1B1	189	162	140	194
ENSG00000143155	TIPRL	5756	4714	4920	4837
ENSG00000143156	NME7	833	629	597	757
ENSG00000143157	POGK	6738	7180	5640	7358
ENSG00000143158	MPC2	859	693	711	732
ENSG00000143162	CREG1	2111	2679	1784	2522
ENSG00000143164	DCAF6	3349	2811	2937	3082
ENSG00000143167	GPA33	3	6	3	5
ENSG00000143171	RXRG	0	0	0	0
ENSG00000143178	TBX19	165	92	113	120
ENSG00000143179	UCK2	5605	4565	4356	4837
ENSG00000143183	TMCO1	5166	5878	4343	6166
ENSG00000143184	XCL1	3	0	0	2
ENSG00000143185	XCL2	0	0	1	0
ENSG00000143190	POU2F1	7048	5291	6356	5459
ENSG00000143194	MAEL	0	0	0	0
ENSG00000143195	ILDR2	15	49	17	33
ENSG00000143196	DPT	0	0	0	0
ENSG00000143198	MGST3	438	383	286	351
ENSG00000143199	ADCY10	51	29	72	26
ENSG00000143207	RFWD2	2905	2719	2540	2804
ENSG00000143217	NECTIN4	7	16	12	20
ENSG00000143222	UFC1	2029	1925	1680	1908
ENSG00000143224	PPOX	771	743	624	902
ENSG00000143226	FCGR2A	3145	2112	2773	2882
ENSG00000143228	NUF2	2411	2398	2095	2349
ENSG00000143248	RGS5	126	140	104	150
ENSG00000143252	SDHC	3957	3160	3317	3438
ENSG00000143256	PFDN2	2513	2085	2165	2286
ENSG00000143257	NR1I3	50	67	61	70
ENSG00000143258	USP21	1506	1326	1238	1594
ENSG00000143278	F13B	21	34	14	24
ENSG00000143294	PRCC	4157	3938	3328	3914
ENSG00000143297	FCRL5	0	0	0	1
ENSG00000143303	RRNAD1	722	514	485	601
ENSG00000143314	MRPL24	2601	2099	2045	2284
ENSG00000143315	PIGM	1839	2017	1603	2164
ENSG00000143318	CASQ1	8	6	10	20
ENSG00000143319	ISG20L2	4873	4946	4306	4757
ENSG00000143320	CRABP2	36	36	18	44
ENSG00000143321	HDGF	22811	21010	18469	22966
ENSG00000143322	ABL2	5282	4378	4777	4318
ENSG00000143324	XPR1	4867	4471	4340	4709
ENSG00000143333	RGS16	545	580	430	537
ENSG00000143337	TOR1AIP1	3743	4256	3387	4100
ENSG00000143340	FAM163A	1	1	3	0
ENSG00000143341	HMCN1	4594	6311	3557	5427
ENSG00000143344	RGL1	55	75	54	89
ENSG00000143353	LYPLAL1	1047	939	986	1078
ENSG00000143355	LHX9	220	158	141	165
ENSG00000143363	PRUNE1	1935	1364	1464	1478
ENSG00000143365	RORC	0	0	1	0
ENSG00000143367	TUFT1	20	23	20	25
ENSG00000143368	SF3B4	5974	6008	5328	6126
ENSG00000143369	ECM1	348	383	236	348
ENSG00000143373	ZNF687	1783	1703	1304	1756
ENSG00000143374	TARS2	3010	2752	2412	2698
ENSG00000143375	CGN	129	205	81	205
ENSG00000143376	SNX27	4651	4308	3900	4451
ENSG00000143379	SETDB1	2188	1813	1783	1951
ENSG00000143382	ADAMTSL4	133	68	124	97
ENSG00000143384	MCL1	13273	13153	11350	14348
ENSG00000143387	CTSK	222	209	158	185
ENSG00000143390	RFX5	3317	3190	2731	3468
ENSG00000143393	PI4KB	3521	3895	3092	4078
ENSG00000143398	PIP5K1A	4485	3835	4000	4333
ENSG00000143401	ANP32E	18740	14816	16951	16239
ENSG00000143409	FAM63A	566	446	497	518
ENSG00000143412	ANXA9	185	149	181	155
ENSG00000143416	SELENBP1	2165	2629	2467	3179
ENSG00000143418	CERS2	4521	4569	3745	4772
ENSG00000143420	ENSA	11928	9537	10547	10479
ENSG00000143429	AC027612.6	11	12	4	13
ENSG00000143434	SEMA6C	678	789	521	882
ENSG00000143436	MRPL9	1360	1375	1159	1489
ENSG00000143437	ARNT	2956	2374	2484	2757
ENSG00000143442	POGZ	6533	5760	5688	5873
ENSG00000143443	C1orf56	88	69	90	83
ENSG00000143450	OAZ3	41	66	36	47
ENSG00000143452	HORMAD1	9	5	5	4
ENSG00000143457	GOLPH3L	4023	2904	3155	3071
ENSG00000143458	GABPB2	419	604	400	452
ENSG00000143469	SYT14	0	0	1	0
ENSG00000143473	KCNH1	4	2	4	1
ENSG00000143476	DTL	7798	6473	6311	6555
ENSG00000143479	DYRK3	1651	1618	1559	1682
ENSG00000143486	EIF2D	3138	2591	2910	3282
ENSG00000143493	INTS7	3850	3900	3460	3912
ENSG00000143494	VASH2	152	102	141	96
ENSG00000143498	TAF1A	653	489	553	541
ENSG00000143499	SMYD2	1227	921	1068	1076
ENSG00000143502	SUSD4	0	1	0	0
ENSG00000143507	DUSP10	556	435	550	582
ENSG00000143512	HHIPL2	11	19	24	27
ENSG00000143514	TP53BP2	4569	5815	4207	5336
ENSG00000143515	ATP8B2	6027	5569	4742	5986
ENSG00000143520	FLG2	27	31	35	42
ENSG00000143536	CRNN	0	1	3	0
ENSG00000143537	ADAM15	1682	1560	1383	1907
ENSG00000143543	JTB	5857	4799	4214	4811
ENSG00000143545	RAB13	2597	2238	2004	2349
ENSG00000143546	S100A8	3	5	0	7
ENSG00000143549	TPM3	31119	24820	26358	27521
ENSG00000143552	NUP210L	79	133	107	137
ENSG00000143553	SNAPIN	999	969	878	989
ENSG00000143554	SLC27A3	474	585	463	798
ENSG00000143556	S100A7	1	0	0	0
ENSG00000143569	UBAP2L	17253	19792	16150	20150
ENSG00000143570	SLC39A1	3106	3809	2550	3930
ENSG00000143575	HAX1	3763	3076	2962	3312
ENSG00000143578	CREB3L4	424	336	341	455
ENSG00000143590	EFNA3	66	60	43	51
ENSG00000143595	AQP10	675	574	635	825
ENSG00000143603	KCNN3	18	36	12	19
ENSG00000143612	C1orf43	10471	8317	7977	8849
ENSG00000143614	GATAD2B	9301	7171	7785	7545
ENSG00000143621	ILF2	19369	16863	16517	18606
ENSG00000143622	RIT1	741	602	700	644
ENSG00000143624	INTS3	2875	2789	2674	3370
ENSG00000143627	PKLR	32	19	32	42
ENSG00000143630	HCN3	57	63	65	92
ENSG00000143631	FLG	678	436	594	430
ENSG00000143632	ACTA1	32	15	21	25
ENSG00000143633	C1orf131	1024	943	840	985
ENSG00000143641	GALNT2	6739	9238	5441	8898
ENSG00000143643	TTC13	1056	1005	892	1386
ENSG00000143653	SCCPDH	2606	2183	1977	2181
ENSG00000143669	LYST	2336	2037	1785	2290
ENSG00000143674	RP5-862P8.2	198	83	134	91
ENSG00000143702	CEP170	4750	4252	4231	4267
ENSG00000143727	ACP1	5655	4876	4842	5137
ENSG00000143740	SNAP47	1146	1145	894	1261
ENSG00000143742	SRP9	13371	9814	10810	9553
ENSG00000143748	NVL	2225	1755	1767	2070
ENSG00000143751	SDE2	5638	4812	4839	4700
ENSG00000143753	DEGS1	2735	3724	2384	3856
ENSG00000143756	FBXO28	3611	3449	3256	3464
ENSG00000143761	ARF1	16508	15284	13738	15736
ENSG00000143768	LEFTY2	2	1	1	0
ENSG00000143771	CNIH4	1413	1366	1142	1375
ENSG00000143772	ITPKB	1696	1566	1380	1663
ENSG00000143774	GUK1	2191	2176	1600	2209
ENSG00000143776	CDC42BPA	6192	7320	5960	6820
ENSG00000143786	CNIH3	200	135	112	144
ENSG00000143793	C1orf35	740	651	573	776
ENSG00000143797	MBOAT2	7574	6963	6188	7450
ENSG00000143799	PARP1	31357	26343	26363	27882
ENSG00000143801	PSEN2	768	822	548	930
ENSG00000143811	PYCR2	2626	2234	2055	2590
ENSG00000143815	LBR	13493	16275	11510	18442
ENSG00000143816	WNT9A	2	0	0	0
ENSG00000143819	EPHX1	412	599	385	585
ENSG00000143839	REN	1	0	1	0
ENSG00000143842	SOX13	0	1	0	0
ENSG00000143845	ETNK2	1	4	1	3
ENSG00000143847	PPFIA4	86	77	87	102
ENSG00000143850	PLEKHA6	3389	3385	3259	3266
ENSG00000143851	PTPN7	12192	12335	11271	13660
ENSG00000143858	SYT2	24	29	52	43
ENSG00000143862	ARL8A	506	426	447	472
ENSG00000143867	OSR1	0	1	0	0
ENSG00000143869	GDF7	49	87	57	104
ENSG00000143870	PDIA6	10733	10140	8812	11992
ENSG00000143878	RHOB	200	186	172	144
ENSG00000143882	ATP6V1C2	70	88	84	116
ENSG00000143889	HNRNPLL	2997	2562	2630	2958
ENSG00000143891	GALM	227	174	205	188
ENSG00000143919	CAMKMT	743	540	634	653
ENSG00000143921	ABCG8	7	8	6	13
ENSG00000143924	EML4	7834	7288	7102	8108
ENSG00000143933	CALM2	19657	16391	17363	18681
ENSG00000143942	CHAC2	757	806	840	860
ENSG00000143947	RPS27A	39914	24952	32675	28719
ENSG00000143951	WDPCP	632	576	619	698
