id	sym	Control_1	Control_2	Control_3	shEZH2_day4_1	shEZH2_day4_2	shEZH2_day4_3
ENSG00000146242	TPBG	3232	2307	2192	3917	2855	3611
ENSG00000146243	IRAK1BP1	30	27	14	11	14	15
ENSG00000146247	PHIP	255	210	184	494	289	325
ENSG00000146250	PRSS35	40	21	15	43	27	19
ENSG00000146263	MMS22L	195	144	126	97	53	65
ENSG00000146267	FAXC	59	49	36	22	9	12
ENSG00000146278	PNRC1	632	550	442	471	398	446
ENSG00000146281	PM20D2	591	356	317	180	133	134
ENSG00000146282	RARS2	801	653	483	784	566	669
ENSG00000146350	TBC1D32	9	14	13	28	24	18
ENSG00000146373	RNF217	226	188	169	344	200	244
ENSG00000146374	RSPO3	6	0	2	9	3	13
ENSG00000146376	ARHGAP18	142	115	87	169	103	124
ENSG00000146386	ABRACL	258	197	196	286	211	254
ENSG00000146409	SLC18B1	24	13	11	38	25	27
ENSG00000146410	MTFR2	106	83	74	30	17	23
ENSG00000146411	SLC2A12	50	25	21	52	36	52
ENSG00000146414	SHPRH	66	45	47	168	95	114
ENSG00000146416	AIG1	496	404	324	407	277	342
ENSG00000146425	DYNLT1	2229	1798	1609	688	557	751
ENSG00000146426	TIAM2	103	105	60	122	60	78
ENSG00000146433	TMEM181	925	624	491	872	595	698
ENSG00000146453	PNLDC1	1	1	2	3	0	1
ENSG00000146457	WTAP	866	679	533	751	533	663
ENSG00000146463	ZMYM4	695	496	387	727	494	588
ENSG00000146476	ARMT1	317	267	206	519	299	411
ENSG00000146477	SLC22A3	0	0	0	1	0	0
ENSG00000146530	VWDE	1	0	3	9	8	6
ENSG00000146535	GNA12	4955	3874	3987	2292	1794	2444
ENSG00000146540	C7orf50	2484	2283	2527	1503	1291	1800
ENSG00000146555	SDK1	205	158	153	395	237	394
ENSG00000146556	WASH2P	317	215	203	281	183	351
ENSG00000146574	CCZ1B	69	59	47	58	41	48
ENSG00000146576	C7orf26	771	568	685	387	326	495
ENSG00000146587	RBAK	57	57	35	180	113	138
ENSG00000146592	CREB5	80	50	50	166	100	152
ENSG00000146648	EGFR	3518	2167	1816	3028	1879	2395
ENSG00000146666	LINC00525	1	0	0	0	0	0
ENSG00000146670	CDCA5	1458	1257	1245	337	281	311
ENSG00000146674	IGFBP3	147816	106242	94542	16644	12080	15583
ENSG00000146676	PURB	946	580	487	446	278	363
ENSG00000146678	IGFBP1	5	0	4	0	1	1
ENSG00000146700	SSC4D	19	18	21	14	17	30
ENSG00000146701	MDH2	6305	5162	5788	3446	2868	3821
ENSG00000146707	POMZP3	193	172	176	87	50	85
ENSG00000146722	AC006014.8	1	0	1	0	0	2
ENSG00000146729	GBAS	588	393	316	457	334	367
ENSG00000146731	CCT6A	4703	3342	2821	2892	2082	2372
ENSG00000146733	PSPH	540	480	419	210	189	188
ENSG00000146757	ZNF92	33	30	23	63	32	53
ENSG00000146776	ATXN7L1	109	64	42	121	107	94
ENSG00000146802	TMEM168	323	210	154	350	233	207
ENSG00000146826	C7orf43	442	368	356	509	416	597
ENSG00000146828	SLC12A9	948	709	808	585	379	635
ENSG00000146830	GIGYF1	1345	983	1038	1689	1277	1903
ENSG00000146833	TRIM4	772	562	476	756	542	697
ENSG00000146834	MEPCE	1323	1117	1132	1205	930	1295
ENSG00000146842	TMEM209	197	130	99	185	112	133
ENSG00000146856	AGBL3	10	3	2	6	6	5
ENSG00000146858	ZC3HAV1L	197	145	136	376	179	307
ENSG00000146859	TMEM140	194	175	123	140	110	145
ENSG00000146872	TLK2	946	694	530	834	554	667
ENSG00000146904	EPHA1	16	11	11	9	4	9
ENSG00000146909	NOM1	887	635	564	372	314	380
ENSG00000146918	NCAPG2	1948	1356	1153	555	347	426
ENSG00000146938	NLGN4X	2	2	0	8	0	1
ENSG00000146950	SHROOM2	95	65	58	32	32	30
ENSG00000146963	LUC7L2	418	289	318	375	272	385
ENSG00000146966	DENND2A	780	609	595	801	555	772
ENSG00000147003	TMEM27	0	1	0	3	6	3
ENSG00000147010	SH3KBP1	1682	1284	1059	1146	871	996
ENSG00000147027	TMEM47	806	554	451	814	585	632
ENSG00000147036	LANCL3	1	1	2	6	5	5
ENSG00000147041	SYTL5	6	5	4	202	139	149
ENSG00000147044	CASK	546	349	305	541	298	381
ENSG00000147050	KDM6A	329	234	167	366	295	331
ENSG00000147059	SPIN2A	11	2	5	6	10	8
ENSG00000147065	MSN	30614	24084	21845	12604	9558	12098
ENSG00000147082	CCNB3	2	2	2	3	2	3
ENSG00000147099	HDAC8	282	191	169	211	169	167
ENSG00000147100	SLC16A2	1198	913	853	729	555	676
ENSG00000147117	ZNF157	0	0	1	0	0	0
ENSG00000147118	ZNF182	22	30	16	59	39	51
ENSG00000147119	CHST7	360	312	304	143	121	181
ENSG00000147121	KRBOX4	143	107	91	138	109	125
ENSG00000147123	NDUFB11	1554	1375	1507	1442	1243	1832
ENSG00000147124	ZNF41	77	49	58	115	64	85
ENSG00000147127	RAB41	3	5	6	5	7	8
ENSG00000147130	ZMYM3	1195	922	944	817	640	858
ENSG00000147133	TAF1	417	281	255	517	299	409
ENSG00000147140	NONO	11934	9076	8862	6261	4753	6662
ENSG00000147144	CCDC120	125	94	96	114	93	168
ENSG00000147145	LPAR4	5	3	2	3	0	0
ENSG00000147155	EBP	493	402	403	295	250	295
ENSG00000147160	AWAT2	2	3	7	0	1	1
ENSG00000147162	OGT	1484	962	743	989	616	782
ENSG00000147164	SNX12	2660	2080	1958	1153	886	1222
ENSG00000147166	ITGB1BP2	1	6	7	2	3	1
ENSG00000147174	ACRC	2	6	5	12	5	9
ENSG00000147180	ZNF711	21	21	22	115	64	70
ENSG00000147202	DIAPH2	253	169	115	300	199	225
ENSG00000147206	NXF3	0	0	2	0	0	0
ENSG00000147223	RIPPLY1	1	0	0	0	0	0
ENSG00000147224	PRPS1	2531	2080	1844	810	625	737
ENSG00000147231	CXorf57	8	7	12	15	5	3
ENSG00000147234	FRMPD3	15	10	7	1	2	0
ENSG00000147251	DOCK11	87	80	63	148	87	81
ENSG00000147255	IGSF1	0	2	0	0	0	1
ENSG00000147256	ARHGAP36	0	0	0	0	0	1
ENSG00000147257	GPC3	4	2	2	2	1	0
ENSG00000147274	RBMX	3228	2625	2206	1558	1064	1284
ENSG00000147316	MCPH1	232	186	115	165	108	134
ENSG00000147324	MFHAS1	881	604	562	1024	779	1020
ENSG00000147364	FBXO25	225	176	110	268	174	237
ENSG00000147383	NSDHL	686	552	572	386	355	461
ENSG00000147394	ZNF185	1301	989	965	580	525	633
ENSG00000147400	CETN2	423	293	268	536	395	458
ENSG00000147403	RPL10	32799	28824	28920	25888	19544	27909
ENSG00000147408	CSGALNACT1	1707	1145	959	720	522	604
ENSG00000147416	ATP6V1B2	2657	2090	1658	2460	1788	2193
ENSG00000147419	CCDC25	606	426	344	363	253	276
ENSG00000147421	HMBOX1	133	76	60	153	98	136
ENSG00000147437	GNRH1	5	4	5	11	12	6
ENSG00000147439	BIN3	410	324	326	324	251	410
ENSG00000147443	DOK2	3	6	3	4	4	2
ENSG00000147454	SLC25A37	654	474	365	530	309	535
ENSG00000147457	CHMP7	1467	1107	1081	1031	767	1127
ENSG00000147459	DOCK5	704	470	386	557	374	482
ENSG00000147465	STAR	5	3	1	2	3	2
ENSG00000147471	PROSC	661	562	391	560	439	509
ENSG00000147475	ERLIN2	1670	1175	995	1698	1170	1425
ENSG00000147485	PXDNL	2	4	1	0	0	1
ENSG00000147488	ST18	0	2	0	3	1	0
ENSG00000147509	RGS20	183	121	98	89	110	106
ENSG00000147526	TACC1	5014	3039	2699	3892	2626	3158
ENSG00000147533	GOLGA7	788	578	447	623	425	516
ENSG00000147535	PLPP5	351	267	259	341	273	335
ENSG00000147536	GINS4	488	419	367	98	82	82
ENSG00000147548	WHSC1L1	885	573	513	561	339	449
ENSG00000147570	DNAJC5B	3	1	1	2	3	5
ENSG00000147571	CRH	0	0	1	11	12	9
ENSG00000147573	TRIM55	222	167	132	139	135	172
ENSG00000147576	ADHFE1	20	13	14	57	27	37
ENSG00000147586	MRPS28	141	131	131	97	80	98
ENSG00000147592	LACTB2	87	50	51	112	74	84
ENSG00000147601	TERF1	299	221	194	266	174	226
ENSG00000147604	RPL7	16080	11399	10896	15239	11043	13673
ENSG00000147642	SYBU	283	220	184	52	50	62
ENSG00000147649	MTDH	1915	1401	1037	1128	736	808
ENSG00000147650	LRP12	708	450	335	440	294	316
ENSG00000147654	EBAG9	116	90	67	126	72	92
ENSG00000147655	RSPO2	6	3	2	2	2	0
ENSG00000147669	POLR2K	418	389	309	246	188	208
ENSG00000147676	MAL2	0	0	0	0	0	1
ENSG00000147677	EIF3H	2970	2153	1840	2715	1894	2296
ENSG00000147679	UTP23	99	71	61	112	70	70
ENSG00000147684	NDUFB9	722	720	660	479	410	527
ENSG00000147687	TATDN1	130	99	62	144	114	116
ENSG00000147697	GSDMC	1	0	0	0	0	0
ENSG00000147789	ZNF7	256	179	125	199	119	160
ENSG00000147799	ARHGAP39	141	122	129	118	73	128
ENSG00000147804	SLC39A4	255	199	214	172	164	256
ENSG00000147813	NAPRT	254	181	243	322	262	353
ENSG00000147852	VLDLR	805	450	444	632	418	470
ENSG00000147853	AK3	1068	735	615	881	662	708
ENSG00000147854	UHRF2	954	560	489	1033	643	725
ENSG00000147862	NFIB	223	114	120	121	89	104
ENSG00000147872	PLIN2	13807	10082	9324	7680	5434	7153
ENSG00000147874	HAUS6	284	232	191	206	147	156
ENSG00000147883	CDKN2B	32	29	21	183	135	169
ENSG00000147889	CDKN2A	78	73	76	47	45	53
ENSG00000147894	C9orf72	43	28	24	109	76	80
ENSG00000147905	ZCCHC7	178	122	101	246	149	198
ENSG00000147912	FBXO10	129	96	112	53	54	70
ENSG00000147955	SIGMAR1	2341	1960	2032	1146	977	1311
ENSG00000147996	CBWD5	92	68	50	91	49	59
ENSG00000148019	CEP78	463	379	333	109	76	85
ENSG00000148053	NTRK2	3	1	2	1	1	1
ENSG00000148057	IDNK	38	25	32	21	16	21
ENSG00000148082	SHC3	1163	724	645	1451	1015	1386
ENSG00000148090	AUH	174	156	127	340	187	277
ENSG00000148110	MFSD14B	1608	1219	926	1050	771	886
ENSG00000148120	C9orf3	715	497	452	318	228	310
ENSG00000148143	ZNF462	366	179	201	296	169	254
ENSG00000148153	INIP	418	328	234	249	180	265
ENSG00000148154	UGCG	1841	1092	879	1124	821	972
ENSG00000148158	SNX30	1060	679	602	474	273	324
ENSG00000148175	STOM	2316	1737	1357	3117	2033	2673
ENSG00000148180	GSN	7584	5724	6180	7223	5866	8009
ENSG00000148187	MRRF	438	373	297	229	165	187
ENSG00000148200	NR6A1	9	4	3	6	2	5
ENSG00000148215	OR5C1	0	0	0	1	0	1
ENSG00000148218	ALAD	1018	773	648	291	250	320
ENSG00000148219	ASTN2	82	42	50	67	46	63
ENSG00000148225	WDR31	33	20	19	28	20	16
ENSG00000148229	POLE3	1271	1047	931	647	480	611
ENSG00000148248	SURF4	14684	11870	12207	9654	7750	11010
ENSG00000148288	GBGT1	112	96	101	107	86	141
ENSG00000148290	SURF1	420	327	413	396	327	371
ENSG00000148291	SURF2	250	206	251	97	77	115
ENSG00000148296	SURF6	1564	1181	1058	795	650	842
ENSG00000148297	MED22	1882	1436	1562	838	678	973
ENSG00000148300	REXO4	1041	849	879	501	377	550
ENSG00000148303	RPL7A	27602	24521	24697	20615	16940	23561
ENSG00000148308	GTF3C5	1646	1547	1521	791	640	884
ENSG00000148331	ASB6	1152	999	1016	803	650	914
ENSG00000148334	PTGES2	1355	1100	1319	675	626	853
ENSG00000148335	NTMT1	1374	1062	1285	666	538	764
ENSG00000148337	CIZ1	3840	2968	3373	1918	1518	2320
ENSG00000148339	SLC25A25	671	556	628	460	297	508
ENSG00000148341	SH3GLB2	1711	1259	1517	1089	816	1300
ENSG00000148343	FAM73B	683	491	549	376	299	477
ENSG00000148344	PTGES	134	122	134	148	101	160
ENSG00000148346	LCN2	1	0	0	0	0	0
ENSG00000148356	LRSAM1	659	509	512	587	497	653
ENSG00000148357	HMCN2	1	0	0	0	1	1
ENSG00000148358	GPR107	2720	1924	1588	3562	2459	3078
ENSG00000148362	C9orf142	324	256	334	110	138	143
ENSG00000148384	INPP5E	817	666	675	402	353	485
ENSG00000148396	SEC16A	4749	3310	3422	3581	2599	3531
ENSG00000148399	DPH7	485	444	429	213	190	244
ENSG00000148400	NOTCH1	2149	1439	1447	987	614	994
ENSG00000148408	CACNA1B	4	3	1	3	7	8
ENSG00000148411	NACC2	2678	1918	1923	1488	1214	1682
ENSG00000148426	PROSER2	299	294	292	184	149	227
ENSG00000148429	USP6NL	366	256	170	273	162	226
ENSG00000148444	COMMD3	83	72	53	67	56	58
ENSG00000148450	MSRB2	492	428	420	379	327	428
ENSG00000148459	PDSS1	198	140	109	31	20	27
ENSG00000148468	FAM171A1	1879	1478	1316	1158	848	1169
ENSG00000148481	FAM188A	297	259	174	413	292	334
ENSG00000148484	RSU1	3231	2339	1990	914	694	898
ENSG00000148488	ST8SIA6	13	8	5	12	7	4
ENSG00000148498	PARD3	854	573	508	819	570	692
ENSG00000148516	ZEB1	682	446	428	1764	1061	1379
ENSG00000148541	FAM13C	15	6	7	14	9	6
ENSG00000148572	NRBF2	376	295	213	163	111	169
ENSG00000148584	A1CF	0	0	0	0	0	1
ENSG00000148606	POLR3A	1494	1134	970	673	478	630
ENSG00000148634	HERC4	998	772	658	1248	885	902
ENSG00000148655	C10orf11	1	6	3	4	8	7
ENSG00000148660	CAMK2G	989	726	669	525	363	524
ENSG00000148672	GLUD1	3283	2460	2047	2381	1729	1917
ENSG00000148677	ANKRD1	260	199	143	42	20	28
ENSG00000148680	HTR7	21	11	16	29	21	36
ENSG00000148688	RPP30	481	463	366	207	133	168
ENSG00000148690	FRA10AC1	178	131	127	114	78	111
ENSG00000148700	ADD3	920	682	508	1151	744	702
ENSG00000148719	DNAJB12	1592	1286	1287	1098	922	1324
ENSG00000148730	EIF4EBP2	2441	1696	1679	3341	2494	3187
ENSG00000148737	TCF7L2	303	248	186	139	91	134
ENSG00000148773	MKI67	4626	3058	3001	1264	821	957
ENSG00000148795	CYP17A1	0	1	0	0	0	0
ENSG00000148798	INA	132	89	90	81	67	83
ENSG00000148803	FUOM	260	234	226	171	158	195
ENSG00000148814	LRRC27	140	83	87	102	61	112
ENSG00000148824	MTG1	92	65	45	46	24	59
ENSG00000148826	NKX6-2	0	0	0	2	0	0
ENSG00000148832	PAOX	110	84	106	70	80	76
ENSG00000148834	GSTO1	2863	2982	2536	2733	2395	2844
ENSG00000148835	TAF5	146	106	96	102	66	68
ENSG00000148840	PPRC1	2029	1568	1576	861	659	1018
ENSG00000148841	ITPRIP	4376	3359	3232	2171	1604	2149
ENSG00000148842	CNNM2	280	188	210	270	176	259
ENSG00000148843	PDCD11	2762	2139	1977	1114	770	1055
ENSG00000148848	ADAM12	635	459	397	492	345	437
ENSG00000148908	RGS10	630	542	435	906	637	808
ENSG00000148925	BTBD10	583	458	380	425	345	356
ENSG00000148926	ADM	6023	4952	4736	1526	1396	1782
ENSG00000148935	GAS2	2	3	5	11	7	4
ENSG00000148942	SLC5A12	0	0	0	2	1	0
ENSG00000148943	LIN7C	239	155	135	346	207	268
ENSG00000148948	LRRC4C	0	0	0	4	2	1
ENSG00000148950	IMMP1L	71	75	47	92	68	61
ENSG00000148985	PGAP2	182	175	174	131	91	141
ENSG00000149016	TUT1	205	173	182	157	114	161
ENSG00000149043	SYT8	1	0	0	0	0	0
ENSG00000149050	ZNF214	0	10	5	8	10	8
ENSG00000149054	ZNF215	44	42	27	48	32	42
ENSG00000149084	HSD17B12	310	195	160	82	74	87
ENSG00000149089	APIP	200	163	126	187	114	157
ENSG00000149090	PAMR1	1188	868	802	2776	1991	2628
ENSG00000149091	DGKZ	2779	2242	2560	1217	1088	1342
ENSG00000149100	EIF3M	1949	1554	1134	1276	968	936
ENSG00000149115	TNKS1BP1	6153	4348	4818	4200	3023	4751
ENSG00000149124	GLYAT	0	1	0	0	0	0
ENSG00000149131	SERPING1	4130	3057	3011	3126	2354	3151
ENSG00000149136	SSRP1	6400	5338	4995	2101	1635	2233
ENSG00000149150	SLC43A1	232	202	184	155	115	176
ENSG00000149177	PTPRJ	857	603	521	488	365	489
ENSG00000149179	C11orf49	569	463	478	385	327	474
ENSG00000149182	ARFGAP2	1871	1618	1746	1414	1051	1629
ENSG00000149187	CELF1	2321	1716	1364	1429	1020	1413
ENSG00000149196	HIKESHI	499	431	336	375	311	337
ENSG00000149201	CCDC81	59	55	37	23	19	14
ENSG00000149212	SESN3	13	15	14	57	45	31
ENSG00000149218	ENDOD1	391	332	234	209	160	199
ENSG00000149231	CCDC82	142	153	118	324	215	237
ENSG00000149243	KLHL35	70	62	49	89	62	83
ENSG00000149256	TENM4	287	234	175	437	296	413
ENSG00000149257	SERPINH1	26096	20102	20832	9200	7031	9940
ENSG00000149260	CAPN5	840	562	624	503	412	576
ENSG00000149262	INTS4	552	440	333	353	258	310
ENSG00000149269	PAK1	1203	928	850	660	504	595
ENSG00000149273	RPS3	23285	21067	22059	17406	15031	19630
ENSG00000149289	ZC3H12C	149	111	95	238	163	198
ENSG00000149292	TTC12	170	116	132	136	95	139
ENSG00000149294	NCAM1	14	14	9	11	8	13
ENSG00000149295	DRD2	0	1	0	0	0	0
ENSG00000149300	C11orf52	0	0	0	0	0	1
ENSG00000149308	NPAT	94	90	66	149	110	114
ENSG00000149311	ATM	219	185	144	959	548	635
ENSG00000149313	AASDHPPT	276	217	174	480	329	324
ENSG00000149328	GLB1L2	8	14	13	5	8	10
ENSG00000149346	SLX4IP	71	43	44	86	44	35
ENSG00000149357	LAMTOR1	1663	1559	1679	1219	1007	1242
ENSG00000149380	P4HA3	829	611	582	847	575	771
ENSG00000149403	GRIK4	3	7	5	2	6	4
ENSG00000149418	ST14	0	0	1	1	0	0
ENSG00000149428	HYOU1	4115	3152	3022	2320	1793	2258
ENSG00000149451	ADAM33	650	505	422	517	395	579
ENSG00000149474	KAT14	288	236	203	197	170	225
ENSG00000149476	TKFC	468	349	373	294	232	349
ENSG00000149480	MTA2	3924	3249	3186	1912	1495	2178
ENSG00000149483	TMEM138	436	300	289	160	134	176
ENSG00000149485	FADS1	1638	1224	949	876	630	809
ENSG00000149488	TMC2	1	0	0	0	0	3
ENSG00000149489	ROM1	26	20	26	36	34	54
ENSG00000149499	EML3	954	747	856	638	474	689
ENSG00000149503	INCENP	2413	1779	1656	418	310	423
ENSG00000149506	ZP1	16	19	20	30	33	39
ENSG00000149527	PLCH2	43	45	45	168	97	183
ENSG00000149531	FRG1BP	97	74	64	50	41	43
ENSG00000149532	CPSF7	1705	1404	1311	912	658	878
ENSG00000149541	B3GAT3	1147	917	1069	975	963	1264
ENSG00000149547	EI24	3167	2513	2256	2581	2082	2496
ENSG00000149548	CCDC15	36	26	23	20	16	17
ENSG00000149554	CHEK1	557	400	363	204	171	137
ENSG00000149557	FEZ1	836	656	638	428	357	471
ENSG00000149564	ESAM	16	9	7	6	12	14
ENSG00000149571	KIRREL3	2228	1801	1884	781	600	862
ENSG00000149575	SCN2B	49	20	28	17	5	18
ENSG00000149577	SIDT2	1093	817	882	1341	964	1417
ENSG00000149582	TMEM25	641	464	523	464	374	530
ENSG00000149591	TAGLN	58814	47817	52065	9159	8175	10552
ENSG00000149596	JPH2	395	276	283	27	16	31
ENSG00000149599	DUSP15	0	0	1	1	0	0
ENSG00000149600	COMMD7	1457	1226	1239	914	703	936
ENSG00000149609	C20orf144	13	6	10	8	1	8
ENSG00000149633	KIAA1755	241	191	182	288	237	269
ENSG00000149634	SPATA25	15	13	3	7	9	7
ENSG00000149636	DSN1	327	292	223	149	118	141
ENSG00000149639	SOGA1	4118	2728	2673	1856	1214	1825
ENSG00000149646	CNBD2	1	1	0	0	0	0
ENSG00000149651	SPINT4	1	0	0	0	0	0
ENSG00000149657	LSM14B	1480	1154	1046	765	595	801
ENSG00000149658	YTHDF1	1240	1070	814	849	634	915
ENSG00000149679	CABLES2	467	343	324	69	41	79
ENSG00000149716	ORAOV1	509	406	343	277	185	283
ENSG00000149743	TRPT1	417	341	347	359	333	407
ENSG00000149761	NUDT22	561	434	533	474	391	617
ENSG00000149781	FERMT3	47	31	39	33	38	50
ENSG00000149782	PLCB3	2307	1823	1859	1150	851	1242
ENSG00000149792	MRPL49	1331	1173	1185	949	794	1101
ENSG00000149798	CDC42EP2	972	713	849	649	496	841
ENSG00000149806	FAU	3913	3740	3730	3023	2644	3701
ENSG00000149809	TM7SF2	105	81	99	266	188	297
ENSG00000149823	VPS51	2631	1957	2465	2163	1784	2622
ENSG00000149922	TBX6	3	1	1	3	3	3
ENSG00000149923	PPP4C	3524	2896	3159	2284	1861	2654
ENSG00000149925	ALDOA	70307	58293	67070	40050	33371	46013
ENSG00000149926	FAM57B	4	2	4	2	0	1
ENSG00000149927	DOC2A	4	1	2	3	0	2
ENSG00000149929	HIRIP3	548	430	407	161	142	193
ENSG00000149930	TAOK2	2807	2178	2244	1983	1685	2262
ENSG00000149932	TMEM219	1223	1074	1131	1345	1106	1489
ENSG00000149948	HMGA2	2914	2153	1760	3203	2337	2852
ENSG00000149968	MMP3	9	10	7	51	20	32
ENSG00000149970	CNKSR2	18	18	10	12	7	10
ENSG00000149972	CNTN5	2	0	0	0	0	0
ENSG00000150045	KLRF1	1	0	0	0	0	0
ENSG00000150048	CLEC1A	0	0	0	0	0	1
ENSG00000150051	MKX	6	4	3	5	3	7
ENSG00000150054	MPP7	14	7	7	10	6	5
ENSG00000150093	ITGB1	32448	22577	18625	21057	14178	14059
ENSG00000150165	ANXA8L1	3	8	2	3	1	5
ENSG00000150275	PCDH15	0	0	0	1	0	0
ENSG00000150281	CTF1	149	123	142	299	221	414
ENSG00000150316	CWC15	672	523	427	495	384	494
ENSG00000150337	FCGR1A	0	0	0	6	5	5
ENSG00000150347	ARID5B	2915	1712	1543	1988	1244	1566
ENSG00000150361	KLHL1	0	0	0	5	9	3
ENSG00000150401	DCUN1D2	250	183	180	172	151	190
ENSG00000150403	TMCO3	4423	3207	2656	2450	1782	2224
ENSG00000150433	TMEM218	283	209	204	193	142	178
ENSG00000150455	TIRAP	85	57	50	95	59	100
ENSG00000150456	EEF1AKMT1	122	96	80	110	98	111
ENSG00000150457	LATS2	2017	1432	1193	1377	1004	1539
ENSG00000150459	SAP18	2207	1790	1670	1648	1278	1783
ENSG00000150471	ADGRL3	75	39	44	736	412	538
ENSG00000150477	KIAA1328	68	51	45	99	41	71
ENSG00000150510	FAM124A	38	22	27	14	8	9
ENSG00000150527	CTAGE5	18	3	11	9	11	17
ENSG00000150540	HNMT	37	26	11	70	38	54
ENSG00000150551	LYPD1	774	617	729	718	534	725
ENSG00000150556	LYPD6B	49	42	34	7	7	12
ENSG00000150593	PDCD4	344	196	221	612	421	542
ENSG00000150594	ADRA2A	2	0	0	0	0	0
ENSG00000150625	GPM6A	0	0	0	1	0	2
ENSG00000150627	WDR17	8	4	6	15	20	10
ENSG00000150628	SPATA4	1	1	2	2	1	1
ENSG00000150630	VEGFC	1507	1244	1004	1110	816	946
ENSG00000150636	CCDC102B	6	3	7	9	9	10
ENSG00000150637	CD226	1	2	0	0	0	1
ENSG00000150656	CNDP1	0	0	0	0	1	0
ENSG00000150667	FSIP1	3	2	0	3	1	2
ENSG00000150672	DLG2	3	5	0	6	5	7
ENSG00000150681	RGS18	1	5	2	27	15	18
ENSG00000150687	PRSS23	3602	2698	2448	2128	1638	1953
ENSG00000150712	MTMR12	816	512	480	585	377	452
ENSG00000150722	PPP1R1C	1	5	4	21	11	15
ENSG00000150753	CCT5	7149	5296	4589	2557	1941	2322
ENSG00000150756	FAM173B	140	106	85	152	94	104
ENSG00000150760	DOCK1	1704	1003	947	1781	1187	1517
ENSG00000150764	DIXDC1	499	353	272	185	134	132
ENSG00000150768	DLAT	944	687	628	622	465	553
ENSG00000150773	PIH1D2	2	1	5	2	2	0
ENSG00000150776	C11orf57	437	339	222	416	277	315
ENSG00000150779	TIMM8B	603	481	465	430	336	495
ENSG00000150782	IL18	6	9	2	5	1	5
ENSG00000150787	PTS	638	552	472	540	423	512
ENSG00000150867	PIP4K2A	635	464	371	141	105	112
ENSG00000150873	C2orf50	0	1	0	1	1	1
ENSG00000150893	FREM2	1	0	0	0	0	0
ENSG00000150907	FOXO1	8	8	4	17	17	19
ENSG00000150938	CRIM1	20189	12870	10647	5593	3699	4776
ENSG00000150961	SEC24D	3337	2188	1728	2595	1802	2318
ENSG00000150967	ABCB9	186	135	156	124	110	156
ENSG00000150977	RILPL2	213	155	149	138	95	130
ENSG00000150990	DHX37	2141	1664	1925	823	606	910
ENSG00000150991	UBC	38210	29839	29000	18208	15254	19447
ENSG00000150995	ITPR1	362	243	193	244	179	229
ENSG00000151006	PRSS53	30	16	29	27	23	34
ENSG00000151012	SLC7A11	247	199	199	142	86	102
ENSG00000151014	NOCT	288	180	203	116	86	132
ENSG00000151023	ENKUR	1	0	0	0	3	1
ENSG00000151025	GPR158	0	0	0	0	1	0
ENSG00000151062	CACNA2D4	4	1	9	8	4	4
ENSG00000151065	DCP1B	237	168	146	234	168	186
ENSG00000151067	CACNA1C	57	34	26	58	30	38
ENSG00000151090	THRB	20	18	12	45	29	49
ENSG00000151092	NGLY1	405	313	266	512	350	345
ENSG00000151093	OXSM	124	105	106	131	100	110
ENSG00000151116	UEVLD	187	182	135	229	176	189
ENSG00000151117	TMEM86A	11	11	11	41	37	56
ENSG00000151131	C12orf45	122	112	124	93	84	90
ENSG00000151135	TMEM263	1047	754	616	1671	1024	1240
ENSG00000151136	BTBD11	70	65	53	185	161	197
ENSG00000151148	UBE3B	1421	1087	1002	1154	844	1152
ENSG00000151150	ANK3	2	3	0	0	1	0
ENSG00000151151	IPMK	92	52	52	310	174	214
ENSG00000151164	RAD9B	3	2	0	0	0	2
ENSG00000151176	PLBD2	2384	1835	1742	2862	2151	2958
ENSG00000151208	DLG5	3359	2159	2130	2202	1695	2354
ENSG00000151229	SLC2A13	67	55	33	332	181	200
ENSG00000151233	GXYLT1	246	188	161	1437	889	1045
ENSG00000151239	TWF1	816	715	519	890	565	589
ENSG00000151240	DIP2C	1579	1037	881	1161	806	1112
ENSG00000151247	EIF4E	654	576	493	784	549	574
ENSG00000151276	MAGI1	761	503	505	612	360	534
ENSG00000151287	TEX30	128	135	85	76	70	58
ENSG00000151292	CSNK1G3	280	253	197	433	244	271
ENSG00000151303	RP11-96C23.13	1	0	0	0	0	0
ENSG00000151304	SRFBP1	105	65	55	46	30	29
ENSG00000151320	AKAP6	2	2	5	12	10	7
ENSG00000151322	NPAS3	0	0	0	1	0	1
ENSG00000151327	FAM177A1	857	675	588	945	698	774
ENSG00000151332	MBIP	109	92	75	118	81	106
ENSG00000151338	MIPOL1	19	29	19	59	38	36
ENSG00000151348	EXT2	3285	2675	2262	2623	1878	2310
ENSG00000151353	TMEM18	540	464	398	329	244	277
ENSG00000151360	ALLC	0	0	1	0	0	0
ENSG00000151364	KCTD14	17	10	9	11	14	9
ENSG00000151365	THRSP	1	0	0	0	0	0
ENSG00000151366	NDUFC2	201	149	105	163	109	138
ENSG00000151376	ME3	334	248	281	263	193	275
ENSG00000151388	ADAMTS12	1512	895	794	1840	1162	1554
ENSG00000151413	NUBPL	147	108	90	118	74	92
ENSG00000151414	NEK7	1508	1235	971	1193	755	811
ENSG00000151422	FER	234	150	153	404	223	284
ENSG00000151445	VIPAS39	539	378	342	540	467	523
ENSG00000151458	ANKRD50	428	266	246	790	453	677
ENSG00000151461	UPF2	359	254	194	472	352	416
ENSG00000151465	CDC123	1325	947	828	576	472	572
ENSG00000151466	SCLT1	140	119	96	90	69	58
