id	sym	D_U6_F_T0_1	D_U6_F_T0_2	F_U6_F_T8_1	F_U6_F_T8_2
ENSG00000117525	F3	82	90	99	83
ENSG00000117528	ABCD3	1677	1778	1491	1586
ENSG00000117533	VAMP4	310	298	282	317
ENSG00000117543	DPH5	359	362	346	287
ENSG00000117560	FASLG	0	0	2	2
ENSG00000117569	PTBP2	496	514	411	448
ENSG00000117586	TNFSF4	18	8	17	18
ENSG00000117592	PRDX6	4672	4825	4718	4726
ENSG00000117593	DARS2	1524	1598	1412	1410
ENSG00000117594	HSD11B1	0	0	1	0
ENSG00000117595	IRF6	1	0	1	1
ENSG00000117597	DIEXF	1138	1147	1320	1315
ENSG00000117598	PLPPR5	0	0	1	0
ENSG00000117601	SERPINC1	5	5	7	10
ENSG00000117602	RCAN3	254	262	235	229
ENSG00000117614	SYF2	1160	1205	1153	1221
ENSG00000117616	RSRP1	1275	1422	1330	1334
ENSG00000117620	SLC35A3	876	940	811	830
ENSG00000117625	RCOR3	1198	1219	1065	1085
ENSG00000117632	STMN1	6391	6515	5968	6166
ENSG00000117640	MTFR1L	820	794	721	719
ENSG00000117643	MAN1C1	5	11	2	1
ENSG00000117650	NEK2	517	483	326	326
ENSG00000117676	RPS6KA1	1065	1153	1150	1096
ENSG00000117682	DHDDS	992	1013	863	791
ENSG00000117691	NENF	563	582	574	623
ENSG00000117697	NSL1	881	937	792	845
ENSG00000117707	PROX1	13	15	12	11
ENSG00000117713	ARID1A	2725	2931	2428	2487
ENSG00000117724	CENPF	6391	6275	4721	5195
ENSG00000117748	RPA2	910	918	779	746
ENSG00000117751	PPP1R8	1309	1298	1228	1154
ENSG00000117758	STX12	1118	1130	1302	1281
ENSG00000117791	MARC2	66	57	61	52
ENSG00000117834	SLC5A9	7	11	4	12
ENSG00000117859	OSBPL9	2965	3055	2953	2984
ENSG00000117862	TXNDC12	1543	1586	1476	1526
ENSG00000117868	ESYT2	3707	3740	3658	3621
ENSG00000117877	CD3EAP	146	166	140	130
ENSG00000117899	MESDC2	2002	1975	1988	1890
ENSG00000117906	RCN2	865	903	887	827
ENSG00000117971	CHRNB4	0	1	0	0
ENSG00000117983	MUC5B	4	1	0	0
ENSG00000117984	CTSD	8768	10335	9433	10620
ENSG00000118004	COLEC11	0	1	1	0
ENSG00000118007	STAG1	817	892	868	911
ENSG00000118017	A4GNT	76	87	49	62
ENSG00000118046	STK11	1547	1656	1324	1324
ENSG00000118058	KMT2A	3903	3973	4299	4278
ENSG00000118094	TREH	37	29	10	13
ENSG00000118096	IFT46	218	231	137	134
ENSG00000118156	ZNF541	7	13	10	8
ENSG00000118160	SLC8A2	0	1	1	0
ENSG00000118162	KPTN	85	110	94	93
ENSG00000118181	RPS25	844	716	815	848
ENSG00000118193	KIF14	826	800	648	729
ENSG00000118194	TNNT2	13	17	13	6
ENSG00000118197	DDX59	376	361	487	482
ENSG00000118200	CAMSAP2	2012	2007	2519	2450
ENSG00000118217	ATF6	1219	1252	1106	1180
ENSG00000118242	MREG	96	84	73	69
ENSG00000118246	FASTKD2	1148	1252	1052	1005
ENSG00000118257	NRP2	301	315	223	174
ENSG00000118260	CREB1	1735	1757	1789	1826
ENSG00000118263	KLF7	576	623	751	581
ENSG00000118276	B4GALT6	630	655	650	687
ENSG00000118292	C1orf54	10	12	20	18
ENSG00000118298	CA14	18	22	6	9
ENSG00000118307	CASC1	12	1	5	3
ENSG00000118308	LRMP	4	1	0	2
ENSG00000118322	ATP10B	1	0	0	0
ENSG00000118363	SPCS2	277	290	293	309
ENSG00000118369	USP35	153	189	175	172
ENSG00000118407	FILIP1	18	13	28	39
ENSG00000118412	CASP8AP2	909	860	760	756
ENSG00000118418	HMGN3	715	792	705	723
ENSG00000118420	UBE3D	63	76	58	73
ENSG00000118432	CNR1	95	100	124	123
ENSG00000118454	ANKRD13C	968	945	1556	1646
ENSG00000118482	PHF3	1976	2101	2021	2054
ENSG00000118495	PLAGL1	4	4	6	9
ENSG00000118496	FBXO30	1055	1076	1218	1124
ENSG00000118503	TNFAIP3	130	144	271	216
ENSG00000118507	AKAP7	167	146	107	123
ENSG00000118508	RAB32	516	472	633	504
ENSG00000118513	MYB	46	30	30	36
ENSG00000118514	ALDH8A1	11	9	9	11
ENSG00000118515	SGK1	437	441	408	406
ENSG00000118518	RNF146	856	970	1035	1081
ENSG00000118520	ARG1	0	2	2	2
ENSG00000118523	CTGF	271	277	422	381
ENSG00000118526	TCF21	4	4	4	5
ENSG00000118557	PMFBP1	9	11	6	4
ENSG00000118564	FBXL5	1210	1211	1406	1508
ENSG00000118579	MED28	1351	1265	1349	1354
ENSG00000118596	SLC16A7	2	6	2	1
ENSG00000118600	TMEM5	627	651	599	610
ENSG00000118620	ZNF430	133	125	116	125
ENSG00000118640	VAMP8	997	1023	901	955
ENSG00000118655	DCLRE1B	538	540	456	493
ENSG00000118680	MYL12B	5873	6042	6185	5897
ENSG00000118689	FOXO3	207	179	147	136
ENSG00000118690	ARMC2	30	34	48	31
ENSG00000118705	RPN2	3346	3528	3592	3615
ENSG00000118707	TGIF2	486	523	466	480
ENSG00000118729	CASQ2	1	1	0	0
ENSG00000118762	PKD2	1689	1735	1703	1858
ENSG00000118777	ABCG2	31	26	48	49
ENSG00000118785	SPP1	64533	63658	59694	66821
ENSG00000118804	STBD1	76	80	80	62
ENSG00000118816	CCNI	3504	3481	4117	4076
ENSG00000118849	RARRES1	0	2	0	0
ENSG00000118855	MFSD1	518	510	477	506
ENSG00000118873	RAB3GAP2	1557	1611	1640	1488
ENSG00000118894	EEF2KMT	49	45	37	31
ENSG00000118898	PPL	90	102	93	101
ENSG00000118900	UBN1	2275	2349	2313	2319
ENSG00000118922	KLF12	587	646	881	807
ENSG00000118939	UCHL3	70	52	51	58
ENSG00000118960	HS1BP3	1215	1227	1361	1387
ENSG00000118961	LDAH	967	964	1026	978
ENSG00000118965	WDR35	942	1021	807	919
ENSG00000118971	CCND2	6	10	8	8
ENSG00000118976	OTUD4P1	0	1	0	0
ENSG00000118985	ELL2	304	289	460	404
ENSG00000118997	DNAH7	7	13	4	4
ENSG00000119004	CYP20A1	165	152	175	156
ENSG00000119013	NDUFB3	661	723	653	689
ENSG00000119041	GTF3C3	1433	1490	1487	1436
ENSG00000119042	SATB2	537	555	558	585
ENSG00000119048	UBE2B	1138	1132	1271	1274
ENSG00000119121	TRPM6	1	1	1	1
ENSG00000119138	KLF9	116	102	72	82
ENSG00000119139	TJP2	2312	2247	2701	2538
ENSG00000119185	ITGB1BP1	859	850	933	887
ENSG00000119203	CPSF3	993	1077	1025	1055
ENSG00000119227	PIGZ	199	196	144	148
ENSG00000119231	SENP5	943	990	1056	1069
ENSG00000119242	CCDC92	566	564	562	559
ENSG00000119280	C1orf198	1677	1651	1710	1540
ENSG00000119283	TRIM67	0	3	1	4
ENSG00000119285	HEATR1	2327	2343	2330	2278
ENSG00000119314	PTBP3	6423	6383	8657	8769
ENSG00000119318	RAD23B	3145	3211	3025	2916
ENSG00000119321	FKBP15	1654	1824	1481	1442
ENSG00000119326	CTNNAL1	1396	1405	1462	1425
ENSG00000119328	FAM206A	308	332	306	363
ENSG00000119333	WDR34	1595	1821	1461	1602
ENSG00000119335	SET	2148	2153	2101	2145
ENSG00000119383	PTPA	9567	9980	8183	8231
ENSG00000119392	GLE1	1202	1231	1106	1052
ENSG00000119396	RAB14	3034	3103	3025	3132
ENSG00000119397	CNTRL	471	489	332	384
ENSG00000119401	TRIM32	1676	1655	1325	1361
ENSG00000119402	FBXW2	3104	3173	2810	2918
ENSG00000119403	PHF19	2107	2140	1786	1822
ENSG00000119408	NEK6	5407	5361	5885	5689
ENSG00000119411	BSPRY	0	0	0	1
ENSG00000119414	PPP6C	2027	2034	1953	2064
ENSG00000119421	NDUFA8	1165	1141	1125	985
ENSG00000119431	HDHD3	920	972	744	831
ENSG00000119446	RBM18	1195	1063	1083	1050
ENSG00000119457	SLC46A2	4	7	3	1
ENSG00000119471	HSDL2	1775	1879	2202	2268
ENSG00000119487	MAPKAP1	1485	1507	1551	1585
ENSG00000119508	NR4A3	9	1	6	14
ENSG00000119509	INVS	437	464	438	489
ENSG00000119514	GALNT12	427	399	375	372
ENSG00000119522	DENND1A	357	355	379	385
ENSG00000119523	ALG2	1489	1504	1336	1357
ENSG00000119537	KDSR	417	397	574	535
ENSG00000119541	VPS4B	404	430	423	446
ENSG00000119547	ONECUT2	714	750	916	989
ENSG00000119559	C19orf25	473	549	393	379
ENSG00000119574	ZBTB45	235	276	208	219
ENSG00000119596	YLPM1	2062	2175	1969	1943
ENSG00000119599	DCAF4	492	529	452	407
ENSG00000119608	PROX2	3	2	2	3
ENSG00000119616	FCF1	511	540	439	474
ENSG00000119630	PGF	4	6	2	1
ENSG00000119632	IFI27L2	133	144	141	147
ENSG00000119636	BBOF1	121	115	111	127
ENSG00000119638	NEK9	2633	2761	2529	2626
ENSG00000119640	ACYP1	142	122	137	143
ENSG00000119650	IFT43	141	149	147	136
ENSG00000119655	NPC2	2351	2386	2553	2565
ENSG00000119661	DNAL1	332	349	337	350
ENSG00000119669	IRF2BPL	968	937	811	887
ENSG00000119673	ACOT2	162	155	136	175
ENSG00000119681	LTBP2	156	194	93	107
ENSG00000119682	AREL1	1128	1126	1022	1032
ENSG00000119684	MLH3	984	980	991	960
ENSG00000119685	TTLL5	346	319	356	353
ENSG00000119686	FLVCR2	73	70	64	75
ENSG00000119688	ABCD4	556	647	605	624
ENSG00000119689	DLST	2524	2547	2502	2492
ENSG00000119698	PPP4R4	26	20	18	10
ENSG00000119699	TGFB3	46	37	21	27
ENSG00000119703	ZC2HC1C	41	44	31	27
ENSG00000119705	SLIRP	447	424	428	440
ENSG00000119707	RBM25	3031	3293	2557	2477
ENSG00000119711	ALDH6A1	345	315	355	395
ENSG00000119714	GPR68	36	36	55	61
ENSG00000119718	EIF2B2	391	434	381	388
ENSG00000119720	NRDE2	385	425	373	384
ENSG00000119723	COQ6	163	155	148	147
ENSG00000119725	ZNF410	36	26	28	33
ENSG00000119729	RHOQ	327	360	439	401
ENSG00000119737	GPR75	44	44	41	50
ENSG00000119760	SUPT7L	1757	1840	1676	1822
ENSG00000119771	KLHL29	1027	1176	976	921
ENSG00000119772	DNMT3A	592	585	633	623
ENSG00000119777	TMEM214	1397	1539	1503	1430
ENSG00000119778	ATAD2B	521	517	497	466
ENSG00000119782	FKBP1B	8	13	18	15
ENSG00000119787	ATL2	1533	1513	1757	1672
ENSG00000119801	YPEL5	2256	2269	2388	2358
ENSG00000119812	FAM98A	2398	2426	2206	2137
ENSG00000119820	YIPF4	1575	1564	1649	1762
ENSG00000119844	AFTPH	2517	2659	2548	2956
ENSG00000119862	LGALSL	290	337	337	295
ENSG00000119866	BCL11A	52	55	32	32
ENSG00000119878	CRIPT	439	445	493	509
ENSG00000119888	EPCAM	2	3	3	8
ENSG00000119899	SLC17A5	415	406	515	468
ENSG00000119900	OGFRL1	8822	8488	11506	10892
ENSG00000119906	SLF2	1382	1417	1472	1417
ENSG00000119912	IDE	1662	1657	1689	1671
ENSG00000119913	TECTB	0	0	0	1
ENSG00000119915	ELOVL3	11	12	7	7
ENSG00000119917	IFIT3	1957	1908	912	920
ENSG00000119922	IFIT2	1573	1748	817	736
ENSG00000119927	GPAM	627	580	529	478
ENSG00000119929	CUTC	403	401	431	429
ENSG00000119938	PPP1R3C	422	431	293	303
ENSG00000119943	PYROXD2	284	328	290	247
ENSG00000119946	CNNM1	1	0	0	0
ENSG00000119950	MXI1	725	671	708	778
ENSG00000119953	SMNDC1	1698	1692	1904	1909
ENSG00000119965	C10orf88	269	270	350	357
ENSG00000119969	HELLS	1208	1257	1167	1241
ENSG00000119977	TCTN3	847	846	791	802
ENSG00000119979	FAM45A	332	309	342	310
ENSG00000119986	AVPI1	120	133	134	137
ENSG00000120008	WDR11	2024	2041	1765	1858
ENSG00000120029	C10orf76	574	569	522	571
ENSG00000120049	KCNIP2	45	56	44	58
ENSG00000120051	CFAP58	3	2	2	0
ENSG00000120053	GOT1	1228	1330	1046	1049
ENSG00000120055	C10orf95	10	18	8	10
ENSG00000120057	SFRP5	3	2	1	5
ENSG00000120063	GNA13	3265	3467	4582	4603
ENSG00000120068	HOXB8	244	253	178	174
ENSG00000120071	KANSL1	1851	1999	1892	1811
ENSG00000120075	HOXB5	139	128	100	122
ENSG00000120093	HOXB3	321	379	365	360
ENSG00000120129	DUSP1	1111	1083	2573	2172
ENSG00000120137	PANK3	3335	3266	3680	3801
ENSG00000120149	MSX2	219	192	233	237
ENSG00000120156	TEK	2	3	2	1
ENSG00000120158	RCL1	367	394	357	356
ENSG00000120159	CAAP1	720	790	712	761
ENSG00000120160	EQTN	0	0	0	1
ENSG00000120162	MOB3B	250	252	153	208
ENSG00000120215	MLANA	8	8	3	15
ENSG00000120217	CD274	30	42	53	29
ENSG00000120251	GRIA2	2	2	1	3
ENSG00000120253	NUP43	942	1022	859	967
ENSG00000120254	MTHFD1L	479	506	588	570
ENSG00000120256	LRP11	539	577	571	614
ENSG00000120265	PCMT1	1034	1065	1051	1073
ENSG00000120278	PLEKHG1	96	72	72	52
ENSG00000120306	CYSTM1	390	417	452	502
ENSG00000120314	WDR55	1163	1194	1137	1084
ENSG00000120318	ARAP3	104	121	126	108
ENSG00000120322	PCDHB8	0	1	1	0
ENSG00000120324	PCDHB10	2	1	2	1
ENSG00000120327	PCDHB14	8	9	5	6
ENSG00000120328	PCDHB12	3	2	3	2
ENSG00000120329	SLC25A2	0	1	1	1
ENSG00000120332	TNN	2	0	2	2
ENSG00000120333	MRPS14	544	546	416	479
ENSG00000120334	CENPL	325	339	291	320
ENSG00000120337	TNFSF18	1	0	0	0
ENSG00000120341	SEC16B	1	3	1	4
ENSG00000120370	GORAB	374	396	341	292
ENSG00000120437	ACAT2	454	481	427	447
ENSG00000120438	TCP1	1915	1989	1883	1852
ENSG00000120451	SNX19	1810	2018	1948	1920
ENSG00000120457	KCNJ5	2	5	2	0
ENSG00000120458	MSANTD2	339	348	329	315
ENSG00000120471	TP53AIP1	2	2	1	2
ENSG00000120500	ARR3	22	25	18	18
ENSG00000120509	PDZD11	541	599	536	538
ENSG00000120519	SLC10A7	135	139	134	129
ENSG00000120526	NUDCD1	1709	1767	1894	1698
ENSG00000120533	ENY2	2570	2548	2569	2539
ENSG00000120539	MASTL	1157	1079	1027	1179
ENSG00000120549	KIAA1217	693	682	775	818
ENSG00000120563	LYZL1	0	0	1	0
ENSG00000120594	PLXDC2	913	975	906	1021
ENSG00000120616	EPC1	422	454	476	470
ENSG00000120645	IQSEC3	13	10	2	1
ENSG00000120647	CCDC77	316	338	273	297
ENSG00000120656	TAF12	641	724	625	657
ENSG00000120658	ENOX1	30	24	53	51
ENSG00000120662	MTRF1	253	272	293	312
ENSG00000120664	SPG20-AS1	14	10	15	23
ENSG00000120669	SOHLH2	1	2	1	4
ENSG00000120675	DNAJC15	496	513	443	438
ENSG00000120685	PROSER1	1450	1509	1343	1397
ENSG00000120686	UFM1	2014	2135	1975	1995
ENSG00000120688	WBP4	379	434	447	464
ENSG00000120690	ELF1	2587	2523	2473	2531
ENSG00000120693	SMAD9	97	98	185	207
ENSG00000120694	HSPH1	6162	6661	6221	5542
ENSG00000120696	KBTBD7	246	295	245	245
ENSG00000120697	ALG5	408	427	388	410
ENSG00000120699	EXOSC8	411	417	421	470
ENSG00000120705	ETF1	1982	1940	1836	1700
ENSG00000120708	TGFBI	13780	14766	16221	15052
ENSG00000120709	FAM53C	2322	2278	2071	2108
ENSG00000120725	SIL1	485	519	428	487
ENSG00000120727	PAIP2	1266	1222	1333	1428
ENSG00000120729	MYOT	16	19	24	27
ENSG00000120733	KDM3B	3049	3042	2975	2906
ENSG00000120738	EGR1	723	668	615	887
ENSG00000120742	SERP1	5144	5063	4882	4658
ENSG00000120756	PLS1	1406	1539	1761	1789
ENSG00000120784	ZFP30	1	0	0	0
ENSG00000120798	NR2C1	716	702	663	706
ENSG00000120800	UTP20	1315	1307	1228	1274
ENSG00000120802	TMPO	7582	7633	6880	7451
ENSG00000120805	ARL1	1817	1701	1705	1753
ENSG00000120820	GLT8D2	5	3	5	6
ENSG00000120832	MTERF2	234	250	206	264
ENSG00000120833	SOCS2	64	59	42	45
ENSG00000120837	NFYB	608	629	469	509
ENSG00000120860	CCDC53	138	161	137	124
ENSG00000120868	APAF1	669	688	610	538
ENSG00000120875	DUSP4	1787	1812	3481	3339
ENSG00000120885	CLU	5663	6034	5585	6050
ENSG00000120889	TNFRSF10B	3376	3369	3472	3338
ENSG00000120896	SORBS3	618	658	462	522
ENSG00000120899	PTK2B	82	95	57	71
ENSG00000120903	CHRNA2	0	0	1	0
ENSG00000120910	PPP3CC	111	102	126	156
ENSG00000120913	PDLIM2	304	321	236	229
ENSG00000120915	EPHX2	226	214	155	170
ENSG00000120925	RNF170	933	979	938	973
ENSG00000120937	NPPB	0	0	2	1
ENSG00000120942	UBIAD1	460	414	346	349
ENSG00000120948	TARDBP	728	725	716	758
ENSG00000120949	TNFRSF8	3	2	1	2
ENSG00000120963	ZNF706	1153	1079	1105	1166
ENSG00000120992	LYPLA1	1584	1574	1737	1678
ENSG00000121022	COPS5	2400	2524	2142	2102
ENSG00000121039	RDH10	1176	1230	1574	1697
ENSG00000121053	EPX	1	0	2	0
ENSG00000121057	AKAP1	1780	1936	1890	1788
ENSG00000121058	COIL	490	546	535	506
ENSG00000121060	TRIM25	3816	3978	3659	3349
ENSG00000121064	SCPEP1	482	500	424	468
ENSG00000121067	SPOP	1384	1504	1464	1419
ENSG00000121068	TBX2	129	139	94	98
ENSG00000121073	SLC35B1	938	989	962	929
ENSG00000121075	TBX4	0	0	3	2
ENSG00000121101	TEX14	4	6	2	9
ENSG00000121104	FAM117A	267	273	247	293
ENSG00000121152	NCAPH	981	944	883	935
ENSG00000121207	LRAT	4	2	1	3
ENSG00000121210	KIAA0922	147	174	183	146
ENSG00000121211	MND1	69	59	65	67
ENSG00000121236	TRIM6	1552	1468	682	750
ENSG00000121270	ABCC11	8	10	7	6
ENSG00000121274	PAPD5	656	673	747	718
ENSG00000121281	ADCY7	426	461	404	367
ENSG00000121289	CEP89	599	591	641	632
ENSG00000121297	TSHZ3	500	457	657	600
ENSG00000121310	ECHDC2	624	666	555	626
ENSG00000121314	TAS2R8	0	0	1	0
ENSG00000121318	TAS2R10	12	12	14	14
ENSG00000121335	PRB2	1	0	0	0
ENSG00000121350	PYROXD1	141	149	158	166
ENSG00000121361	KCNJ8	107	125	167	187
ENSG00000121377	TAS2R7	0	0	0	1
ENSG00000121380	BCL2L14	2	0	4	2
ENSG00000121390	PSPC1	941	924	747	711
ENSG00000121417	ZNF211	20	27	26	23
ENSG00000121454	LHX4	183	193	308	352
ENSG00000121481	RNF2	616	573	683	619
ENSG00000121486	TRMT1L	679	708	659	650
ENSG00000121542	SEC22A	355	317	319	297
ENSG00000121577	POPDC2	10	5	5	6
ENSG00000121578	B4GALT4	500	557	514	524
ENSG00000121579	NAA50	4801	4751	4482	4446
ENSG00000121594	CD80	19	16	11	11
ENSG00000121621	KIF18A	534	552	527	482
ENSG00000121644	DESI2	1544	1444	1731	1671
ENSG00000121653	MAPK8IP1	2	3	0	3
ENSG00000121671	CRY2	268	337	246	244
ENSG00000121680	PEX16	145	140	128	143
ENSG00000121690	DEPDC7	75	85	46	58
ENSG00000121691	CAT	1472	1515	1313	1170
ENSG00000121716	PILRB	184	173	186	214
ENSG00000121741	ZMYM2	1645	1702	1536	1539
ENSG00000121749	TBC1D15	609	549	660	632
ENSG00000121753	ADGRB2	72	73	47	62
ENSG00000121764	HCRTR1	1	1	1	2
ENSG00000121766	ZCCHC17	704	693	612	578
ENSG00000121769	FABP3	51	52	26	28
ENSG00000121774	KHDRBS1	5874	5870	5522	5569
ENSG00000121775	TMEM39B	293	282	284	322
ENSG00000121851	POLR3GL	294	275	213	223
ENSG00000121858	TNFSF10	153	131	69	89
ENSG00000121864	ZNF639	1081	1087	1240	1201
ENSG00000121879	PIK3CA	841	812	1060	1045
ENSG00000121892	PDS5A	2757	2786	2731	2928
ENSG00000121895	TMEM156	5	14	9	10
ENSG00000121897	LIAS	160	178	123	137
ENSG00000121900	TMEM54	849	897	859	875
ENSG00000121903	ZSCAN20	329	316	315	295
ENSG00000121904	CSMD2	0	0	1	0
ENSG00000121905	HPCA	27	32	37	33
ENSG00000121931	LRIF1	606	567	575	591
ENSG00000121940	CLCC1	673	649	671	671
ENSG00000121957	GPSM2	582	644	534	554
ENSG00000121964	GTDC1	212	216	196	190
ENSG00000121988	ZRANB3	198	210	218	226
ENSG00000121989	ACVR2A	211	223	205	221
ENSG00000122008	POLK	715	701	673	696
ENSG00000122025	FLT3	1	2	0	3
ENSG00000122026	RPL21	177	181	170	184
ENSG00000122033	MTIF3	242	269	270	269
ENSG00000122034	GTF3A	1315	1394	1286	1427
ENSG00000122035	RASL11A	28	44	24	22
ENSG00000122042	UBL3	631	677	777	800
ENSG00000122068	FYTTD1	2570	2658	2663	2526
ENSG00000122085	MTERF4	659	658	625	555
ENSG00000122121	XPNPEP2	0	0	1	0
ENSG00000122126	OCRL	1304	1324	1397	1379
ENSG00000122133	PAEP	2	2	1	5
ENSG00000122140	MRPS2	1551	1676	1677	1611
ENSG00000122180	MYOG	0	0	0	1
ENSG00000122188	LAX1	1	0	0	0
ENSG00000122203	KIAA1191	2084	2197	2157	2110
ENSG00000122218	COPA	5283	5498	5507	5396
ENSG00000122224	LY9	0	0	0	1
ENSG00000122257	RBBP6	1892	2033	2229	2267
ENSG00000122299	ZC3H7A	1761	1718	1458	1414
ENSG00000122335	SERAC1	272	297	322	293
ENSG00000122359	ANXA11	3994	4312	4388	4208
ENSG00000122367	LDB3	12	8	6	4
ENSG00000122375	OPN4	0	2	1	1
ENSG00000122376	FAM35A	177	131	116	136
ENSG00000122378	FAM213A	377	407	425	470
ENSG00000122386	ZNF205	206	247	189	202
ENSG00000122390	NAA60	1388	1456	1342	1417
ENSG00000122406	RPL5	2243	2034	2127	2218
ENSG00000122417	ODF2L	441	441	408	380
ENSG00000122420	PTGFR	16	9	11	12
ENSG00000122432	SPATA1	11	16	9	15
ENSG00000122435	TRMT13	587	608	535	530
ENSG00000122477	LRRC39	25	26	26	34
ENSG00000122481	RWDD3	183	214	218	237
ENSG00000122482	ZNF644	1481	1522	1534	1393
ENSG00000122483	CCDC18	413	441	311	305
ENSG00000122484	RPAP2	723	724	636	669
ENSG00000122490	PQLC1	284	278	259	265
ENSG00000122497	NBPF14	3	2	1	2
ENSG00000122507	BBS9	161	144	130	118
ENSG00000122512	PMS2	340	362	301	312
ENSG00000122515	ZMIZ2	1920	2099	1681	1838
ENSG00000122543	OCM	0	0	0	1
ENSG00000122545	SEPT7	1583	1548	1436	1408
ENSG00000122547	EEPD1	238	241	139	153
ENSG00000122548	KIAA0087	1	0	1	0
ENSG00000122550	KLHL7	920	942	886	884
ENSG00000122557	HERPUD2	747	760	786	751
ENSG00000122565	CBX3	4869	5241	4764	4955
ENSG00000122566	HNRNPA2B1	24297	24671	25049	25241
ENSG00000122591	FAM126A	1585	1536	1546	1462
ENSG00000122592	HOXA7	2	3	1	5
ENSG00000122641	INHBA	217	198	655	535
ENSG00000122642	FKBP9	172	171	173	158
ENSG00000122643	NT5C3A	299	315	232	295
ENSG00000122644	ARL4A	334	401	324	328
ENSG00000122674	CCZ1	15	16	14	12
ENSG00000122678	POLM	371	398	456	485
ENSG00000122687	MRM2	1532	1646	1271	1299
ENSG00000122692	SMU1	891	939	836	845
ENSG00000122694	GLIPR2	465	505	440	384
ENSG00000122696	SLC25A51	46	54	48	47
ENSG00000122705	CLTA	3883	3876	4042	3886
ENSG00000122707	RECK	309	299	282	269
ENSG00000122711	SPINK4	1	0	1	1
ENSG00000122729	ACO1	2357	2523	2193	2195
ENSG00000122733	PHF24	1	3	1	0
ENSG00000122735	DNAI1	4	2	0	3
ENSG00000122741	DCAF10	1298	1317	1438	1470
ENSG00000122778	KIAA1549	1024	1033	1327	1355
ENSG00000122779	TRIM24	2005	2082	2082	2217
ENSG00000122783	C7orf49	1501	1653	1439	1472
ENSG00000122786	CALD1	2714	2732	3972	3687
ENSG00000122787	AKR1D1	68	60	54	69
ENSG00000122861	PLAU	2243	2321	4422	4110
ENSG00000122862	SRGN	44	39	40	46
ENSG00000122863	CHST3	1591	1658	2008	1844
ENSG00000122870	BICC1	13618	13832	16286	16722
ENSG00000122873	CISD1	533	512	545	516
ENSG00000122877	EGR2	12	11	24	23
ENSG00000122882	ECD	662	710	674	688
ENSG00000122884	P4HA1	1663	1733	1686	1626
ENSG00000122912	SLC25A16	539	551	574	592
ENSG00000122952	ZWINT	1927	2284	1712	1854
ENSG00000122958	VPS26A	2830	2878	3005	3034
ENSG00000122965	RBM19	899	958	942	901
ENSG00000122966	CIT	840	782	725	771
ENSG00000122970	IFT81	285	305	258	304
ENSG00000122971	ACADS	292	325	218	257
ENSG00000122986	HVCN1	9	13	17	16
ENSG00000123009	NME2P1	0	1	1	0
ENSG00000123064	DDX54	1346	1536	1408	1521
ENSG00000123066	MED13L	2165	2255	2561	2517
ENSG00000123080	CDKN2C	686	734	515	603
ENSG00000123091	RNF11	2465	2386	2391	2411
ENSG00000123094	RASSF8	1861	1872	2662	2691
ENSG00000123095	BHLHE41	144	124	83	83
ENSG00000123096	SSPN	7	13	21	22
ENSG00000123104	ITPR2	825	915	950	960
ENSG00000123106	CCDC91	300	345	326	327
ENSG00000123119	NECAB1	113	105	160	133
ENSG00000123124	WWP1	1617	1670	1732	1837
ENSG00000123130	ACOT9	831	816	1129	1116
ENSG00000123131	PRDX4	1533	1679	1480	1476
ENSG00000123136	DDX39A	691	680	655	700
ENSG00000123143	PKN1	2318	2581	2575	2752
ENSG00000123144	C19orf43	1054	1058	1034	1119
ENSG00000123146	ADGRE5	423	462	360	343
ENSG00000123154	WDR83	74	74	62	65
ENSG00000123159	GIPC1	2174	2333	1894	1958
ENSG00000123178	SPRYD7	506	422	471	417
ENSG00000123179	EBPL	309	278	297	262
ENSG00000123191	ATP7B	378	392	337	324
ENSG00000123200	ZC3H13	2355	2504	2339	2396
ENSG00000123201	GUCY1B2	71	90	64	77
ENSG00000123213	NLN	2133	1976	2178	2108
ENSG00000123219	CENPK	363	349	319	375
ENSG00000123240	OPTN	1861	1776	1936	1699
ENSG00000123243	ITIH5	331	361	291	315
ENSG00000123268	ATF1	814	833	886	857
ENSG00000123297	TSFM	898	909	854	835
ENSG00000123329	ARHGAP9	8	6	8	8
ENSG00000123338	NCKAP1L	4	5	5	3
ENSG00000123342	MMP19	128	161	119	114
ENSG00000123349	PFDN5	4305	4529	4512	4457
ENSG00000123352	SPATS2	1145	1118	955	954
ENSG00000123353	ORMDL2	570	563	534	527
ENSG00000123358	NR4A1	81	77	84	93
ENSG00000123360	PDE1B	1	1	0	0
ENSG00000123364	HOXC13	3	2	6	7
ENSG00000123374	CDK2	1652	1582	1520	1529
ENSG00000123384	LRP1	2434	2452	2432	2312
ENSG00000123395	ATG101	656	687	700	616
ENSG00000123405	NFE2	19	25	12	13
ENSG00000123407	HOXC12	0	1	0	1
ENSG00000123411	IKZF4	290	260	234	248
ENSG00000123415	SMUG1	960	1036	855	810
ENSG00000123416	TUBA1B	6121	6411	5788	5560
ENSG00000123427	METTL21B	329	372	291	295
ENSG00000123444	KBTBD4	172	150	175	144
ENSG00000123453	SARDH	1888	1999	1565	1672
ENSG00000123454	DBH	688	752	539	535
ENSG00000123472	ATPAF1	614	528	494	524
ENSG00000123473	STIL	1033	1051	845	838
ENSG00000123485	HJURP	2616	2607	2075	2174
ENSG00000123500	COL10A1	3	4	2	0
ENSG00000123505	AMD1	2536	2401	2105	1919
